,2015-09-30,2015-12-31,2016-03-31
AccruedLiabilitiesCurrent,214807.000,234363.000,261753.000
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,3770.000,3770.000,3770.000
AdditionalPaidInCapital,8550.000,8550.000,8550.000
Assets,20268.000,19821.000,19344.000
AssetsCurrent,7148.000,7178.000,7178.000
CapitalizedComputerSoftwareAccumulatedAmortization,-5880.000,-6357.000,-6834.000
CapitalizedComputerSoftwareGross,19000.000,19000.000,19000.000
CapitalizedComputerSoftwareNet,13120.000,12643.000,12166.000
CashAndCashEquivalentsAtCarryingValue,7148.000,7178.000,7178.000
CommonStockParOrStatedValuePerShare,0.001,0.001,0.001
CommonStockSharesAuthorized,125000000.000,125000000.000,125000000.000
CommonStockSharesIssued,33500000.000,33500000.000,33500000.000
CommonStockSharesOutstanding,33500000.000,33500000.000,33500000.000
CommonStockValue,33500.000,33500.000,33500.000
DeferredTaxAssetsLiabilitiesNet,0.000,0.000,0.000
DeferredTaxAssetsLiabilitiesNetCurrent,102742.000,322187.000,350054.000
DeferredTaxAssetsOperatingLossCarryforwards,302184.000,322187.000,-350054.000
DeferredTaxAssetsValuationAllowance,302184.000,322187.000,-350054.000
DueToRelatedPartiesCurrent,65595.000,65595.000,65595.000
FurnitureAndFixturesGross,3770.000,3770.000,3770.000
LiabilitiesAndStockholdersEquity,20268.000,19821.000,19344.000
LiabilitiesCurrent,280402.000,299958.000,327348.000
OperatingLeasesFutureMinimumPaymentsReceivable,420750.000,396000.000,389812.000
OperatingLeasesFutureMinimumPaymentsReceivableCurrent,24750.000,,92812.000
OperatingLeasesFutureMinimumPaymentsReceivableInFiveYears,99000.000,99000.000,
OperatingLeasesFutureMinimumPaymentsReceivableInFourYears,99000.000,99000.000,99000.000
OperatingLeasesFutureMinimumPaymentsReceivableInThreeYears,99000.000,99000.000,99000.000
OperatingLeasesFutureMinimumPaymentsReceivableInTwoYears,99000.000,99000.000,99000.000
OperatingLeasesFutureMinimumPaymentsReceivableThereafter,,0.000,0.000
PreferredStockParOrStatedValuePerShare,0.001,0.001,0.001
PreferredStockSharesAuthorized,25000000.000,25000000.000,25000000.000
PreferredStockSharesIssued,0.000,0.000,0.000
PreferredStockSharesOutstanding,0.000,0.000,0.000
PropertyPlantAndEquipmentNet,0.000,0.000,0.000
RetainedEarningsAccumulatedDeficit,-302184.000,-322187.000,-350054.000
SharesIssued,,-280137.000,
StockholdersEquity,-260134.000,-280137.000,-308004.000
