,2012-10-31,2013-01-31,2013-04-30,2013-07-31,2013-10-31,2014-01-31,2014-04-30,2014-07-31,2014-10-31,2015-01-31,2015-04-30,2015-07-31,2015-10-31
AccountsPayableAndAccruedLiabilitiesCurrent,18566.000,8106.000,18800.000,21384.000,10178.000,14638.000,21563.000,26219.000,24765.000,30489.000,56231.000,76533.000,123779.000
AccountsPayableRelatedPartiesCurrent,,,,,,,,633.000,3038.000,6929.000,7768.000,16785.000,34310.000
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,,,,,,,,,,6.000,6.000,0.000,0.000
AdditionalPaidInCapital,44225.000,44225.000,44225.000,44225.000,44225.000,44225.000,44225.000,43283.000,44068.000,194062.000,194062.000,194062.000,194062.000
Assets,,,,,,,,,,22307.000,26117.000,1118.000,1102.000
AssetsCurrent,19641.000,650.000,119.000,119.000,119.000,1071.000,,,,20179.000,26117.000,1118.000,1102.000
CashAndCashEquivalentsAtCarryingValue,19641.000,,119.000,119.000,119.000,1071.000,,,,19579.000,25517.000,518.000,502.000
CommonStockParOrStatedValuePerShare,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
CommonStockSharesAuthorized,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000,300000000.000,300000000.000,300000000.000,300000000.000,300000000.000,300000000.000
CommonStockSharesIssued,47097800.000,47097800.000,47097800.000,47097800.000,47097800.000,47097800.000,47097800.000,141293400.000,62797084.000,63397067.000,63397067.000,63397067.000,63397067.000
CommonStockSharesOutstanding,45832800.000,47097800.000,47097800.000,47097800.000,47097800.000,47097800.000,47097800.000,141293400.000,62797084.000,63397067.000,63397067.000,63397067.000,63397067.000
CommonStockValue,471.000,471.000,471.000,471.000,471.000,471.000,471.000,1413.000,628.000,634.000,634.000,634.000,634.000
CommonStockholdersEquity,,-7456.000,,,,,,,,,,,
DebtInstrumentConvertibleConversionPrice1,,,,,,,,,,0.500,,,
DebtInstrumentFaceAmount,,,,,5000.000,,,,,,,,
DebtInstrumentInterestRateStatedPercentage,,,,,,,,,,0.075,,,
DeferredTaxAssetsNet,,,,,,33496.000,,,,95519.000,,,
DeferredTaxAssetsValuationAllowance,,,,,,-33496.000,,,,-95519.000,,,
DerivativeAveragePriceRiskOptionStrikePrice,,,,,,,,,,0.510,,,
DueToRelatedPartiesCurrentAndNoncurrent,,,,,,,,633.000,3038.000,6929.000,7768.000,16785.000,34310.000
LiabilitiesAndStockholdersEquity,19641.000,650.000,119.000,119.000,119.000,1071.000,,,,22307.000,26117.000,1118.000,1102.000
LiabilitiesCurrent,18566.000,8106.000,18800.000,26384.000,32618.000,52078.000,64503.000,80792.000,90908.000,122690.000,245147.000,321305.000,409215.000
LongTermNotesPayable,,,,,,,,75000.000,,,,,
NotesPayable,,,,,,,,,,50000.000,,,
NotesPayableCurrent,,,,,,,,,63105.000,63105.000,,,
OperatingLossCarryforwards,,,,,,95703.000,,,,272912.000,,,
PreferredStockParOrStatedValuePerShare,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
PreferredStockSharesAuthorized,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000
PreferredStockSharesIssued,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
PreferredStockSharesOutstanding,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
PreferredStockValue,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
PrepaidExpenseCurrent,,650.000,,,,,,,,600.000,600.000,600.000,600.000
PropertyPlantAndEquipmentNet,,,,,,,,,,2128.000,,,
PropertyPlantAndEquipmentOther,,,,,,,,,,2134.000,,,
RetainedEarningsAccumulatedDeficit,-43621.000,-52152.000,-63377.000,-70961.000,-77195.000,-95703.000,-109199.000,-125488.000,-135604.000,-295079.000,-413726.000,-514883.000,-602809.000
ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsExercisableWeightedAverageExercisePrice,,,,,,,,,,0.500,,,
ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsOutstandingWeightedAverageExercisePrice,,,,,,,,,,0.500,,,
SharesIssuedPricePerShare,,,,,,,,,,0.250,,,
ShortTermBorrowings,,,,5000.000,22440.000,37440.000,42940.000,53940.000,63105.000,63105.000,138105.000,163105.000,163105.000
StockholdersEquity,1075.000,-7456.000,-18681.000,-26265.000,-32499.000,-51007.000,-64503.000,-80792.000,-90908.000,-100383.000,-219030.000,-320187.000,-408113.000
