,2011-12-30,2012-03-30,2012-12-28,2013-03-29,2013-09-27,2013-12-27,2014-03-28,2014-06-27,2014-09-26,2014-12-26,2015-03-27,2015-06-26,2015-09-25,2015-12-25,2016-03-25,2016-06-24,2016-12-30
AccretionAmortizationOfDiscountsAndPremiumsInvestments,,,,,,,,,,,,,-298000.000,,,,
AllocatedShareBasedCompensationExpenseNetOfTax,,,1378000.000,1337000.000,1563000.000,1497000.000,1478000.000,1009000.000,1867000.000,1930000.000,2009000.000,2221000.000,2673000.000,3110000.000,1999000.000,2145000.000,8597000.000
AmortizationOfFinancingCostsAndDiscounts,,,,,,,,,,,,,171000.000,,,,
AmortizationOfIntangibleAssets,,,67000.000,43000.000,28000.000,23000.000,21000.000,21000.000,21000.000,23000.000,20000.000,5000.000,10000.000,10000.000,20000.000,60000.000,300000.000
AntidilutiveSecuritiesExcludedFromComputationOfEarningsPerShareAmount,,,1217684.000,903856.000,655931.000,,,,,,,,,,,,
AvailableForSaleSecuritiesGrossRealizedLosses,,,,,,,,,,,,,92000.000,,,,
CashAndCashEquivalentsPeriodIncreaseDecrease,,,,,14420000.000,,,,11112000.000,,,,,,,,
CashAndCashEquivalentsPeriodIncreaseDecreaseExcludingExchangeRateEffect,,,,,,,,,,,,,-17047000.000,,,,
ComprehensiveIncomeNetOfTax,,,,,,,,,11036000.000,8240000.000,11357000.000,12965000.000,1690000.000,19493000.000,21836000.000,19513000.000,23036000.000
CostOfRevenue,87680000.000,124138000.000,149056000.000,139302000.000,152906000.000,158032000.000,150374000.000,142309000.000,168819000.000,167292000.000,167796000.000,181907000.000,190422000.000,204545000.000,219711000.000,242546000.000,308110000.000
DeferredIncomeTaxesAndTaxCredits,,,,,438000.000,,,,6000.000,,,,157000.000,,,,
Depreciation,,,,,2509000.000,,,,2887000.000,,,,4053000.000,,,,
EarningsPerShareBasic,-0.970,-1.350,0.480,0.610,0.550,0.420,1.360,0.300,0.310,0.250,0.310,0.360,0.050,0.550,0.580,0.550,0.690
EarningsPerShareDiluted,-0.960,-1.350,0.480,0.610,0.550,0.410,1.330,0.290,0.310,0.240,0.300,0.360,0.040,0.540,0.560,0.540,0.670
EffectOfExchangeRateOnCashAndCashEquivalents,,,,,-276000.000,,,,94000.000,,,,-466000.000,,,,
EffectiveIncomeTaxRateContinuingOperations,,,0.043,0.042,0.039,-0.104,0.015,,0.081,0.105,0.093,,0.447,0.061,0.058,,0.068
EmployeeServiceShareBasedCompensationAllocationOfRecognizedPeriodCostsCapitalizedAmount,,,,,,,,,,,,,,,,,0.000
EmployeeServiceShareBasedCompensationTaxBenefitFromCompensationExpense,,,,,,,,,,0.000,0.000,,0.000,0.000,0.000,0.000,0.000
ForeignCurrencyTransactionGainLossBeforeTax,787000.000,714000.000,-170000.000,978000.000,1088000.000,-788000.000,-254000.000,-70000.000,-106000.000,83000.000,-87000.000,91000.000,-10492000.000,6166000.000,3080000.000,-670000.000,1945000.000
GainLossOnDiscontinuationOfCashFlowHedgeDueToForecastedTransactionProbableOfNotOccurringNet,,,,,,,,,,,,,,,0.000,,
GainLossOnSaleOfPropertyPlantEquipment,,,,,,,,,46000.000,,,,26000.000,,,,
GrossProfit,8929000.000,14881000.000,18370000.000,16255000.000,18645000.000,20530000.000,17283000.000,17775000.000,20506000.000,21061000.000,21657000.000,24549000.000,26011000.000,28493000.000,31177000.000,33842000.000,43046000.000
IncomeLossFromContinuingOperationsBeforeIncomeTaxesExtraordinaryItemsNoncontrollingInterest,,,,,,,,,12007000.000,9750000.000,11958000.000,13911000.000,2898000.000,21086000.000,22793000.000,21455000.000,27252000.000
IncomeLossFromContinuingOperationsBeforeIncomeTaxesMinorityInterestAndIncomeLossFromEquityMethodInvestments,-35653000.000,-46412000.000,17429000.000,22053000.000,19978000.000,13166000.000,48389000.000,11637000.000,,,,,,,,,
IncomeTaxExpenseBenefit,-2399000.000,-87000.000,747000.000,927000.000,781000.000,-1373000.000,727000.000,1304000.000,971000.000,1024000.000,1113000.000,876000.000,1295000.000,1283000.000,1971000.000,1786000.000,1960000.000
IncreaseDecreaseInAccountsPayableTrade,,,,,13189000.000,,,,6930000.000,,,,3053000.000,,,,
IncreaseDecreaseInAccountsReceivable,,,,,7348000.000,,,,6773000.000,,,,4948000.000,,,,
IncreaseDecreaseInAccruedIncomeTaxesPayable,,,,,124000.000,,,,460000.000,,,,707000.000,,,,
IncreaseDecreaseInDeferredIncomeTaxes,,,,,,562000.000,,,,,,,,,,,
IncreaseDecreaseInInventories,,,,,5566000.000,,,,4617000.000,,,,13150000.000,,,,
IncreaseDecreaseInOtherInsuranceLiabilities,,,,,-5964000.000,,,,,,,,,,,,
IncreaseDecreaseInOtherOperatingAssets,,,,,-60000.000,,,,404000.000,,,,668000.000,,,,
IncreaseDecreaseInOtherOperatingLiabilities,,,,,550000.000,,,,3773000.000,,,,-1106000.000,,,,
IncreaseDecreaseInRestrictedCashAndInvestments,,,,,,,,,,,,,2352000.000,,,,
IncrementalCommonSharesAttributableToShareBasedPaymentArrangements,,,287000.000,313000.000,464000.000,701000.000,712000.000,-1226000.000,357000.000,568000.000,704000.000,-999000.000,736000.000,1014000.000,1125000.000,-1860000.000,957000.000
InterestAndOtherIncome,,,,,,,,,,,258000.000,,442000.000,455000.000,213000.000,425000.000,320000.000
