,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30
AccountsPayableCurrent,7221000.000,6259000.000,10445000.000,7511000.000,6351000.000,10481000.000
AccountsReceivableNetCurrent,17536000.000,15765000.000,25758000.000,21502000.000,18985000.000,18513000.000
AccruedIncomeTaxesCurrent,0.000,0.000,0.000,429000.000,7000.000,558000.000
AccruedLiabilitiesCurrent,1673000.000,1339000.000,3739000.000,2489000.000,1864000.000,2035000.000
AccruedMarketingCostsCurrent,5573000.000,6449000.000,7457000.000,10079000.000,8595000.000,9254000.000
AccumulatedAmortizationOfNoncurrentDeferredFinanceCosts,,,,,1912000.000,1954000.000
AdditionalPaidInCapital,62330000.000,62549000.000,62811000.000,63129000.000,63235000.000,63346000.000
AllowanceForDoubtfulAccountsReceivableCurrent,994000.000,972000.000,1452000.000,1404000.000,583000.000,570000.000
Assets,90964000.000,89353000.000,100478000.000,94882000.000,90292000.000,95304000.000
AssetsCurrent,50761000.000,50281000.000,62038000.000,56899000.000,53093000.000,59087000.000
CashAndCashEquivalentsAtCarryingValue,113000.000,382000.000,3000.000,63000.000,1180000.000,5365000.000
ClassOfWarrantOrRightNumberOfSecuritiesCalledByWarrantsOrRights,,,,,650000.000,650000.000
CommonStockParOrStatedValuePerShare,0.010,0.010,0.010,0.010,0.010,0.010
CommonStockSharesAuthorized,50000000.000,50000000.000,50000000.000,50000000.000,50000000.000,50000000.000
CommonStockSharesIssued,13605675.000,13605675.000,13620900.000,13712558.000,13712558.000,13714447.000
CommonStockSharesOutstanding,13605675.000,13605675.000,13620900.000,13712558.000,13712558.000,13714447.000
CommonStockValue,136000.000,136000.000,136000.000,137000.000,137000.000,137000.000
DebtInstrumentUnamortizedDiscount,783000.000,742000.000,0.000,,,
DeferredFinanceCostsNoncurrentNet,,,,,555000.000,513000.000
DeferredTaxAssetsNetCurrent,7388000.000,7200000.000,8677000.000,8237000.000,7562000.000,8172000.000
DeferredTaxLiabilitiesNoncurrent,8469000.000,8289000.000,8155000.000,8155000.000,8155000.000,8155000.000
DepositsAssets,,,,,378000.000,381000.000
DueToRelatedPartiesNoncurrent,7764000.000,7890000.000,0.000,,,
EmployeeServiceShareBasedCompensationNonvestedAwardsTotalCompensationCostNotYetRecognizedStockOptions,,,,,1000000.000,900000.000
FiniteLivedIntangibleAssetsAccumulatedAmortization,,,,,15296000.000,15738000.000
FiniteLivedIntangibleAssetsAmortizationExpenseNextTwelveMonths,,,,,1800000.000,1800000.000
FiniteLivedIntangibleAssetsAmortizationExpenseRemainderOfFiscalYear,,,,,883000.000,441000.000
FiniteLivedIntangibleAssetsAmortizationExpenseYearFive,,,,,1800000.000,1800000.000
FiniteLivedIntangibleAssetsAmortizationExpenseYearFour,,,,,1800000.000,1800000.000
FiniteLivedIntangibleAssetsAmortizationExpenseYearThree,,,,,1800000.000,1800000.000
FiniteLivedIntangibleAssetsAmortizationExpenseYearTwo,,,,,1800000.000,1800000.000
FiniteLivedIntangibleAssetsGross,,,,,32400000.000,32400000.000
FiniteLivedIntangibleAssetsNet,,,,,17104000.000,16662000.000
IncomeTaxesReceivable,636000.000,1473000.000,437000.000,273000.000,313000.000,298000.000
IntangibleAssetsNetExcludingGoodwill,31369000.000,30927000.000,30486000.000,30045000.000,29604000.000,29162000.000
InventoryFinishedGoodsNetOfReserves,,,,,11012000.000,12004000.000
InventoryNet,23870000.000,24322000.000,25223000.000,24186000.000,22793000.000,25023000.000
InventoryRawMaterialsNetOfReserves,,,,,11781000.000,13019000.000
Liabilities,39263000.000,37970000.000,49616000.000,41277000.000,34625000.000,40868000.000
LiabilitiesAndStockholdersEquity,90964000.000,89353000.000,100478000.000,94882000.000,90292000.000,95304000.000
LiabilitiesCurrent,22507000.000,21139000.000,38272000.000,30148000.000,23755000.000,30236000.000
LinesOfCreditCurrent,4017000.000,206000.000,4690000.000,0.000,0.000,0.000
LongTermDebt,,,,2667000.000,2417000.000,2167000.000
LongTermDebtCurrent,,,1000000.000,1000000.000,1000000.000,1000000.000
LongTermDebtNoncurrent,,,2917000.000,,,
OtherAssets,,,,,13000.000,9000.000
OtherAssetsNoncurrent,5929000.000,5348000.000,5357000.000,5536000.000,5363000.000,4888000.000
OtherLiabilitiesNoncurrent,523000.000,652000.000,272000.000,307000.000,298000.000,310000.000
PreferredStockParOrStatedValuePerShare,0.010,0.010,0.010,0.010,0.010,0.010
PreferredStockSharesAuthorized,10000000.000,10000000.000,10000000.000,10000000.000,10000000.000,10000000.000
PreferredStockSharesIssued,0.000,0.000,0.000,0.000,0.000,0.000
PreferredStockSharesOutstanding,0.000,0.000,0.000,0.000,0.000,0.000
PreferredStockValue,0.000,0.000,0.000,0.000,0.000,0.000
PrepaidExpenseAndOtherAssetsCurrent,1218000.000,1139000.000,1940000.000,2638000.000,2260000.000,1716000.000
PropertyPlantAndEquipmentNet,2905000.000,2797000.000,2597000.000,2402000.000,2232000.000,2167000.000
RestrictedInvestmentsNoncurrent,,,,,296000.000,307000.000
RetainedEarningsAccumulatedDeficit,-10765000.000,-11302000.000,-12085000.000,-9661000.000,-7705000.000,-9047000.000
StockholdersEquity,51701000.000,51383000.000,50862000.000,53605000.000,55667000.000,54436000.000
StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,51701000.000,51383000.000,50862000.000,53605000.000,55667000.000,54436000.000
