,2011-09-25,2012-04-01,2012-07-01,2012-09-30,2012-12-30,2013-03-31,2013-06-30,2013-09-29
AdvertisingRevenue,87869000.000,80910000.000,89003000.000,80262000.000,81244000.000,71389000.000,79220000.000,79009000.000
AmortizationOfFinancingCosts,340000.000,340000.000,340000.000,314000.000,261000.000,261000.000,261000.000,281000.000
AmortizationOfIntangibleAssets,,,6017000.000,5894000.000,,5847000.000,5823000.000,5823000.000
AssetImpairmentCharges,37000.000,,0.000,0.000,,,,91599000.000
BusinessAcquisitionProFormaEarningsPerShareBasic,,,,,,,,-2.230
BusinessAcquisitionProFormaEarningsPerShareDiluted,,,,,,,,-2.230
BusinessAcquisitionsProFormaNetIncomeLoss,,,,,,,,-129302000.000
BusinessAcquisitionsProFormaRevenue,,,,,,,,154406000.000
CashAndCashEquivalentsPeriodIncreaseDecrease,,4539000.000,,,,-6760000.000,,
ComprehensiveIncomeNetOfTax,,-17961000.000,757000.000,-5931000.000,-4951000.000,-9928000.000,,-108465000.000
ComprehensiveIncomeNetOfTaxAttributableToNoncontrollingInterest,,-135000.000,-170000.000,-105000.000,-126000.000,-108000.000,,-865000.000
ComprehensiveIncomeNetOfTaxIncludingPortionAttributableToNoncontrollingInterest,,-18096000.000,587000.000,-6036000.000,-5077000.000,-10036000.000,-7126000.000,-109330000.000
CurrentIncomeTaxExpenseBenefit,,,,,,6018000.000,,
DebtorReorganizationItemsWriteOffOfDeferredFinancingCostsAndDebtDiscounts,,,,,,,,948000.000
DepreciationAndAmortization,10485000.000,10552000.000,10126000.000,9836000.000,9519000.000,9880000.000,9791000.000,10747000.000
DepreciationDepletionAndAmortization,,10552000.000,,,,9880000.000,,
DiscontinuedOperationTaxEffectOfDiscontinuedOperation,,,,,,0.000,,
DisposalGroupIncludingDiscontinuedOperationRevenue,,,,,,0.000,,
EarningsPerShareBasicAndDiluted,-0.090,-0.230,-0.040,-0.160,-0.080,-0.300,-0.240,-2.220
EffectiveIncomeTaxRateReconciliationAtFederalStatutoryIncomeTaxRate,,,,,,0.340,,
EmployeeServiceShareBasedCompensationNonvestedAwardsTotalCompensationCostNotYetRecognizedPeriodForRecognition,,,,,,0.010,,
FairValueMeasurementWithUnobservableInputsReconciliationRecurringBasisLiabilityGainLossIncludedInEarnings,,,,,,5000.000,,
FairValueMeasurementWithUnobservableInputsReconciliationRecurringBasisLiabilityGainLossIncludedInOtherComprehensiveIncome,,,,,,-7701000.000,,
FiniteLivedIntangibleAssetsFutureAmortizationExpense,,,,,,177845000.000,,
FutureAmortizationExpenseAfterYearFive,,,,,,72292000.000,,
FutureAmortizationExpenseYearFive,,,,,,20242000.000,,
FutureAmortizationExpenseYearFour,,,,,,21316000.000,,
FutureAmortizationExpenseYearOne,,,,,,17475000.000,,
FutureAmortizationExpenseYearThree,,,,,,23243000.000,,
FutureAmortizationExpenseYearTwo,,,,,,23277000.000,,
GainLossOnDerivativeInstrumentsNetPretax,694000.000,834000.000,809000.000,-5000.000,-3000.000,-5000.000,-5000.000,-4000.000
GainLossOnDispositionOfAssets,-158000.000,2000.000,-189000.000,-379000.000,-672000.000,-393000.000,-649000.000,-9000.000
GainLossOnSaleOfPropertyPlantEquipment,,2000.000,,,,-402000.000,,
GoodwillImpairmentLoss,,216000.000,0.000,,,,,
IncomeLossFromContinuingOperations,-5162000.000,,-2654000.000,,,,,
IncomeLossFromContinuingOperationsBeforeIncomeTaxesDomestic,-5140000.000,-13481000.000,-2506000.000,-8162000.000,-4805000.000,-17662000.000,-13176000.000,-140895000.000
IncomeLossFromContinuingOperationsIncludingPortionAttributableToNoncontrollingInterest,,,,-7912000.000,,-17662000.000,-13176000.000,-130017000.000
IncomeLossFromContinuingOperationsPerBasicAndDilutedShare,-0.090,,-0.040,-0.130,,-0.300,-0.230,-2.220
IncomeLossFromDiscontinuedOperationsNetOfTax,0.000,,-206000.000,-1506000.000,,39000.000,-946000.000,0.000
IncomeLossFromDiscontinuedOperationsNetOfTaxPerBasicAndDilutedShare,0.000,,0.000,-0.030,,0.000,-0.010,0.000
IncomeTaxExpenseBenefit,22000.000,-105000.000,148000.000,-250000.000,0.000,0.000,0.000,-10878000.000
IncomeTaxReconciliationChangeInDeferredTaxAssetsValuationAllowance,,,,,,5703000.000,,
IncomeTaxReconciliationEquityInEarningsLossesOfUnconsolidatedSubsidiary,,,,,,38000.000,,
IncomeTaxReconciliationIncomeTaxExpenseBenefitAtFederalStatutoryIncomeTaxRate,,,,,,0.000,,
IncomeTaxReconciliationNondeductibleExpenseOther,,,,,,189000.000,,
IncreaseDecreaseInAccountsPayable,,73000.000,,,,-170000.000,,
IncreaseDecreaseInAccountsReceivable,,-8401000.000,,,,-5857000.000,,
IncreaseDecreaseInAccruedLiabilities,,1232000.000,,,,2219000.000,,
IncreaseDecreaseInDeferredRevenue,,361000.000,,,,661000.000,,
IncreaseDecreaseInInterestPayableNet,,22000.000,,,,-1767000.000,,
IncreaseDecreaseInInventories,,-9000.000,,,,-312000.000,,
IncreaseDecreaseInOtherNoncurrentLiabilities,,-275000.000,,,,-305000.000,,
IncreaseDecreaseInOtherOperatingAssets,,1557000.000,,,,386000.000,,
IncreaseDecreaseInPrepaidExpense,,-4415000.000,,,,-1032000.000,,
InterestExpense,14441000.000,14548000.000,14449000.000,14500000.000,14431000.000,14430000.000,14456000.000,40627000.000
NetCashProvidedByUsedInFinancingActivities,,-4600000.000,,,,-6648000.000,,
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,,-4600000.000,,,,-6648000.000,,
NetCashProvidedByUsedInInvestingActivities,,-367000.000,,,,-299000.000,,
NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,,-367000.000,,,,-299000.000,,
NetCashProvidedByUsedInOperatingActivities,,9506000.000,,,,187000.000,,
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,,9506000.000,,,,187000.000,,
NetIncomeLoss,-4977000.000,-13241000.000,-2690000.000,-9313000.000,-4559000.000,-17515000.000,,-129152000.000
NetIncomeLossAttributableToNoncontrollingInterest,-185000.000,-135000.000,-170000.000,-105000.000,-126000.000,-108000.000,,-865000.000
OperatingCostsAndExpenses,69797000.000,69710000.000,70063000.000,67098000.000,63878000.000,65376000.000,64978000.000,70826000.000
OperatingIncomeLoss,9041000.000,565000.000,11479000.000,6664000.000,9838000.000,-2695000.000,2283000.000,-90143000.000
OtherComprehensiveIncomeDefinedBenefitPlansAdjustmentNetOfTaxPeriodIncreaseDecrease,,114000.000,,,,-114000.000,,
OtherComprehensiveIncomeDefinedBenefitPlansTax,,0.000,,,,0.000,,
OtherComprehensiveIncomeLossNetOfTaxPortionAttributableToParent,,,,,,7587000.000,,
OtherComprehensiveIncomeUnrealizedGainLossOnDerivativesArisingDuringPeriodNetOfTax,,-4834000.000,,,,7701000.000,,
OtherComprehensiveIncomeUnrealizedGainLossOnDerivativesArisingDuringPeriodTax,,0.000,,,,0.000,,
OtherNonoperatingIncomeExpense,-94000.000,8000.000,-5000.000,-7000.000,52000.000,-271000.000,-737000.000,3000.000
OtherRestructuringCosts,,,200000.000,69000.000,,23000.000,15000.000,0.000
OtherSalesRevenueNet,6362000.000,5986000.000,6332000.000,6698000.000,7171000.000,6775000.000,7331000.000,10126000.000
PaymentsForRestructuring,,,-953000.000,-865000.000,,-650000.000,-371000.000,-610000.000
PaymentsToAcquirePropertyPlantAndEquipment,,514000.000,,,,442000.000,,
PensionAndOtherPostretirementBenefitExpense,,,205000.000,205000.000,,90000.000,90000.000,90000.000
ProfitLoss,-5162000.000,-13376000.000,-2860000.000,-9418000.000,-4685000.000,-17623000.000,-14122000.000,-130017000.000
ReorganizationItems,,,,,,,,9843000.000
