,2011-06-30,2011-09-30,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30
AdjustmentForAmortization,,,,,,,,,,,,,,,1000.000,,
AdjustmentsToAdditionalPaidInCapitalSharebasedCompensationRequisiteServicePeriodRecognitionValue,,,3000.000,,,,2000.000,,,,1000.000,,,,,,
AmortizationOfIntangibleAssets,,,5000.000,,,,,,,,,,,,,,
AntidilutiveSecuritiesExcludedFromComputationOfEarningsPerShareAmount,,,,,,,36602000.000,,,,26678000.000,,,,23510000.000,,
CashAndCashEquivalentsPeriodIncreaseDecrease,,,-132000.000,,,,-6000.000,,,,22000.000,,,,-5000.000,,
CostOfGoodsSold,37000.000,2000.000,12000.000,14000.000,8000.000,16000.000,12000.000,8000.000,4000.000,13000.000,,,0.000,,,,
DebtConversionConvertedInstrumentAmount1,,,0.000,,,,,,,,,,,,,,
DepreciationDepletionAndAmortization,,,,,,,4000.000,,,,1000.000,,,,,,
EarningsPerShareBasicAndDiluted,0.000,-0.020,0.000,-0.000,-0.000,0.000,-0.000,-0.000,-0.000,0.000,-0.000,-0.000,-0.000,0.000,-0.000,-0.000,0.000
EffectiveIncomeTaxRateReconciliationAtFederalStatutoryIncomeTaxRate,,,,,,,0.028,,,,0.039,,,,0.039,,
FairValueOfAssetsAcquired,,,0.000,,,,,,,,,,,,,,
GeneralAndAdministrativeExpense,219000.000,1423000.000,273000.000,223000.000,125000.000,150000.000,192000.000,154000.000,132000.000,443000.000,300000.000,200000.000,187000.000,163000.000,191000.000,116000.000,138000.000
GoodwillImpairmentLoss,,8127000.000,0.000,,,,,,,,,,,,,,
GrossProfit,72000.000,3000.000,22000.000,15000.000,12000.000,15000.000,16000.000,10000.000,4000.000,-13000.000,,,0.000,,,,
ImpairmentOfIntangibleAssetsFinitelived,,,,,,,,161000.000,,,,,,,,,
IncomeLossFromContinuingOperationsBeforeIncomeTaxesMinorityInterestAndIncomeLossFromEquityMethodInvestments,-290000.000,-9070000.000,-557000.000,-634000.000,-448000.000,,-581000.000,-290000.000,-372000.000,,-485000.000,,,,,,
IncomeTaxExpenseBenefit,,,0.000,,,,,,,,,,,,,,
IncreaseDecreaseInAccountsPayable,,,-114000.000,,,,168000.000,,,,-2000.000,,,,50000.000,,
IncreaseDecreaseInAccountsReceivable,,,-42000.000,,,,-7000.000,,,,,,,,,,
IncreaseDecreaseInAccruedInterestReceivableNet,,,0.000,,,,,,,,,,,,,,
IncreaseDecreaseInAccruedLiabilities,,,-75000.000,,,,65000.000,,,,165000.000,,,,35000.000,,
IncreaseDecreaseInInventories,,,-4000.000,,,,-11000.000,,,,,,,,,,
IncreaseDecreaseInPrepaidExpense,,,-28000.000,,,,-34000.000,,,,-34000.000,,,,-14000.000,,
InterestExpense,15000.000,,,,,,,,,,,,,,,,
InterestIncomeExpenseNet,,-34000.000,-11000.000,-21000.000,-28000.000,-36000.000,-41000.000,-48000.000,-52000.000,-54000.000,-62000.000,-67000.000,-71000.000,-75000.000,-72000.000,-78000.000,-80000.000
LiabilitiesAssumed1,,,0.000,,,,,,,,,,,,,,
LoansAssumed1,,,0.000,,,,,,,,,,,,,,
NetCashProvidedByUsedInFinancingActivities,,,532000.000,,,,280000.000,,,,308000.000,,,,171000.000,,
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,,,532000.000,,,,280000.000,,,,308000.000,,,,171000.000,,
NetCashProvidedByUsedInInvestingActivities,,,0.000,,,,0.000,,,,0.000,,,,,,
NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,,,0.000,,,,0.000,,,,0.000,,,,,,
NetCashProvidedByUsedInOperatingActivities,,,-664000.000,,,,-286000.000,,,,-286000.000,,,,-176000.000,,
