,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31
AccountsPayableCurrent,5005000.000,4954000.000,4426000.000,6449000.000,6424000.000,5500000.000,4827000.000,4909000.000
AccountsReceivableNetCurrent,4500000.000,6400000.000,6643000.000,7854000.000,8017000.000,8520000.000,9129000.000,9886000.000
AccruedEmployeeBenefitsCurrent,,,3918000.000,5611000.000,5419000.000,6396000.000,6072000.000,6413000.000
AccruedLiabilitiesCurrent,7095000.000,8055000.000,7911000.000,9038000.000,9666000.000,10099000.000,10470000.000,10708000.000
AccruedVacationCurrent,,,1699000.000,2173000.000,2278000.000,2224000.000,2069000.000,2527000.000
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,10397000.000,12073000.000,13753000.000,14357000.000,15983000.000,17797000.000,19522000.000,21351000.000
AccumulatedOtherComprehensiveIncomeLossNetOfTax,-203000.000,-292000.000,-271000.000,-223000.000,-241000.000,-247000.000,-300000.000,-210000.000
AdditionalPaidInCapitalCommonStock,264844000.000,267136000.000,270436000.000,274330000.000,276954000.000,285641000.000,289317000.000,300877000.000
AllowanceForDoubtfulAccountsReceivableCurrent,72000.000,67000.000,90000.000,163000.000,144000.000,221000.000,,
Assets,152747000.000,147689000.000,141414000.000,142563000.000,139962000.000,143946000.000,143515000.000,153159000.000
AssetsCurrent,113573000.000,109066000.000,103130000.000,102591000.000,99571000.000,98518000.000,98695000.000,101907000.000
CapitalLeaseObligations,16382000.000,16309000.000,16236000.000,16157000.000,16065000.000,15975000.000,15883000.000,15783000.000
CapitalLeaseObligationsCurrent,,,,,,,433000.000,453000.000
CapitalLeaseObligationsNoncurrent,16083000.000,15984000.000,15961000.000,15861000.000,15750000.000,15640000.000,15450000.000,15329000.000
CapitalLeasesFutureMinimumPaymentsDue,28702000.000,28305000.000,27764000.000,27377000.000,26978000.000,26580000.000,26181000.000,25783000.000
CapitalLeasesFutureMinimumPaymentsDueCurrent,1633000.000,1633000.000,1583000.000,1630000.000,1630000.000,1630000.000,1630000.000,
CapitalLeasesFutureMinimumPaymentsDueInFiveYears,,,1781000.000,,,,1835000.000,1835000.000
CapitalLeasesFutureMinimumPaymentsDueInFourYears,1785000.000,1785000.000,1729000.000,1781000.000,1781000.000,1781000.000,1781000.000,1781000.000
CapitalLeasesFutureMinimumPaymentsDueInThreeYears,1733000.000,1733000.000,1679000.000,1729000.000,1729000.000,1729000.000,1729000.000,1729000.000
CapitalLeasesFutureMinimumPaymentsDueInTwoYears,1682000.000,1682000.000,1630000.000,1679000.000,1679000.000,1679000.000,1679000.000,1679000.000
CapitalLeasesFutureMinimumPaymentsDueThereafter,21076000.000,21076000.000,19362000.000,19362000.000,19362000.000,19362000.000,17527000.000,17527000.000
CapitalLeasesFutureMinimumPaymentsInterestIncludedInPayments,,,,,,10605000.000,10298000.000,10000000.000
CapitalLeasesFutureMinimumPaymentsRemainderOfFiscalYear,793000.000,396000.000,,1196000.000,797000.000,399000.000,,1232000.000
CapitalizedComputerSoftwareNet,457000.000,428000.000,351000.000,307000.000,310000.000,121000.000,20000.000,13000.000
CashAndCashEquivalentsAtCarryingValue,106846000.000,100110000.000,93405000.000,91451000.000,87910000.000,86288000.000,85864000.000,87941000.000
ClassOfWarrantOrRightExercisePriceOfWarrantsOrRights1,1.732,1.732,,1.732,1.732,,,
CommonStockCapitalSharesReservedForFutureIssuance,,,9882921.000,,,,,
CommonStockParOrStatedValuePerShare,0.000,0.000,0.000,,,,,
CommonStockSharesAuthorized,0.000,0.000,0.000,,,,,
CommonStockSharesIssued,0.000,0.000,0.000,,,,,
CommonStockSharesOutstanding,0.000,0.000,0.000,,,,,
ContractualObligation,54904000.000,54138000.000,52923000.000,51752000.000,51096000.000,46690000.000,45010000.000,51384000.000
ContractualObligationDueAfterFifthYear,35756000.000,35756000.000,32239000.000,32239000.000,32239000.000,30179000.000,26671000.000,28155000.000
ContractualObligationDueInFifthYear,,,3886000.000,,,,3508000.000,4422000.000
ContractualObligationDueInFourthYear,3923000.000,3923000.000,3899000.000,3886000.000,3886000.000,3696000.000,3696000.000,4923000.000
ContractualObligationDueInNextTwelveMonths,4573000.000,4857000.000,4692000.000,4159000.000,4463000.000,4188000.000,3730000.000,
ContractualObligationDueInSecondYear,4181000.000,4301000.000,4159000.000,4048000.000,4099000.000,3742000.000,3736000.000,5099000.000
ContractualObligationDueInThirdYear,4071000.000,4089000.000,4048000.000,3899000.000,3902000.000,3669000.000,3669000.000,4883000.000
ContractualObligationFutureMinimumPaymentsDueRemainderOfFiscalYear,2400000.000,1212000.000,,3521000.000,2507000.000,1216000.000,,3902000.000
DeferredIncomeTaxLiabilities,,,345000.000,,,,457000.000,
DeferredOfferingCosts,776000.000,118000.000,,,,0.000,0.000,
DeferredRentCreditNoncurrent,1163000.000,1208000.000,1254000.000,1298000.000,1340000.000,1359000.000,1387000.000,1563000.000
DeferredRevenueCurrent,2691000.000,3104000.000,3367000.000,3687000.000,4124000.000,4486000.000,4859000.000,5445000.000
DeferredRevenueNoncurrent,,1456000.000,1886000.000,2275000.000,2614000.000,2909000.000,3269000.000,3350000.000
DeferredTaxAssetsDeferredIncome,,,737000.000,,,,1270000.000,
DeferredTaxAssetsGross,,,37665000.000,,,,45538000.000,
DeferredTaxAssetsOperatingLossCarryforwards,,,31837000.000,,,,39520000.000,
DeferredTaxAssetsOperatingLossCarryforwardsStateAndLocal,,,78205000.000,,,,88929000.000,
DeferredTaxAssetsOther,,,110000.000,,,,224000.000,
DeferredTaxAssetsTaxDeferredExpenseReservesAndAccruals,,,1878000.000,,,,844000.000,
DeferredTaxAssetsTaxDeferredExpenseReservesAndAccrualsDeferredRent,,,,,,,539000.000,
DeferredTaxAssetsValuationAllowance,,,37448000.000,,,,45329000.000,
DeferredTaxLiabilities,,,128000.000,,,,248000.000,
DeferredTaxLiabilitiesOther,,,105000.000,,,,241000.000,
FiniteLivedIntangibleAssetsAccumulatedAmortization,544000.000,621000.000,697000.000,773000.000,849000.000,958000.000,1124000.000,1298000.000
FiniteLivedIntangibleAssetsAmortizationExpenseAfterYearFive,,,,,,242000.000,,226000.000
FiniteLivedIntangibleAssetsAmortizationExpenseNextTwelveMonths,,,305000.000,,,,666000.000,
FiniteLivedIntangibleAssetsAmortizationExpenseRemainderOfFiscalYear,153000.000,77000.000,,229000.000,153000.000,168000.000,,1228000.000
FiniteLivedIntangibleAssetsAmortizationExpenseYearFive,,,,,,364000.000,244000.000,1201000.000
FiniteLivedIntangibleAssetsAmortizationExpenseYearFour,27000.000,27000.000,,,,363000.000,364000.000,1326000.000
FiniteLivedIntangibleAssetsAmortizationExpenseYearThree,304000.000,304000.000,27000.000,27000.000,27000.000,390000.000,363000.000,1322000.000
FiniteLivedIntangibleAssetsAmortizationExpenseYearTwo,305000.000,304000.000,304000.000,304000.000,304000.000,666000.000,390000.000,1348000.000
FiniteLivedIntangibleAssetsGross,1333000.000,1333000.000,1333000.000,1333000.000,1333000.000,3151000.000,3151000.000,7949000.000
FiniteLivedIntangibleAssetsNet,789000.000,712000.000,636000.000,560000.000,484000.000,2193000.000,2027000.000,6651000.000
Goodwill,5396000.000,5396000.000,5396000.000,5396000.000,5396000.000,9039000.000,9039000.000,11583000.000
Liabilities,33110000.000,35477000.000,35631000.000,39432000.000,40775000.000,41973000.000,41859000.000,43762000.000
LiabilitiesAndStockholdersEquity,152747000.000,147689000.000,141414000.000,142563000.000,139962000.000,143946000.000,143515000.000,153159000.000
LiabilitiesCurrent,15349000.000,16703000.000,16349000.000,19832000.000,20883000.000,21069000.000,20737000.000,23210000.000
LiabilityForUncertainTaxPositionsNoncurrent,,,0.000,,,,,
OperatingLeasesFutureMinimumPaymentsDue,26202000.000,25833000.000,25159000.000,24375000.000,24118000.000,20110000.000,18829000.000,25601000.000
OperatingLeasesFutureMinimumPaymentsDueCurrent,2940000.000,3224000.000,3109000.000,2529000.000,2833000.000,2558000.000,2100000.000,
OperatingLeasesFutureMinimumPaymentsDueInFiveYears,,,2105000.000,,,,1673000.000,2587000.000
OperatingLeasesFutureMinimumPaymentsDueInFourYears,2138000.000,2138000.000,2170000.000,2105000.000,2105000.000,1915000.000,1915000.000,3142000.000
OperatingLeasesFutureMinimumPaymentsDueInThreeYears,2338000.000,2356000.000,2369000.000,2170000.000,2173000.000,1940000.000,1940000.000,3154000.000
OperatingLeasesFutureMinimumPaymentsDueInTwoYears,2499000.000,2619000.000,2529000.000,2369000.000,2420000.000,2063000.000,2057000.000,3420000.000
OperatingLeasesFutureMinimumPaymentsDueThereafter,14680000.000,14680000.000,12877000.000,12877000.000,12877000.000,10817000.000,9144000.000,10628000.000
OperatingLeasesFutureMinimumPaymentsRemainderOfFiscalYear,1607000.000,816000.000,,2325000.000,1710000.000,817000.000,,2670000.000
OperatingLossCarryforwards,,,,,,,103047000.000,
OtherAccruedLiabilitiesCurrent,,,798000.000,857000.000,888000.000,1052000.000,1158000.000,1260000.000
OtherAssetsCurrent,,,283000.000,,,,108000.000,
OtherAssetsNoncurrent,577000.000,516000.000,498000.000,507000.000,498000.000,538000.000,650000.000,641000.000
OtherLiabilitiesCurrent,558000.000,590000.000,645000.000,658000.000,669000.000,984000.000,581000.000,2148000.000
OtherLiabilitiesNoncurrent,515000.000,126000.000,181000.000,166000.000,188000.000,996000.000,1016000.000,310000.000
PreferredStockParOrStatedValuePerShare,0.000,0.000,0.000,0.000,0.000,0.000,0.000,
PreferredStockSharesAuthorized,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000,
PreferredStockSharesIssued,0.000,0.000,0.000,0.000,0.000,0.000,0.000,
PreferredStockSharesOutstanding,0.000,0.000,0.000,0.000,0.000,0.000,0.000,
PrepaidExpenseAndOtherAssetsCurrent,2227000.000,2556000.000,3082000.000,3286000.000,3644000.000,3710000.000,3702000.000,4080000.000
PrepaidExpenseCurrent,,,2799000.000,,,,3594000.000,
