,2013-07-02,2013-10-01,2013-12-31,2014-04-01,2014-07-01,2014-09-30,2014-12-30,2015-03-31,2015-06-30,2015-09-29,2015-12-29,2016-05-04,2016-06-28,2017-01-03
AccountsPayableCurrent,8879000.000,8817000.000,8167000.000,8588000.000,9022000.000,11713000.000,10865000.000,10828000.000,11364000.000,11263000.000,15073000.000,,9584000.000,10601000.000
AccountsReceivableNetCurrent,4507000.000,5842000.000,4229000.000,3985000.000,4160000.000,3910000.000,4557000.000,3849000.000,4311000.000,3867000.000,4990000.000,,5446000.000,5438000.000
AccruedBonusesCurrent,2527000.000,2303000.000,3383000.000,,,,803000.000,,,,774000.000,,,1460000.000
AccruedLiabilitiesCurrent,7517000.000,7614000.000,7747000.000,8477000.000,10621000.000,12937000.000,8560000.000,7777000.000,10346000.000,10178000.000,12424000.000,,11348000.000,27709000.000
AccruedLiabilitiesForUnredeeemedGiftCards,1650000.000,1633000.000,2289000.000,,,,2701000.000,,,,3348000.000,,,3857000.000
AccruedSalariesCurrent,3024000.000,5196000.000,2611000.000,,,,3022000.000,,,,3211000.000,,,6935000.000
AccruedUtilitiesCurrent,1183000.000,1319000.000,1321000.000,,,,1523000.000,,,,1462000.000,,,1753000.000
AccumulatedAmortizationDeferredFinanceCosts,,,200000.000,,,,300000.000,,,,400000.000,,,
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,96831000.000,101220000.000,106243000.000,111362000.000,116768000.000,122870000.000,129327000.000,133492000.000,139845000.000,140215000.000,144378000.000,,153399000.000,160446000.000
AccumulatedOtherComprehensiveIncomeLossNetOfTax,0.000,0.000,0.000,,,,,-11000.000,-12000.000,-92000.000,-134000.000,,-7000.000,-51000.000
AdditionalPaidInCapital,114307000.000,114318000.000,116647000.000,117539000.000,119184000.000,120003000.000,120929000.000,122361000.000,123418000.000,120065000.000,120634000.000,,122482000.000,124272000.000
Assets,171687000.000,181810000.000,187802000.000,192311000.000,202628000.000,227518000.000,238903000.000,235329000.000,242686000.000,234180000.000,239961000.000,,233892000.000,209461000.000
AssetsCurrent,17277000.000,18512000.000,18333000.000,17824000.000,19232000.000,22002000.000,22776000.000,22917000.000,23175000.000,24098000.000,25401000.000,,21942000.000,25788000.000
AssetsNoncurrent,154410000.000,163298000.000,169469000.000,174487000.000,183396000.000,205516000.000,216127000.000,212412000.000,219511000.000,210082000.000,214560000.000,,211950000.000,183673000.000
BusinessCombinationRecognizedIdentifiableAssetsAcquiredAndLiabilitiesAssumedIntangibleAssetsOtherThanGoodwill,,,,,,,,,,,,,,1567000.000
CashAndCashEquivalentsAtCarryingValue,618000.000,589000.000,968000.000,668000.000,710000.000,2248000.000,1906000.000,1638000.000,2001000.000,2016000.000,1912000.000,,1893000.000,1837000.000
ClassOfWarrantOrRightOutstanding,,57700.000,,,,,,,,,,,,
CommonStockCapitalSharesReservedForFutureIssuance,,735675.000,,,,,,,,,,,,
CommonStockParOrStatedValuePerShare,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,,0.010,0.010
CommonStockSharesAuthorized,180000000.000,180000000.000,180000000.000,180000000.000,180000000.000,180000000.000,180000000.000,180000000.000,180000000.000,180000000.000,180000000.000,,180000000.000,180000000.000
CommonStockSharesIssued,29399650.000,29399650.000,29544557.000,29684698.000,29742380.000,29785717.000,29544557.000,29785717.000,30005350.000,30005350.000,29544557.000,,30249197.000,30300925.000
CommonStockSharesOutstanding,29399650.000,29399650.000,29544557.000,29684698.000,29742380.000,29785717.000,29544557.000,29785717.000,29598100.000,29598100.000,29544557.000,,27825326.000,27877054.000
CommonStockValue,294000.000,294000.000,295000.000,297000.000,297000.000,298000.000,298000.000,299000.000,300000.000,301000.000,301000.000,,302000.000,303000.000
DeferredFinanceCostsGross,,,,,,,,,,,,,,100000.000
DeferredFinanceCostsNet,,,500000.000,,,,400000.000,,,,500000.000,,,700000.000
DeferredIncomeTaxLiabilities,,,,,,,31216000.000,,,,30084000.000,,,47410000.000
DeferredRentCreditNoncurrent,25447000.000,27596000.000,28846000.000,30242000.000,31643000.000,33745000.000,35498000.000,37144000.000,38809000.000,40514000.000,39597000.000,,42432000.000,44929000.000
DeferredTaxAssetsDerivativeInstruments,,,0.000,,,,,,,,,,,
DeferredTaxAssetsGross,,,,,,,23001000.000,,,,30748000.000,,,46975000.000
DeferredTaxAssetsGrossNoncurrent,,,-1146000.000,,,,-6512000.000,,,,664000.000,,,26918000.000
DeferredTaxAssetsInventory,,,,,,,,,,,-2589000.000,,,
DeferredTaxAssetsLiabilitiesNet,2753000.000,2753000.000,-2276000.000,,,,-8215000.000,,,,664000.000,,0.000,
DeferredTaxAssetsLiabilitiesNetNoncurrent,,,,,,,,,,1314000.000,664000.000,,,0.000
DeferredTaxAssetsNetNoncurrent,,,0.000,,,,,,,,,,,
DeferredTaxAssetsOperatingLossCarryforwards,,,2745000.000,,,,743000.000,,,,4234000.000,,,14046000.000
DeferredTaxAssetsTaxCreditCarryforwardsAlternativeMinimumTax,,,208000.000,,,,897000.000,,,,1609000.000,,,2636000.000
DeferredTaxAssetsTaxDeferredExpenseCompensationAndBenefitsShareBasedCompensationCost,,,2442000.000,,,,2847000.000,,,,2833000.000,,,2802000.000
DeferredTaxAssetsTaxDeferredExpenseOther,,,,,,,,,,,2124000.000,,,5022000.000
DeferredTaxLiabilities,,,1146000.000,,,,6512000.000,4968000.000,4968000.000,0.000,0.000,,419000.000,435000.000
DeferredTaxLiabilitiesCurrent,1351000.000,1351000.000,1130000.000,,,,1702000.000,1702000.000,1702000.000,1702000.000,0.000,,,
DeferredTaxLiabilitiesDeferredExpenseCapitalizedInventoryCosts,,,1737000.000,,,,2405000.000,,,,0.000,,,2805000.000
DeferredTaxLiabilitiesGrossCurrent,,,1130000.000,,,,1703000.000,,,,0.000,,,
DeferredTaxLiabilitiesPropertyPlantAndEquipment,,,,,,,,,,,,,,14130000.000
EmployeeRelatedLiabilitiesCurrent,6699000.000,8871000.000,7121000.000,7449000.000,5239000.000,7349000.000,4704000.000,8082000.000,5422000.000,9107000.000,5417000.000,,7157000.000,10723000.000
EmployeeServiceShareBasedCompensationNonvestedAwardsTotalCompensationCostNotYetRecognizedShareBasedAwardsOtherThanOptions,,,2700000.000,,,,3500000.000,,,,5000000.000,,,3100000.000
FiniteLivedIntangibleAssetsAccumulatedAmortization,,,,,,,45000.000,,,,164000.000,,,277000.000
FiniteLivedIntangibleAssetsAmortizationExpenseNextRollingTwelveMonths,,,,,,,123000.000,,,,113000.000,,,111000.000
FiniteLivedIntangibleAssetsAmortizationExpenseRollingAfterYearFive,,,,,,,937000.000,,,,774000.000,,,670000.000
FiniteLivedIntangibleAssetsAmortizationExpenseRollingYearFive,,,,,,,114000.000,,,,108000.000,,,106000.000
FiniteLivedIntangibleAssetsAmortizationExpenseRollingYearFour,,,,,,,115000.000,,,,110000.000,,,107000.000
FiniteLivedIntangibleAssetsAmortizationExpenseRollingYearThree,,,,,,,115000.000,,,,111000.000,,,109000.000
FiniteLivedIntangibleAssetsAmortizationExpenseRollingYearTwo,,,,,,,117000.000,,,,111000.000,,,111000.000
FiniteLivedIntangibleAssetsNet,,,,,,,1521000.000,,,,1327000.000,,,1214000.000
Goodwill,,,,,,6543000.000,6400000.000,6400000.000,6400000.000,6400000.000,6400000.000,,6400000.000,6400000.000
IncomeTaxesReceivable,1007000.000,0.000,603000.000,,,,627000.000,1090000.000,,,820000.000,,778000.000,256000.000
IntangibleAssetsNetExcludingGoodwill,,,,,,1789000.000,1927000.000,1960000.000,1971000.000,1956000.000,1809000.000,,1761000.000,1715000.000
InventoryNet,6569000.000,7082000.000,7223000.000,7623000.000,8262000.000,9154000.000,9415000.000,9692000.000,9909000.000,10381000.000,10494000.000,,10795000.000,11285000.000
LettersOfCreditOutstandingAmount,2300000.000,2000000.000,2800000.000,2800000.000,3600000.000,2700000.000,2700000.000,2900000.000,2800000.000,2800000.000,2800000.000,,2700000.000,2700000.000
Liabilities,52451000.000,59298000.000,63329000.000,65591000.000,70736000.000,91863000.000,98788000.000,96544000.000,106065000.000,136680000.000,146189000.000,,154604000.000,183643000.000
LiabilitiesAndStockholdersEquity,171687000.000,181810000.000,187802000.000,192311000.000,202628000.000,227518000.000,238903000.000,235329000.000,242686000.000,234180000.000,239961000.000,,233892000.000,209461000.000
LiabilitiesCurrent,24446000.000,27562000.000,24165000.000,24514000.000,24882000.000,31999000.000,25831000.000,28389000.000,28834000.000,32250000.000,32914000.000,,28089000.000,49033000.000
LineOfCredit,,,,,,,,,29900000.000,60400000.000,68200000.000,,79000000.000,85400000.000
LineOfCreditFacilityAmountOutstanding,207000.000,1700000.000,6300000.000,6600000.000,9600000.000,21500000.000,27500000.000,22500000.000,,,,,,
LineOfCreditFacilityCurrentBorrowingCapacity,42500000.000,41300000.000,35900000.000,35600000.000,31800000.000,20800000.000,14800000.000,19600000.000,42300000.000,11800000.000,29000000.000,,,11900000.000
LineOfCreditFacilityMaximumBorrowingCapacity,120000000.000,120000000.000,,120000000.000,120000000.000,120000000.000,120000000.000,,,,,,100000000.000,100000000.000
LineOfCreditFacilityRemainingBorrowingCapacity,,,,,,,,,,,,,18300000.000,
LongTermDebt,,,,,,,,,,,,,,85397000.000
LongTermDebtCurrent,0.000,0.000,0.000,,,,,,,,,,,
LongTermDebtMaturitiesRepaymentsOfPrincipalInNextTwelveMonths,,,,,,,,,,,,,,0.000
LongTermDebtMaturitiesRepaymentsOfPrincipalInYearFour,,,,,,,,,,,,,,67897000.000
LongTermDebtMaturitiesRepaymentsOfPrincipalInYearThree,,,,,,,,,,,,,,10000000.000
LongTermDebtMaturitiesRepaymentsOfPrincipalInYearTwo,,,,,,,,,,,,,,7500000.000
LongTermDebtNoncurrent,207000.000,1714000.000,6312000.000,6600000.000,9629000.000,21500000.000,27500000.000,22460000.000,29922000.000,60404000.000,67732000.000,,78503000.000,84676000.000
LossContingencyRangeOfPossibleLossMaximum,,,,,,,,,,,,,,5500000.000
LossContingencyRangeOfPossibleLossMinimum,,,,,,,,,,,,,,10600000.000
OperatingLeasesFutureMinimumPaymentsDue,,,247929000.000,,,,294370000.000,,,,512019000.000,,,306802000.000
OperatingLeasesFutureMinimumPaymentsDueCurrent,,,33912000.000,,,,42188000.000,,,,49555000.000,,,50408000.000
OperatingLeasesFutureMinimumPaymentsDueInFiveYears,,,26368000.000,,,,30497000.000,,,,42233000.000,,,33332000.000
OperatingLeasesFutureMinimumPaymentsDueInFourYears,,,30689000.000,,,,34957000.000,,,,42149000.000,,,36831000.000
OperatingLeasesFutureMinimumPaymentsDueInThreeYears,,,33279000.000,,,,39762000.000,,,,44088000.000,,,41136000.000
OperatingLeasesFutureMinimumPaymentsDueInTwoYears,,,34351000.000,,,,42713000.000,,,,47678000.000,,,46699000.000
OperatingLeasesFutureMinimumPaymentsDueThereafter,,,89330000.000,,,,104253000.000,,,,286316000.000,,,98396000.000
OtherAccruedLiabilitiesCurrent,3496000.000,3360000.000,2719000.000,,,,2859000.000,,,,4168000.000,,,5408000.000
OtherAssetsCurrent,58000.000,58000.000,75000.000,,,,139000.000,,,,219000.000,,,203000.000
OtherAssetsNoncurrent,1763000.000,2132000.000,1855000.000,2171000.000,2979000.000,2079000.000,2227000.000,2167000.000,2360000.000,2314000.000,1974000.000,,1958000.000,2025000.000
OtherLiabilitiesNoncurrent,2351000.000,2426000.000,2860000.000,4235000.000,4582000.000,4619000.000,3447000.000,3583000.000,3532000.000,3512000.000,5946000.000,,5161000.000,4570000.000
OtherPrepaidExpenseCurrent,1643000.000,1912000.000,1917000.000,,,,1997000.000,,,,2019000.000,,,2364000.000
PreferredStockParOrStatedValuePerShare,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,,0.010,0.010
PreferredStockSharesAuthorized,1000000.000,1000000.000,1000000.000,1000000.000,1000000.000,1000000.000,1000000.000,1000000.000,1000000.000,1000000.000,1000000.000,,1000000.000,1000000.000
PreferredStockSharesIssued,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,,0.000,0.000
PreferredStockSharesOutstanding,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,,0.000,0.000
PreferredStockValue,0.000,0.000,0.000,0.000,0.000,0.000,,0.000,0.000,0.000,0.000,,0.000,0.000
PrepaidExpenseAndOtherAssetsCurrent,4576000.000,4999000.000,5310000.000,5548000.000,6100000.000,6690000.000,6271000.000,6648000.000,6954000.000,7834000.000,7185000.000,,3030000.000,6972000.000
PropertyPlantAndEquipmentGross,246725000.000,259633000.000,273857000.000,283678000.000,297185000.000,317975000.000,334900000.000,335377000.000,348625000.000,338313000.000,348091000.000,,355230000.000,333979000.000
PropertyPlantAndEquipmentNet,149894000.000,158413000.000,167614000.000,172316000.000,180417000.000,195105000.000,205573000.000,201885000.000,208780000.000,198098000.000,203713000.000,,201831000.000,173533000.000
RestructuringReserve,,,583000.000,,,,444000.000,,,,4746000.000,,,1880000.000
RetainedEarningsAccumulatedDeficit,4635000.000,7900000.000,10308000.000,11732000.000,15259000.000,18202000.000,21736000.000,18984000.000,22046000.000,12226000.000,7971000.000,,-8489000.000,-63706000.000
ShareBasedCompensationArrangementByShareBasedPaymentAwardNumberOfSharesAuthorized,,750100.000,,,,,,,,,,,,
ShareBasedCompensationArrangementByShareBasedPaymentAwardNumberOfSharesAvailableForGrant,,,3321785.000,,,,3128014.000,,,,2360084.000,,,3244135.000
StockholdersEquity,119236000.000,122512000.000,124473000.000,126720000.000,131892000.000,135655000.000,140115000.000,138785000.000,136621000.000,97500000.000,93772000.000,,79288000.000,25818000.000
StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,119236000.000,122512000.000,124473000.000,126720000.000,131892000.000,135655000.000,140115000.000,138785000.000,136621000.000,97500000.000,93772000.000,,79288000.000,25818000.000
TaxesPayableCurrent,,909000.000,,,,,,,,,,,,
TemporaryEquityCarryingAmountAttributableToParent,0.000,0.000,0.000,,,,0.000,,,,0.000,,,
TemporaryEquityShareSubscriptions,0.000,0.000,0.000,,,,0.000,,,,0.000,,,0.000
TreasuryStockShares,,,,67586.000,67586.000,67586.000,,67586.000,474826.000,474826.000,,,2423871.000,2423871.000
TreasuryStockValue,,,2777000.000,2848000.000,2848000.000,-2848000.000,2848000.000,2848000.000,9131000.000,35000000.000,35000000.000,,35000000.000,35000000.000
