,2011-12-31,2012-12-31,2013-12-31,2014-12-31,2015-12-31,2016-12-31
CashAndCashEquivalentsPeriodIncreaseDecrease,99.000,-19.000,904.000,600.000,-1000.000,-438.000
ComprehensiveIncomeNetOfTax,-13902.000,-12392.000,3657.000,-20707.000,,
CurrentFederalTaxExpenseBenefit,,0.000,,0.000,0.000,0.000
CurrentStateAndLocalTaxExpenseBenefit,,0.000,,0.000,0.000,0.000
DebtConversionConvertedInstrumentAmount1,,,,,,5376.000
DebtConversionConvertedInstrumentSharesIssued1,0.000,,,,,
DeferredFederalIncomeTaxExpenseBenefit,,0.000,,0.000,0.000,0.000
DeferredStateAndLocalIncomeTaxExpenseBenefit,,0.000,,0.000,0.000,0.000
EarningsPerShareBasicAndDiluted,-0.010,-0.010,0.000,-0.010,-0.010,-0.150
FederalIncomeTaxExpenseBenefitContinuingOperations,,,,0.000,0.000,0.000
IncomeLossFromContinuingOperationsBeforeIncomeTaxesExtraordinaryItemsNoncontrollingInterest,,-12392.000,,,-23136.000,-26745.000
IncomeLossFromContinuingOperationsBeforeIncomeTaxesMinorityInterestAndIncomeLossFromEquityMethodInvestments,-13902.000,,,,,
IncomeTaxExpenseBenefit,0.000,0.000,,,0.000,0.000
IncomeTaxReconciliationIncomeTaxExpenseBenefitAtFederalStatutoryIncomeTaxRate,,-4000.000,,,-7800.000,-9600.000
IncomeTaxReconciliationOtherReconcilingItems,,4000.000,,,7800.000,9600.000
IncomeTaxReconciliationStateAndLocalIncomeTaxes,,0.000,,,0.000,0.000
IncomeTaxesPaid,,,0.000,0.000,,0.000
IncomeTaxesPaidNet,0.000,0.000,,,,
IncreaseDecreaseInAccountsPayableRelatedParties,,460.000,,1500.000,-1500.000,0.000
IncreaseDecreaseInAccountsPayableTrade,8406.000,3240.000,-9695.000,-1298.000,10378.000,-1317.000
IncreaseDecreaseInAccruedLiabilities,,,,,961.000,1704.000
IncreaseDecreaseInInterestPayableNet,,,1002.000,308.000,,
IncreaseDecreaseInPrepaidExpense,-2000.000,625.000,-7300.000,8675.000,0.000,
InterestExpense,,,-1002.000,-1530.000,2408.000,
InterestExpenseDebt,,,,,1297.000,1570.000
InterestExpenseOther,,,,,,1124.000
InterestExpenseRelatedParty,,,,,,3093.000
InterestPaid,0.000,0.000,0.000,0.000,,0.000
NetCashProvidedByUsedInFinancingActivities,7300.000,7320.000,13240.000,10900.000,11000.000,24350.000
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,7300.000,7320.000,13240.000,10900.000,11000.000,24350.000
NetCashProvidedByUsedInInvestingActivities,0.000,0.000,0.000,0.000,0.000,0.000
NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,0.000,0.000,0.000,0.000,0.000,0.000
NetCashProvidedByUsedInOperatingActivities,-7201.000,-7339.000,-12336.000,-10300.000,-12000.000,-24788.000
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,-7201.000,-7339.000,-12336.000,-10300.000,-12000.000,-24788.000
NetIncomeLoss,-13902.000,-12392.000,3657.000,-20707.000,-23136.000,-26745.000
OperatingExpenses,13607.000,11664.000,15341.000,19177.000,28228.000,23128.000
OperatingIncomeLoss,-13607.000,-11664.000,-15341.000,-19177.000,-28228.000,-23128.000
OtherComprehensiveIncomeLossNetOfTaxPeriodIncreaseDecrease,0.000,,,,,
OtherComprehensiveIncomeLossNetOfTaxPortionAttributableToParent,,0.000,,,,
OtherComprehensiveIncomeLossTax,,,0.000,0.000,,
OtherCostAndExpenseOperating,2820.000,4254.000,3411.000,,,
OtherGeneralAndAdministrativeExpense,,,,4575.000,4376.000,4497.000
OtherNonoperatingIncomeExpense,,,,,7500.000,600.000
PaidInKindInterest,,,,,1297.000,1570.000
ProceedsFromIssuanceOfCommonStock,0.000,0.000,,,,
ProceedsFromIssuanceOrSaleOfEquity,,,0.000,,,
ProceedsFromNotesPayable,,,,10900.000,11000.000,24350.000
ProceedsFromRelatedPartyDebt,,7320.000,,,,2500.000
ProfessionalFees,10787.000,7410.000,11930.000,14602.000,23852.000,18631.000
ProfitLoss,-9727.000,-12392.000,3657.000,-20707.000,,
ProvisionForDoubtfulAccounts,,,,-20707.000,,
ProvisionForOtherLosses,,,0.000,0.000,,
RepaymentsOfNotesPayable,,,0.000,,,
RepaymentsOfRelatedPartyDebt,,0.000,,,,
Revenues,0.000,0.000,0.000,0.000,0.000,0.000
SalesRevenueNet,0.000,0.000,0.000,0.000,0.000,0.000
StateAndLocalIncomeTaxExpenseBenefitContinuingOperations,,,,0.000,0.000,0.000
StockIssuedDuringPeriodValueConversionOfConvertibleSecurities,,,,,,5376.000
ValuationAllowanceDeferredTaxAssetChangeInAmount,,4000.000,,,7800.000,9600.000
WeightedAverageNumberDilutedSharesOutstandingAdjustment,,,1623750.000,,,
WeightedAverageNumberOfShareOutstandingBasicAndDiluted,,,,1623750.000,1623750.000,346485.000
