,2011-01-01,2011-03-26,2011-06-18,2011-09-10,2011-12-31,2012-03-24,2012-06-16,2012-09-08,2012-12-29,2013-03-23,2013-06-15,2013-09-07,2013-12-28,2014-03-22,2014-06-14,2014-09-06,2015-01-03
AccountsPayableCurrent,,2185100000.000,2374300000.000,2290700000.000,2917000000.000,2453200000.000,2471600000.000,2346100000.000,3125000000.000,2389300000.000,2276900000.000,2275400000.000,3376400000.000,2299800000.000,1757200000.000,1892100000.000,1609600000.000
AccruedIncomeTaxesCurrent,,,,,,,,,,,,,1135200000.000,0.000,0.000,0.000,0.000
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,,10539200000.000,10652200000.000,10687600000.000,10740300000.000,10914500000.000,11018000000.000,11291000000.000,11525500000.000,11715100000.000,10078300000.000,10247900000.000,10185200000.000,10428500000.000,10452100000.000,10203600000.000,10297300000.000
AccumulatedOtherComprehensiveIncomeLossForeignCurrencyTranslationAdjustmentNetOfTax,,,,,402100000.000,,,,399000000.000,,,,-139000000.000,,,,-136400000.000
AccumulatedOtherComprehensiveIncomeLossNetOfTax,,137700000.000,153400000.000,148000000.000,-61500000.000,-26400000.000,-47000000.000,22300000.000,-73800000.000,-90300000.000,-72700000.000,-80300000.000,-271100000.000,-261300000.000,-251200000.000,-243100000.000,-421700000.000
AdditionalPaidInCapital,,4391200000.000,4438600000.000,4449800000.000,4463900000.000,4468400000.000,4479900000.000,4489700000.000,4505600000.000,4517000000.000,4723600000.000,4764100000.000,1981900000.000,2013700000.000,2009500000.000,2022100000.000,2051300000.000
Assets,,14618100000.000,14551200000.000,14514800000.000,15073600000.000,14779500000.000,14870600000.000,14499600000.000,14657000000.000,14443300000.000,14554700000.000,14407600000.000,17219500000.000,15023700000.000,13708600000.000,12800800000.000,13377000000.000
AssetsCurrent,,3860400000.000,3814700000.000,3761400000.000,4186800000.000,3860700000.000,4106600000.000,3808600000.000,4167900000.000,4207700000.000,5672300000.000,5650000000.000,8463700000.000,6286100000.000,5358300000.000,4539100000.000,5609100000.000
AssetsHeldForSaleCurrent,,,,54100000.000,,,,,,,1770100000.000,1840800000.000,143900000.000,107700000.000,79600000.000,61700000.000,39500000.000
AssetsOfDisposalGroupIncludingDiscontinuedOperation,,,,,,,,,,,,,143900000.000,107700000.000,79600000.000,61700000.000,39500000.000
BankOverdrafts,,,,,1200000.000,,,,25800000.000,,,,84500000.000,,,,0.000
BuildingsAndImprovementsGross,,,,,6527200000.000,,,,6812600000.000,,,,5774000000.000,,,,5666700000.000
CapitalLeaseObligationsCurrent,,30700000.000,30600000.000,31300000.000,29200000.000,28900000.000,30400000.000,31200000.000,36200000.000,38300000.000,41000000.000,48000000.000,49300000.000,60500000.000,61100000.000,72800000.000,94700000.000
CapitalLeaseObligationsNoncurrent,,449900000.000,442600000.000,433400000.000,404700000.000,405000000.000,407100000.000,402700000.000,411600000.000,402400000.000,375000000.000,384100000.000,375500000.000,384400000.000,385300000.000,388000000.000,429100000.000
CapitalLeasedAssetsGross,,,,,591400000.000,,,,612100000.000,,,,550200000.000,,,,708300000.000
