,2015-12-31,2016-12-31
AdjustmentsToAdditionalPaidInCapitalSharebasedCompensationRequisiteServicePeriodRecognitionValue,891000.000,6104000.000
AdjustmentsToAdditionalPaidInCapitalStockIssuedIssuanceCosts,0.000,
AllocatedShareBasedCompensationExpense,891000.000,6104000.000
AntidilutiveSecuritiesExcludedFromComputationOfEarningsPerShareAmount,1792324.000,2921964.000
CapitalExpendituresIncurredButNotYetPaid,2000.000,11000.000
CashAndCashEquivalentsPeriodIncreaseDecrease,-906000.000,20320000.000
ComprehensiveIncomeNetOfTax,-20706000.000,-48199000.000
DefinedContributionPlanCostRecognized,99000.000,176000.000
DefinedContributionPlanEmployerMatchingContributionPercent,0.040,0.040
DefinedContributionPlanEmployerMatchingContributionPercentOfMatch,1.000,1.000
Depreciation,90000.000,120000.000
DividendsCommonStock,0.000,0.000
EarningsPerShareBasicAndDiluted,-3.790,-2.250
EffectiveIncomeTaxRateReconciliationAtFederalStatutoryIncomeTaxRate,0.340,0.340
EffectiveIncomeTaxRateReconciliationChangeInDeferredTaxAssetsValuationAllowance,-0.333,-0.362
EffectiveIncomeTaxRateReconciliationRepatriationOfForeignEarnings,0.060,-0.032
EffectiveIncomeTaxRateReconciliationStateAndLocalIncomeTaxes,0.038,0.052
EffectiveIncomeTaxRateReconciliationTaxCreditsResearch,0.015,0.020
FairValueMeasurementWithUnobservableInputsReconciliationRecurringBasisAssetTransfersNet,0.000,0.000
GeneralAndAdministrativeExpense,5328000.000,15091000.000
ImpairmentOfLongLivedAssetsToBeDisposedOf,289000.000,216000.000
IncomeLossFromContinuingOperationsBeforeIncomeTaxesDomestic,-11823000.000,-40597000.000
IncomeLossFromContinuingOperationsBeforeIncomeTaxesExtraordinaryItemsNoncontrollingInterest,,-48079000.000
IncomeLossFromContinuingOperationsBeforeIncomeTaxesForeign,-8740000.000,-7482000.000
IncreaseDecreaseInAccountsPayable,-359000.000,1810000.000
IncreaseDecreaseInAccruedLiabilities,557000.000,2450000.000
IncreaseDecreaseInPrepaidDeferredExpenseAndOtherAssets,1269000.000,8000.000
IncreaseInCarryingAmountOfRedeemablePreferredStock,1764000.000,
InvestmentIncomeNonoperating,104000.000,
NetCashProvidedByUsedInFinancingActivities,96414000.000,116826000.000
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,96414000.000,116826000.000
NetCashProvidedByUsedInInvestingActivities,-76951000.000,-61903000.000
NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,-76951000.000,-61903000.000
NetCashProvidedByUsedInOperatingActivities,-20369000.000,-34603000.000
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,-20369000.000,-34603000.000
NetIncomeLoss,-20563000.000,-48079000.000
NetIncomeLossAvailableToCommonStockholdersBasic,-23129000.000,-48079000.000
NoncashMergerRelatedCosts,,2784000.000
OperatingExpenses,20667000.000,48567000.000
OperatingIncomeLoss,-20667000.000,-48567000.000
OtherComprehensiveIncomeForeignCurrencyTransactionAndTranslationAdjustmentNetOfTaxPortionAttributableToParent,5000.000,-225000.000
OtherComprehensiveIncomeLossForeignCurrencyTransactionAndTranslationAdjustmentNetOfTax,5000.000,-225000.000
OtherComprehensiveIncomeLossNetOfTax,-143000.000,-120000.000
OtherComprehensiveIncomeUnrealizedHoldingGainLossOnSecuritiesArisingDuringPeriodNetOfTax,-148000.000,105000.000
OtherComprehensiveIncomeUnrealizedHoldingGainLossOnSecuritiesArisingDuringPeriodTax,0.000,0.000
OtherNonoperatingIncomeExpense,,488000.000
PaymentsOfStockIssuanceCosts,2272000.000,
PaymentsToAcquireMarketableSecurities,82513000.000,148764000.000
PaymentsToAcquirePropertyPlantAndEquipment,507000.000,232000.000
ProceedsFromIssuanceInitialPublicOffering,56550000.000,
ProceedsFromIssuanceOfCommonStock,,98158000.000
ProceedsFromIssuanceOfPrivatePlacement,,18547000.000
ProceedsFromIssuanceOfRedeemableConvertiblePreferredStock,39864000.000,
ProceedsFromSaleAndMaturityOfMarketableSecurities,6069000.000,87093000.000
