,2011-01-30,2012-01-29,2013-01-27,2014-01-26,2015-01-25,2016-01-31,2017-01-29
AdjustmentsNoncashItemsToReconcileNetIncomeLossToCashProvidedByUsedInOperatingActivitiesOther,887000.000,,,,,,
AdjustmentsRelatedToTaxWithholdingForShareBasedCompensation,,-17512000.000,25805000.000,27282000.000,-43684000.000,66000000.000,177000000.000
AdjustmentsToAdditionalPaidInCapitalConvertibleDebtWithConversionFeature,,,,,,,-6000000.000
AdjustmentsToAdditionalPaidInCapitalEquityComponentOfConvertibleDebtSubsequentAdjustments,,,,,,-87000000.000,55000000.000
AdjustmentsToAdditionalPaidInCapitalTaxEffectFromShareBasedCompensation,-14201000.000,,,,,,
AdvertisingExpense,9500000.000,8400000.000,9200000.000,13100000.000,14600000.000,17000000.000,17000000.000
AllocatedShareBasedCompensationExpense,,136498000.000,137101000.000,136244000.000,157985000.000,206000000.000,248000000.000
AmortizationOfDebtDiscountPremium,,,,4600000.000,27967000.000,29000000.000,25000000.000
AmortizationOfFinancingCosts,,,,34000.000,195000.000,,
AmortizationOfFinancingCostsAndDiscounts,,,,,,,24000000.000
AmortizationOfIntangibleAssets,,,,72700000.000,77000000.000,73000000.000,68000000.000
AntidilutiveSecuritiesExcludedFromComputationOfEarningsPerShareAmount,,22617213.000,26784208.000,25630000.000,11807000.000,10000000.000,8000000.000
AvailableForSaleSecuritiesChangeInNetUnrealizedHoldingGainLossNetOfTax,,,-303000.000,-3555000.000,3061000.000,-6000000.000,
AvailableForSaleSecuritiesContinuousUnrealizedLossPosition12MonthsOrLongerAggregateLosses,-385000.000,,,,232000.000,,
AvailableForSaleSecuritiesContinuousUnrealizedLossPositionAggregateLosses,-473000.000,,,,,,
AvailableForSaleSecuritiesContinuousUnrealizedLossPositionLessThan12MonthsAggregateLosses,-88000.000,,,,2396000.000,,
AvailableForSaleSecuritiesGrossRealizedGainLossNet,1500000.000,,,,,,
AvailableForSaleSecuritiesGrossUnrealizedGains,10926000.000,,,,11046000.000,,
AvailableForSaleSecuritiesGrossUnrealizedLoss,-473000.000,,,,2628000.000,,
AvailableforsaleSecuritiesGrossUnrealizedGainLoss1,,,,,,,-17000000.000
BusinessAcquisitionProFormaEarningsPerShareBasic,,0.920,,,,,
BusinessAcquisitionProFormaEarningsPerShareDiluted,,0.900,,,,,
BusinessAcquisitionsProFormaNetIncomeLoss,,556516000.000,,,,,
BusinessAcquisitionsProFormaRevenue,,4018330000.000,,,,,
CashAndCashEquivalentsPeriodIncreaseDecrease,218140000.000,2515000.000,64910000.000,418801000.000,-654933000.000,99000000.000,1170000000.000
CommonStockDividendsPerShareCashPaid,,,,,,0.395,0.485
