,2012-02-04
AdjustmentsToAdditionalPaidInCapitalSharebasedCompensationRequisiteServicePeriodRecognitionValue,1574000.000
AdjustmentsToAdditionalPaidInCapitalTaxEffectFromShareBasedCompensation,-384000.000
AmortizationOfFinancingCosts,726000.000
AssetImpairmentCharges,30698000.000
CashAcquiredFromAcquisition,0.000
CashAndCashEquivalentsPeriodIncreaseDecrease,3161000.000
CommonStockDividendsPerShareCashPaid,0.000
CommonStockDividendsPerShareDeclared,1.000
ComprehensiveIncomeNetOfTaxIncludingPortionAttributableToNoncontrollingInterest,-66441000.000
CostOfGoodsAndServicesSold,29580000.000
CostsAndExpenses,401822000.000
DeferredIncomeTaxExpenseBenefit,10939000.000
DepreciationDepletionAndAmortization,15651000.000
DividendsCommonStock,-7030000.000
EarningsPerShareBasic,-8.060
EarningsPerShareDiluted,-8.060
EffectOfExchangeRateOnCashAndCashEquivalents,292000.000
GainLossOnDispositionOfAssets,159000.000
GainLossOnSaleOfPropertyPlantEquipment,-53000.000
GainsLossesOnExtinguishmentOfDebt,0.000
GoodwillImpairmentLoss,12108000.000
ImpairmentOfIntangibleAssetsExcludingGoodwill,5007000.000
ImpairmentOfLongLivedAssetsToBeDisposedOf,13583000.000
IncomeLossFromContinuingOperationsBeforeIncomeTaxesMinorityInterestAndIncomeLossFromEquityMethodInvestments,-43789000.000
IncomeTaxExpenseBenefit,13078000.000
IncomeTaxesPaidNet,3655000.000
IncreaseDecreaseInAccountsPayable,767000.000
IncreaseDecreaseInAccountsReceivable,-986000.000
IncreaseDecreaseInAccruedIncomeTaxesPayable,-1314000.000
IncreaseDecreaseInAccruedLiabilities,-5898000.000
IncreaseDecreaseInDeferredLeasingFees,784000.000
IncreaseDecreaseInDeferredRevenueAndCustomerAdvancesAndDeposits,-2114000.000
IncreaseDecreaseInInventories,503000.000
IncreaseDecreaseInOtherOperatingCapitalNet,-116000.000
IncreaseDecreaseInPensionPlanObligations,-2335000.000
IncreaseDecreaseInPrepaidDeferredExpenseAndOtherAssets,-919000.000
InterestExpense,3534000.000
InterestPaid,2852000.000
MinorityInterestIncreaseFromStockIssuance,17000.000
NetCashProvidedByUsedInFinancingActivities,15838000.000
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,15838000.000
NetCashProvidedByUsedInInvestingActivities,-7264000.000
NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,-7264000.000
NetCashProvidedByUsedInOperatingActivities,-5705000.000
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,-5705000.000
NetIncomeLoss,-56685000.000
NetIncomeLossAttributableToNoncontrollingInterest,-182000.000
OperatingIncomeLoss,-40146000.000
OtherComprehensiveIncomeLossNetOfTaxPeriodIncreaseDecrease,-9574000.000
OtherNoncashIncomeExpense,18000.000
OtherNonoperatingIncomeExpense,-109000.000
OtherNonrecurringExpense,7576000.000
PaymentsForProceedsFromOtherInvestingActivities,-8000.000
PaymentsForRepurchaseOfCommonStock,1087000.000
PaymentsOfDebtIssuanceCosts,0.000
PaymentsOfDividendsCommonStock,7030000.000
PaymentsToAcquirePropertyPlantAndEquipment,8832000.000
PensionAndOtherPostretirementBenefitExpense,1634000.000
ProceedsFromLinesOfCredit,204700000.000
ProceedsFromPaymentsForOtherFinancingActivities,-456000.000
ProceedsFromSaleOfPropertyHeldForSale,800000.000
ProfitLoss,-56867000.000
RepaymentsOfLinesOfCredit,179600000.000
RepaymentsOfLongTermDebt,0.000
Revenues,361676000.000
SalesRevenueNet,361676000.000
SellingGeneralAndAdministrativeExpense,318317000.000
ShareBasedCompensation,1798000.000
StockIssuedDuringPeriodSharesNewIssues,87492.000
StockIssuedDuringPeriodValueNewIssues,1041000.000
StockIssuedDuringPeriodValueStockOptionsExercised,-84000.000
StockRepurchasedAndRetiredDuringPeriodShares,52937.000
StockRepurchasedAndRetiredDuringPeriodValue,-1087000.000
UnrealizedGainLossOnDerivatives,0.000
WeightedAverageNumberOfDilutedSharesOutstanding,7029407.000
WeightedAverageNumberOfSharesOutstandingBasic,7029407.000
