,2014-12-31,2015-12-31,2016-12-31
AdjustmentsToAdditionalPaidInCapitalSharebasedCompensationRequisiteServicePeriodRecognitionValue,413000.000,2416000.000,721000.000
AdvertisingExpense,1900000.000,2300000.000,3100000.000
AmortizationOfBelowMarketLease,56000.000,57000.000,57000.000
AmortizationOfFinancingCosts,1828000.000,2575000.000,3169000.000
AmortizationOfIntangibleAssets,89000.000,199000.000,314000.000
AntidilutiveSecuritiesExcludedFromComputationOfEarningsPerShareAmount,57000.000,8654000.000,3804000.000
BusinessAcquisitionsProFormaNetIncomeLoss,,-3545000.000,
BusinessAcquisitionsProFormaRevenue,,406749000.000,
BusinessCombinationAcquisitionRelatedCosts,1871000.000,538000.000,457000.000
BusinessCombinationSeparatelyRecognizedTransactionsAdditionalDisclosuresAcquisitionCostExpensed,,538000.000,
CapitalExpendituresIncurredButNotYetPaid,140000.000,549000.000,1574000.000
CashAndCashEquivalentsPeriodIncreaseDecrease,27663000.000,-66400000.000,21751000.000
CommonStockDividendsPerShareDeclared,0.200,0.350,0.460
ComprehensiveIncomeNetOfTax,1939000.000,-6712000.000,19316000.000
ComprehensiveIncomeNetOfTaxAttributableToNoncontrollingInterest,1103000.000,2414000.000,3105000.000
CostmethodInvestmentsOtherThanTemporaryImpairment,,7609000.000,1970000.000
CostsAndExpenses,263558000.000,303569000.000,358716000.000
CurrentFederalTaxExpenseBenefit,824000.000,1067000.000,231000.000
CurrentForeignTaxExpenseBenefit,,37000.000,-15000.000
CurrentIncomeTaxExpenseBenefit,1139000.000,1356000.000,485000.000
CurrentStateAndLocalTaxExpenseBenefit,315000.000,252000.000,269000.000
DebtIssuanceCostsIncurredDuringNoncashOrPartialNoncashTransaction,0.000,0.000,
DeferredFederalIncomeTaxExpenseBenefit,-76000.000,-953000.000,1049000.000
DeferredForeignIncomeTaxExpenseBenefit,,0.000,0.000
DeferredIncomeTaxExpenseBenefit,-42000.000,,1089000.000
DeferredOtherTaxExpenseBenefit,,-1093000.000,
DeferredStateAndLocalIncomeTaxExpenseBenefit,34000.000,-140000.000,40000.000
Depreciation,40500000.000,43600000.000,45700000.000
DepreciationAndAmortization,40686000.000,43824000.000,45897000.000
DilutiveSecuritiesEffectOnBasicEarningsPerShareOther,496000.000,0.000,1899000.000
DirectCostsOfHotels,189051000.000,217667000.000,262582000.000
DisposalGroupNotDiscontinuedOperationGainLossOnDisposal,,,26359000.000
DividendsCommonStockCash,5031000.000,9428000.000,12287000.000
DividendsPreferredStockCash,,1986000.000,3860000.000
EarningsPerShareBasic,0.080,-0.340,0.570
EarningsPerShareDiluted,0.070,-0.340,0.550
EffectiveIncomeTaxRateReconciliationAtFederalStatutoryIncomeTaxRate,0.350,0.350,0.350
FairValueMeasuredOnRecurringBasisGainLossIncludedInEarnings,,-9793000.000,-1701000.000
FoodAndBeverageCostOfSales,44297000.000,53535000.000,68471000.000
FoodAndBeverageRevenue,67854000.000,79894000.000,95618000.000
GeneralAndAdministrativeExpense,3242000.000,5134000.000,14286000.000
IncomeLossFromContinuingOperationsBeforeIncomeTaxesExtraordinaryItemsNoncontrollingInterest,4635000.000,-4428000.000,25894000.000
IncomeLossFromEquityMethodInvestments,,-2927000.000,-2587000.000
IncomeTaxExpenseBenefit,1097000.000,263000.000,1574000.000
IncomeTaxReconciliationChangeInDeferredTaxAssetsValuationAllowance,-1732000.000,-1877000.000,-9000.000
IncomeTaxReconciliationIncomeTaxExpenseBenefitAtFederalStatutoryIncomeTaxRate,2299000.000,1727000.000,1928000.000
IncomeTaxReconciliationOtherReconcilingItems,2000.000,40000.000,-58000.000
IncomeTaxReconciliationStateAndLocalIncomeTaxes,279000.000,117000.000,172000.000
IncomeTaxReconciliationTaxCredits,,,619000.000
IncomeTaxesPaidNet,874000.000,2145000.000,380000.000
IncreaseDecreaseInAccountsPayableAndAccruedLiabilities,4360000.000,5416000.000,3277000.000
IncreaseDecreaseInDueToAffiliates,,,2500000.000
IncreaseDecreaseInDueToRelatedParties,-497000.000,191000.000,-27000.000
IncreaseDecreaseInOtherOperatingLiabilities,212000.000,-80000.000,251000.000
IncreaseDecreaseInPrepaidDeferredExpenseAndOtherAssets,-19000.000,338000.000,933000.000
IncreaseDecreaseInRestrictedCash,19742000.000,3437000.000,3204000.000
IncreaseDecreaseInRestrictedCashForOperatingActivities,1291000.000,-418000.000,2307000.000
InterestExpenseDebt,39031000.000,37829000.000,40881000.000
InterestPaid,36983000.000,34687000.000,37800000.000
InvestmentIncomeInterest,27000.000,34000.000,167000.000
MarketableSecuritiesGainLoss,,1068000.000,0.000
MarketableSecuritiesRealizedGainLoss,,1068000.000,0.000
MarketableSecuritiesUnrealizedGainLoss,,-7609000.000,
MinorityInterestChangeInRedemptionValue,7750000.000,17444000.000,3691000.000
