,2012-06-30,2013-12-31,2014-12-31,2015-12-31,2016-12-31
AdjustmentsToAdditionalPaidInCapitalShareBasedCompensationStockOptionsRequisiteServicePeriodRecognition,,1378000.000,517000.000,254000.000,
AdjustmentsToReconcileNetIncomeLossToCashProvidedByUsedInOperatingActivities,,,-13467000.000,-9315000.000,-2884000.000
AntidilutiveSecuritiesExcludedFromComputationOfEarningsPerShareAmount,,,5818057.000,8928181.000,6571824.000
AssetImpairmentCharges,,,,,407000.000
AssetRetirementObligationAccretionExpense,,26000.000,-49000.000,-9000.000,0.000
AssetRetirementObligationLiabilitiesIncurred,334000.000,54000.000,19000.000,16000.000,0.000
AssetRetirementObligationLiabilitiesSettled,,-30000.000,-66000.000,-25000.000,0.000
AssetRetirementObligationRevisionOfEstimate,,2000.000,-2000.000,,
AvailableForSaleSecuritiesChangeInNetUnrealizedHoldingGainLossNetOfTax,-59000.000,4000.000,,,
AvailableForSaleSecuritiesGrossRealizedGainLossNet,11000.000,39000.000,,,
CashAndCashEquivalentsPeriodIncreaseDecrease,-35282000.000,-1083000.000,-13763000.000,-6258000.000,-2954000.000
ComprehensiveIncomeNetOfTax,-35042000.000,-22203000.000,-14029000.000,,
CurrentFederalTaxExpenseBenefit,,0.000,0.000,0.000,
CurrentForeignTaxExpenseBenefit,,0.000,0.000,0.000,
CurrentIncomeTaxExpenseBenefit,,,,0.000,
DecreaseInRestrictedCash,,,0.000,,
DeferredFederalIncomeTaxExpenseBenefit,,0.000,0.000,0.000,
DeferredForeignIncomeTaxExpenseBenefit,,0.000,0.000,0.000,
DeferredIncomeTaxExpenseBenefit,,,,0.000,
DefinedContributionPlanEmployerDiscretionaryContributionAmount,,95000.000,86000.000,29000.000,
Depreciation,-123000.000,197000.000,210000.000,118000.000,38000.000
DepreciationAndAmortization,123000.000,,,,
EarningsPerShareBasicAndDiluted,-0.790,-0.480,-0.290,-0.190,-0.070
EffectiveIncomeTaxRateReconciliationAtFederalStatutoryIncomeTaxRate,,0.258,0.260,0.260,0.260
EffectiveIncomeTaxRateReconciliationChangeInDeferredTaxAssetsValuationAllowance,,,,1.000,
ExplorationExpenseMining,-15168000.000,14126000.000,8558000.000,5070000.000,394000.000
FairValueOfAssetsAcquired,0.000,,,,
ForeignCurrencyTransactionGainLossBeforeTax,2618000.000,-1531000.000,-507000.000,-476000.000,0.000
ForeignCurrencyTransactionGainLossRealized,-32000.000,,0.000,,
GainLossOnDispositionOfAssets,,,0.000,,
GainLossOnDispositionOfProperty,1874000.000,,,,
GainLossOnSaleOfOtherAssets,,39000.000,,,
GeneralAndAdministrativeExpense,-16109000.000,6616000.000,4946000.000,4042000.000,2606000.000
ImpairmentOfLongLivedAssetsHeldForUse,,,0.000,,
IncomeLossFromContinuingOperationsBeforeIncomeTaxesDomestic,,-21208000.000,-13406000.000,-9061000.000,-3388000.000
IncomeLossFromContinuingOperationsBeforeIncomeTaxesForeign,,-1038000.000,-623000.000,-617000.000,-38000.000
IncomeTaxExpenseBenefit,,0.000,0.000,0.000,0.000
IncomeTaxReconciliationChangeInDeferredTaxAssetsValuationAllowance,,,,2415000.000,-1174000.000
IncomeTaxReconciliationChangeInEnactedTaxRate,,,,166000.000,548000.000
IncomeTaxReconciliationForeignIncomeTaxRateDifferential,,,,-591000.000,-266000.000
IncomeTaxReconciliationIncomeTaxExpenseBenefitAtFederalStatutoryIncomeTaxRate,,,,-2516000.000,-891000.000
IncomeTaxReconciliationNondeductibleExpense,,,,17000.000,0.000
IncomeTaxReconciliationNondeductibleExpenseAmortization,,,,-103000.000,-21000.000
IncomeTaxReconciliationNondeductibleExpenseShareBasedCompensationCost,,,,569000.000,1807000.000
IncomeTaxReconciliationOtherReconcilingItems,,,,0.000,
IncreaseDecreaseInAccountsPayableAndAccruedLiabilities,1036000.000,-1839000.000,-314000.000,-190000.000,-844000.000
IncreaseDecreaseInAccountsReceivable,-183000.000,-12000.000,-8000.000,-11000.000,
IncreaseDecreaseInDueToRelatedParties,-74000.000,,0.000,,
IncreaseDecreaseInInterestAndDividendsReceivable,109000.000,299000.000,2000.000,-6000.000,
IncreaseDecreaseInPrepaidExpense,113000.000,-217000.000,-87000.000,-153000.000,-91000.000
IncreaseDecreaseInRestrictedCash,0.000,,,,
InterestIncomeExpenseNonoperatingNet,,232000.000,76000.000,28000.000,0.000
InvestmentIncomeInterest,864000.000,,,,
MarketableSecuritiesGainLoss,11000.000,-39000.000,0.000,,
MarketableSecuritiesUnrealizedGainLoss,,43000.000,,,
NetCashProvidedByUsedInFinancingActivities,773000.000,7400000.000,-42000.000,3077000.000,595000.000
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,773000.000,7400000.000,-42000.000,3077000.000,595000.000
