,2011-01-28,2011-04-29,2011-07-29,2011-10-28,2012-02-03,2012-05-04,2012-08-03,2012-11-02,2013-02-01,2013-05-03,2013-08-02
AccountsPayableCurrent,11293000000.000,10442000000.000,11628000000.000,11107000000.000,11656000000.000,10970000000.000,11193000000.000,10556000000.000,11579000000.000,10990000000.000,12051000000.000
AccountsReceivableGrossCurrent,6589000000.000,,,,6539000000.000,,,,6701000000.000,,
AccountsReceivableNetCurrent,6493000000.000,6196000000.000,6752000000.000,6690000000.000,6476000000.000,6289000000.000,6829000000.000,6187000000.000,6629000000.000,6440000000.000,6591000000.000
AccruedIncomeTaxesNoncurrent,2293000000.000,,,,,,,,,,
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,,,,,2810000000.000,,,,3174000000.000,,
AccumulatedOtherComprehensiveIncomeLossCumulativeChangesInNetGainLossFromCashFlowHedgesEffectNetOfTax,,,,,,-51000000.000,-15000000.000,-46000000.000,1000000.000,,
AccumulatedOtherComprehensiveIncomeLossForeignCurrencyTranslationAdjustmentNetOfTax,39000000.000,,,,-35000000.000,,,,-68000000.000,,
AccumulatedOtherComprehensiveIncomeLossNetOfTax,-71000000.000,-65000000.000,49000000.000,4000000.000,-61000000.000,-82000000.000,-121000000.000,-106000000.000,-59000000.000,-77000000.000,-153000000.000
AcquiredFiniteLivedIntangibleAssetAmount,126000000.000,537000000.000,557000000.000,712000000.000,715000000.000,,986000000.000,2015000000.000,2062000000.000,,
AcquiredIndefiniteLivedIntangibleAssetAmount,,,,37000000.000,38000000.000,,31000000.000,108000000.000,108000000.000,,
AllowanceForDoubtfulAccountsReceivableCurrent,-96000000.000,,,,63000000.000,,,,72000000.000,,
Assets,38599000000.000,39788000000.000,41604000000.000,42043000000.000,44533000000.000,43289000000.000,44097000000.000,45446000000.000,47540000000.000,44791000000.000,45871000000.000
AssetsCurrent,29021000000.000,28373000000.000,29658000000.000,28256000000.000,29448000000.000,28045000000.000,27250000000.000,25662000000.000,27968000000.000,25659000000.000,26866000000.000
AssetsFairValueDisclosureRecurring,,,,,,,11656000000.000,10074000000.000,11553000000.000,9406000000.000,9799000000.000
AvailableForSaleSecuritiesContinuousUnrealizedLossPositionFairValue,335000000.000,,,,,,,,,,
AvailableForSaleSecuritiesGrossUnrealizedLosses1,,,1000000.000,5000000.000,3000000.000,1000000.000,0.000,1000000.000,1000000.000,0.000,2000000.000
AvailableForSaleSecuritiesInUnrealizedLossPositionsQualitativeDisclosureNumberOfPositions,68.000,,,,,,,,,,
AvailableforsaleSecuritiesGrossUnrealizedGain,,,55000000.000,63000000.000,17000000.000,21000000.000,20000000.000,22000000.000,14000000.000,14000000.000,9000000.000
BusinessAcquisitionCostOfAcquiredEntityCashPaid,,1500000000.000,2000000000.000,2700000000.000,2700000000.000,,2400000000.000,,5000000000.000,,
BusinessAcquisitionPurchasePriceAllocationAssetsAcquiredLiabilitiesAssumedNet,,,,,,,2421000000.000,4905000000.000,5039000000.000,,
BusinessAcquisitionPurchasePriceAllocationCurrentAssetsReceivables,,,,,,,,,176000000.000,,
BusinessAcquisitionPurchasePriceAllocationCurrentLiabilitiesDeferredRevenue,,,,,,,,408000000.000,417000000.000,,
BusinessAcquisitionPurchasePriceAllocationDeferredIncomeTaxesAssetLiabilityNet,,,,,,,-323000000.000,-519000000.000,-571000000.000,,
