,2013-05-31,2013-08-31,2013-11-30,2014-05-31,2014-08-31,2014-11-30,2015-02-28,2015-05-31,2015-08-31,2015-11-30,2016-02-29,2016-05-31,2016-08-31,2016-11-30,2017-02-28,2017-05-31
AccountsPayableCurrent,14049.000,23615.000,9962.000,9748.000,11009.000,8954.000,11973.000,2103.000,10453.000,2647.000,1345.000,9705.000,871.000,11097.000,1867.000,3076.000
AccruedLiabilitiesCurrent,7474.000,14583.000,16131.000,9477.000,12783.000,6500.000,7250.000,17427.000,15933.000,17694.000,19642.000,15207.000,22150.000,17687.000,20370.000,23338.000
AdditionalPaidInCapital,7500.000,8406.000,72106.000,72106.000,72106.000,72106.000,72106.000,72106.000,,,,,,,,
AdditionalPaidInCapitalCommonStock,,,,,,,,,72106.000,72106.000,72106.000,72106.000,72106.000,90456.000,90456.000,90456.000
Assets,10116.000,41005.000,53748.000,29013.000,18066.000,7155.000,3907.000,2021.000,819.000,8977.000,5940.000,2577.000,9559.000,28029.000,11206.000,24361.000
AssetsCurrent,9926.000,40910.000,53748.000,29013.000,18066.000,7155.000,3907.000,2021.000,,,,,9559.000,17783.000,1761.000,15769.000
CapitalizedComputerSoftwareNet,,95.000,0.000,0.000,0.000,,,,,,,,,,,
Cash,9926.000,19753.000,33457.000,18719.000,18066.000,7155.000,3907.000,,,,,,,,,
CashAndCashEquivalentsAtCarryingValue,,19753.000,33457.000,18719.000,18066.000,7155.000,3907.000,2021.000,819.000,8977.000,5940.000,1327.000,3684.000,17283.000,1636.000,14644.000
CommonStockParOrStatedValuePerShare,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.010,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
CommonStockShareSubscribedButUnissuedSubscriptionsReceivable,,35000.000,0.000,0.000,0.000,,,,,,,,,,,
CommonStockSharesAuthorized,200000000.000,200000000.000,200000000.000,200000000.000,200000000.000,200000000.000,200000000.000,200000000.000,200000000.000,200000000.000,200000000.000,200000000.000,200000000.000,200000000.000,200000000.000,200000000.000
CommonStockSharesIssued,9500000.000,9500000.000,10800000.000,10800000.000,10800000.000,10800000.000,10800000.000,10800000.000,10800000.000,10800000.000,10800000.000,10800000.000,10800000.000,10800000.000,10800000.000,10800000.000
CommonStockSharesSubscribedButUnissued,,700000.000,,,,,,,,,,,,,,
CommonStockValue,9500.000,9500.000,10800.000,10800.000,10800.000,10800.000,10800.000,10800.000,10800.000,10800.000,10800.000,10800.000,10800.000,10800.000,10800.000,10800.000
ConvertibleDebt,,,,,,,,,,,,,,1772.000,2139.000,2506.000
ConvertibleDebtCurrent,,10000.000,,,,,,,,,,,,57704.000,59461.000,
ConvertibleNotesPayable,,,,,,,,,,,,,,1904.000,2665.000,3435.000
ConvertibleNotesPayableCurrent,,,10000.000,10000.000,10000.000,10000.000,10000.000,10000.000,10000.000,30000.000,30000.000,30500.000,50500.000,52272.000,52639.000,73006.000
DebtInstrumentConvertibleConversionPrice1,,,,,,,,0.005,0.005,0.005,0.005,0.005,,,,
DebtInstrumentFairValue,,,,,,,,9094.000,9094.000,,,,,,,
DebtInstrumentInterestRateStatedPercentage,,,,,,,,0.080,0.080,0.080,0.080,0.080,0.080,0.080,0.080,0.080
DebtInstrumentUnamortizedDiscount,,,,,,,,,,,,,,,17861.000,17494.000
DeferredIncomeTaxAssetsNet,,,,,,,,,50963.000,,,,60901.000,,,
DeferredTaxAssetsLiabilitiesNet,,30658.000,,,0.000,,,,,,,,,,,
DeferredTaxAssetsLiabilitiesNetCurrent,,,,,44144.000,,,,,,,,,,,
DeferredTaxAssetsNet,,0.000,,,,,,,,,,,,,,
DeferredTaxAssetsOperatingLossCarryforwards,,,,,126126.000,,,,145607.000,,,,174002.000,,,
DeferredTaxAssetsValuationAllowance,,-30658.000,,,,,,,,,,,,,,
DeferredTaxAssetsValuationAllowanceCurrent,,,,,-44144.000,,,,,,,,,,,
DeferredTaxAssetsValuationAllowanceNoncurrent,,,,,,,,,50963.000,,,,60901.000,,,
DevelopmentStageEnterpriseDeficitAccumulatedDuringDevelopmentStage,-68407.000,-90099.000,-95251.000,-113118.000,-128632.000,-131205.000,-138222.000,,,,,,,,,
FairValueOptionAggregateDifferencesLongTermDebtInstruments,,,,,,,,906.000,906.000,,,,,,,
FiniteLivedIntangibleAssetsAccumulatedAmortization,,,,,,,,,,,,,,,780.000,1654.000
FiniteLivedIntangibleAssetsGross,,,,,,,,,,,,,,,10245.000,10246.000
FiniteLivedIntangibleAssetsNet,,,,,,,,,,,,,,10246.000,9445.000,8592.000
InterestPayableCurrent,,,,,,,,,,,,,,5432.000,6822.000,
InterestPayableCurrentAndNoncurrent,,,,,,,,,,,,,,132.000,526.000,929.000
LiabilitiesAndStockholdersEquity,10116.000,41005.000,53748.000,29013.000,18066.000,7155.000,3907.000,2021.000,819.000,8977.000,5940.000,2577.000,9559.000,28029.000,11206.000,24361.000
LiabilitiesCurrent,61523.000,78198.000,66093.000,59225.000,63792.000,55454.000,59223.000,59530.000,66386.000,80341.000,80986.000,85412.000,103521.000,111056.000,104876.000,129420.000
NotesPayableCurrent,40000.000,30000.000,30000.000,30000.000,30000.000,30000.000,30000.000,30000.000,30000.000,30000.000,30000.000,30000.000,30000.000,30000.000,30000.000,30000.000
OperatingLossCarryforwards,,87593.000,,,,,,,,,,,,,,
PrepaidExpenseCurrent,,21157.000,20291.000,10294.000,0.000,,,,,,,1250.000,5875.000,500.000,125.000,1125.000
RetainedEarningsAccumulatedDeficit,,,,,128632.000,131205.000,,140415.000,148473.000,-154270.000,-157952.000,-165741.000,-176868.000,-184283.000,-194926.000,-206315.000
SharesIssued,,1300000.000,,,,,,,,,,,,,,
SharesOutstanding,-51407.000,-37193.000,-12345.000,,-45726.000,-48299.000,-55316.000,,,,,,,,,
StockholdersEquity,-51407.000,-37193.000,-12345.000,-30212.000,-45726.000,-48299.000,-55316.000,-57509.000,-65567.000,-71364.000,-75046.000,-82835.000,-93962.000,-83027.000,-93670.000,-105059.000
