,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30
AccountsPayableAndAccruedLiabilitiesCurrent,,,,,,18446.000,,,,,,,,
AccountsPayableAndAccruedLiabilitiesFairValueDisclosure,,,,,,,8105.000,13309.000,17262.000,21762.000,25361.000,,,
AccountsPayableCurrent,,500.000,,1318.000,11315.000,,2540.000,18276.000,63671.000,34071.000,34354.000,17407.000,9645.000,12385.000
AccruedRentCurrent,,,,,,,,,,,,29861.000,34361.000,38861.000
AccruedRentCurrentAndNoncurrent,,,,,,,,11859.000,17262.000,21762.000,,,,
AccumulatedOtherComprehensiveIncomeLossNetOfTax,,,-100000.000,-20000.000,-106.000,-29183.000,-31404.000,-34682.000,-50965.000,-56041.000,-56675.000,-55977.000,-58684.000,-58631.000
AdditionalPaidInCapital,,749.000,205545.000,205541.000,283309.000,283309.000,2623734.000,2631715.000,2645434.000,2659301.000,2673170.000,,,
AdditionalPaidInCapitalCommonStock,,,,,,,,,,,,2831147.000,2844866.000,2858735.000
Assets,,0.000,120309.000,193241.000,72041.000,98694.000,70761.000,32234.000,13077.000,8019.000,7190.000,154699.000,149321.000,155657.000
AssetsCurrent,,0.000,,,70591.000,97508.000,69706.000,31311.000,12286.000,7360.000,6663.000,154303.000,149057.000,155525.000
AssetsFairValueDisclosureRecurring,,,,,,,,26857.000,10574.000,5498.000,4864.000,5562.000,2855.000,2908.000
Cash,,0.000,,,,,,,,,,,,
CashAndCashEquivalentsAtCarryingValue,,,18609.000,11541.000,7458.000,37913.000,37871.000,2754.000,12.000,162.000,99.000,139.000,100.000,11949.000
CommonStockParOrStatedValuePerShare,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
CommonStockSharesAuthorized,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000
CommonStockSharesIssued,10000000.000,10000000.000,12041667.000,12086436.000,12636436.000,12636436.000,12636436.000,12736436.000,12736436.000,12736436.000,12736436.000,14180456.000,14180456.000,14180456.000
CommonStockSharesOutstanding,,10000000.000,12041667.000,12086436.000,12636436.000,12636436.000,12636436.000,12736436.000,12736436.000,12736436.000,12736436.000,14180456.000,14180456.000,14180456.000
CommonStockValue,1000.000,1000.000,1204.000,1208.000,1265.000,1265.000,1265.000,1275.000,1275.000,1275.000,1275.000,1419.000,1419.000,1419.000
DeferredRevenueCurrent,,,,,,51079.000,,,,,,,,
DeferredTaxAssetsGross,,,4570.000,,,,,,,,,,,
DeferredTaxAssetsOperatingLossCarryforwards,,,-18279.000,,,,,,,,959189.000,,,
DeferredTaxAssetsValuationAllowance,,,-4570.000,,,,,,,,959189.000,,,
DepositsAssetsCurrent,,,1700.000,1700.000,1700.000,1700.000,1700.000,1700.000,1700.000,1700.000,1700.000,4200.000,1700.000,1700.000
DevelopmentStageEnterpriseDeficitAccumulatedDuringDevelopmentStage,-1000.000,-2249.000,18279.000,26665.000,272581.000,,,,,,,,,
DueToRelatedPartiesCurrent,,,31839.000,31839.000,48839.000,34839.000,26233.000,25479.000,68895.000,120286.000,150849.000,232910.000,252987.000,264474.000
InterestPayableCurrent,,,,,,,746.000,0.000,0.000,0.000,0.000,,,
InventoryNet,,,,,,,,,,,,144402.000,144402.000,138968.000
InvestmentOwnedBalanceShares,,,,200000000.000,1057362.000,1057362.000,1057362.000,,,,,,,
Liabilities,,500.000,,,,,,,,176119.000,210564.000,280178.000,296993.000,315720.000
LiabilitiesAndStockholdersEquity,,0.000,120309.000,193241.000,72041.000,98694.000,70761.000,32234.000,13077.000,8019.000,7190.000,154699.000,149321.000,155657.000
LiabilitiesCurrent,,500.000,31839.000,33157.000,60154.000,138364.000,70878.000,57064.000,149828.000,176119.000,210564.000,280178.000,296993.000,315720.000
MarketableSecuritiesCurrent,,,100000.000,180000.000,61433.000,32355.000,30135.000,26857.000,10574.000,5498.000,4864.000,5562.000,2855.000,2908.000
NotesPayableRelatedPartiesClassifiedCurrent,,,,,,34000.000,34000.000,,,,0.000,,,
OperatingLossCarryforwards,,,,,,,,,,,2821144.000,,,
PreferredStockParOrStatedValuePerShare,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
PreferredStockSharesAuthorized,5000000.000,5000000.000,5000000.000,5000000.000,5000000.000,5000000.000,5000000.000,5000000.000,5000000.000,5000000.000,5000000.000,5000000.000,5000000.000,5000000.000
PreferredStockSharesIssued,0.000,0.000,0.000,0.000,0.000,0.000,,,,,0.000,0.000,0.000,0.000
PreferredStockSharesOutstanding,,0.000,0.000,0.000,0.000,0.000,,,,,0.000,0.000,0.000,0.000
PrepaidExpenseCurrent,,,,,,25540.000,,,,,,,,
PropertyPlantAndEquipmentNet,,,,,1450.000,1186.000,1055.000,923.000,791.000,659.000,527.000,396.000,264.000,132.000
RetainedEarningsAccumulatedDeficit,,,,,,-295061.000,-2593712.000,-2623138.000,-2732495.000,-2772635.000,-2821144.000,-2902068.000,-2935273.000,-2961586.000
StockholdersEquity,,-500.000,88470.000,160084.000,11887.000,-39670.000,-117.000,-24830.000,-136751.000,-168100.000,-203374.000,-125479.000,-147672.000,-160063.000
StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,,-500.000,,,,,,,,-168100.000,-203374.000,-125479.000,-147672.000,-160063.000
