,2012-12-31,2013-12-31,2014-12-31,2015-12-31,2016-12-31
AdjustmentToAdditionalPaidInCapitalIncomeTaxEffectFromShareBasedCompensationNet,,-11832000.000,-1108000.000,516000.000,
AdjustmentsToAdditionalPaidInCapitalIncreaseInCarryingAmountOfRedeemablePreferredStock,0.000,,,,
AdjustmentsToAdditionalPaidInCapitalShareBasedCompensationStockOptionsRequisiteServicePeriodRecognition,,363000.000,341000.000,170000.000,
AdjustmentsToAdditionalPaidInCapitalSharebasedCompensationRequisiteServicePeriodRecognitionValue,281986000.000,84393000.000,126856000.000,129591000.000,111824000.000
AdvertisingExpense,102200000.000,60600000.000,101700000.000,128900000.000,132500000.000
AdvertisingRevenue,137015000.000,113694000.000,152791000.000,173962000.000,194129000.000
AllocatedShareBasedCompensationExpense,281986000.000,84393000.000,129233000.000,131575000.000,107461000.000
AllowanceForDoubtfulAccountsReceivableChargeOffs,-3000.000,,,,
AllowanceForDoubtfulAccountsReceivableWriteOffs,,160000.000,,,
AmortizationOfAcquiredIntangibleAssets,42300000.000,,,,
AmortizationOfIntangibleAssets,38500000.000,11300000.000,24600000.000,27400000.000,29000000.000
AntidilutiveSecuritiesExcludedFromComputationOfEarningsPerShareAmount,172224.000,129730000.000,114219000.000,101892000.000,93462000.000
BusinessAcquisitionsProFormaNetIncomeLoss,,,-233036000.000,,
BusinessAcquisitionsProFormaRevenue,,,698608000.000,,
CashAndCashEquivalentsPeriodIncreaseDecrease,-1196394000.000,79574000.000,-334220000.000,610914000.000,110250000.000
ComprehensiveIncomeNetOfTax,-211257000.000,-36581000.000,-254029000.000,-144723000.000,-184479000.000
CostOfRevenue,352169000.000,248358000.000,213570000.000,235985000.000,238546000.000
CostsAndExpenses,1464238000.000,938897000.000,935151000.000,910773000.000,855669000.000
CurrentFederalTaxExpenseBenefit,84421000.000,-12222000.000,-132000.000,-30000.000,-30000.000
CurrentForeignTaxExpenseBenefit,3862000.000,3206000.000,2777000.000,3817000.000,7178000.000
CurrentIncomeTaxExpenseBenefit,93714000.000,-9121000.000,2629000.000,924000.000,7150000.000
CurrentStateAndLocalTaxExpenseBenefit,5431000.000,-105000.000,-16000.000,-2863000.000,2000.000
DeferredFederalIncomeTaxExpenseBenefit,-40331000.000,-17847000.000,-6888000.000,-8818000.000,-2809000.000
DeferredForeignIncomeTaxExpenseBenefit,-689000.000,-804000.000,2715000.000,-274000.000,-879000.000
DeferredIncomeTaxExpenseBenefit,-43841000.000,-18766000.000,-10982000.000,-12693000.000,-3708000.000
DeferredIncomeTaxesAndTaxCredits,,,-86000.000,989000.000,
DeferredStateAndLocalIncomeTaxExpenseBenefit,-2821000.000,-115000.000,-353000.000,-504000.000,-20000.000
DeferredTaxExpenseFromStockOptionsExercised,,-11244000.000,,,
DepreciationDepletionAndAmortization,141479000.000,129047000.000,82894000.000,54315000.000,41770000.000
