,2014-12-31,2015-12-31,2016-12-31
AccretionAmortizationOfDiscountsAndPremiumsInvestments,-270000.000,-337000.000,
AllocatedShareBasedCompensationExpense,,591000.000,758000.000
AmortizationOfDeferredLoanOriginationFeesNet,24000.000,119000.000,
AvailableForSaleSecuritiesChangeInNetUnrealizedHoldingGainLossNetOfTax,,-108000.000,-929000.000
AvailableForSaleSecuritiesGrossRealizedGains,,195000.000,208000.000
BankOwnedLifeInsuranceIncome,120000.000,331000.000,402000.000
BusinessCombinationIntegrationRelatedCosts,,1501000.000,2955000.000
CashPeriodIncreaseDecrease,9425000.000,38865000.000,-9071000.000
CertainLoansAcquiredInTransferNotAccountedForAsDebtSecuritiesAccretableYieldAccretion,,128000.000,510000.000
CommunicationsAndInformationTechnology,456000.000,948000.000,1581000.000
ComprehensiveIncomeNetOfTax,,-2339000.000,-972000.000
CurrentFederalTaxExpenseBenefit,-98000.000,-731000.000,33000.000
CurrentIncomeTaxExpenseBenefit,-98000.000,-838000.000,33000.000
CurrentStateAndLocalTaxExpenseBenefit,0.000,-107000.000,
DeferredCompensationArrangementWithIndividualCompensationExpense,172000.000,381000.000,456000.000
DeferredFederalIncomeTaxExpenseBenefit,-1271000.000,-1260000.000,119000.000
DeferredIncomeTaxExpenseBenefit,-1492000.000,-1483000.000,144000.000
DeferredStateAndLocalIncomeTaxExpenseBenefit,-221000.000,-223000.000,25000.000
DefinedBenefitPlanContributionsByEmployer,61000.000,93000.000,101000.000
Depreciation,547000.000,,
DepreciationDepletionAndAmortization,,620000.000,1832000.000
DividendsPreferredStockCash,,14000.000,
EarningsPerShareBasic,0.000,,-0.010
EarningsPerShareBasicAndDiluted,,-0.560,-0.010
EarningsPerShareDiluted,0.000,,-0.010
EffectiveIncomeTaxRateContinuingOperations,-0.392,-0.510,1.321
EffectiveIncomeTaxRateReconciliationAtFederalStatutoryIncomeTaxRate,-0.340,-0.340,-0.340
EffectiveIncomeTaxRateReconciliationNondeductibleExpenseLifeInsurance,,0.164,-0.866
EffectiveIncomeTaxRateReconciliationOtherReconcilingItemsPercent,-0.016,0.042,0.533
EffectiveIncomeTaxRateReconciliationStateAndLocalIncomeTaxes,-0.036,-0.048,0.127
EffectiveIncomeTaxRateReconciliationTaxSettlements,0.500,0.500,0.500
EmployeeStockOwnershipPlanESOPCompensationExpense,136000.000,,
FederalIncomeTaxExpenseBenefitContinuingOperations,-1369000.000,-1991000.000,152000.000
FeesAndCommissions,66000.000,,
FeesAndCommissionsDepositorAccounts,632000.000,762000.000,1368000.000
FeesAndCommissionsMortgageBanking,,146000.000,152000.000
FinancingReceivableAllowanceForCreditLossesRecovery,99000.000,799000.000,526000.000
FinancingReceivableAllowanceForCreditLossesWriteOffs,2591000.000,14000.000,113000.000
GainLossOnDispositionOfAssets,,,563000.000
GainLossOnSaleOfSecuritiesNet,,195000.000,208000.000
GainLossOnSalesOfLoansNet,,16000.000,152000.000
GainsLossesOnSalesOfOtherRealEstate,-204000.000,20000.000,18000.000
