,2015-06-30,2015-09-30,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31
AccretionAmortizationOfDiscountsAndPremiumsInvestments,846000.000,845000.000,-817000.000,-807000.000,-806000.000,5657000.000,
AccretionExpense,,,,,,,769000.000
AmortizationOfDebtDiscountPremium,,,199000.000,192000.000,190000.000,181000.000,177000.000
AmortizationOfFinancingCosts,,,63000.000,,,,56000.000
AmortizationOfIntangibleAssets,39000.000,39000.000,39000.000,0.000,0.000,1000.000,
AssetImpairmentCharges,,,183000.000,,,,20000.000
BusinessAcquisitionsProFormaIncomeLossFromContinuingOperationsBeforeChangesInAccountingAndExtraordinaryItemsNetOfTax,249000.000,-562000.000,,,,,
CashAcquiredFromAcquisition,,,1901000.000,,,,
CashAndCashEquivalentsPeriodIncreaseDecrease,,,-534000.000,,,,2778000.000
CostOfRevenue,10014000.000,7304000.000,6792000.000,5812000.000,3826000.000,5280000.000,6933000.000
DeferredIncomeTaxExpenseBenefit,,,-420000.000,,,,194000.000
DefinedContributionPlanCostRecognized,51000.000,40000.000,77000.000,60000.000,41000.000,44000.000,73000.000
DepreciationAndAmortization,,,621000.000,,,,397000.000
DepreciationDepletionAndAmortization,438000.000,498000.000,621000.000,577000.000,525000.000,419000.000,
EarningsPerShareBasicAndDiluted,0.000,0.000,0.000,0.000,0.000,0.000,0.010
EffectiveIncomeTaxRateContinuingOperations,,,0.390,,,,0.373
GainLossOnContractTermination,,,95330.000,,,,
GainsLossesOnExtinguishmentOfDebt,,,,106000.000,,,
GrossProfit,9441000.000,11802000.000,8531000.000,9766000.000,9861000.000,11358000.000,11699000.000
ImpairmentOfIntangibleAssetsFinitelived,,,129000.000,0.000,,,
IncomeLossFromContinuingOperationsBeforeIncomeTaxesMinorityInterestAndIncomeLossFromEquityMethodInvestments,-625000.000,1409000.000,-1083000.000,182000.000,2108000.000,3271000.000,3823000.000
IncomeLossFromContinuingOperationsBeforeInterestExpenseInterestIncomeIncomeTaxesExtraordinaryItemsNoncontrollingInterestsNet,-625000.000,1409000.000,,,,,
IncomeTaxExpenseBenefit,-701000.000,972000.000,-420000.000,56000.000,2250000.000,2011000.000,1425000.000
IncomeTaxesPaidNet,,,182000.000,,,,20000.000
IncreaseDecreaseInAccountsPayable,,,-1620000.000,,,,1212000.000
IncreaseDecreaseInAccountsReceivable,,,-939000.000,,,,716000.000
IncreaseDecreaseInAccruedLiabilities,,,,,,,235000.000
IncreaseDecreaseInCustomerAdvances,,,,,,,-405000.000
IncreaseDecreaseInOtherAccountsPayableAndAccruedLiabilities,,,700000.000,,,,
IncreaseDecreaseInOtherDeposits,,,-230000.000,,,,
IncreaseDecreaseInOtherNoncurrentLiabilities,,,-46000.000,,,,-47000.000
IncreaseDecreaseInOtherOperatingAssets,,,,,,,-6000.000
IncreaseDecreaseInPrepaidExpense,,,100000.000,,,,9000.000
IncreaseDecreaseInPrepaidTaxes,,,213000.000,,,,-134000.000
IncreaseDecreaseInRestrictedCash,,,-1000.000,,,,
InterestExpense,-3937000.000,-3645000.000,3236000.000,2952000.000,3095000.000,3028000.000,2911000.000
InterestPaid,,,1960000.000,,,,1756000.000
MarketingExpense,7000.000,23000.000,18000.000,31000.000,20000.000,49000.000,17000.000
NetCashProvidedByUsedInFinancingActivities,,,-897000.000,,,,-1750000.000
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,,,-897000.000,,,,-1750000.000
NetCashProvidedByUsedInInvestingActivities,,,-311000.000,,,,-278000.000
NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,,,-311000.000,,,,-278000.000
NetCashProvidedByUsedInOperatingActivities,,,674000.000,,,,4806000.000
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,,,674000.000,,,,4806000.000
NetIncomeLoss,76000.000,437000.000,-663000.000,126000.000,-142000.000,1260000.000,2398000.000
OperatingExpenses,6129000.000,6748000.000,6378000.000,6756000.000,4658000.000,5057000.000,4965000.000
OperatingIncomeLoss,3312000.000,5054000.000,2153000.000,3010000.000,5203000.000,6301000.000,6734000.000
OperatingLeasesRentExpenseNet,205000.000,212000.000,195000.000,23000.000,106000.000,106000.000,106000.000
OtherGeneralAndAdministrativeExpense,685000.000,660000.000,737000.000,777000.000,,,
OtherIncome,,,,18000.000,,,
OtherNonoperatingIncomeExpense,,,,-2828000.000,-3095000.000,,-2911000.000
PaymentsForFees,,,2880000.000,,,,
PaymentsToAcquirePropertyPlantAndEquipment,,,312000.000,,,,278000.000
PresentValueOfFutureInsuranceProfitsImpairmentWritedown1,,,54000.000,0.000,,,
ProceedsFromLinesOfCredit,,,18802000.000,,,,15726000.000
ProceedsFromRepaymentsOfDebt,,,1750000.000,,,,1750000.000
ProfessionalFees,590000.000,204000.000,324000.000,255000.000,416000.000,159000.000,276000.000
ProvisionForDoubtfulAccounts,,,-72000.000,,,,4000.000
RelatedPartyTaxExpenseDueToAffiliatesCurrent,,,11000.000,,,,
RelatedPartyTransactionPurchasesFromRelatedParty,,,,,838000.000,,859000.000
RepaymentsOfDebt,,,1750000.000,,,,1750000.000
RepaymentsOfLinesOfCredit,,,17949000.000,,,,15726000.000
ResearchAndDevelopmentExpense,1031000.000,935000.000,,,,,
Revenues,19455000.000,19106000.000,15323000.000,15578000.000,13687000.000,16638000.000,18632000.000
SalariesWagesAndOfficersCompensation,3550000.000,3939000.000,3737000.000,4183000.000,2581000.000,3622000.000,3085000.000
SalesRevenueNet,19455000.000,19106000.000,15323000.000,15560000.000,13687000.000,16638000.000,18632000.000
SellingGeneralAndAdministrativeExpense,513000.000,1149000.000,389000.000,612000.000,233000.000,407000.000,353000.000
ShareBasedCompensation,405000.000,408000.000,314000.000,857000.000,240000.000,229000.000,229000.000
TechnologyServicesCosts,1031000.000,935000.000,1106000.000,1098000.000,883000.000,401000.000,817000.000
WeightedAverageNumberOfShareOutstandingBasicAndDiluted,250010162.000,250010162.000,250010162.000,250010162.000,250010162.000,-500020324.000,250010162.000
