,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30
AccountsPayableAndAccruedLiabilitiesCurrent,600.000,1926.000,,,95.000,214.000,1483.000,4785.000,1568134.000,1525071.000,1576290.000,1599434.000,1449687.000,1516254.000,1640592.000,1652164.000,1682886.000
AccountsPayableRelatedPartiesCurrent,,,,,,,,,935448.000,938670.000,942847.000,965006.000,908294.000,57318.000,71945.000,86702.000,101588.000
AccountsReceivableNetCurrent,,,,,,,,,,1750.000,1050.000,1345.000,0.000,0.000,0.000,,
AccruedLiabilitiesCurrentAndNoncurrent,,,,,,,,,111534.000,122449.000,,,,,,,
AccruedSalariesCurrent,,,,,,,,,,,,,,,226752.000,,
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,,,,,,,,,20496.000,21479.000,22462.000,23445.000,24429.000,25156.000,25839.000,26522.000,27205.000
AdditionalPaidInCapital,,,,,,,,,26827544.000,26827544.000,26827544.000,26784017.000,26996802.000,27264493.000,27591352.000,27812567.000,27995259.000
AdditionalPaidInCapitalCommonStock,19680.000,19680.000,19680.000,19680.000,19680.000,3840.000,3840.000,3840.000,,,,,,,,,
AllowanceForDoubtfulAccountsReceivable,,,,,,,,,,,,0.000,0.000,0.000,0.000,,
Assets,6885.000,6285.000,2357.000,774.000,1076.000,72.000,1089.000,3444.000,829735.000,928967.000,533486.000,601211.000,773998.000,622121.000,491792.000,412812.000,381156.000
AssetsCurrent,6885.000,6285.000,2357.000,774.000,1076.000,72.000,,3444.000,16334.000,132799.000,104551.000,176593.000,370326.000,236662.000,129516.000,69188.000,54464.000
CapitalizedComputerSoftwareGross,,,,,,,,,12820.000,12820.000,12820.000,12820.000,12820.000,12820.000,,,
CashAndCashEquivalentsAtCarryingValue,6885.000,6285.000,2357.000,774.000,1076.000,72.000,1089.000,3444.000,9765.000,123994.000,96446.000,111732.000,300015.000,166601.000,63412.000,7956.000,946.000
ClassOfWarrantOrRightOutstanding,,,,,,,,,,,4013336.000,6660395.000,6660395.000,12660395.000,,,
CommonStockParOrStatedValuePerShare,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
CommonStockSharesAuthorized,300000000.000,300000000.000,300000000.000,300000000.000,300000000.000,300000000.000,300000000.000,300000000.000,300000000.000,300000000.000,300000000.000,300000000.000,300000000.000,600000000.000,600000000.000,600000000.000,600000000.000
CommonStockSharesIssued,13200000.000,13200000.000,13200000.000,171600000.000,171600000.000,171600000.000,171600000.000,171600000.000,102665126.000,102665126.000,102665126.000,102665126.000,107719082.000,129864445.000,167377472.000,213120074.000,333603366.000
CommonStockSharesOutstanding,13200000.000,13200000.000,13200000.000,171600000.000,171600000.000,171600000.000,171600000.000,,102665126.000,102665126.000,102665126.000,102665126.000,107719082.000,129864445.000,167377472.000,213120074.000,333603366.000
CommonStockSharesSubscriptions,,,,0.000,,,,,,,,,,,,,
CommonStockValue,1320.000,1320.000,1320.000,1320.000,1320.000,17160.000,17160.000,17160.000,10267.000,10267.000,10267.000,10267.000,10772.000,12987.000,16738.000,21312.000,33360.000
ContractualObligation,,,,,,,,,500000.000,,,,,,,,
ConvertibleLongTermNotesPayable,,,,,,,,,,,,234195.000,522959.000,533082.000,560264.000,,
ConvertibleNotesPayable,,,,,,,,,,,450251.000,,,,,,
ConvertibleNotesPayableCurrent,,,,,,,,,450251.000,450251.000,0.000,,,912497.000,1114958.000,1317418.000,982668.000
CustomerAdvancesCurrent,,,,,,,,,,60800.000,60800.000,60800.000,60800.000,60800.000,60800.000,60800.000,60800.000
DebtInstrumentFaceAmount,,,,,,,13000.000,,,,,1320000.000,1352000.000,1352000.000,,,
DebtInstrumentInterestRateEffectivePercentage,,,,,,,,,0.080,0.080,0.080,0.080,0.080,0.080,,,
DebtInstrumentInterestRateStatedPercentage,,,,0.050,,,0.050,0.050,,,,0.080,0.080,0.080,0.080,0.080,0.080
DebtInstrumentUnamortizedDiscount,,,,,,,,,,,,389805.000,701041.000,1491813.000,,1043282.000,1051553.000
DebtInstrumentUnamortizedDiscountPremiumNet,,,,,,,,,,,,7358.000,,539895.000,,,
DeferredFinanceCostsNoncurrentGross,,,,,,,,,,,,,,,1718.000,,
DeferredRevenue,,,,,,,,,60800.000,607666.000,969000.000,899833.000,650667.000,581500.000,144667.000,443167.000,374000.000
DeferredRevenueCurrent,,,,,,,,,,,,,830667.000,761500.000,692333.000,623167.000,554000.000
DeferredTaxAssetsGross,,,,,10927.000,,,,,,,,,,,,
DeferredTaxAssetsNet,,,,0.000,,,,,,,,,,,,,
DeferredTaxAssetsOperatingLossCarryforwards,,,,,,12145.000,13414.000,,,,,,,,,,
DerivativeFairValueOfDerivativeLiability,,,,,,,,,,,,,528244.000,1211328.000,1803965.000,,
DerivativeLiabilities,,,,,,,,,,,,,,,1803965.000,1110099.000,961918.000
DerivativeLiabilitiesCurrent,,,,,,,,,,,,,,,,1110099.000,961918.000
DerivativeLiabilitiesNoncurrent,,,,,,,,,,,,327906.000,528244.000,1211328.000,1803965.000,1110099.000,
DueToRelatedPartiesCurrent,,,,,,,,,,,,,,,,,1452392.000
EmbeddedDerivativeFairValueOfEmbeddedDerivativeLiability,,,,,,,,,,,,432813.000,920612.000,1056729.000,,,
EmbeddedDerivativeFairValueOfEmbeddedDerivativeNet,,,,,,,,,,,,,,-83762.000,,,
EmployeeRelatedLiabilitiesCurrent,,,,,,,,,1109566.000,1109566.000,281752.000,261752.000,241752.000,241752.000,226752.000,226752.000,226752.000
EquityMethodInvestmentOwnershipPercentage,,,,,,,,,,,,,,,0.201,0.201,0.201
FairValueAssumptionsExercisePrice,,,,,,,,,,,,0.057,0.016,,,,
FiniteLivedContractualRightsGross,,,,,,,,,650000.000,650000.000,650000.000,650000.000,650000.000,650000.000,650000.000,650000.000,650000.000
FiniteLivedIntangibleAssetsAccumulatedAmortization,,,,,,,,,195000.000,211250.000,227500.000,243750.000,260000.000,276250.000,292500.000,308750.000,325000.000
FiniteLivedIntangibleAssetsGross,,,,,,,,,1001000.000,1001000.000,651000.000,651000.000,651000.000,651000.000,651000.000,651000.000,651000.000
FiniteLivedIntangibleAssetsNet,,,,,,,,,806000.000,789750.000,423500.000,407250.000,391000.000,374750.000,358500.000,342250.000,326000.000
FiniteLivedLicenseAgreementsGross,,,,,,,,,350000.000,350000.000,0.000,,,,0.000,,
FurnitureAndFixturesGross,,,,,,,,,850.000,850.000,850.000,850.000,850.000,850.000,,,
InterestPayableCurrent,,,,,,,,,,1774.000,811267.000,811267.000,811267.000,,,,
InterestPayableCurrentAndNoncurrent,,,,,,,,,,,,4323.000,5633.000,,811267.000,,
InventoryGross,,,,,,,,,,,,42000.000,42000.000,42000.000,42000.000,42000.000,42000.000
InventoryRawMaterials,,,,,,,,,,,,,,,42000.000,,
Liabilities,600.000,1926.000,,2500.000,8095.000,10214.000,14483.000,21535.000,,,,4921819.000,5271870.000,5426969.000,6297047.000,5920424.000,6130942.000
LiabilitiesAndStockholdersEquity,6885.000,6285.000,2357.000,774.000,1076.000,72.000,1089.000,3444.000,829735.000,928967.000,533486.000,601211.000,773998.000,622121.000,491792.000,412812.000,381156.000
LiabilitiesCurrent,,,,,,,,,4213724.000,4792588.000,4392543.000,4359718.000,4189167.000,3661559.000,3918818.000,5916924.000,6130942.000
LiabilitiesNoncurrent,,,,,,,,,,,,562101.000,1082703.000,,,,
LongTermDebt,,,,,,,,,,,,,73500.000,63000.000,,,
LongTermDebtNoncurrent,,,,,,,,,,,,,31500.000,21000.000,14000.000,3500.000,0.000
MachineryAndEquipmentGross,,,,,,,,,8387.000,8387.000,8387.000,8387.000,8387.000,8387.000,,,
NotesPayable,,,,,,,,,,,,57642.000,65000.000,65000.000,65000.000,65000.000,65000.000
NotesPayableCurrent,,,,2500.000,8000.000,10000.000,13000.000,16750.000,24525.000,35564.000,46603.000,57642.000,65000.000,65000.000,65000.000,65000.000,65000.000
NotesPayableRelatedPartiesClassifiedCurrent,,,,,,,,,65000.000,65000.000,515251.000,515251.000,590967.000,4438.000,4438.000,4438.000,4438.000
NotesPayableRelatedPartiesNoncurrent,,,,,,,,,,,,,,,4438.000,4438.000,4438.000
OperatingLossCarryforwards,,,,22726.000,,,34394.000,39091.000,21000000.000,21000000.000,13000000.000,,12500000.000,14000000.000,13000000.000,13000000.000,14000000.000
OtherAssetsNoncurrent,,,,,,,,,,,,12916.000,9204.000,7968.000,,,
OtherFiniteLivedIntangibleAssetsGross,,,,,,,,,1000.000,1000.000,1000.000,1000.000,1000.000,1000.000,1000.000,1000.000,1000.000
OtherNotesPayable,,,,,,,,,,,,,,,,728384.000,
OtherNotesPayableCurrent,,,,,,,,,,,,,42000.000,42000.000,42000.000,42000.000,38500.000
PreferredStockParOrStatedValuePerShare,,,,,,,,,,,,,,0.000,0.000,0.000,0.000
PreferredStockSharesAuthorized,,,,,,,,,,,,,,25000000.000,25000000.000,25000000.000,25000000.000
PreferredStockSharesIssued,,,,,,,,,,,,,,0.000,0.000,0.000,0.000
PreferredStockSharesOutstanding,,,,,,,,,,,,,,0.000,0.000,0.000,0.000
PreferredStockValue,,,,,,,,,,,,,,0.000,0.000,0.000,0.000
PrepaidExpenseAndOtherAssetsCurrent,,,,,,,,,6569.000,7055.000,7055.000,21516.000,28311.000,28061.000,24104.000,19232.000,11518.000
PropertyPlantAndEquipmentGross,,,,,,,,,27897.000,27897.000,27897.000,27897.000,27897.000,27897.000,27987.000,27897.000,27897.000
PropertyPlantAndEquipmentNet,,,,,,,,,7401.000,6418.000,5435.000,4452.000,3468.000,2741.000,2058.000,1375.000,692.000
PropertyPlantAndEquipmentOther,,,,,,,,,,,,5840.000,5840.000,5840.000,,,
RetainedEarningsAccumulatedDeficit,-14715.000,-16641.000,-18643.000,-22726.000,-28019.000,-31142.000,-34394.000,-39091.000,-30221800.000,-30701432.000,-30696868.000,-31114892.000,-31505446.000,-32082328.000,-33413345.000,-33341491.000,-33778405.000
ShareBasedCompensationArrangementByShareBasedPaymentAwardEquityInstrumentsOtherThanOptionsNonvestedNumber,,,,,,,,,,,,,,,12660395.000,12660395.000,12220395.000
