,2011-06-30,2011-09-30,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2015-03-31
AllocatedShareBasedCompensationExpense,,,,500000.000,200000.000,,,,,,,,,
AmortizationOfFinancingCosts,,,948000.000,,,,,,,,,,,
AmortizationOfFinancingCostsAndDiscounts,,,,,,,939000.000,,,,941000.000,,,-2737000.000
AmortizationOfIntangibleAssets,,,,,,,,,,,,,,1900000.000
AntidilutiveSecuritiesExcludedFromComputationOfEarningsPerShareAmount,,,,,330200.000,,1581036.000,515850.000,1093434.000,-1899189.000,950978.000,718694.000,,
BusinessCombinationAcquisitionRelatedCosts,,,,,,,,,2723000.000,,521000.000,383000.000,,84000.000
CashAndCashEquivalentsPeriodIncreaseDecrease,,,-32713000.000,,,,-16089000.000,,,,-15406000.000,,,-20863000.000
CashProvidedByUsedInOperatingActivitiesDiscontinuedOperations,,,-7000.000,,,,-7000.000,,,,,,,
CasinoExpenses,60153000.000,,62126000.000,65250000.000,76630000.000,,,,,,,66535000.000,,62233000.000
CasinoRevenue,97634000.000,102598000.000,100141000.000,107503000.000,132020000.000,106184000.000,114769000.000,119186000.000,115268000.000,105360000.000,106950000.000,112656000.000,,101309000.000
ComprehensiveIncomeNetOfTax,,,,-2347000.000,5321000.000,,-776000.000,2397000.000,-3618000.000,-6920000.000,-6205000.000,-1175000.000,,-7811000.000
ComprehensiveIncomeNetOfTaxIncludingPortionAttributableToNoncontrollingInterest,,,-3183000.000,,,,,,,,,,,
CostsAndExpenses,94185000.000,105137000.000,93571000.000,104158000.000,123389000.000,102926000.000,105795000.000,112184000.000,114182000.000,101755000.000,102636000.000,107560000.000,,100491000.000
CurrentStateAndLocalTaxExpenseBenefit,,,,,,,,,,,100000.000,,,
DeferredIncomeTaxExpenseBenefit,,,626000.000,,,,,,,,,,,
DepreciationAndAmortization,6981000.000,7022000.000,6238000.000,5861000.000,7880000.000,7532000.000,7544000.000,7547000.000,7691000.000,7676000.000,7784000.000,7705000.000,,10539000.000
DepreciationDepletionAndAmortization,,,,,,,,,,,,,,10539000.000
DirectCostsOfOwnedHotels,5900000.000,6688000.000,5774000.000,6734000.000,8604000.000,7442000.000,7519000.000,8276000.000,8614000.000,7386000.000,7339000.000,7947000.000,,337000.000
DiscontinuedOperationIncomeLossFromDiscontinuedOperationBeforeIncomeTax,,,,-255000.000,-23000.000,,,,,,,,,
DiscontinuedOperationTaxEffectOfDiscontinuedOperation,,,,0.000,0.000,,,,,,,,,
EarningsPerShareBasic,0.080,-1.490,-0.110,-0.090,0.190,-0.190,-0.030,0.080,-0.130,-0.240,-0.220,-0.040,,
EarningsPerShareDiluted,0.080,-1.490,-0.110,-0.090,0.190,-0.190,-0.030,0.080,-0.130,-0.240,-0.220,-0.040,,
EmployeeServiceShareBasedCompensationCashReceivedFromExerciseOfStockOptions,,,,,,,,,,,,,,300000.000
FairValueMeasurementWithUnobservableInputsReconciliationRecurringBasisLiabilityGainLossIncludedInEarnings,,,,,,,-19000.000,,,,-18000.000,,,-16000.000
FoodAndBeverageCostOfSales,,,,,,,,,,,,,,5302000.000
FoodAndBeverageRevenue,,,,,,,,,,,,,,7717000.000
GainLossOnDispositionOfAssets,,,,,,,,,-161000.000,,-18000.000,-27000.000,,1000.000
GainLossOnDispositionOfProperty,197000.000,16000.000,5000.000,-1000.000,,,82000.000,11000.000,,,,,,
GainsLossesOnExtinguishmentOfDebt,,-34364000.000,,,,,,,,,,,,
GeneralAndAdministrativeExpense,13287000.000,13389000.000,13197000.000,15123000.000,17799000.000,16619000.000,15977000.000,16533000.000,16351000.000,15871000.000,16920000.000,15490000.000,,15949000.000
ImpairmentOfIntangibleAssetsIndefinitelivedExcludingGoodwill,,,,,,,,,,,,,,0.000
IncomeLossFromContinuingOperationsBeforeIncomeTaxesMinorityInterestAndIncomeLossFromEquityMethodInvestments,2978000.000,-40073000.000,-2561000.000,-1382000.000,6065000.000,-3992000.000,167000.000,2772000.000,-2708000.000,-5895000.000,-5196000.000,-49000.000,,-4908000.000
IncomeLossFromContinuingOperationsIncludingPortionAttributableToNoncontrollingInterest,2262000.000,-41517000.000,,-2100000.000,5336000.000,,,2386000.000,-3629000.000,,,,,
IncomeLossFromContinuingOperationsPerBasicShare,0.080,-1.490,,-0.080,0.190,,,0.080,-0.130,,,,,
IncomeLossFromContinuingOperationsPerDilutedShare,0.080,-1.490,,-0.080,0.190,,,0.080,-0.130,,,,,
IncomeLossFromDiscontinuedOperationsNetOfTax,,,,-255000.000,-23000.000,,,,,,,,,
IncomeLossFromDiscontinuedOperationsNetOfTaxPerBasicShare,,0.000,,-0.010,,,,,,,,,,
IncomeLossFromDiscontinuedOperationsNetOfTaxPerDilutedShare,,0.000,,-0.010,,,,,,,,,,
IncomeTaxExpenseBenefit,716000.000,1444000.000,630000.000,718000.000,729000.000,1500000.000,953000.000,386000.000,921000.000,1207000.000,1017000.000,1133000.000,,2903000.000
IncomeTaxExpenseBenefitContinuingOperations,,,,700000.000,,,,,,,,,,
IncomeTaxReconciliationChangeInDeferredTaxAssetsValuationAllowance,,,,,,,900000.000,,,,900000.000,,,
IncomeTaxReconciliationNondeductibleExpenseAmortization,,,,,,,,,,,,,1400000.000,
IncomeTaxesPaidNet,,,,,,,175000.000,,,,,,,
IncreaseDecreaseInAccountsPayable,,,-4564000.000,,,,-6033000.000,,,,-3749000.000,,,-3933000.000
IncreaseDecreaseInAccountsReceivable,,,-1765000.000,,,,-1401000.000,,,,-2569000.000,,,-857000.000
IncreaseDecreaseInAccruedIncomeTaxesPayable,,,-310000.000,,,,-74000.000,,,,96000.000,,,
IncreaseDecreaseInAccruedLiabilities,,,-13137000.000,,,,-14262000.000,,,,-14014000.000,,,-13007000.000
IncreaseDecreaseInDeferredCompensation,,,,,,,-44000.000,,,,-816000.000,,,
IncreaseDecreaseInOtherCurrentAssets,,,-33000.000,,,,270000.000,,,,-490000.000,,,-745000.000
IncreaseDecreaseInOtherNoncurrentAssets,,,,,,,,,,,-31000.000,,,
IncreaseDecreaseInOtherOperatingCapitalNet,,,262000.000,,,,169000.000,,,,125000.000,,,117000.000
IncreaseDecreaseInRestrictedCash,,,1063000.000,,,,2795000.000,,,,1502000.000,,,2623000.000
InterestExpense,13364000.000,16265000.000,17020000.000,16395000.000,17227000.000,17351000.000,17391000.000,17392000.000,17393000.000,17395000.000,17390000.000,17391000.000,,13399000.000
InterestPaid,,,,,,,32838000.000,,,,32838000.000,,,32238000.000
InterestPaidNet,,,32488000.000,,,,,,,,,,,
InvestmentIncomeInterest,8000.000,54000.000,80000.000,54000.000,25000.000,9000.000,14000.000,8000.000,4000.000,6000.000,2000.000,2000.000,,1000.000
