,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30
AdjustmentForAmortization,18000000.000,,,,15000000.000,,,,,,,,,,,,,,,,,,,,,
AdjustmentsNoncashItemsToReconcileNetIncomeLossToCashProvidedByUsedInOperatingActivitiesOther,-26000000.000,,,,,,,,,,,,,,,,,,,,,,,,,
AllocatedShareBasedCompensationExpense,28000000.000,,,,,,,,,,,,,,,,,,,,,,,,,
AntidilutiveSecuritiesExcludedFromComputationOfEarningsPerShareAmount,2800000.000,2000000.000,3600000.000,-5600000.000,2800000.000,2800000.000,1300000.000,-5100000.000,1300000.000,0.000,0.000,-1300000.000,0.000,0.000,0.000,0.000,0.000,0.000,,,,,,,,
CapitalExpendituresIncurredButNotYetPaid,20000000.000,,,,,,,,,,,,,,,,,,,,,,,,,
CashAndCashEquivalentsPeriodIncreaseDecrease,318000000.000,,,,-320000000.000,,,,-679000000.000,,,,-1265000000.000,,,,-1217000000.000,,,,-1042000000.000,,,,-1138000000.000,
CashProvidedByUsedInInvestingActivitiesDiscontinuedOperations,-63000000.000,,,,0.000,,,,,,,,,,,,,,,,,,,,,
CashProvidedByUsedInOperatingActivitiesDiscontinuedOperations,-232000000.000,,,,0.000,,,,,,,,,,,,,,,,,,,,,
CommonStockDividendsPerShareDeclared,0.470,0.500,,,,0.550,0.550,,0.550,,,,0.610,,,,0.700,,,,0.800,,,,0.900,
ComprehensiveIncomeNetOfTax,576000000.000,534000000.000,517000000.000,-766000000.000,562000000.000,519000000.000,520000000.000,-920000000.000,553000000.000,576000000.000,589000000.000,2037000000.000,642000000.000,546000000.000,481000000.000,-1972000000.000,550000000.000,640000000.000,598000000.000,238000000.000,652000000.000,609000000.000,696000000.000,17000000.000,745000000.000,651000000.000
CostOfGoodsSold,2842000000.000,2662000000.000,2700000000.000,3287000000.000,2527000000.000,2604000000.000,2629000000.000,2655000000.000,2631000000.000,2703000000.000,2499000000.000,2790000000.000,2533000000.000,2668000000.000,2614000000.000,2616000000.000,2542000000.000,2568000000.000,2633000000.000,2590000000.000,2611000000.000,2621000000.000,2760000000.000,3010000000.000,2871000000.000,2958000000.000
