,2011-06-30
AccountsPayableCurrent,199000.000
AccountsReceivableNetCurrent,206000.000
AccruedEmployeeBenefitsCurrent,638000.000
AccruedLiabilitiesCurrent,389000.000
AdditionalPaidInCapital,67107000.000
Assets,1956000.000
AssetsCurrent,1393000.000
CapitalizedComputerSoftwareNet,87000.000
CashAndCashEquivalentsAtCarryingValue,648000.000
CommonStockParOrStatedValuePerShare,0.010
CommonStockSharesAuthorized,40000000.000
CommonStockSharesIssued,16362589.000
CommonStockSharesOutstanding,15601601.000
CommonStockValue,163000.000
DeferredRevenueCurrent,1531000.000
DeferredRevenueNoncurrent,313000.000
DepositsAssetsCurrent,29000.000
Liabilities,3181000.000
LiabilitiesAndStockholdersEquity,2054000.000
LiabilitiesCurrent,2868000.000
MarketableSecuritiesCurrent,206000.000
PreferredStockParOrStatedValuePerShare,0.010
PreferredStockSharesAuthorized,2000000.000
PreferredStockSharesIssued,0.000
PreferredStockSharesOutstanding,0.000
PreferredStockValue,0.000
PrepaidExpenseCurrent,73000.000
PropertyPlantAndEquipmentNet,41000.000
RestructuringReserveCurrent,111000.000
RetainedEarningsAccumulatedDeficit,-65452000.000
StockholdersEquity,-1127000.000
StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,-1127000.000
TreasuryStockShares,759537.000
TreasuryStockValue,-2945000.000
