,2017-03-31
AdjustmentsToAdditionalPaidInCapitalSharebasedCompensationRequisiteServicePeriodRecognitionValue,5000.000
AllocatedShareBasedCompensationExpense,95000.000
AmortizationOfDebtDiscountPremium,33000.000
CashPeriodIncreaseDecrease,-197000.000
EarningsPerShareBasicAndDiluted,-0.070
FairValueAdjustmentOfWarrants,-3000.000
GeneralAndAdministrativeExpense,371000.000
IncreaseDecreaseInAccountsPayableAndAccruedLiabilities,362000.000
IncreaseDecreaseInDueToRelatedParties,220000.000
IncreaseDecreaseInInterestPayableNet,-52000.000
InterestExpense,95000.000
InterestExpenseRelatedParty,61000.000
InterestPaid,115000.000
NetCashProvidedByUsedInFinancingActivities,-163000.000
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,-163000.000
NetCashProvidedByUsedInOperatingActivities,-34000.000
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,-34000.000
NetIncomeLoss,-661000.000
OperatingIncomeLoss,-504000.000
PaymentsOfFinancingCosts,234000.000
ProceedsFromNotesPayable,71000.000
ProfitLoss,661000.000
ResearchAndDevelopmentExpense,133000.000
ResearchAndDevelopmentInProcess,49000.000
ShareBasedCompensation,5000.000
StockIssuedDuringPeriodValueNewIssues,0.000
WeightedAverageNumberOfShareOutstandingBasicAndDiluted,9068539.000
