,2012-03-31,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31
AccountsPayable,1300.000,,,,,,,,,,,,,,,,,,,
AccountsPayableCurrent,,1500.000,685.000,1685.000,2790.000,4492.000,5501.000,6101.000,4022.000,6056.000,8447.000,9447.000,6947.000,600.000,133.000,1806.000,4325.000,7542.000,4160.000,9830.000
AdditionalPaidInCapital,-1500.000,,,,,,,,,,,,,,,,,,,
AdditionalPaidInCapitalCommonStock,,-1500.000,-1500.000,-1500.000,-1500.000,-1500.000,-1500.000,-1500.000,-1500.000,-1500.000,-1500.000,-1500.000,-1500.000,-1500.000,-1500.000,-1500.000,-73500.000,-73500.000,-73500.000,-73500.000
Assets,,400.000,50.000,50.000,50.000,50.000,50.000,35.000,20.000,5.000,,,0.000,,,,0.000,,,
AssetsCurrent,,400.000,50.000,50.000,50.000,50.000,50.000,35.000,20.000,5.000,,,0.000,,,,0.000,,,
Cash,1000.000,400.000,50.000,50.000,50.000,50.000,50.000,35.000,20.000,5.000,0.000,0.000,0.000,,0.000,,0.000,,,
CashAndCashEquivalentsAtCarryingValue,,400.000,50.000,50.000,50.000,50.000,50.000,35.000,20.000,50.000,,,0.000,,,,,,,
CashEquivalentsAtCarryingValue,,0.000,50.000,50.000,50.000,50.000,,,,,,,,,,,,,,
CommonStockParOrStatedValuePerShare,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
CommonStockSharesAuthorized,900000000.000,900000000.000,900000000.000,900000000.000,900000000.000,900000000.000,900000000.000,900000000.000,900000000.000,900000000.000,900000000.000,900000000.000,900000000.000,900000000.000,900000000.000,900000000.000,900000000.000,900000000.000,900000000.000,900000000.000
CommonStockSharesIssued,3000000.000,3000000.000,3000000.000,3000000.000,3000000.000,3000000.000,3000000.000,3000000.000,3000000.000,3000000.000,3000000.000,3000000.000,3000000.000,3000000.000,3000000.000,3000000.000,75000000.000,75000000.000,75000000.000,75000000.000
CommonStockSharesOutstanding,3000000.000,3000000.000,3000000.000,3000000.000,3000000.000,3000000.000,3000000.000,3000000.000,3000000.000,3000000.000,3000000.000,3000000.000,3000000.000,3000000.000,3000000.000,3000000.000,75000000.000,75000000.000,75000000.000,75000000.000
CommonStockValue,3000.000,3000.000,3000.000,3000.000,3000.000,3000.000,3000.000,3000.000,3000.000,3000.000,3000.000,3000.000,3000.000,3000.000,3000.000,3000.000,75000.000,75000.000,75000.000,75000.000
DeferredTaxAssetsGross,,,,,,,,,,,,,,,7000.000,,,,13000.000,13600.000
DeferredTaxAssetsNet,,884.000,1219.000,1219.000,1935.000,2513.000,2856.000,2861.000,3687.000,4384.000,,,5779.000,5983.000,,8500.000,9590.000,10680.000,,
DeferredTaxAssetsValuationAllowance,,,,,,2513.000,2856.000,2861.000,3687.000,4384.000,,,5779.000,5983.000,-7000.000,8500.000,9590.000,10680.000,13000.000,
DevelopmentStageEnterpriseDeficitAccumulatedDuringDevelopmentStage,-1800.000,,,,,,,,,,,,,,,,,,,
DueToRelatedPartiesCurrent,,,1450.000,1450.000,1450.000,1450.000,1450.000,1450.000,5342.000,5342.000,6051.000,6051.000,8551.000,15498.000,17298.000,21698.000,22382.000,22382.000,29764.000,30264.000
DueToRelatedPartiesNoncurrent,,,,,,,,,,,,,,,,,,22382.000,29764.000,30264.000
Liabilities,1300.000,1500.000,2135.000,3135.000,4240.000,5942.000,6951.000,7551.000,9364.000,11398.000,14498.000,15498.000,15498.000,16098.000,17431.000,23504.000,26707.000,29924.000,33924.000,40094.000
LiabilitiesAndStockholdersEquity,1000.000,400.000,50.000,50.000,50.000,50.000,50.000,35.000,20.000,5.000,,,0.000,,,0.000,0.000,,,
LiabilitiesCurrent,1300.000,1500.000,2135.000,3135.000,4240.000,5942.000,6951.000,7551.000,9364.000,11398.000,14498.000,15498.000,15498.000,16098.000,17431.000,23504.000,26707.000,29924.000,33924.000,40094.000
LongTermNotesPayable,,,0.000,0.000,0.000,0.000,0.000,0.000,0.000,,,,,,,,,,,
NotesPayableCurrent,,,1450.000,1450.000,1450.000,1450.000,1450.000,1450.000,5342.000,5342.000,6051.000,6051.000,8551.000,15498.000,,,,,,
OperatingLossCarryforwards,,2600.000,3585.000,4585.000,5690.000,7392.000,8401.000,8416.000,10844.000,12893.000,,,16998.000,17598.000,18931.000,25004.000,28207.000,31424.000,35424.000,40094.000
OtherNotesPayableCurrent,,,-1450.000,-1450.000,-1450.000,-1450.000,-1450.000,-1450.000,-5342.000,,,,,,,,,,,
PreferredStockParOrStatedValuePerShare,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
PreferredStockSharesAuthorized,750000000.000,750000000.000,750000000.000,750000000.000,750000000.000,750000000.000,750000000.000,750000000.000,750000000.000,750000000.000,750000000.000,750000000.000,750000000.000,750000000.000,750000000.000,750000000.000,750000000.000,750000000.000,750000000.000,750000000.000
PreferredStockSharesIssued,,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,,,,,,,0.000,0.000,0.000,0.000,0.000
PreferredStockSharesOutstanding,,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,,,,,,,0.000,0.000,0.000,0.000,0.000
RelatedPartyTransactionDueFromToRelatedParty,,,1450.000,1450.000,1450.000,1450.000,1450.000,1450.000,5342.000,5342.000,,,,,,,,,,
RetainedEarningsAccumulatedDeficit,,-2600.000,-3585.000,-4585.000,-5690.000,-7392.000,-8401.000,-9016.000,-10844.000,-12893.000,-15998.000,-16998.000,-16998.000,-17598.000,-18931.000,-25004.000,-28207.000,-31424.000,-35424.000,-41594.000
SharesIssued,3000000.000,,,,,,,,,,,,,,,,,,,
StockholdersEquity,-300.000,-1100.000,-2085.000,-3085.000,-4190.000,-5892.000,-6901.000,-7516.000,-9344.000,-11393.000,-14498.000,-15498.000,-15498.000,-16098.000,-17431.000,-23504.000,-26707.000,-29924.000,-33924.000,-40094.000
StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,-300.000,-1100.000,-2085.000,-3085.000,-4190.000,-5892.000,-6901.000,-7516.000,-9344.000,-11393.000,,,-15498.000,,,-23504.000,-26707.000,,,
ValuationAllowanceAmount,,884.000,1219.000,1559.000,1935.000,,,,,,,,,,,,,,,
WeightedAverageNumberOfSharesOutstandingBasicAndDiluted,,,,,,,,,,3000000.000,,,,,,,,,,
