,2011-07-02,2011-10-01,2012-03-31,2012-06-30,2012-09-29,2012-12-29,2013-03-30,2013-06-29,2013-09-28,2013-12-28,2014-03-29,2014-06-28,2014-09-27
AmortizationOfDebtDiscountPremium,,,,,,,29000.000,,,,0.000,,
AntidilutiveSecuritiesExcludedFromComputationOfEarningsPerShareAmount,,,,263343.000,377344.000,,384386.000,69000.000,48239.000,-441656.000,13122.000,24124.000,351.000
CapitalExpendituresIncurredButNotYetPaid,,,,,,,,,,,951000.000,,
ComprehensiveIncomeNetOfTax,,,5939000.000,3445000.000,158000.000,2405000.000,2700000.000,-12765000.000,-8981000.000,-23264000.000,-9253000.000,-21017000.000,-16713000.000
CostOfGoodsSold,48619000.000,44531000.000,53419000.000,54622000.000,46399000.000,56473000.000,53760000.000,54525000.000,49692000.000,52820000.000,43585000.000,44899000.000,33785000.000
DeferredIncomeTaxExpenseBenefit,,,36000.000,,,,110000.000,,,,-350000.000,,
DepreciationDepletionAndAmortization,1270000.000,1342000.000,1477000.000,1385000.000,1607000.000,1804000.000,1762000.000,2522000.000,2154000.000,2337000.000,2087000.000,2347000.000,2270000.000
EarningsPerShareBasic,0.340,0.180,0.370,0.210,0.010,0.150,0.170,-0.780,-0.550,-1.430,-0.560,-1.280,-10.170
EarningsPerShareDiluted,0.330,0.180,0.360,0.210,0.010,0.150,0.170,-0.780,-0.550,-1.430,-0.560,-1.280,-10.170
EffectiveIncomeTaxRateContinuingOperations,,,,0.374,0.373,,0.310,0.099,0.430,-0.647,0.036,0.049,0.125
EffectiveIncomeTaxRateReconciliationAtFederalStatutoryIncomeTaxRate,,,,,,,,0.350,0.350,,0.350,0.350,0.350
EffectiveIncomeTaxRateReconciliationChangeInDeferredTaxAssetsValuationAllowance,,,,,,,,,,,0.351,0.339,0.265
EffectiveIncomeTaxRateReconciliationOtherAdjustments,,,,,,,,-0.002,0.042,,-0.002,-0.001,-0.002
EffectiveIncomeTaxRateReconciliationStateAndLocalIncomeTaxes,,,,,,,,0.025,0.038,,0.039,0.039,0.042
EmbeddedDerivativeGainLossOnEmbeddedDerivativeNet,,,,,,,,,,,,,6253000.000
EmbeddedDerivativeGainOnEmbeddedDerivative,,,,,,,,,,,,,6300000.000
EntityWideDisclosureOnGeographicAreasRevenueFromExternalCustomersAttributedToForeignCountries,,,,,,,0.000,,,,,,
ExcessTaxBenefitFromShareBasedCompensationFinancingActivities,,,390000.000,,,,,,,,,,
ExcessTaxBenefitFromShareBasedCompensationOperatingActivities,,,390000.000,,,,,,,,,,
GainLossOnSaleOfPropertyPlantEquipment,,,-18000.000,,,,-20000.000,,,,-13000.000,,
GoodwillImpairmentLoss,,,,,,,,10400000.000,,,,0.000,0.000
GrossProfit,26051000.000,22579000.000,29262000.000,24733000.000,21521000.000,24529000.000,27643000.000,20622000.000,11141000.000,13357000.000,16162000.000,11574000.000,9635000.000
ImpairmentOfIntangibleAssetsIndefinitelivedExcludingGoodwill,,,,,,,,,,,,3674000.000,5110000.000
ImpairmentOfLongLivedAssetsHeldForUse,,,,,,,,10358000.000,0.000,,,1884000.000,9313000.000
