,2011-06-30,2011-09-30,2012-03-31
AdjustmentsToAdditionalPaidInCapitalSharebasedCompensationRequisiteServicePeriodRecognitionValue,,,1551000.000
AmortizationOfDeferredSalesCommissions,,,6690000.000
AmortizationOfFinancingCosts,,,1783000.000
CapitalExpendituresIncurredButNotYetPaid,,,3423000.000
CashAndCashEquivalentsPeriodIncreaseDecrease,,,-51711000.000
ComprehensiveIncomeNetOfTax,,,61216000.000
ComprehensiveIncomeNetOfTaxAttributableToNoncontrollingInterest,,,3833000.000
ComprehensiveIncomeNetOfTaxIncludingPortionAttributableToNoncontrollingInterest,,,65049000.000
CostOfGoodsAndServicesSold,305077000.000,300280000.000,335859000.000
CostOfGoodsSoldDirectLabor,275314000.000,262345000.000,293501000.000
CostsAndExpenses,928997000.000,922276000.000,964874000.000
DeferredIncomeTaxExpenseBenefit,,,-333000.000
DepreciationDepletionAndAmortization,33426000.000,32806000.000,34087000.000
EffectOfExchangeRateOnCashAndCashEquivalents,,,1463000.000
ForeignCurrencyTransactionGainLossBeforeTax,559000.000,1234000.000,54000.000
GainLossOnSaleOfPropertyPlantEquipment,,,-484000.000
GeneralAndAdministrativeExpense,69598000.000,76316000.000,69535000.000
IncomeLossFromContinuingOperationsBeforeIncomeTaxesExtraordinaryItemsNoncontrollingInterest,11599000.000,-8226000.000,75525000.000
IncomeLossFromEquityMethodInvestments,1995000.000,1416000.000,2404000.000
IncomeTaxExpenseBenefit,3509000.000,-505000.000,13625000.000
IncomeTaxesPaidNet,,,4944000.000
IncreaseDecreaseInDeferredRevenue,,,-97473000.000
IncreaseDecreaseInInterestPayableNet,,,6148000.000
IncreaseDecreaseInInventories,,,-887000.000
IncreaseDecreaseInOtherCurrentAssets,,,-11184000.000
IncreaseDecreaseInOtherNoncurrentAssets,,,-2520000.000
IncreaseDecreaseInOtherNoncurrentLiabilities,,,282000.000
InterestIncomeExpenseNet,-15509000.000,-15504000.000,-15325000.000
InterestPaid,,,8116000.000
MinorityInterestDecreaseFromDistributionsToNoncontrollingInterestHolders,,,4337000.000
NetCashProvidedByUsedInFinancingActivities,,,-20044000.000
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,,,-20044000.000
NetCashProvidedByUsedInInvestingActivities,,,-32240000.000
NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,,,-32240000.000
NetCashProvidedByUsedInOperatingActivities,,,-890000.000
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,,,-890000.000
NetIncomeLoss,5650000.000,-8510000.000,58067000.000
NetIncomeLossAttributableToNoncontrollingInterest,2440000.000,789000.000,3833000.000
OperatingIncomeLoss,26549000.000,6044000.000,90796000.000
OtherComprehensiveIncomeForeignCurrencyTransactionAndTranslationGainLossArisingDuringPeriodNetOfTax,,,3149000.000
OtherCostAndExpenseOperating,243701000.000,249870000.000,229861000.000
OtherSalesRevenueNet,9513000.000,9227000.000,10204000.000
PaymentsToAcquireLifeInsurancePolicies,,,350000.000
PaymentsToAcquirePropertyPlantAndEquipment,,,34019000.000
PaymentsToMinorityShareholders,,,4337000.000
ProceedsFromContributionsFromAffiliates,,,332000.000
ProceedsFromMinorityShareholders,,,177000.000
ProceedsFromSaleOfInsuranceInvestments,,,0.000
ProceedsFromSaleOfPropertyPlantAndEquipment,,,1255000.000
ProfitLoss,8090000.000,-7721000.000,61900000.000
RepaymentsOfLongTermDebt,,,6642000.000
Revenues,955546000.000,928320000.000,1055670000.000
SalesRevenueNet,946033000.000,919093000.000,1045466000.000
ShareBasedCompensation,,,12543000.000
UnrealizedGainLossOnDerivatives,,,-194000.000
