,2015-02-28,2015-05-31,2015-08-31,2015-11-30,2016-02-29,2016-05-31,2016-08-31,2016-11-30,2017-02-28,2017-05-31
AccountsPayableAndAccruedLiabilitiesCurrent,4815.000,6133.000,10158.000,9021.000,5561.000,5989.000,9404.000,10036.000,28984.000,121249.000
AccruedLiabilitiesCurrent,,,,,,,,273.000,,
AdditionalPaidInCapital,24750.000,56932.000,56932.000,56932.000,56932.000,56932.000,56932.000,74251.000,74252.000,74251.000
Assets,7513.000,35551.000,15229.000,7152.000,4807.000,5790.000,139.000,7594.000,27375.000,15563.000
AssetsCurrent,7513.000,35551.000,15229.000,,,5790.000,139.000,7594.000,27375.000,15563.000
CashAndCashEquivalentsAtCarryingValue,5885.000,33711.000,12452.000,1808.000,1555.000,3950.000,139.000,7594.000,27375.000,15563.000
CommonStockParOrStatedValuePerShare,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
CommonStockSharesAuthorized,200000000.000,200000000.000,200000000.000,200000000.000,200000000.000,200000000.000,200000000.000,200000000.000,200000000.000,200000000.000
CommonStockSharesIssued,25000000.000,35763339.000,35763339.000,35763339.000,35763339.000,35763339.000,35763339.000,35763339.000,35763339.000,35763339.000
CommonStockSharesOutstanding,25000000.000,35763339.000,35763339.000,35763339.000,35763339.000,35763339.000,35763339.000,35763339.000,35763339.000,35763339.000
CommonStockValue,250.000,358.000,358.000,358.000,358.000,358.000,358.000,358.000,358.000,358.000
ConvertibleNotesPayableCurrent,,,,,,,,28000.000,81810.000,84410.000
DeferredTaxAssetsCapitalLossCarryforwards,,,,,,,29356.000,,,
DeferredTaxAssetsValuationAllowance,,,,,,,29356.000,,,
DueToRelatedPartiesCurrent,1558.000,4004.000,386.000,,8019.000,15519.000,17319.000,0.000,54750.000,127250.000
InterestPayableCurrent,,,,,,,,,,2847.000
InventoryNet,1628.000,1840.000,1840.000,1840.000,1840.000,1840.000,,,,
Liabilities,,,,,,,26723.000,,,
LiabilitiesAndStockholdersEquity,7513.000,35551.000,15229.000,7152.000,4807.000,5790.000,139.000,7594.000,27375.000,15563.000
LiabilitiesCurrent,6373.000,10137.000,10544.000,9021.000,13580.000,21508.000,26723.000,38309.000,165544.000,335756.000
OperatingLossCarryforwards,,,,,,,83874.000,,,
PreferredStockParOrStatedValuePerShare,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
PreferredStockSharesAuthorized,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000
PreferredStockSharesIssued,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
PreferredStockSharesOutstanding,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
PreferredStockValue,,,0.000,0.000,,,,,,
PrepaidExpenseCurrent,,,937.000,3504.000,1412.000,,,,,
RetainedEarningsAccumulatedDeficit,-23860.000,-31876.000,-52605.000,-59159.000,-66063.000,-73008.000,-83874.000,-105323.000,-212779.000,-394802.000
SharesIssued,,,,,,,35763339.000,,,
StockholdersEquity,1140.000,25414.000,4685.000,-1869.000,-8773.000,-15718.000,-26584.000,-30714.000,-138169.000,-320193.000
StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,,,,,,,-26584.000,,,
