,2011-12-31,2012-12-31,2013-12-31
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipmentPeriodIncreaseDecrease,,,-32348.000
AdjustmentsToAdditionalPaidInCapitalOther,,-199900.000,
AdjustmentsToAdditionalPaidInCapitalSharebasedCompensationAndExerciseOfStockOptions,,,42412.000
AmortizationOfDebtDiscountPremium,,,352291.000
AssetImpairmentCharges,,457577.000,36744.000
BusinessCombinationAcquisitionRelatedCosts,,200000.000,
CapitalExpendituresIncurredButNotYetPaid,60000.000,,
CapitalizedCostsOfUnprovedPropertiesExcludedFromAmortization,,,-6697.000
CashAcquiredFromAcquisition,,12058.000,
CashAndCashEquivalentsPeriodIncreaseDecrease,-93252.000,-11311.000,1518089.000
CostOfGoodsSoldDepreciationDepletionAndAmortization,,24443.000,35570.000
CostsIncurredAcquisitionOfOilAndGasProperties,-71285.000,-50457.000,
CostsIncurredAcquisitionOfUnprovedOilAndGasProperties,,,608436.000
CostsIncurredExplorationCosts,,,270914.000
CurrentIncomeTaxExpenseBenefit,829.000,800.000,800.000
CurrentStateAndLocalTaxExpenseBenefit,800.000,800.000,800.000
DebtConversionConvertedInstrumentAmount1,,,81824.000
DeferredFinanceCostsOwnshareLendingArrangementIssuanceCostsAccumulatedAmortizationAdjustment,,,25589.000
DepletionOfOilAndGasProperties,,1681.000,
Depreciation,,22762.000,28772.000
DepreciationDepletionAndAmortization,2054.000,24443.000,100958.000
DerivativeInstrumentsGainLossReclassificationFromAccumulatedOCIToIncomeEstimatedNetAmountToBeTransferred,,,258908.000
EarningsPerShareBasicAndDiluted,0.010,0.020,-0.040
EffectiveIncomeTaxRateReconciliationAtFederalStatutoryIncomeTaxRate,0.340,-0.340,0.340
EffectiveIncomeTaxRateReconciliationChangeInDeferredTaxAssetsValuationAllowance,0.400,,1.000
EffectiveIncomeTaxRateReconciliationNondeductibleExpenseImpairmentLosses,,0.084,
EffectiveIncomeTaxRateReconciliationNondeductibleExpenseOther,,-0.419,
EffectiveIncomeTaxRateReconciliationNondeductibleExpenseShareBasedCompensationCost,,0.030,
EffectiveIncomeTaxRateReconciliationOtherAdjustments,,0.327,
EffectiveIncomeTaxRateReconciliationOtherReconcilingItemsPercent,,,0.399
EffectiveIncomeTaxRateReconciliationStateAndLocalIncomeTaxes,0.060,-0.060,-0.059
EmbeddedDerivativeNoLongerBifurcatedAmountReclassifiedToStockholdersEquity,,,729795.000
EmployeeBenefitsAndShareBasedCompensation,,,289083.000
ExplorationCosts,,,-270914.000
ExplorationExpense,,67195.000,
FairValueAdjustmentOfWarrants,,,-103399.000
FairValueAssumptionsExpectedDividendRate,,,0.000
FairValueAssumptionsExpectedVolatilityRate,,,170.660
FairValueAssumptionsRiskFreeInterestRate,,,0.830
FiniteLivedIntangibleAssetsAcquired,,325671.000,
GainLossOnInvestments,,49252.000,
GainLossOnSaleOfAccountsReceivable,,18054.000,
GainLossOnSaleOfCapitalLeasesNet,,,77594.000
GainLossOnSaleOfOilAndGasProperty,25000.000,,-77594.000
GeneralAndAdministrativeExpense,259360.000,799639.000,1360263.000
ImpairmentOfLeasehold,,,-102132.000
ImpairmentOfOilAndGasProperties,,457577.000,-133500.000
ImpairmentOfOngoingProject,,,20543.000
IncomeLossAttributableToNoncontrollingInterest,,,-138058.000
IncomeLossAttributableToParent,,,-2705453.000
IncomeLossFromContinuingOperations,-253874.000,-1334364.000,-1671767.000
IncomeLossFromContinuingOperationsBeforeIncomeTaxesDomestic,-377624.000,-1346276.000,-2842712.000
IncomeLossFromContinuingOperationsBeforeIncomeTaxesExtraordinaryItemsNoncontrollingInterest,,,-2843512.000
IncomeLossFromDiscontinuedOperationsNetOfTaxAttributableToNoncontrollingInterest,,,-138058.000
IncomeLossIncludingPortionAttributableToNoncontrollingInterest,,,-138058.000
IncomeTaxExpenseBenefit,800.000,800.000,800.000
IncomeTaxReconciliationChangeInDeferredTaxAssetsValuationAllowance,,440862.000,
IncomeTaxesPaid,829.000,800.000,800.000
IncreaseDecreaseInAccountsPayable,,-9439.000,
IncreaseDecreaseInAccountsPayableTrade,7418.000,911.000,42855.000
IncreaseDecreaseInAccountsReceivable,-9541.000,14256.000,-31280.000
IncreaseDecreaseInAccruedLiabilities,93750.000,142314.000,41422.000
IncreaseDecreaseInDeferredRevenueAndCustomerAdvancesAndDeposits,,-163095.000,
IncreaseDecreaseInDepositsOutstanding,,-35000.000,
IncreaseDecreaseInFairValueAdjustmentsOnAssetsAndLiabilitiesCarriedAtFairValueUnderFairValueOption,,,833194.000
IncreaseDecreaseInFutureIncomeTaxExpenseEstimatesOnFutureCashFlowsRelatedToProvedOilAndGasReserves,,,-800.000
IncreaseDecreaseInInventories,,,-29938.000
IncreaseDecreaseInNotesPayableCurrent,,-52087.000,
IncreaseDecreaseInNotesPayableRelatedParties,,-55000.000,
IncreaseDecreaseInOtherCurrentAssets,,,-480.000
IncreaseDecreaseInPrepaidDeferredExpenseAndOtherAssets,-144193.000,-36127.000,-47500.000
IncreaseDecreaseInUnprovedOilAndGasProperty,,300000.000,
IncrementalCommonSharesAttributableToCallOptionsAndWarrants,,,6383420.000
IncrementalCommonSharesAttributableToConversionOfDebtSecurities,,,7315035.000
IndefiniteLivedIntangibleAssetsAcquiredDuringPeriod,40541.000,,
InterestExpense,3750.000,11912.000,-441150.000
InterestExpenseDebt,,11912.000,
InterestPaid,,1912.000,20856.000
IssuanceOfStockAndWarrantsForServicesOrClaims,,309629.000,
LiabilityForFuturePolicyBenefitsLiabilitiesAssumed,,-2205.000,
ManagementFeesRevenue,,,250.000
MarketableSecuritiesGainLoss,-120000.000,,
NetCashProvidedByUsedInContinuingOperations,,314073.000,1117351.000
NetCashProvidedByUsedInFinancingActivities,316998.000,417361.000,2793947.000
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,316998.000,417361.000,2793947.000
NetCashProvidedByUsedInInvestingActivities,-81285.000,-114599.000,-158507.000
NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,-81285.000,-114599.000,-158507.000
NetCashProvidedByUsedInOperatingActivities,-328965.000,-314073.000,-1117351.000
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,-328965.000,-314073.000,-1117351.000
NetIncomeLoss,-378453.000,-1347076.000,
NetIncomeLossAttributableToNoncontrollingInterest,,,650000.000
NoncashOrPartNoncashDivestitureAmountOfConsiderationReceived1,,,410000.000
OfficersCompensation,90000.000,120000.000,
OilAndGasProductionExpense,55463.000,92092.000,366600.000
OperatingExpenses,332418.000,1440946.000,1786971.000
OperatingIncomeLoss,,1347076.000,
OtherExpenses,123750.000,11912.000,-1170945.000
OtherPaymentsToAcquireBusinesses,-35000.000,,
PartnersCapitalAccountUnitsSoldInPrivatePlacement,,2084000.000,
PaymentsForFees,,,-17700.000
PaymentsForProceedsFromInvestments,,20186.000,
PaymentsForProceedsFromLimitedPartnership,,,6500.000
PaymentsForProceedsFromLoansAndLeases,,,120000.000
PaymentsForProceedsFromProductiveAssets,,123849.000,
PaymentsForRepurchaseOfPrivatePlacement,,158000.000,140300.000
PaymentsForRestructuring,,,-166315.000
PaymentsToAcquireOilAndGasEquipment,,,-315958.000
PaymentsToAcquireOilAndGasProperty,,-60000.000,
PaymentsToAcquireOilAndGasPropertyAndEquipment,,,-86234.000
PaymentsToAcquireProductiveAssets,,1014.000,
ProceedsFromCollectionOfLongtermLoansToRelatedParties,,,44922.000
ProceedsFromConvertibleDebt,,,2830000.000
ProceedsFromIssuanceOfCommonStock,75998.000,625200.000,
ProceedsFromIssuanceOfPrivatePlacement,,625000.000,17700.000
ProceedsFromIssuanceOfWarrants,,,813513.000
ProceedsFromIssuanceOrSaleOfEquity,,,158000.000
ProceedsFromMinorityShareholders,,,650000.000
ProceedsFromNotesPayable,100000.000,,
ProceedsFromPartnershipContribution,,,650000.000
ProceedsFromRelatedPartyDebt,213000.000,104500.000,
ProceedsFromRepaymentsOfRelatedPartyDebt,-72000.000,,
ProceedsFromSaleOfOilAndGasPropertyAndEquipment,25000.000,,
ProceedsFromSaleOfPropertyPlantAndEquipment,,5000.000,
ProductionCosts,,,-366600.000
ProfessionalFees,,,-274386.000
ProfitLoss,-378453.000,-1347076.000,-2705453.000
ProvisionForDoubtfulAccounts,5000.000,30000.000,
RealizedGainLossOnMarketableSecuritiesCostMethodInvestmentsAndOtherInvestments,30000.000,,
RelatedPartyCosts,90000.000,,
RepaymentsOfNotesPayable,,107087.000,-511389.000
RepaymentsOfRelatedPartyDebt,,205252.000,-85500.000
ResultsOfOperationsOilAndGasProducingActivitiesNetIncomeExcludingCorporateOverheadAndInterestCosts,,,-657590.000
Revenues,78544.000,106582.000,115204.000
