,2011-08-31,2011-11-30,2012-02-29,2012-05-31,2012-11-30,2013-02-28,2013-05-31,2013-08-31,2013-11-30,2014-02-28,2014-05-31,2014-08-31,2014-11-30,2015-02-28,2015-05-31,2015-08-31,2015-11-30,2016-02-29,2016-05-31,2016-08-31
AccountsPayableAndAccruedLiabilitiesCurrent,2618990.000,2550172.000,2652124.000,2877456.000,2297242.000,2379867.000,2439257.000,2536434.000,2409194.000,1910534.000,2151466.000,2143997.000,1966224.000,1958964.000,1984308.000,2502415.000,1622649.000,1687015.000,1763592.000,1903814.000
AccountsPayableAndAccruedLiabilitiesCurrentAndNoncurrent,,,,,,,,,2712648.000,,,,2730638.000,,,,,,,
AccountsPayableAndOtherAccruedLiabilitiesCurrent,,,,,549869.000,,,,633082.000,,,,651072.000,,,,680726.000,,,
AccountsPayableCurrent,,,,,,,796499.000,796499.000,,,,,,,,,,,,
AccountsPayableOtherCurrent,,,,,796499.000,796499.000,,,,,,,,,,,,,,
AccountsPayableRelatedPartiesCurrent,,,,,,,,,303454.000,365533.000,353107.000,466406.000,410333.000,331516.000,351292.000,376324.000,431313.000,436357.000,606225.000,654847.000
AccountsPayableTradeCurrent,,,,,813962.000,,,,847320.000,,,,807737.000,,,,941923.000,,,
AccountsReceivableNet,,,,,,,,,,,,,,,,102433.000,7183.000,,,
AccountsReceivableNetCurrent,103362.000,109682.000,97356.000,79347.000,75494.000,76911.000,71186.000,78341.000,67919.000,68486.000,74193.000,23222.000,,,,,,,,
AccruedLiabilitiesForCommissionsExpenseAndTaxes,,,,,,,,,25453.000,,,,,,,,,,,
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,,,,,,,,,,,,,,,,8184.000,6699.000,,,
AccumulatedOtherComprehensiveIncomeLossNetOfTax,2239.000,2232.000,1513.000,2249.000,1211.000,1211.000,1211.000,1211.000,1183.000,1183.000,1183.000,1183.000,601183.000,-222817.000,-322817.000,-374817.000,,,,
AcquiredFiniteLivedIntangibleAssetResidualValue,,,,,,,,,,,,,,,,259217.000,,,,
AdditionalPaidInCapital,28663851.000,35623697.000,37132370.000,37793503.000,39216866.000,39496765.000,40158941.000,40480003.000,40424222.000,40511168.000,41515287.000,41521933.000,41750912.000,41964487.000,42225001.000,42120561.000,42448241.000,42131635.000,42155375.000,42155379.000
AllowanceForDoubtfulAccountsReceivable,,,,,,,,,,,,,,,,76582.000,98739.000,,,
AllowanceForDoubtfulAccountsReceivableCurrent,,18489.000,,,24108.000,,,,2018.000,,,,,,,,,,98739.000,98739.000
Assets,285862.000,207853.000,169348.000,199354.000,178076.000,241784.000,168452.000,234788.000,201392.000,206339.000,201138.000,142275.000,1052288.000,224939.000,587299.000,1078904.000,444543.000,95096.000,90852.000,90768.000
AssetsCurrent,245080.000,163903.000,131647.000,128574.000,108418.000,169396.000,100863.000,113321.000,111284.000,99964.000,119630.000,115134.000,1045169.000,219788.000,122309.000,348722.000,365726.000,72568.000,68324.000,68240.000
AuctionMarketPreferredSecuritiesStockSeriesParValuePerShare,,,,,,,,,0.000,,,,,,,,,,,
AvailableForSaleSecurities,,,,,,,,,,,,69120.000,,,,,,,,
AvailableforsaleSecuritiesRestrictedCurrent,,,,,,,,,,,,,1040000.000,216000.000,116000.000,64000.000,220000.000,44000.000,40000.000,40000.000
BusinessAcquisitionPercentageOfVotingInterestsAcquired,,,,,,,,,,,,,,,,,0.080,,,
BusinessCombinationRecognizedIdentifiableAssetsAcquiredAndLiabilitiesAssumedCurrentAssetsMarketableSecurities,,,,,,,,,,,,,,,,,220000.000,,,
CapitalLeaseObligationsCurrent,,,,,7545.000,6430.000,6709.000,7000.000,,,,,,,,,,,,
CapitalLeaseObligationsNoncurrent,,,,,13660.000,11948.000,,,,,,,,,,,,,,
CapitalLeasesOfLesseeContingentRentalsBasisSpreadOnVariableRate,,,,,0.174,,,,,,,,,,,,,,,
CashAndCashEquivalentsAtCarryingValue,89038.000,9608.000,3409.000,13700.000,12366.000,23335.000,2210.000,5661.000,17242.000,11325.000,25225.000,7244.000,1832.000,2623.000,6309.000,5647.000,8978.000,1754.000,1510.000,1426.000
CommonStockParOrStatedValuePerShare,0.100,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
CommonStockSharesAuthorized,150000000.000,250000000.000,250000000.000,250000000.000,400000000.000,800000000.000,800000000.000,800000000.000,,8978999990.000,8978999990.000,8978999990.000,8978999990.000,8978999990.000,8978999990.000,8978999990.000,8978999990.000,8978999990.000,8978999990.000,8978999990.000
CommonStockSharesIssued,62068535.000,99489749.000,135100827.000,157694150.000,303187814.000,439404881.000,655431263.000,799499997.000,799549997.000,1007549997.000,1007549997.000,1007549997.000,1194549997.000,2404058781.000,3702630209.000,3563630209.000,3652005709.000,3652005709.000,3778005709.000,3778005709.000
CommonStockSharesOutstanding,62068535.000,99489749.000,135100827.000,157694150.000,303187814.000,439404881.000,655431263.000,799499997.000,799549997.000,1007549997.000,1007549997.000,1007549997.000,1194549997.000,2404058781.000,3702630209.000,3563630209.000,3652005709.000,3652005709.000,3778005709.000,3778005709.000
CommonStockValue,6206853.000,99490.000,135101.000,157694.000,303187.000,439405.000,655431.000,799500.000,799550.000,1007550.000,10076.000,10076.000,11945.000,24041.000,37026.000,35631.000,36520.000,36520.000,37780.000,37780.000
ConvertibleNotesPayable,,,,,447799.000,298684.000,271499.000,205750.000,,,,,,,,,,,,
CustomerDepositsCurrent,,,,,136912.000,,,,132293.000,,,,132293.000,,,,,,,
DebtCurrent,,,,,7444490.000,2765299.000,2815559.000,2780722.000,,,,,,,,,,,,
DebtDefaultShorttermDebtAmount,,,,,32642.000,,,,,,,,,,,,,,,
DebtInstrumentConvertibleConversionPrice1,,,,,0.010,,,,,,,,,,,,,,,
DebtInstrumentFaceAmount,,,,,6368078.000,,,,,,,,,,,,,,,
DebtInstrumentInterestRateEffectivePercentage,,,,,,,,,,,0.240,0.240,,,,,,,,
DebtInstrumentUnamortizedDiscount,,,,,,,,,-1002902.000,-860491.000,704341.000,489333.000,189270.000,46835.000,149897.000,318390.000,491027.000,319198.000,692673.000,459300.000
DebtLongtermAndShorttermCombinedAmount,,,,,7803104.000,4792441.000,4343495.000,4426710.000,,,,,,,,,,,,
