,2011-06-30,2011-09-30,2012-03-31,2012-06-30,2012-09-30,2012-12-31
AdjustmentsToAdditionalPaidInCapitalSharebasedCompensationRequisiteServicePeriodRecognitionValue,,,410000.000,,,
AmortizationOfIntangibleAssets,,,0.000,,,
AntidilutiveSecuritiesExcludedFromComputationOfEarningsPerShareAmount,,,,167000.000,144000.000,
AssetImpairmentCharges,,,,2870000.000,1802000.000,
CashAndCashEquivalentsPeriodIncreaseDecrease,,,77457000.000,,,
Communication,389000.000,387000.000,380000.000,419000.000,411000.000,394000.000
ComprehensiveIncomeNetOfTax,,,5997000.000,7064000.000,8683000.000,3813000.000
DeferredIncomeTaxExpenseBenefit,,,3772000.000,,,
EarningsPerShareBasic,0.230,0.310,0.280,0.290,0.290,0.290
EarningsPerShareDiluted,0.220,0.290,0.270,0.280,0.270,0.260
EmployeeServiceShareBasedCompensationTaxBenefitFromCompensationExpense,,,,133000.000,131000.000,
EquipmentExpense,1564000.000,1461000.000,1662000.000,1584000.000,1480000.000,1467000.000
ExcessTaxBenefitFromShareBasedCompensationOperatingActivities,,,0.000,,,
FairValueMeasurementWithUnobservableInputsReconciliationRecurringBasisAssetGainLossIncludedInOtherComprehensiveIncomeLoss,,,,-139000.000,641000.000,
FairValueMeasurementWithUnobservableInputsReconciliationRecurringBasisAssetPurchasesSalesIssuancesSettlements,,,,0.000,0.000,
FeesAndCommissionsDepositorAccounts,3575000.000,3129000.000,2818000.000,3212000.000,3017000.000,2769000.000
FinancingReceivableAllowanceForCreditLossesRecovery,,,,1414000.000,297000.000,
FinancingReceivableAllowanceForCreditLossesWriteOffs,,,,-1656000.000,-1316000.000,
GainLossOnDispositionOfAssets,,,-1000.000,,,
GainLossOnSaleOfLoansAndLeases,,,,722000.000,492000.000,
GainLossOnSaleOfSecuritiesNet,130000.000,124000.000,147000.000,228000.000,0.000,0.000
GainLossOnSalesOfLoansNet,300000.000,222000.000,735000.000,,,
GainsLossesOnSalesOfOtherRealEstate,-910000.000,-11000.000,-574000.000,-1030000.000,-457000.000,-752000.000
ImpairedFinancingReceivableAverageRecordedInvestment,,,,,47724000.000,
ImpairedFinancingReceivableInterestIncomeAccrualMethod,,,,,269000.000,
ImpairmentOfInvestments,,,49000.000,,,
IncomeLossFromContinuingOperationsBeforeIncomeTaxesMinorityInterestAndIncomeLossFromEquityMethodInvestments,3647000.000,4003000.000,8906000.000,9283000.000,9145000.000,8419000.000
IncomeTaxExpenseBenefit,-987000.000,-2273000.000,3117000.000,3249000.000,3201000.000,2680000.000
IncreaseDecreaseInAccruedInterestReceivableNet,,,-509000.000,,,
IncreaseDecreaseInInterestPayableNet,,,-28000.000,,,
IncreaseDecreaseInOtherOperatingAssets,,,662000.000,,,
IncreaseDecreaseInOtherOperatingLiabilities,,,-3829000.000,,,
IncreaseDecreaseInTimeDeposits,,,-17287000.000,,,
IncreaseDecreaseInTradingSecurities,,,50000.000,,,
InterestAndDividendIncomeOperating,25104000.000,24721000.000,23333000.000,22841000.000,22726000.000,22424000.000
InterestAndFeeIncomeLoansAndLeases,20231000.000,20060000.000,19209000.000,18699000.000,18706000.000,18525000.000
InterestExpense,3143000.000,5380000.000,1200000.000,1068000.000,1039000.000,989000.000
InterestExpenseJuniorSubordinatedDebentures,332000.000,277000.000,309000.000,302000.000,302000.000,293000.000
InterestExpenseOtherLongTermDebt,1289000.000,1060000.000,313000.000,331000.000,315000.000,277000.000
InterestExpenseShortTermBorrowings,46000.000,282000.000,1000.000,4000.000,37000.000,73000.000
InterestExpenseTimeDeposits,774000.000,594000.000,384000.000,247000.000,202000.000,167000.000
InterestIncomeDepositsWithFinancialInstitutions,61000.000,35000.000,24000.000,32000.000,35000.000,31000.000
InterestIncomeExpenseAfterProvisionForLoanLoss,18535000.000,18209000.000,22044000.000,22265000.000,22280000.000,21422000.000
InterestIncomeExpenseNet,21961000.000,19341000.000,22133000.000,21773000.000,21687000.000,21435000.000
InterestIncomeFederalFundsSold,1000.000,0.000,1000.000,0.000,0.000,1000.000
InterestIncomeSecuritiesTaxExempt,535000.000,534000.000,492000.000,509000.000,546000.000,565000.000
InterestIncomeSecuritiesTaxable,4276000.000,4092000.000,3607000.000,3601000.000,3439000.000,3302000.000
LaborAndRelatedExpense,12119000.000,11977000.000,11478000.000,12081000.000,11499000.000,10685000.000
MarketingExpense,831000.000,862000.000,312000.000,255000.000,520000.000,498000.000
NetCashProvidedByUsedInFinancingActivities,,,-23056000.000,,,
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,,,-23056000.000,,,
NetCashProvidedByUsedInInvestingActivities,,,89913000.000,,,
NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,,,89913000.000,,,
NetCashProvidedByUsedInOperatingActivities,,,10600000.000,,,
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,,,10600000.000,,,
NetIncomeLoss,4634000.000,6276000.000,5789000.000,6034000.000,5944000.000,5739000.000
NetIncomeLossAvailableToCommonStockholdersBasic,,,,5617000.000,5540000.000,
NetIncomeLossAvailableToCommonStockholdersDiluted,,,,5639000.000,5559000.000,
NoninterestExpense,22958000.000,22620000.000,21025000.000,21476000.000,21307000.000,20277000.000
NoninterestIncome,8070000.000,8414000.000,7887000.000,8494000.000,8172000.000,7274000.000
NoninterestIncomeOther,777000.000,716000.000,802000.000,821000.000,816000.000,818000.000
OccupancyNet,2232000.000,2115000.000,2075000.000,2119000.000,1901000.000,2084000.000
OtherComprehensiveIncomeLossNetOfTax,,,,1030000.000,2739000.000,
OtherComprehensiveIncomeLossNetOfTaxPeriodIncreaseDecrease,,,208000.000,,,
OtherComprehensiveIncomeLossReclassificationAdjustmentForSaleOfSecuritiesIncludedInNetIncomeBeforeTax,,,,-228000.000,0.000,
OtherComprehensiveIncomeLossReclassificationAdjustmentForSaleOfSecuritiesIncludedInNetIncomeNetOfTax,,,,-139000.000,0.000,
OtherComprehensiveIncomeLossReclassificationAdjustmentForSaleOfSecuritiesIncludedInNetIncomeTax,,,,-89000.000,0.000,
OtherComprehensiveIncomeReclassificationAdjustmentForSaleOfSecuritiesIncludedInNetIncomeBeforeTax,,,-147000.000,,,
