,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31
AccountsPayableAndAccruedLiabilitiesCurrent,,,12260.000,5977.000,11940.000,11881.000,6111.000,11990.000
AccountsPayableCurrent,16575.000,16250.000,12892.000,12078.000,4000.000,0.000,4000.000,36429.000
AccountsPayableRelatedPartiesCurrent,,,,,,,19799.000,24299.000
AccountsReceivableNetCurrent,26800.000,25000.000,44000.000,39000.000,41250.000,53500.000,66000.000,66500.000
AdditionalPaidInCapital,335926.000,591234.000,766802.000,983596.000,1016031.000,1636225.000,1744732.000,3125619.000
Assets,233700.000,279840.000,155123.000,95309.000,75899.000,134850.000,146183.000,171653.000
AssetsCurrent,227879.000,274549.000,150360.000,91861.000,72817.000,132132.000,143830.000,169666.000
Cash,,,1536.000,46395.000,26019.000,74001.000,24102.000,31618.000
CashAndCashEquivalentsAtCarryingValue,201079.000,112918.000,,,,,,
CommonStockParOrStatedValuePerShare,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
CommonStockSharesAuthorized,75000000.000,75000000.000,75000000.000,75000000.000,75000000.000,75000000.000,75000000.000,75000000.000
CommonStockSharesIssued,14306666.000,14556666.000,14731666.000,15225849.000,15350849.000,16656276.000,17156276.000,22207327.000
CommonStockSharesOutstanding,14306666.000,14556666.000,14731666.000,15225849.000,15350849.000,16656276.000,17156276.000,22207327.000
CommonStockValue,14307.000,14557.000,14732.000,15226.000,15290.000,16656.000,17156.000,22207.000
ConvertibleDebtCurrent,,,,54062.000,88740.000,144607.000,,
ConvertibleNotesPayableCurrent,,,,,,,405097.000,199423.000
DeferredTaxAssetsOperatingLossCarryforwards,,,167430.000,,,,408700.000,
DeferredTaxAssetsValuationAllowance,,,167430.000,,,,408700.000,
DerivativeLiabilities,,,,,,,2038952.000,1342288.000
DerivativeLiabilitiesCurrent,,,,,,245523.000,,
DueToRelatedPartiesCurrent,,,,6169.000,799.000,5799.000,15000.000,15000.000
FiniteLivedIntangibleAssetsAccumulatedAmortization,,,887.000,0.000,132.000,264.000,395.000,527.000
FiniteLivedIntangibleAssetsNet,,,2663.000,1581.000,1449.000,1318.000,1186.000,1054.000
InterestPayableCurrent,,,,1403.000,5100.000,7217.000,16130.000,13059.000
Liabilities,32575.000,41629.000,25152.000,79689.000,123376.000,449616.000,2505602.000,1643297.000
LiabilitiesAndStockholdersEquity,233700.000,279840.000,155123.000,95309.000,75899.000,134850.000,146183.000,171653.000
LiabilitiesCurrent,32575.000,41629.000,25152.000,79689.000,123376.000,,2505602.000,1643297.000
LiabilityForUncertainTaxPositionsCurrent,,,,,,0.000,,
NotesPayable,,,,,12797.000,19379.000,,
NotesPayableRelatedPartiesClassifiedCurrent,,,,,,15000.000,,
NotesReceivableRelatedPartiesCurrent,,,,,,,46295.000,66295.000
OperatingLossCarryforwards,,,479000.000,,,,1179800.000,
OtherAssets,,,4763.000,3448.000,3082.000,2718.000,2353.000,1987.000
OtherAssetsNoncurrent,5821.000,5291.000,,,,,,
PrepaidExpenseCurrent,,136631.000,104824.000,6466.000,5548.000,4631.000,7433.000,5253.000
RetainedEarningsAccumulatedDeficit,-149108.000,-367580.000,-750372.000,-1082011.000,-1190807.000,-2066456.000,-4121307.000,-4619470.000
ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsExercisableWeightedAverageExercisePrice,,,0.430,,,,,
ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsOutstandingNumber,,,7096250.000,,,,,
ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsOutstandingWeightedAverageExercisePrice,,,0.250,,,,,
SharebasedCompensationArrangementBySharebasedPaymentAwardOptionsExercisableIntrinsicValue1,,,4796250.000,,,,,
StockholdersEquity,,,129971.000,15620.000,-47477.000,-314766.000,-2359419.000,-1471644.000
StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,201125.000,238211.000,129971.000,15620.000,-47477.000,-314766.000,-2359419.000,-1471644.000
WarrantsAndRightsOutstanding,,6997500.000,98809.000,98809.000,112009.000,98809.000,,
