,2011-06-30,2011-09-30,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30
AdjustmentsToAdditionalPaidInCapitalSharebasedCompensationRequisiteServicePeriodRecognitionValue,,,27348.000,,,,24546.000,
AllowanceForDoubtfulAccountsReceivableChargeOffs,,,,,,,0.000,
AmortizationOfIntangibleAssets,,,60633.000,,,,43256.000,
CashAndCashEquivalentsPeriodIncreaseDecrease,,,156882.000,,,,-34863.000,
CostOfGoodsAndServicesSold,1655554.000,1457052.000,1305873.000,1032217.000,965607.000,1262642.000,866815.000,891669.000
DebtInstrumentPeriodicPaymentPrincipal,,,,,,,21422.000,
DeferredFederalIncomeTaxExpenseBenefit,,,,,,,0.000,
Depreciation,,,55359.000,,,,33912.000,
DepreciationAndAmortization,173090.000,164127.000,115992.000,94950.000,98412.000,81816.000,77168.000,67937.000
DividendsPreferredStock,77444.000,,,,,,,
EarningsPerShareBasicAndDiluted,,,-0.010,-0.010,-0.010,0.010,-0.010,-0.020
GainLossOnSaleOfOtherAssets,,,,,,,2047.000,
GainLossOnSaleOfPropertyPlantEquipment,,,-2047.000,,,,,
GrossProfit,2597636.000,2101010.000,2082936.000,1859238.000,1779147.000,1853037.000,1510808.000,711958.000
IncomeLossFromContinuingOperations,,,-323512.000,-581844.000,-576482.000,121910.000,-457797.000,-1145630.000
IncomeLossFromContinuingOperationsPerBasicAndDilutedShare,,,-0.010,-0.010,-0.010,0.010,-0.010,-0.020
IncomeLossFromDiscontinuedOperationsNetOfTaxPerBasicAndDilutedShare,,,0.000,,,,,
IncomeTaxExpenseBenefit,0.000,0.000,,,,,,
IncreaseDecreaseInAccountsPayable,,,-148991.000,,,,311850.000,
IncreaseDecreaseInAccountsReceivable,,,297738.000,,,,-402946.000,
IncreaseDecreaseInAccruedLiabilities,,,-70012.000,,,,-54145.000,
IncreaseDecreaseInDeferredRevenue,,,,,,,43143.000,
IncreaseDecreaseInDeposits,,,54864.000,,,,8.000,
IncreaseDecreaseInInventories,,,-168903.000,,,,108628.000,
IncreaseDecreaseInOperatingCapital,,,,,,,580821.000,
IncreaseDecreaseInPrepaidExpense,,,110769.000,,,,26445.000,
InterestExpense,63373.000,61943.000,48895.000,31423.000,35154.000,44659.000,60871.000,87779.000
InvestmentIncomeInterest,41.000,45.000,24.000,20.000,13.000,3.000,1.000,2.000
LicensesRevenue,,,,,,,400000.000,
NetCashProvidedByUsedInContinuingOperations,,,,,,,236718.000,
NetCashProvidedByUsedInFinancingActivities,,,811603.000,,,,-253099.000,
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,,,811603.000,,,,-253099.000,
NetCashProvidedByUsedInInvestingActivities,,,-10476.000,,,,-18482.000,
NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,,,-10476.000,,,,-18482.000,
NetCashProvidedByUsedInOperatingActivities,,,-644245.000,,,,236718.000,
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,,,-644245.000,,,,236718.000,
NetIncomeLoss,-378421.000,-916094.000,-405106.000,-581844.000,-576482.000,41910.000,-457797.000,-1145630.000
NetIncomeLossAvailableToCommonStockholdersBasic,5130801.000,-916094.000,-405106.000,-581844.000,-576482.000,41910.000,-457797.000,-1145630.000
NonoperatingIncomeExpense,-63332.000,-61898.000,-48871.000,-31403.000,-35141.000,-43163.000,-60870.000,-87777.000
OperatingExpenses,2912725.000,2955206.000,2357577.000,2409679.000,2320488.000,1687964.000,1907735.000,1769811.000
OperatingIncomeLoss,-315089.000,-854196.000,-274641.000,-550441.000,-541341.000,165073.000,-396927.000,-1057853.000
OtherNoncashExpense,,,,,,,113694.000,
PaymentsToAcquirePropertyPlantAndEquipment,,,53422.000,,,,,
PreferredStockRedemptionPremium,-5586666.000,,,,,,,
ProceedsFromDivestitureOfBusinesses,,,,,,,592976.000,
ProceedsFromIssuanceOfCommonStock,,,320000.000,,,,,
ProceedsFromSaleOfPropertyPlantAndEquipment,,,47026.000,,,,,
ProductWarrantyAccrualPayments,,,,24284.000,4331.000,,27549.000,13035.000
ProductWarrantyAccrualWarrantiesIssued,,,,22195.000,21939.000,,19572.000,12149.000
ProvisionForDoubtfulAccounts,,,11751.000,-5783.000,837.000,15829.000,11980.000,8051.000
RepaymentsOfLongTermDebt,,,11617.000,,,,6951.000,
ResearchAndDevelopmentExpense,898227.000,964483.000,857846.000,953296.000,681900.000,461949.000,474456.000,450840.000
Revenues,4253190.000,3558062.000,3388809.000,2891455.000,2744754.000,3115679.000,2377623.000,1603627.000
SalesRevenueNet,4253190.000,3558062.000,3388809.000,2891455.000,2744754.000,3115679.000,2377623.000,1603627.000
SellingGeneralAndAdministrativeExpense,1841408.000,1826596.000,1383739.000,1361433.000,1540176.000,1144199.000,1356111.000,1251034.000
ShareBasedCompensation,,,27348.000,,,,24546.000,
ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsForfeituresInPeriod,,,,,,,338335.000,
ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsGrantsInPeriod,,,,,,,2025000.000,
