,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31
AccountsPayableCurrent,21206000.000,19877000.000,19059000.000,22035000.000,23105000.000,18829000.000,25832000.000,32140000.000,34683000.000,24243000.000,28890000.000,28645000.000,29082000.000,37688000.000,35709000.000,35422000.000,42252000.000
AccountsReceivableNetCurrent,7224000.000,4933000.000,6347000.000,6156000.000,5551000.000,8111000.000,9989000.000,9272000.000,8376000.000,8151000.000,9834000.000,8298000.000,12114000.000,11091000.000,10103000.000,9446000.000,12931000.000
AccrualForTaxesOtherThanIncomeTaxesCurrent,,,,17358000.000,,,,18549000.000,,,,18939000.000,,,,17748000.000,
AccruedIncomeTaxesCurrent,,,,,,,,137000.000,,,,59000.000,,,,0.000,
AccruedInsuranceCurrent,,,,3995000.000,,,,6911000.000,,,,6495000.000,,,,6670000.000,
AccruedLiabilitiesCurrent,50180000.000,56096000.000,61116000.000,56284000.000,58187000.000,74257000.000,75424000.000,63333000.000,66305000.000,64191000.000,66528000.000,67435000.000,73117000.000,67327000.000,67626000.000,70578000.000,72553000.000
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,,,,499284000.000,,,,593540000.000,,,,685977000.000,,,,817590000.000,
AccumulatedOtherComprehensiveIncomeLossCumulativeChangesInNetGainLossFromCashFlowHedgesEffectNetOfTax,,,-1200000.000,-1788000.000,-1900000.000,-3300000.000,-3900000.000,-3631000.000,-3300000.000,-2200000.000,-2500000.000,-2300000.000,2000000.000,-2000000.000,-1500000.000,-1400000.000,-1400000.000
AccumulatedOtherComprehensiveIncomeLossForeignCurrencyTranslationAdjustmentNetOfTax,,,,-805000.000,,,,,,,,,,,,,
AccumulatedOtherComprehensiveIncomeLossNetOfTax,170000.000,82000.000,-2302000.000,-2593000.000,-1983000.000,-4030000.000,-4789000.000,-4801000.000,-5064000.000,-5120000.000,-4992000.000,-5615000.000,-6284000.000,-5778000.000,-6094000.000,-9433000.000,-14498000.000
AdditionalPaidInCapitalCommonStock,421171000.000,425147000.000,429500000.000,441813000.000,455861000.000,458911000.000,463433000.000,447912000.000,432852000.000,427761000.000,420557000.000,402147000.000,347964000.000,272921000.000,249478000.000,253067000.000,258536000.000
AllowanceForDoubtfulAccountsReceivable,,,,167000.000,,,,213000.000,,,,180000.000,,,,624000.000,
Assets,1725239000.000,1755089000.000,1771327000.000,1915828000.000,1933764000.000,1994446000.000,2023005000.000,2072174000.000,2106766000.000,2162929000.000,2253790000.000,2331051000.000,2393890000.000,2547363000.000,2587625000.000,2681618000.000,2728854000.000
AssetsCurrent,70767000.000,73589000.000,75547000.000,85545000.000,83376000.000,92632000.000,89131000.000,100314000.000,93932000.000,96516000.000,100573000.000,98736000.000,103672000.000,114138000.000,99764000.000,108737000.000,115038000.000
CapitalLeaseObligations,,,,16617000.000,,,,15441000.000,,,,14965000.000,,,,4697000.000,
CapitalLeaseObligationsCurrent,,,,1177000.000,,,,614000.000,,,,10267000.000,,,,575000.000,
CapitalLeaseObligationsNoncurrent,,,,15440000.000,,,,14827000.000,,,,4698000.000,,,,4122000.000,
CapitalLeasedAssetsGross,,,,19210000.000,,,,19195000.000,,,,15467000.000,,,,,
CapitalLeasesFutureMinimumPaymentsDue,,,,22368000.000,,,,19818000.000,,,,18056000.000,,,,6595000.000,
CapitalLeasesFutureMinimumPaymentsDueCurrent,,,,2551000.000,,,,1910000.000,,,,11460000.000,,,,1075000.000,
CapitalLeasesFutureMinimumPaymentsDueInFiveYears,,,,1020000.000,,,,1020000.000,,,,1020000.000,,,,1020000.000,
CapitalLeasesFutureMinimumPaymentsDueInFourYears,,,,1020000.000,,,,1020000.000,,,,1020000.000,,,,1020000.000,
CapitalLeasesFutureMinimumPaymentsDueInThreeYears,,,,11405000.000,,,,1020000.000,,,,1057000.000,,,,1020000.000,
CapitalLeasesFutureMinimumPaymentsDueInTwoYears,,,,1910000.000,,,,11405000.000,,,,1075000.000,,,,1057000.000,
CapitalLeasesFutureMinimumPaymentsDueThereafter,,,,4462000.000,,,,3443000.000,,,,2424000.000,,,,1403000.000,
CapitalLeasesFutureMinimumPaymentsInterestIncludedInPayments,,,,5751000.000,,,,4377000.000,,,,3091000.000,,,,1898000.000,
CapitalLeasesFutureMinimumPaymentsPresentValueOfNetMinimumPayments,,,,16617000.000,,,,15441000.000,,,,14965000.000,,,,4697000.000,
CapitalLeasesLesseeBalanceSheetAssetsByMajorClassAccumulatedDeprecation,,,,5541000.000,,,,6296000.000,,,,3635000.000,,,,,
CapitalLeasesLesseeBalanceSheetAssetsByMajorClassOtherPropertyPlantAndEquipmentNet,,,,13669000.000,,,,12899000.000,,,,11832000.000,,,,,
CashAndCashEquivalentsAtCarryingValue,11264000.000,10321000.000,12433000.000,7487000.000,10797000.000,15499000.000,8625000.000,16499000.000,13694000.000,13126000.000,19719000.000,8334000.000,12540000.000,15850000.000,9622000.000,9175000.000,14898000.000
CommonStockParOrStatedValuePerShare,0.020,0.020,0.020,0.020,0.020,0.020,0.020,0.020,0.020,0.020,0.020,0.020,0.020,0.020,0.020,0.020,0.020
CommonStockSharesAuthorized,75000000.000,75000000.000,75000000.000,75000000.000,75000000.000,75000000.000,75000000.000,75000000.000,75000000.000,75000000.000,75000000.000,75000000.000,75000000.000,75000000.000,75000000.000,75000000.000,75000000.000
CommonStockSharesIssued,42289748.000,42322595.000,42339800.000,42428265.000,42866712.000,43487813.000,43586308.000,43149434.000,43047770.000,42864878.000,42654601.000,42115549.000,41277944.000,39660084.000,39123068.000,39016499.000,39044239.000
CommonStockSharesOutstanding,42289748.000,42322595.000,42339800.000,42428265.000,42866712.000,43487813.000,43586308.000,43149434.000,43047770.000,42864878.000,42654601.000,42115549.000,41277944.000,39660084.000,39123068.000,39016499.000,39044239.000
CommonStockValue,846000.000,847000.000,847000.000,849000.000,857000.000,870000.000,872000.000,864000.000,862000.000,858000.000,854000.000,843000.000,826000.000,794000.000,783000.000,781000.000,782000.000
ConstructionInProgressGross,,,,81400000.000,,,,100300000.000,,,,202800000.000,,,,172100000.000,
ConstructionPayableCurrent,22100000.000,20013000.000,23165000.000,21892000.000,24816000.000,16666000.000,17196000.000,25208000.000,34898000.000,40163000.000,51820000.000,47342000.000,39116000.000,43436000.000,40338000.000,31972000.000,34534000.000
DebtInstrumentCarryingAmount,,,,686298000.000,,,,704470000.000,,,,848598000.000,,,,1200910000.000,
DebtInstrumentInterestRateAtPeriodEnd,,,,0.003,,,,0.003,,,,,,,,,
DebtInstrumentInterestRateStatedPercentage,,,,,,,,,,,,,0.051,,,,
DeferredCompensationPlanAssets,,,,3024000.000,,,,3980000.000,,,,5410000.000,,,,5780000.000,
DeferredCostsCurrent,,,,3981000.000,,,,4375000.000,,,,4691000.000,,,,5101000.000,
DeferredFinanceCostsNoncurrentNet,,,,9047000.000,,,,7960000.000,,,,10393000.000,,,,12076000.000,
DeferredIncomeTaxLiabilities,,,,,,,,113008000.000,,,,117716000.000,,,,134756000.000,
DeferredRentCreditNoncurrent,32916000.000,33757000.000,34438000.000,19370000.000,20351000.000,21077000.000,21770000.000,22490000.000,23120000.000,23810000.000,24858000.000,28933000.000,33070000.000,29149000.000,29856000.000,24519000.000,25177000.000
DeferredRevenueCurrent,36240000.000,40333000.000,32565000.000,33898000.000,40268000.000,42936000.000,35393000.000,34753000.000,41810000.000,42555000.000,33362000.000,35032000.000,45198000.000,46037000.000,36330000.000,38652000.000,47259000.000
DeferredRevenueNoncurrent,7304000.000,8595000.000,8452000.000,8203000.000,8221000.000,8859000.000,8177000.000,6840000.000,6326000.000,6783000.000,6057000.000,5246000.000,5013000.000,6499000.000,6369000.000,6088000.000,6954000.000
DeferredTaxAssetsEquityMethodInvestments,,,,-7692000.000,,,,,,,,,,,,,
DeferredTaxAssetsGross,,,,,,,,26312000.000,,,,24093000.000,,,,44237000.000,
DeferredTaxAssetsGrossCurrent,,,,,,,,14502000.000,,,,10615000.000,,,,10122000.000,
DeferredTaxAssetsGrossNoncurrent,,,,,,,,11810000.000,,,,13478000.000,,,,34115000.000,
DeferredTaxAssetsLiabilitiesNet,,,,-90732000.000,,,,,,,,-93623000.000,,,,-90519000.000,
DeferredTaxAssetsLiabilitiesNetCurrent,,,,,,,,8813000.000,,,,6881000.000,,,,6689000.000,
DeferredTaxAssetsNetCurrent,2338000.000,3453000.000,4606000.000,9850000.000,4345000.000,5764000.000,7520000.000,8813000.000,2193000.000,2912000.000,4037000.000,,3644000.000,4526000.000,6069000.000,,3298000.000
DeferredTaxAssetsOperatingLossCarryforwardsForeign,,,,,,,,1145000.000,,,,1050000.000,,,,783000.000,
DeferredTaxAssetsOther,,,,74000.000,,,,1923000.000,,,,1913000.000,,,,3010000.000,
