,2011-03-31,2011-06-30,2011-09-30
AdjustmentsNoncashItemsToReconcileNetIncomeLossToCashProvidedByUsedInOperatingActivitiesOther,0.000,,
AdjustmentsToAdditionalPaidInCapitalSharebasedCompensationRequisiteServicePeriodRecognitionValue,607000.000,,
AdjustmentsToAdditionalPaidInCapitalTaxEffectFromShareBasedCompensation,-490000.000,,
AllocatedShareBasedCompensationExpense,,1427000.000,1403000.000
AmortizationOfDebtDiscountPremium,,2391000.000,2451000.000
AntidilutiveSecuritiesExcludedFromComputationOfEarningsPerShareAmount,,1600000.000,1500000.000
CapitalExpendituresIncurredButNotYetPaid,39575000.000,,
CashAndCashEquivalentsPeriodIncreaseDecrease,-104956000.000,,
ComprehensiveIncomeNetOfTax,,-27238000.000,5108000.000
ComprehensiveIncomeNetOfTaxAttributableToNoncontrollingInterest,,346000.000,
ComprehensiveIncomeNetOfTaxIncludingPortionAttributableToNoncontrollingInterest,-33564000.000,-26892000.000,5108000.000
CostOfRevenue,90822000.000,140214000.000,89926000.000
DeferredIncomeTaxExpenseBenefit,2868000.000,,
DepreciationDepletionAndAmortization,9832000.000,,
EarningsPerShareBasic,-0.300,-0.240,0.040
EarningsPerShareDiluted,-0.300,-0.240,0.040
EffectOfExchangeRateOnCashAndCashEquivalents,1242000.000,,
EffectiveIncomeTaxRateContinuingOperations,,0.039,0.250
EffectiveIncomeTaxRateReconciliationAtFederalStatutoryIncomeTaxRate,,0.350,0.350
FairValueMeasurementWithUnobservableInputsReconciliationRecurringBasisAssetGainLossIncludedInEarnings,,0.000,
FairValueMeasurementWithUnobservableInputsReconciliationRecurringBasisAssetGainLossIncludedInOtherComprehensiveIncome,,0.000,
FairValueMeasurementWithUnobservableInputsReconciliationRecurringBasisAssetSales,,0.000,
ForeignCurrencyTransactionGainLossBeforeTax,,-37000.000,-2598000.000
GainLossOnDerivativeInstrumentsNetPretax,,194000.000,-228000.000
GainLossOnForeignCurrencyCashFlowHedgeIneffectiveness,,0.000,0.000
GainLossOnSaleOfDerivatives,-142000.000,,
GainLossOnSaleOfPropertyPlantEquipment,9279000.000,,
GainLossOnSaleOfStockInSubsidiaryOrEquityMethodInvestee,,,47848000.000
GainsLossesOnSalesOfAssets,,3213000.000,28000.000
GrossProfit,-20805000.000,-7310000.000,-22778000.000
ImpairmentOfLongLivedAssetsHeldForUse,0.000,,
IncomeLossFromContinuingOperationsBeforeIncomeTaxesMinorityInterestAndIncomeLossFromEquityMethodInvestments,-29720000.000,-27948000.000,5963000.000
IncomeLossFromEquityMethodInvestments,,,3158000.000
IncomeTaxExpenseBenefit,3838000.000,-1102000.000,1491000.000
IncomeTaxesPaid,-4776000.000,,
IncreaseDecreaseInAccountsAndOtherReceivables,-10591000.000,,
IncreaseDecreaseInDeferredCharges,146000.000,,
IncreaseDecreaseInOtherAccountsPayableAndAccruedLiabilities,-19934000.000,,
IncreaseDecreaseInPrepaidExpense,-6072000.000,,
IncreaseDecreaseInRestrictedCash,23609000.000,,
InterestCostsCapitalized,,4000000.000,4200000.000
InterestExpense,2535000.000,2448000.000,1989000.000
InterestExpenseDebt,,4625000.000,4686000.000
