,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30
AccruedLiabilitiesAndOtherLiabilities,,,,,11651000.000,15515000.000,13673000.000,16363000.000,11384000.000,15945000.000,16282000.000,17201000.000,14825000.000,19597000.000,15868000.000,19706000.000,16832000.000,22511000.000,18884000.000,21564000.000,17327000.000,24125000.000
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,,,,,,,16127000.000,,,,17612000.000,,,,19603000.000,,,,19899000.000,,,
AccumulatedOtherComprehensiveIncomeLossAvailableForSaleSecuritiesAdjustmentNetOfTax,,,1714000.000,,,2059000.000,1184000.000,875000.000,-1035000.000,-809000.000,-1198000.000,-744000.000,-179000.000,-607000.000,-341000.000,-97000.000,-409000.000,-146000.000,-810000.000,791000.000,911000.000,736000.000
AccumulatedOtherComprehensiveIncomeLossCumulativeChangesInNetGainLossFromCashFlowHedgesEffectNetOfTax,,,-283000.000,,,-154000.000,-101000.000,-48000.000,,,,,,,,,,,,,,
AccumulatedOtherComprehensiveIncomeLossDefinedBenefitPensionAndOtherPostretirementPlansNetOfTax,,,2342000.000,,,2342000.000,2559000.000,2560000.000,2560000.000,2560000.000,1699000.000,1699000.000,1699000.000,1699000.000,2998000.000,2998000.000,2998000.000,2998000.000,3040000.000,3040000.000,3040000.000,3040000.000
AccumulatedOtherComprehensiveIncomeLossNetOfTax,-1260560.000,-553000.000,-887000.000,-1152000.000,-1011000.000,-389000.000,-1444000.000,-1695000.000,-3561000.000,-3369000.000,-2897000.000,-2443000.000,-1878000.000,-2306000.000,-3339000.000,-3095000.000,-3407000.000,-3144000.000,-3850000.000,-2249000.000,-2129000.000,-2304000.000
AdditionalPaidInCapital,55928753.000,65973000.000,66658000.000,66036000.000,66292000.000,66292000.000,83977000.000,84028000.000,84463000.000,84897000.000,100961000.000,100998000.000,101316000.000,101356000.000,86561000.000,86634000.000,87838000.000,87997000.000,80252000.000,80316000.000,80387000.000,80438000.000
AdvancesFromFederalHomeLoanBanks,,,,,,,,,,,121734000.000,,,,140992000.000,,,,150000000.000,,,
AllowanceForCreditLossesChangeInMethodOfCalculatingImpairment,,,,,,,,,,,16000.000,,,,53000.000,,,,368000.000,,0.000,0.000
Assets,1031000035.000,1041221000.000,1041819000.000,1094327000.000,1141875000.000,1118361000.000,1270477000.000,1231214000.000,1220005000.000,1240234000.000,1423870000.000,1435468000.000,1491269000.000,1483112000.000,1503786000.000,1487123000.000,1511504000.000,1490812000.000,1518521000.000,1563231000.000,1590664000.000,1584082000.000
AvailableForSaleSecurities,190167138.000,205136000.000,210318000.000,204183000.000,186990000.000,174247000.000,212369000.000,193858000.000,151258000.000,154773000.000,125238000.000,114117000.000,111554000.000,106156000.000,115698000.000,111508000.000,119345000.000,122679000.000,120198000.000,170290000.000,157424000.000,155077000.000
AvailableForSaleSecuritiesAccumulatedGrossUnrealizedGainBeforeTax,,,,,,,,,,,,,,,280000.000,250000.000,138000.000,159000.000,102000.000,1600000.000,1656000.000,1433000.000
AvailableForSaleSecuritiesAccumulatedGrossUnrealizedLossBeforeTax,,,,,,,,,,,,,,,845000.000,412000.000,816000.000,400000.000,1444000.000,291000.000,148000.000,216000.000
AvailableForSaleSecuritiesAmortizedCost,,,,,184532000.000,170836000.000,210408000.000,192410000.000,152971000.000,156111000.000,127220000.000,115350000.000,111851000.000,107164000.000,116263000.000,111670000.000,120023000.000,122920000.000,121540000.000,168981000.000,155916000.000,153860000.000
AvailableForSaleSecuritiesContinuousUnrealizedLossPosition12MonthsOrLongerAccumulatedLoss,,,,,,,,,,,,,,,777000.000,402000.000,500000.000,291000.000,573000.000,201000.000,143000.000,145000.000
AvailableForSaleSecuritiesContinuousUnrealizedLossPositionAccumulatedLoss,,,,,,,,,,,,,,,845000.000,412000.000,816000.000,400000.000,1444000.000,291000.000,148000.000,216000.000
AvailableForSaleSecuritiesContinuousUnrealizedLossPositionFairValue,,,,,380000.000,371000.000,34898000.000,48242000.000,88173000.000,111255000.000,101661000.000,92245000.000,63945000.000,92337000.000,66581000.000,55040000.000,73884000.000,52577000.000,113720000.000,57622000.000,23014000.000,30766000.000
AvailableForSaleSecuritiesContinuousUnrealizedLossPositionLessThan12MonthsAccumulatedLoss,,,,,,,,,,,,,,,68000.000,10000.000,316000.000,109000.000,871000.000,90000.000,5000.000,71000.000
AvailableForSaleSecuritiesContinuousUnrealizedLossPositionLessThanTwelveMonthsFairValue,,,,,380000.000,371000.000,34519000.000,47868000.000,87848000.000,110859000.000,85629000.000,64877000.000,1671000.000,30846000.000,22263000.000,12151000.000,31294000.000,20552000.000,85608000.000,33304000.000,15124000.000,23202000.000
AvailableForSaleSecuritiesContinuousUnrealizedLossPositionTwelveMonthsOrLongerFairValue,,,,,,,379000.000,374000.000,325000.000,396000.000,16032000.000,27368000.000,62274000.000,61491000.000,44318000.000,42889000.000,42590000.000,32025000.000,28112000.000,24318000.000,7890000.000,7564000.000
AvailableForSaleSecuritiesDebtMaturitiesAfterFiveThroughTenYearsFairValue,,,,,17362000.000,6771000.000,17241000.000,17903000.000,21284000.000,41031000.000,12430000.000,27441000.000,4937000.000,3281000.000,3120000.000,2588000.000,2518000.000,2273000.000,871000.000,42133000.000,31605000.000,31452000.000
AvailableForSaleSecuritiesDebtMaturitiesAfterOneThroughFiveYearsFairValue,,,,,11360000.000,3814000.000,44656000.000,44597000.000,26400000.000,26579000.000,36747000.000,19839000.000,36975000.000,36861000.000,41560000.000,40470000.000,40432000.000,40741000.000,46389000.000,48264000.000,48375000.000,13070000.000
AvailableForSaleSecuritiesDebtMaturitiesAfterTenYearsFairValue,,,,,7104000.000,7152000.000,12230000.000,12203000.000,11795000.000,13608000.000,8341000.000,10488000.000,7032000.000,6955000.000,1410000.000,1406000.000,1358000.000,1359000.000,1347000.000,1386000.000,1427000.000,1425000.000
AvailableForSaleSecuritiesDebtMaturitiesWithinOneYearFairValue,,,,,4728000.000,631000.000,,,44996000.000,30036000.000,20039000.000,76000.000,76000.000,76000.000,11020000.000,37852000.000,32308000.000,36873000.000,1959000.000,80000.000,85000.000,90000.000
AvailableForSaleSecuritiesFairValueDisclosure,,,,,186990000.000,174247000.000,212369000.000,193858000.000,,,,,,,,,,,,,,
AvailableForSaleSecuritiesGrossUnrealizedLosses1,,,,,90000.000,99000.000,209000.000,368000.000,,,,,,,,,,,,,,
AvailableforsaleSecuritiesContinuousUnrealizedLossPosition12MonthsOrLongerAggregateLosses2,,,,,,,91000.000,60000.000,,,,,,,,,,,,,,
AvailableforsaleSecuritiesContinuousUnrealizedLossPositionAggregateLosses2,,,,,90000.000,99000.000,209000.000,368000.000,,,,,,,,,,,,,,
AvailableforsaleSecuritiesContinuousUnrealizedLossPositionLessThan12MonthsAggregateLosses2,,,,,90000.000,99000.000,118000.000,308000.000,,,,,,,,,,,,,,
AvailableforsaleSecuritiesGrossUnrealizedGain,,,,,2548000.000,3510000.000,2170000.000,1816000.000,,,,,,,,,,,,,,
BankOwnedLifeInsurance,13075844.000,13205000.000,13347000.000,18461000.000,18598000.000,18758000.000,18905000.000,19041000.000,19197000.000,19370000.000,19544000.000,19702000.000,19863000.000,20022000.000,20187000.000,20342000.000,20503000.000,20664000.000,30833000.000,31061000.000,31288000.000,31523000.000
BuildingsAndImprovementsGross,,,,,,,20030000.000,,,,25653000.000,,,,26638000.000,,,,26961000.000,,,
BusinessAcquisitionCostOfAcquiredEntityCashPaid,,,,,,,3700000.000,,,,,,,,,,,,,,,
BusinessAcquisitionCostOfAcquiredEntityLiabilitiesIncurred,,,,,,,3000000.000,,,,,,,,,,,,,,,
BusinessAcquisitionCostOfAcquiredEntityPurchasePrice,,,1769000.000,,,,21378000.000,,,,,,,,,,,,,,,
BusinessAcquisitionEquityInterestIssuedOrIssuableValueAssigned,,,,,,,14700000.000,,,,,,,,,,,,,,,
BusinessAcquisitionPurchasePriceAllocationAssetsAcquired,,,837000.000,,,,113676000.000,,,,,,,,,,,,,,,
BusinessAcquisitionPurchasePriceAllocationAssetsAcquiredLiabilitiesAssumedNet,,,465000.000,,,,12546000.000,,,,,,,,,,,,,,,
BusinessAcquisitionPurchasePriceAllocationCurrentAssetsCashAndCashEquivalents,,,97000.000,,,,2790000.000,,,,,,,,,,,,,,,
BusinessAcquisitionPurchasePriceAllocationGoodwillAmount,,,1304000.000,,,,6746000.000,,,,,,,,,,,,,,,
BusinessAcquisitionPurchasePriceAllocationIntangibleAssetsOtherThanGoodwill,,,,,,,2086000.000,,,,,,,,,,,,,,,
BusinessAcquisitionPurchasePriceAllocationLiabilitiesAssumed,,,372000.000,,,,101130000.000,,,,,,,,,,,,,,,
BusinessAcquisitionPurchasePriceAllocationPropertyPlantAndEquipment,,,34000.000,,,,729000.000,,,,,,,,,,,,,,,
BusinessCombinationConsiderationTransferred,,,,,,,21400000.000,,,,,,,,,,,,,,,
Capital,,,,,,,118109000.000,,,,123555000.000,,,,131597000.000,,,,,,,
CapitalRequiredForCapitalAdequacy,,,,,,,64456000.000,,,,76675000.000,,,,79283000.000,,,,,,,
CapitalRequiredForCapitalAdequacyToRiskWeightedAssets,,,,,,,0.080,,,,0.080,,,,0.080,,,,0.080,,,
CapitalRequiredToBeWellCapitalized,,,,,,,80570000.000,,,,95843000.000,,,,99103000.000,,,,,,,
CapitalRequiredToBeWellCapitalizedToRiskWeightedAssets,,,,,,,0.100,,,,0.100,,,,0.100,,,,0.100,,,
CapitalToRiskWeightedAssets,,,,,,,0.147,,,,0.129,,,,0.133,,,,,,,
CashAndCashEquivalentsAtCarryingValue,42073491.000,31176000.000,24740000.000,38090000.000,40404000.000,28839000.000,39412000.000,22293000.000,50714000.000,22435000.000,33578000.000,35876000.000,43662000.000,40036000.000,51120000.000,45802000.000,65191000.000,41900000.000,42566000.000,38667000.000,54629000.000,36085000.000
CashAndDueFromBanks,21073491.000,18476000.000,21841000.000,12090000.000,22404000.000,16839000.000,26147000.000,18359000.000,18714000.000,22435000.000,12005000.000,20697000.000,43662000.000,40036000.000,24957000.000,45608000.000,32931000.000,25498000.000,16426000.000,17760000.000,19630000.000,18765000.000
CertainLoansAcquiredInTransferAccountedForAsDebtSecuritiesAccretableYield,,,,,,,,,,,,,,,,,1802000.000,2383000.000,2213000.000,1939000.000,1284000.000,1265000.000
CertainLoansAcquiredInTransferAccountedForAsDebtSecuritiesCarryingAmountNet,,,,,,,,,,,,,,,,,2600000.000,2600000.000,2400000.000,2200000.000,1600000.000,1600000.000
CertainLoansAcquiredInTransferAccountedForAsDebtSecuritiesOutstandingBalance,,,,,,,,,,,,,,,,,3000000.000,2900000.000,3100000.000,2700000.000,1900000.000,1900000.000
CollateralizedAgreements,,,,,,,,,,,,,,,,,,19573000.000,25012000.000,22689000.000,27828000.000,25148000.000
CommonStockParOrStatedValuePerShare,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010
CommonStockSharesAuthorized,10000000.000,10000000.000,10000000.000,10000000.000,10000000.000,10000000.000,10000000.000,10000000.000,10000000.000,10000000.000,10000000.000,10000000.000,10000000.000,10000000.000,10000000.000,10000000.000,30000000.000,30000000.000,30000000.000,30000000.000,30000000.000,30000000.000
CommonStockSharesIssued,6234051.000,6234051.000,6292639.000,6295639.000,6332681.000,6332681.000,7486225.000,7490268.000,7523225.000,7555593.000,8651076.000,8653771.000,8675557.000,8678394.000,8692360.000,8698607.000,8778718.000,8790528.000,8811170.000,8816042.000,8821025.000,8823826.000
CommonStockSharesOutstanding,6234051.000,5773772.000,5832360.000,5835360.000,5907402.000,5902402.000,7055946.000,7064489.000,7088896.000,7121264.000,8216747.000,8219442.000,8241228.000,8244065.000,8258031.000,8264278.000,8344389.000,8356199.000,8376841.000,8381713.000,8385278.000,8388079.000
CommonStockValue,62341.000,62000.000,63000.000,63000.000,63000.000,63000.000,75000.000,75000.000,75000.000,76000.000,87000.000,87000.000,87000.000,87000.000,87000.000,87000.000,88000.000,88000.000,88000.000,88000.000,88000.000,88000.000
