,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30
AccountsPayableCurrent,307200000.000,319200000.000,245000000.000,329500000.000,282400000.000,235500000.000,239900000.000,207200000.000,261600000.000,319300000.000,286000000.000
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,122400000.000,125600000.000,,140300000.000,148400000.000,183500000.000,189600000.000,197800000.000,205200000.000,214500000.000,219400000.000
AccumulatedOtherComprehensiveIncomeLossNetOfTax,-134500000.000,-153000000.000,-216300000.000,-208400000.000,-214500000.000,-260700000.000,-255200000.000,-189900000.000,-196900000.000,-193500000.000,-200800000.000
AdditionalPaidInCapitalCommonStock,456200000.000,456200000.000,451500000.000,451500000.000,451500000.000,71300000.000,71300000.000,64700000.000,64700000.000,64700000.000,175400000.000
AllowanceForDoubtfulAccountsReceivableCurrent,9500000.000,9300000.000,7700000.000,7400000.000,7600000.000,6600000.000,6100000.000,5400000.000,6300000.000,6500000.000,6500000.000
Assets,2248600000.000,2163600000.000,2063200000.000,2161000000.000,2128300000.000,1940500000.000,1932700000.000,1918000000.000,1956400000.000,1968500000.000,1967200000.000
AssetsCurrent,1591700000.000,1523400000.000,1352700000.000,1446300000.000,1419200000.000,1254900000.000,1257700000.000,1241900000.000,1291300000.000,1311500000.000,1311800000.000
AssetsHeldForSaleCurrent,,,,,3700000.000,2400000.000,4500000.000,4700000.000,4600000.000,3700000.000,
AssetsNoncurrent,,,,,215300000.000,216200000.000,213500000.000,223400000.000,217400000.000,213100000.000,221500000.000
AssetsOfDisposalGroupIncludingDiscontinuedOperationCurrent,,,,,,,,,,,5400000.000
BankOverdrafts,,,,,,,,33100000.000,,,
BuildingsAndImprovementsGross,,,,,,,,198500000.000,,,
CashAndCashEquivalentsAtCarryingValue,46400000.000,38100000.000,61300000.000,41900000.000,33500000.000,75700000.000,80700000.000,74000000.000,97000000.000,82500000.000,68600000.000
CommonStockParOrStatedValuePerShare,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010
CommonStockSharesAuthorized,1000.000,1000.000,1000.000,1000.000,1000.000,1000.000,1000.000,1000.000,1000.000,1000.000,1000.000
CommonStockSharesIssued,100.000,100.000,100.000,100.000,100.000,100.000,100.000,100.000,100.000,100.000,100.000
CommonStockSharesOutstanding,,,,,,,,100.000,,,
CommonStockValue,,,,,,,,,,0.000,0.000
ConstructionInProgressGross,,,,,,,,2600000.000,,,
DebtLongtermAndShorttermCombinedAmount,,,,,1017400000.000,1268600000.000,1240100000.000,1294800000.000,1275000000.000,1254800000.000,1227800000.000
DeferredTaxAssetsLiabilitiesNet,,,,,,,,-73000000.000,,,
DeferredTaxAssetsNet,,,,,,,,178000000.000,,,
DeferredTaxAssetsNetNoncurrent,42900000.000,40100000.000,35600000.000,37000000.000,35400000.000,38100000.000,38500000.000,49700000.000,47400000.000,46300000.000,59100000.000
DeferredTaxAssetsOperatingLossCarryforwardsDomestic,,,,,,,,15000000.000,,,
DeferredTaxAssetsOperatingLossCarryforwardsForeign,,,,,,,,10000000.000,,,
DeferredTaxAssetsOperatingLossCarryforwardsStateAndLocal,,,,,,,,7000000.000,,,
DeferredTaxAssetsOther,,,,,,,,16000000.000,,,
DeferredTaxAssetsTaxCreditCarryforwardsAlternativeMinimumTax,,,,,,,,31000000.000,,,
DeferredTaxAssetsTaxDeferredExpenseCompensationAndBenefitsPensions,,,,,,,,74000000.000,,,
DeferredTaxAssetsTaxDeferredExpenseCompensationAndBenefitsPostretirementBenefits,,,,,,,,43000000.000,,,
DeferredTaxAssetsValuationAllowance,,,,,,86400000.000,82100000.000,18000000.000,18400000.000,18400000.000,18400000.000
DeferredTaxLiabilities,,,,,,,,251000000.000,,,
DeferredTaxLiabilitiesCurrent,137700000.000,133800000.000,132500000.000,133300000.000,131800000.000,124300000.000,129700000.000,121000000.000,121100000.000,119000000.000,117700000.000
DeferredTaxLiabilitiesDeferredExpenseCapitalizedInventoryCosts,,,,,,,,129000000.000,,,
DeferredTaxLiabilitiesGoodwillAndIntangibleAssetsIntangibleAssets,,,,,,,,15000000.000,,,
DeferredTaxLiabilitiesPropertyPlantAndEquipment,,,,,,,,107000000.000,,,
DefinedBenefitPlanEffectOfPlanAmendmentOnAccumulatedBenefitObligation,,,,,,,,,,,-5100000.000
