,2011-09-30,2011-12-30,2012-03-30,2012-06-29,2012-09-28,2012-12-31,2013-03-29,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30
AccountsPayableRelatedPartiesCurrentAndNoncurrent,,,,1371000.000,,,,10000000.000,,,,221000.000,
AccountsReceivableRelatedParties,,,,359000.000,,,,766000000.000,,,,241000.000,
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,,,,50746000.000,,,,54550000.000,,,,55235000.000,
AccumulatedOtherComprehensiveIncomeLossNetOfTax,687000.000,1293000.000,1983000.000,2745000.000,5043000.000,2210000.000,1485000.000,-5334000.000,-6091000.000,-9391000.000,-7331000.000,-4519000.000,-5485000.000
AdditionalPaidInCapitalCommonStock,327257000.000,326784000.000,324192000.000,324556000.000,324895000.000,324481000.000,324753000.000,325030000.000,324255000.000,323963000.000,324221000.000,324480000.000,368723000.000
AdvancesFromFederalHomeLoanBanks,92962000.000,88133000.000,78746000.000,68641000.000,67318000.000,62058000.000,56468000.000,97565000.000,101999000.000,98251000.000,92430000.000,77130000.000,76202000.000
AllowanceForDoubtfulAccountsReceivable,,,,117000.000,,,,168000.000,,,,150000.000,
Assets,4133140000.000,3659939000.000,3507050000.000,3546843000.000,3445200000.000,3514053000.000,3996485000.000,3780373000.000,4371492000.000,3930662000.000,4050226000.000,4075906000.000,4318545000.000
AuctionMarketPreferredSecuritiesSharesOutstanding,,,,,27.000,27.000,26.000,25.000,23.000,20.000,19.000,19.000,19.000
AuctionMarketPreferredSecuritiesStockSeriesAggregateRedemptionAmount,,,,,1200000.000,1200000.000,1225000.000,,,,,150000.000,
AuctionMarketPreferredSecuritiesStockSeriesValue,,,,,675000.000,,,625000.000,575000.000,500000.000,475000.000,475000.000,475000.000
AvailableForSaleSecurities,81406000.000,104102000.000,125191000.000,307789000.000,356713000.000,339151000.000,401002000.000,503276000.000,573121000.000,580291000.000,575679000.000,494848000.000,447473000.000
AvailableForSaleSecuritiesFairValueDisclosure,,,,307789000.000,,,,,,,,,
AvailableForSaleSecuritiesGrossUnrealizedLosses1,,,,,,,,10394000.000,11360000.000,,,,
AvailableforsaleSecuritiesGrossUnrealizedGain,,,,,,,,308000.000,1225000.000,,,,
Capital,,,,,,,176230000.000,181909000.000,180392000.000,183794000.000,184452000.000,185582000.000,186776000.000
CapitalRequiredForCapitalAdequacy,,,,,,,60677000.000,58465000.000,52909000.000,53603000.000,53934000.000,58147000.000,58438000.000
CapitalRequiredForCapitalAdequacyToRiskWeightedAssets,,,,,,,0.080,0.080,0.080,0.080,0.080,0.080,0.080
CapitalRequiredToBeWellCapitalized,,,,,,,75847000.000,73081000.000,66137000.000,67004000.000,67418000.000,72683000.000,73048000.000
CapitalRequiredToBeWellCapitalizedToRiskWeightedAssets,,,,,,,0.100,0.100,0.100,0.100,0.100,0.100,0.100
CapitalToRiskWeightedAssets,,,,,,,0.232,0.249,0.273,0.274,0.274,0.255,0.256
CashAndCashEquivalentsAtCarryingValue,218401000.000,130857000.000,303407000.000,81826000.000,71153000.000,79631000.000,179160000.000,111046000.000,128996000.000,121130000.000,87763000.000,99620000.000,107543000.000
CashFDICInsuredAmount,,,,250000.000,250000.000,250000.000,250000.000,250000.000,250000.000,250000.000,250000.000,250000.000,250000.000
CashReserveDepositRequiredAndMade,,,,0.000,0.000,0.000,0.000,,0.000,0.000,0.000,0.000,0.000
CashUninsuredAmount,,,,,,,,,42743000.000,87509000.000,70226000.000,81378000.000,91745000.000
CollateralSecuritiesRepledgedDeliveredOrUsed,,,,1250328000.000,1100442000.000,1056140000.000,1553510000.000,1452911000.000,1803401000.000,1619010000.000,1679444000.000,1807198000.000,2040946000.000
CommonStockParOrStatedValuePerShare,0.100,0.100,0.100,0.100,0.100,0.100,0.100,0.100,0.100,0.100,0.100,0.100,0.100
CommonStockSharesAuthorized,60000000.000,60000000.000,60000000.000,60000000.000,60000000.000,60000000.000,60000000.000,60000000.000,60000000.000,60000000.000,60000000.000,60000000.000,60000000.000
CommonStockSharesIssued,33312140.000,33312140.000,33312140.000,33312140.000,33312140.000,33312140.000,33312140.000,33312140.000,33312140.000,33312140.000,33312140.000,33312140.000,39833879.000
CommonStockSharesOutstanding,32276369.000,32324839.000,32607401.000,32576307.000,32557735.000,32634087.000,32640886.000,32629213.000,32668239.000,32747990.000,32754033.000,32757177.000,39453530.000
CommonStockValue,3331000.000,3331000.000,3331000.000,3331000.000,3331000.000,3331000.000,3331000.000,3331000.000,3331000.000,3331000.000,3331000.000,3331000.000,3983000.000
DebtInstrumentUnamortizedDiscount,,,,24136000.000,,,,,,,,,
DeferredCompensationEquity,-3431000.000,-3305000.000,-3364000.000,3427000.000,3436000.000,,,,,,,,
DeferredCompensationPlanAssets,,,,18853000.000,,,,18624000.000,,,,22752000.000,
DeferredIncomeTaxLiabilities,,,,3554000.000,4551000.000,3052000.000,2279000.000,1503000.000,1719000.000,1474000.000,858000.000,844000.000,884000.000
DeferredTaxAssetsCapitalLossCarryforwards,,,,,915000.000,915000.000,683000.000,,,,,,
DeferredTaxAssetsEquityMethodInvestments,,,,915000.000,915000.000,915000.000,683000.000,909000.000,713000.000,643000.000,994000.000,1069000.000,791000.000
DeferredTaxAssetsGross,,,,28077000.000,27432000.000,23151000.000,26097000.000,35962000.000,36347000.000,37825000.000,39243000.000,38501000.000,39884000.000
DeferredTaxAssetsHedgingTransactions,,,,,,,,,,,,240000.000,253000.000
DeferredTaxAssetsLiabilitiesNet,,,,23651000.000,22009000.000,19227000.000,23202000.000,3589000.000,3613000.000,5703000.000,4190000.000,2205000.000,2793000.000
DeferredTaxAssetsNet,,,,27205000.000,26560000.000,22279000.000,25481000.000,5092000.000,5332000.000,7177000.000,5048000.000,3049000.000,3677000.000
DeferredTaxAssetsOperatingLossCarryforwardsDomestic,,,,,,,,10507000.000,13442000.000,11440000.000,11940000.000,12914000.000,17568000.000
DeferredTaxAssetsOther,,,,645000.000,566000.000,892000.000,1870000.000,513000.000,753000.000,1105000.000,911000.000,836000.000,682000.000
DeferredTaxAssetsPropertyPlantAndEquipment,,,,,,,,,,,,,102000.000
DeferredTaxAssetsStateTaxes,,,,1152000.000,1017000.000,956000.000,1095000.000,909000.000,909000.000,909000.000,909000.000,1095000.000,1095000.000
DeferredTaxAssetsTaxDeferredExpenseCompensationAndBenefitsEmployeeCompensation,,,,12704000.000,9842000.000,10205000.000,10715000.000,11378000.000,9138000.000,9695000.000,10102000.000,11216000.000,9010000.000
DeferredTaxAssetsTaxDeferredExpenseReservesAndAccrualsAllowanceForDoubtfulAccounts,,,,2078000.000,2173000.000,2217000.000,2312000.000,2177000.000,1771000.000,2103000.000,1871000.000,1902000.000,1443000.000
DeferredTaxAssetsTaxDeferredExpenseReservesAndAccrualsDeferredRent,,,,1608000.000,1608000.000,1603000.000,1569000.000,1631000.000,1888000.000,1919000.000,1912000.000,1853000.000,1832000.000
DeferredTaxAssetsTaxDeferredExpenseReservesAndAccrualsProvisionForLoanLosses,,,,7131000.000,6564000.000,5173000.000,5251000.000,3400000.000,3351000.000,3151000.000,2673000.000,2462000.000,2467000.000
DeferredTaxAssetsUnrealizedLossesOnAvailableforSaleSecuritiesGross,,,,,,,,3589000.000,3613000.000,5703000.000,4190000.000,2205000.000,2793000.000
DeferredTaxAssetsValuationAllowance,,,,872000.000,872000.000,872000.000,616000.000,30870000.000,31015000.000,30648000.000,34195000.000,35452000.000,36207000.000
DeferredTaxAssetsValuationAllowanceCurrent,,,,,,872000.000,,,,,,,
DeferredTaxLiabilitiesDerivatives,,,,,,,,626000.000,232000.000,528000.000,123000.000,,
DeferredTaxLiabilitiesInvestmentInNoncontrolledAffiliates,,,,742000.000,661000.000,989000.000,843000.000,120000.000,,,,,
DeferredTaxLiabilitiesOther,,,,56000.000,52000.000,53000.000,49000.000,249000.000,308000.000,498000.000,539000.000,729000.000,682000.000
DeferredTaxLiabilitiesPropertyPlantAndEquipment,,,,668000.000,695000.000,648000.000,443000.000,426000.000,632000.000,448000.000,196000.000,115000.000,
Deposits,1085732000.000,1069580000.000,1061647000.000,1062233000.000,1059250000.000,1046637000.000,1046120000.000,993719000.000,988724000.000,994765000.000,995601000.000,1000139000.000,971689000.000
DepositsSavingsDeposits,,,,934636000.000,935424000.000,931582000.000,931919000.000,883229000.000,874867000.000,881970000.000,883823000.000,880212000.000,839745000.000
DraftsPayable,24209000.000,28162000.000,27502000.000,24970000.000,24586000.000,33330000.000,26676000.000,28889000.000,22900000.000,26445000.000,30624000.000,27641000.000,26507000.000
DueFromCorrespondentBrokers,,,,41941000.000,35839000.000,65957000.000,44206000.000,45435000.000,35414000.000,37034000.000,22076000.000,33982000.000,25876000.000
DueToCorrespondentBrokers,,,,10753000.000,16676000.000,13425000.000,16385000.000,16352000.000,14451000.000,12474000.000,13662000.000,14386000.000,13660000.000
EquityMethodInvestments,,,,2400000.000,2400000.000,468000.000,180000.000,,,,,,
ExcessCapital,,,,,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000
ExcessTierOneLeverageCapital,,,,104180000.000,,,,,,,,,
FairValueMeasurementWithUnobservableInputsReconciliationRecurringBasisAssetValue,,,,,,,,-23452000.000,-21567000.000,11625000.000,20825000.000,29937000.000,45502000.000
FederalHomeLoanBankAdvancesBranchOfFHLBBankInterestRateRangeFrom,,,,,,,,0.010,0.010,0.010,0.010,0.010,0.010
FederalHomeLoanBankAdvancesBranchOfFHLBBankInterestRateRangeTo,,,,,,,,0.060,0.060,0.060,0.060,0.060,0.060
FederalHomeLoanBankAdvancesBranchOfFHLBBankWeightedAverageInterestRate,,,,0.044,0.044,0.041,0.042,0.027,0.026,0.026,0.026,0.023,0.023
FederalHomeLoanBankAdvancesMaturitiesSummary,,,,68641000.000,67318000.000,62213000.000,56612000.000,97697000.000,102119000.000,,,,
FederalHomeLoanBankAdvancesMaturitiesSummaryDueAfterFiveYearsOfBalanceSheetDate,,,,4850000.000,5139000.000,4615000.000,4418000.000,12809000.000,14589000.000,14856000.000,12195000.000,8292000.000,11084000.000
FederalHomeLoanBankAdvancesMaturitiesSummaryDueFromFourToFiveYearsOfBalanceSheetDate,,,,6721000.000,6467000.000,8973000.000,9018000.000,48956000.000,54321000.000,50986000.000,52018000.000,49166000.000,46598000.000
FederalHomeLoanBankAdvancesMaturitiesSummaryDueFromOneToTwoYearsOfBalanceSheetDate,,,,26491000.000,17969000.000,14989000.000,10532000.000,1859000.000,2814000.000,3732000.000,4620000.000,5198000.000,6239000.000
FederalHomeLoanBankAdvancesMaturitiesSummaryDueWithinOneYearOfBalanceSheetDate,,,,9267000.000,16703000.000,14061000.000,13493000.000,15486000.000,15307000.000,14344000.000,10127000.000,1551000.000,2453000.000
FinancialInstrumentsOwnedAtFairValue,,,,231151000.000,,,,,,,,,
FinancialInstrumentsOwnedCorporateDebtAtFairValue,,,,59092000.000,90326000.000,126701000.000,133886000.000,127899000.000,121304000.000,82896000.000,96155000.000,95712000.000,122351000.000
FinancialInstrumentsOwnedCorporateEquitiesAtFairValue,,,,1312000.000,1372000.000,1335000.000,2224000.000,1520000.000,1462000.000,1200000.000,1143000.000,1155000.000,1222000.000
FinancialInstrumentsOwnedOtherAtFairValue,,,,11550000.000,43134000.000,5922000.000,26666000.000,8569000.000,24503000.000,22041000.000,39282000.000,35952000.000,32710000.000
FinancialInstrumentsOwnedStateAndMunicipalGovernmentObligationsAtFairValue,,,,117868000.000,100010000.000,170184000.000,109586000.000,30116000.000,70096000.000,56182000.000,67719000.000,52247000.000,54621000.000
FinancialInstrumentsOwnedUSGovernmentAndAgencyObligationsAtFairValue,,,,41329000.000,30720000.000,37643000.000,60890000.000,41529000.000,107376000.000,73883000.000,84670000.000,50559000.000,59198000.000
FinancialInstrumentsSoldNotYetPurchasedAtFairValue,45206000.000,61488000.000,61379000.000,70155000.000,77046000.000,85937000.000,119232000.000,134735000.000,211498000.000,155103000.000,177460000.000,121355000.000,160296000.000
FinancialInstrumentsSoldNotYetPurchasedCorporateDebt,,,,39348000.000,35583000.000,64127000.000,61911000.000,80639000.000,92901000.000,78368000.000,79508000.000,46814000.000,67069000.000
FinancialInstrumentsSoldNotYetPurchasedCorporateEquities,,,,,19000.000,,,,,,3000.000,,
FinancialInstrumentsSoldNotYetPurchasedDerivativesAndOtherContracts,,,,345000.000,142000.000,119000.000,413000.000,,103000.000,,,141000.000,206000.000
FinancialInstrumentsSoldNotYetPurchasedStateAndMunicipalGovernmentObligations,,,,,,,,10000.000,89000.000,,,9000.000,
FinancialInstrumentsSoldNotYetPurchasedUSGovernmentAndAgencyObligations,,,,30462000.000,41302000.000,21691000.000,56908000.000,54086000.000,118405000.000,76735000.000,97949000.000,74391000.000,93021000.000
FinancingReceivableAllowanceForCreditLosses,,,,22402000.000,20892000.000,18637000.000,18766000.000,12343000.000,12206000.000,9448000.000,8092000.000,7942000.000,7621000.000
FinancingReceivableAllowanceForCreditLossesCollectivelyEvaluatedForImpairment,,,,19958000.000,18426000.000,14754000.000,14857000.000,9714000.000,9631000.000,9002000.000,7637000.000,7035000.000,7048000.000
FinancingReceivableAllowanceForCreditLossesIndividuallyEvaluatedForImpairment1,,,,2444000.000,2466000.000,-3883000.000,3909000.000,2629000.000,2575000.000,446000.000,455000.000,907000.000,573000.000
FinancingReceivableCollectivelyEvaluatedForImpairment,,,,804995000.000,771226000.000,790915000.000,628038000.000,575037000.000,492320000.000,481206000.000,494758000.000,548673000.000,577939000.000
FinancingReceivableIndividuallyEvaluatedForImpairment,,,,51047000.000,46244000.000,-32907000.000,32659000.000,32132000.000,28025000.000,21126000.000,20080000.000,20477000.000,20568000.000
FinancingReceivableModificationsPostModificationRecordedInvestment1,,,,22563000.000,3641000.000,,,,,,,,
FinancingReceivableModificationsPreModificationRecordedInvestment1,,,,23338000.000,3641000.000,,,,,,,,
FinancingReceivableRecordedInvestment30To59DaysPastDue,,,,7363000.000,1136000.000,7942000.000,11846000.000,3925000.000,2064000.000,5322000.000,7726000.000,3128000.000,999000.000
FinancingReceivableRecordedInvestment60To89DaysPastDue,,,,4652000.000,2646000.000,1445000.000,2912000.000,5569000.000,836000.000,1892000.000,1019000.000,3210000.000,243000.000
FinancingReceivableRecordedInvestment90DaysPastDueAndStillAccruing,,,,,3000.000,,,,,,,,
FinancingReceivableRecordedInvestmentCurrent,,,,833576000.000,803411000.000,809449000.000,638845000.000,603575000.000,527604000.000,520993000.000,552359000.000,610328000.000,650025000.000
FinancingReceivableRecordedInvestmentEqualToGreaterThan90DaysPastDue,,,,10451000.000,10277000.000,4986000.000,7094000.000,7857000.000,10961000.000,9458000.000,5029000.000,5632000.000,6528000.000
FinancingReceivableRecordedInvestmentPastDue,,,,22466000.000,14059000.000,14373000.000,21852000.000,17351000.000,13861000.000,16672000.000,13774000.000,11970000.000,7770000.000
FiniteLivedCoreDepositsGross,,,,1062491000.000,,,,,,,,,
ForeclosedAssets,,,,1404000.000,1404000.000,1404000.000,1404000.000,,,,,,
Goodwill,7552000.000,7552000.000,7552000.000,7552000.000,7552000.000,7552000.000,7552000.000,7552000.000,7552000.000,7552000.000,7552000.000,7552000.000,7552000.000
HeldToMaturitySecurities,32707000.000,30528000.000,28408000.000,25904000.000,23880000.000,21714000.000,19498000.000,17423000.000,15726000.000,14595000.000,13553000.000,12549000.000,11482000.000
HeldToMaturitySecuritiesDebtMaturitiesAfterTenYearsFairValue,,,,26818000.000,,,,17965000.000,16216000.000,14982000.000,13899000.000,12952000.000,11807000.000
HeldToMaturitySecuritiesDebtMaturitiesAfterTenYearsNetCarryingAmount,,,,25904000.000,,,,17423000.000,15726000.000,14595000.000,13553000.000,12549000.000,11482000.000
HeldtomaturitySecuritiesUnrecognizedHoldingGain,,,,,,,,542000.000,490000.000,,,,
ImpairedFinancingReceivableRecordedInvestment,,,,51047000.000,46244000.000,32907000.000,32659000.000,32132000.000,28025000.000,21126000.000,20080000.000,20477000.000,20568000.000
ImpairedFinancingReceivableRelatedAllowance,,,,,2466000.000,3883000.000,3909000.000,2629000.000,2575000.000,446000.000,455000.000,907000.000,573000.000
ImpairedFinancingReceivableUnpaidPrincipalBalance,,,,57547000.000,53514000.000,38895000.000,38793000.000,39754000.000,32673000.000,24450000.000,23711000.000,23689000.000,24096000.000
IncomeTaxExaminationPenaltiesAndInterestAccrued,,,,280000.000,300000.000,85000.000,87000.000,9000.000,49000.000,27000.000,34000.000,41000.000,28000.000
InterestBearingDepositLiabilities,,,,8862000.000,8959000.000,9762000.000,8525000.000,7723000.000,8559000.000,8652000.000,8993000.000,7921000.000,10698000.000
InterestRateDerivativeAssetsAtFairValue,,,,,,,,1789000.000,663000.000,1856000.000,653000.000,,-662000.000
InterestRateDerivativesAtFairValueNet,,,,,,,,,,,,-1018000.000,
InvestmentOwnedAtFairValue,,,,231151000.000,265562000.000,341785000.000,333252000.000,209633000.000,324741000.000,236202000.000,288969000.000,235625000.000,270102000.000
Land,,,,2104000.000,,,,2104000.000,,,,1912000.000,
LeaseholdImprovementsGross,,,,15074000.000,,,,15253000.000,,,,15715000.000,
Liabilities,3773863000.000,3314308000.000,3152059000.000,3191141000.000,3092564000.000,3153621000.000,3642174000.000,3465087000.000,4056707000.000,3617198000.000,3743166000.000,3766034000.000,3963134000.000
LiabilitiesAndStockholdersEquity,4133140000.000,3659939000.000,3507050000.000,3546843000.000,3445200000.000,3514053000.000,3996485000.000,3780373000.000,4371492000.000,3930662000.000,4050226000.000,4075906000.000,4318545000.000
LoansAndLeasesReceivableAllowance,,,,22402000.000,20892000.000,18637000.000,18766000.000,12343000.000,12206000.000,9448000.000,8092000.000,7942000.000,7621000.000
LoansAndLeasesReceivableImpairedNonperformingNonaccrualOfInterest,,,,,31770000.000,20078000.000,19394000.000,22446000.000,19753000.000,16017000.000,14388000.000,14321000.000,14871000.000
LoansAndLeasesReceivableRelatedParties,,,,,,,,3358000.000,,,,3245000.000,
LoansPledgedAsCollateral,,,,382000000.000,398267000.000,184216000.000,169926000.000,181000000.000,186000000.000,191000000.000,193154000.000,220052000.000,223835000.000
LoansReceivableFairValueDisclosure,,,,,,,,13757000.000,21120000.000,35333000.000,51295000.000,53148000.000,59288000.000
LoansReceivableHeldForSaleAmount,4932000.000,4916000.000,,,,,,,,,,,
LoansReceivableNet,937037000.000,1006295000.000,824538000.000,833640000.000,796578000.000,805185000.000,641931000.000,608583000.000,529259000.000,528217000.000,558041000.000,614356000.000,650174000.000
LongTermDebt,76424000.000,77275000.000,78159000.000,79076000.000,80027000.000,81015000.000,82039000.000,83102000.000,84205000.000,85350000.000,86537000.000,87769000.000,55655000.000
LossContingencyEstimateOfPossibleLoss,,,,1000000.000,1000000.000,1000000.000,1000000.000,1000000.000,1000000.000,1000000.000,1000000.000,1000000.000,
MarketableSecurities,229320000.000,193115000.000,244153000.000,231151000.000,265562000.000,341785000.000,,209633000.000,324741000.000,236202000.000,288969000.000,235625000.000,270102000.000
MinimumNetCapitalRequired1,,,,250000.000,,,,,,,,250000.000,
MinimumNetCapitalRequiredForEntity1,,,,1000000.000,,,,,,,,1000000.000,
MunicipalDebtSecuritiesAtCarryingValue,,,,21006000.000,20304000.000,20304000.000,,,,,,,
NoninterestBearingDepositLiabilities,,,,55403000.000,57571000.000,54303000.000,56576000.000,55221000.000,57709000.000,56665000.000,58242000.000,68797000.000,69166000.000
NotionalAmountOfInterestRateDerivatives,,,,,,,,100000000.000,120000000.000,,,,
OperatingLeasesFutureMinimumPaymentsDue,,,,40960000.000,,,,39942000.000,,,,40483000.000,
OperatingLeasesFutureMinimumPaymentsDueCurrent,,,,,,,,,,,,8095000.000,
OperatingLeasesFutureMinimumPaymentsDueInFiveYears,,,,,,,,,,,,4593000.000,
