,2011-06-30,2011-09-30
AccountsPayableCurrent,710985.000,1134185.000
AccountsReceivableNetCurrent,6986432.000,8276818.000
AccruedLiabilitiesCurrent,1901732.000,2240216.000
AccruedRentNoncurrent,565814.000,565603.000
AdditionalPaidInCapital,16721947.000,16958016.000
AllowanceForDoubtfulAccountsReceivableCurrent,453800.000,483800.000
Assets,37938138.000,38720250.000
AssetsCurrent,16102785.000,17353648.000
BusinessAcquisitionContingentConsiderationAtFairValueCurrent,98625.000,95214.000
BusinessAcquisitionContingentConsiderationAtFairValueNoncurrent,24100.000,0.000
Cash,7193332.000,7329277.000
CommitmentsAndContingencies,0.000,0.000
CommonStockParOrStatedValuePerShare,0.010,0.010
CommonStockSharesAuthorized,20000000.000,20000000.000
CommonStockSharesIssued,9631603.000,9675478.000
CommonStockValue,96316.000,96755.000
CustomerDepositsNoncurrent,90899.000,87574.000
DeferredRevenueCurrent,259153.000,312183.000
DeferredTaxAssetsLiabilitiesNetNoncurrent,-1196000.000,-1182000.000
DeferredTaxAssetsNetCurrent,187000.000,173000.000
EquityMethodInvestments,1898298.000,1474157.000
FiniteLivedIntangibleAssetsAccumulatedAmortization,7124593.000,7258278.000
Goodwill,10842352.000,10842352.000
IntangibleAssetsNetExcludingGoodwill,1090999.000,1065314.000
InventoryNet,928943.000,983137.000
InventoryNoncurrent,481135.000,481135.000
Liabilities,7297308.000,7886975.000
LiabilitiesAndStockholdersEquity,37938138.000,38720250.000
LiabilitiesCurrent,3470495.000,4201798.000
LongTermDebtCurrent,500000.000,420000.000
LongTermDebtNoncurrent,1950000.000,1850000.000
OtherAssetsNoncurrent,1380647.000,1602744.000
PreferredStockParOrStatedValuePerShare,0.010,0.010
PreferredStockSharesAuthorized,1000000.000,1000000.000
PreferredStockSharesIssued,0.000,0.000
PreferredStockSharesOutstanding,0.000,0.000
PrepaidExpenseAndOtherAssetsCurrent,339173.000,382795.000
PrepaidTaxes,467905.000,208621.000
PropertyPlantAndEquipmentNet,6623057.000,6382035.000
RetainedEarningsAccumulatedDeficit,13959144.000,13915081.000
StockholdersEquity,30640830.000,30833275.000
StockholdersEquityBeforeTreasuryStock,30777407.000,30969852.000
StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,30640830.000,30833275.000
TreasuryStockShares,48573.000,48573.000
TreasuryStockValue,136577.000,136577.000
