,2011-06-30,2012-06-30,2013-06-30,2014-06-30,2015-06-30,2016-06-30
AcquiredFiniteLivedIntangibleAssetWeightedAverageUsefulLife,6.000,,,,,
AdjustmentToAdditionalPaidInCapitalIncomeTaxEffectFromShareBasedCompensationNet,203000.000,1303000.000,548000.000,717000.000,216000.000,-259000.000
AdjustmentsToAdditionalPaidInCapitalSharebasedCompensationRequisiteServicePeriodRecognitionValue,5081000.000,7004000.000,5692000.000,5328000.000,6517000.000,7093000.000
AmortizationOfAcquiredIntangibleAssets,700000.000,,,,,
AmortizationOfFinancingCosts,,,,312000.000,297000.000,297000.000
AmortizationOfIntangibleAssets,,6400000.000,4900000.000,3900000.000,6600000.000,9800000.000
AntidilutiveSecuritiesExcludedFromComputationOfEarningsPerShareAmount,947000.000,583000.000,1062000.000,230706.000,340697.000,461090.000
AssetImpairmentCharges,,,48772000.000,0.000,0.000,
BusinessAcquisitionProFormaEarningsPerShareDiluted,2.790,,,,,
BusinessAcquisitionsProFormaNetIncomeLoss,75982000.000,,,,,
BusinessAcquisitionsProFormaRevenue,2786905000.000,,,,,
BusinessCombinationAcquisitionRelatedCosts,1100000.000,,,,3300000.000,
BusinessCombinationContingentConsiderationArrangementsChangeInAmountOfContingentConsiderationLiability,200000.000,-120000.000,,,,
BusinessCombinationContingentConsiderationArrangementsChangeInAmountOfContingentConsiderationLiability1,,,1843000.000,2311000.000,2667000.000,1294000.000
BusinessCombinationProFormaInformationEarningsOrLossOfAcquireeSinceAcquisitionDateActual,700000.000,,,,,
BusinessCombinationProFormaInformationRevenueOfAcquireeSinceAcquisitionDateActual,29600000.000,,,,,
CashAndCashEquivalentsPeriodIncreaseDecrease,-5858000.000,426000.000,118991000.000,46687000.000,-73205000.000,-60246000.000
ComprehensiveIncomeNetOfTax,,,33381000.000,88061000.000,17617000.000,55434000.000
CostOfRevenue,2392224000.000,2713272000.000,2584090000.000,2612535000.000,2891536000.000,3184786000.000
CurrentFederalTaxExpenseBenefit,34782000.000,37736000.000,32387000.000,25895000.000,24658000.000,21855000.000
CurrentForeignTaxExpenseBenefit,5008000.000,3703000.000,3921000.000,3826000.000,4927000.000,6100000.000
CurrentIncomeTaxExpenseBenefit,40038000.000,42815000.000,37301000.000,32160000.000,31224000.000,29607000.000
CurrentStateAndLocalTaxExpenseBenefit,248000.000,1376000.000,993000.000,2439000.000,1639000.000,1652000.000
DebtRelatedCommitmentFeesAndDebtIssuanceCosts,,,345000.000,,,
DeferredFederalIncomeTaxExpenseBenefit,-168000.000,-830000.000,-10200000.000,7933000.000,2165000.000,3990000.000
DeferredForeignIncomeTaxExpenseBenefit,-1498000.000,-5018000.000,-8218000.000,500000.000,900000.000,-1571000.000
DeferredIncomeTaxExpenseBenefit,-1675000.000,-5892000.000,-18937000.000,9158000.000,3263000.000,2784000.000
DeferredStateAndLocalIncomeTaxExpenseBenefit,-9000.000,-44000.000,-519000.000,725000.000,198000.000,365000.000
DefinedContributionPlanCostRecognized,6371000.000,5539000.000,6010000.000,5760000.000,5976000.000,4352000.000
DefinedContributionPlanEmployerMatchingContributionPercentOfMatch,,,0.500,0.500,0.500,0.500
DefinedContributionPlanMaximumAnnualContributionPerEmployeeAmount,,800.000,,,,
DefinedContributionPlanMaximumAnnualContributionsPerEmployeeAmount,,,800.000,800.000,800.000,800.000
Depreciation,3700000.000,3500000.000,3600000.000,3500000.000,5400000.000,7300000.000
DepreciationAndAmortization,6662000.000,9922000.000,8457000.000,7375000.000,11997000.000,17154000.000
EarningsPerShareBasic,2.740,2.720,1.250,2.890,2.290,2.400
EarningsPerShareDiluted,2.700,2.680,1.240,2.860,2.270,2.380
EffectOfExchangeRateOnCashAndCashEquivalents,894000.000,-4450000.000,-644000.000,908000.000,-11293000.000,-2596000.000
EffectiveIncomeTaxRateReconciliationAtFederalStatutoryIncomeTaxRate,0.350,0.350,0.350,0.350,0.350,0.350
ExcessTaxBenefitFromShareBasedCompensationFinancingActivities,203000.000,1720000.000,849000.000,982000.000,260000.000,101000.000
ExcessTaxBenefitFromShareBasedCompensationOperatingActivities,203000.000,1720000.000,849000.000,982000.000,260000.000,101000.000
FairValueMeasurementWithUnobservableInputsReconciliationRecurringBasisLiabilityGainLossIncludedInEarnings,-128000.000,120000.000,-1843000.000,,,
FairValueMeasurementWithUnobservableInputsReconciliationRecurringBasisLiabilityGainLossIncludedInOtherComprehensiveIncome,-30000.000,-5261000.000,,,,
FairValueMeasurementWithUnobservableInputsReconciliationRecurringBasisLiabilitySettlements,,2000000.000,,,,
FiniteLivedIntangibleAssetsAmortizationExpense,3000000.000,,,,,
FiniteLivedIntangibleAssetsFutureAmortizationExpense,32353000.000,,,,,
ForeignCurrencyTransactionGainLossBeforeTax,-965000.000,-3766000.000,32000.000,-616000.000,-3044000.000,-2571000.000
FutureAmortizationExpenseAfterYearFive,10818000.000,,,,,
FutureAmortizationExpenseYearFive,3676000.000,,,,,
FutureAmortizationExpenseYearFour,3698000.000,,,,,
FutureAmortizationExpenseYearOne,5743000.000,,,,,
FutureAmortizationExpenseYearThree,3509000.000,,,,,
FutureAmortizationExpenseYearTwo,4909000.000,,,,,
GainLossOnForeignCurrencyDerivativeInstrumentsNotDesignatedAsHedgingInstruments,-2706000.000,-1480000.000,733000.000,-3640000.000,5364000.000,1951000.000
GoodwillAcquiredDuringPeriod,24643000.000,914000.000,,,40802000.000,30135000.000
GoodwillForeignCurrencyTranslationGainLoss,,,,,,-3929000.000
GoodwillImpairmentLoss,0.000,0.000,20562000.000,,,
GoodwillTranslationAdjustments,662000.000,-6119000.000,-1528000.000,547000.000,-6635000.000,
GrossProfit,274307000.000,302024000.000,292874000.000,301099000.000,327090000.000,355440000.000
ImpairmentOfLongLivedAssetsHeldForUse,0.000,0.000,,,,
IncomeLossFromContinuingOperationsBeforeIncomeTaxesDomestic,96436000.000,103711000.000,64581000.000,104685000.000,79364000.000,76062000.000
IncomeLossFromContinuingOperationsBeforeIncomeTaxesForeign,15450000.000,7500000.000,-11555000.000,18422000.000,20542000.000,19948000.000
IncomeLossFromContinuingOperationsBeforeIncomeTaxesMinorityInterestAndIncomeLossFromEquityMethodInvestments,111886000.000,111211000.000,53026000.000,123107000.000,99906000.000,96010000.000
IncomeTaxExpenseBenefit,38363000.000,36923000.000,18364000.000,41318000.000,34487000.000,32391000.000
IncomeTaxReconciliationChangeInDeferredTaxAssetsValuationAllowance,-195000.000,24000.000,353000.000,803000.000,582000.000,541000.000
IncomeTaxReconciliationForeignIncomeTaxRateDifferential,-2054000.000,-2309000.000,-1342000.000,-1627000.000,-1665000.000,-1150000.000
IncomeTaxReconciliationIncomeTaxExpenseBenefitAtFederalStatutoryIncomeTaxRate,39160000.000,38924000.000,18559000.000,43088000.000,34967000.000,33603000.000
IncomeTaxReconciliationNondeductibleExpense,,,,,839000.000,70000.000
IncomeTaxReconciliationNondeductibleExpenseImpairmentLosses,,,1139000.000,0.000,0.000,
IncomeTaxReconciliationNondeductibleExpenseShareBasedCompensationCost,239000.000,86000.000,-148000.000,-494000.000,-419000.000,-62000.000
IncomeTaxReconciliationOtherReconcilingItems,900000.000,294000.000,909000.000,-491000.000,300000.000,328000.000
IncomeTaxReconciliationStateAndLocalIncomeTaxes,625000.000,1026000.000,523000.000,1974000.000,1318000.000,1578000.000
IncomeTaxReconciliationTaxCredits,312000.000,1122000.000,1629000.000,1935000.000,1435000.000,2517000.000
IncomeTaxesPaidNet,43233000.000,46057000.000,35582000.000,24323000.000,36272000.000,33859000.000
IncreaseDecreaseInAccountsPayable,78298000.000,28306000.000,-56837000.000,57532000.000,28280000.000,-71706000.000
IncreaseDecreaseInAccountsReceivable,77305000.000,36666000.000,-13746000.000,31860000.000,14476000.000,-14167000.000
IncreaseDecreaseInAccruedIncomeTaxesPayable,-4828000.000,-280000.000,895000.000,7898000.000,-3360000.000,-849000.000
IncreaseDecreaseInAccruedLiabilities,30932000.000,8371000.000,-14145000.000,-5357000.000,7449000.000,6401000.000
IncreaseDecreaseInDeferredIncomeTaxes,1431000.000,6377000.000,19630000.000,-8606000.000,-3921000.000,-1846000.000
IncreaseDecreaseInInventories,79654000.000,27043000.000,-86821000.000,99214000.000,37695000.000,-2999000.000
IncreaseDecreaseInOtherCurrentAssets,17392000.000,4103000.000,28000.000,-6206000.000,-2337000.000,-4612000.000
IncreaseDecreaseInOtherNoncurrentAssets,10279000.000,-1166000.000,-9441000.000,-1285000.000,-1431000.000,2186000.000
