,2016-09-30,2016-12-31,2017-03-31
AccountsPayableCurrent,15000.000,1359.000,7000.000
AccountsReceivableNetCurrent,25000.000,52500.000,22100.000
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,4718.000,-5862.000,7006.000
AdditionalPaidInCapital,51988.000,51988.000,51988.000
Assets,113177.000,111114.000,102296.000
AssetsCurrent,95011.000,94092.000,86418.000
AssetsNoncurrent,18166.000,17022.000,
CashAndCashEquivalentsAtCarryingValue,70011.000,41592.000,64318.000
CommonStockParOrStatedValuePerShare,0.001,0.001,0.001
CommonStockSharesAuthorized,75000000.000,75000000.000,75000000.000
CommonStockSharesIssued,8836250.000,8836250.000,8836250.000
CommonStockSharesOutstanding,8836250.000,8836250.000,8836250.000
CommonStockValue,8837.000,8837.000,8837.000
DeferredTaxLiabilitiesCurrent,5775.000,7341.000,5172.000
Liabilities,20775.000,8700.000,12172.000
LiabilitiesAndStockholdersEquity,113177.000,111114.000,102296.000
LiabilitiesCurrent,20775.000,8700.000,12172.000
PropertyPlantAndEquipmentGross,22884.000,22884.000,15878.000
PropertyPlantAndEquipmentNet,,17022.000,15878.000
PropertyPlantAndEquipmentOther,,22884.000,22884.000
RetainedEarningsAccumulatedDeficit,31577.000,41589.000,29299.000
StockholdersEquity,92402.000,102414.000,90124.000
StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,92402.000,102414.000,90124.000
