,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31
AccountsPayableAndAccruedLiabilitiesCurrentAndNoncurrent,,13130000.000,18654000.000,21088000.000,26820000.000,33655000.000,30733000.000,28515000.000,36227000.000,41412000.000,24616000.000,23329000.000,20116000.000,22719000.000,25342000.000,30998000.000
AccountsPayableAndOtherAccruedLiabilities,,11912000.000,14162000.000,16924000.000,19220000.000,19983000.000,22281000.000,17670000.000,16041000.000,19013000.000,5692000.000,4938000.000,3812000.000,5124000.000,5855000.000,5424000.000
AccountsPayableCurrent,,,,,,,,,,,14882000.000,,,,18435000.000,
AccountsPayableCurrentAndNoncurrent,,,2118000.000,2388000.000,922000.000,6584000.000,1975000.000,3862000.000,12780000.000,16003000.000,,12185000.000,19670000.000,21714000.000,,16533000.000
AccruedLiabilitiesCurrentAndNoncurrent,,,,,,,,,,,24616000.000,23329000.000,20116000.000,22719000.000,25342000.000,30998000.000
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,,424000.000,506000.000,593000.000,690000.000,821000.000,969000.000,1110000.000,1256000.000,1407000.000,1557000.000,1704000.000,1892000.000,2023000.000,2154000.000,2288000.000
AdditionalPaidInCapital,,92266000.000,93117000.000,93244000.000,93816000.000,93841000.000,94110000.000,94371000.000,94632000.000,94624000.000,94683000.000,94743000.000,96698000.000,96892000.000,97123000.000,97532000.000
AdditionalPaidInCapitalCommonStock,99.000,,,,,,,,,,,,,,,
Assets,100.000,276604000.000,267320000.000,269378000.000,289945000.000,308545000.000,377451000.000,377620000.000,401554000.000,421220000.000,416221000.000,414155000.000,420479000.000,422192000.000,434106000.000,442118000.000
BillingsInExcessOfCost,,,,,,,,,,,11992000.000,10815000.000,7817000.000,9694000.000,10347000.000,16674000.000
BusinessAcquisitionPercentageOfVotingInterestsAcquired,,,,,,,,0.572,0.572,0.569,,0.569,0.569,0.569,,0.567
BusinessCombinationContingentConsiderationLiability,,,,,4644000.000,4644000.000,3525000.000,3745000.000,3737000.000,2707000.000,2707000.000,2715000.000,2715000.000,307000.000,360000.000,360000.000
CashAndCashEquivalentsAtCarryingValue,100.000,103002000.000,87503000.000,51653000.000,39171000.000,30347000.000,42033000.000,34393000.000,38047000.000,22606000.000,39829000.000,29769000.000,32828000.000,27586000.000,40931000.000,34270000.000
CommonStockParOrStatedValuePerShare,0.010,,,,,,,,,,,,,,,
CommonStockSharesAuthorized,1000.000,,,,,,,,,,,,,,,
CommonStockSharesIssued,100.000,,,,,,,,,,,,,,,
CommonStockSharesOutstanding,100.000,,,,,,,,,,,,,,,
CommonStockValue,1.000,,,,,,,,,,,,,,,
CustomerDepositsCurrent,,,,,,,,,,,1825000.000,2279000.000,3166000.000,2502000.000,2449000.000,4526000.000
DebtInstrumentCarryingAmount,,,,,,,,,,,,159855000.000,163823000.000,158665000.000,161728000.000,162125000.000
DebtInstrumentInterestRateStatedPercentage,,,0.018,,0.018,,,,,,,,,,,
DebtInstrumentUnusedBorrowingCapacityAmount,,19800000.000,25400000.000,35300000.000,33600000.000,67300000.000,87300000.000,108600000.000,86100000.000,92100000.000,75100000.000,79400000.000,77300000.000,69600000.000,77200000.000,81400000.000
DebtWeightedAverageInterestRate,,0.058,0.047,0.045,0.043,0.043,0.066,0.064,0.061,0.060,0.064,0.064,0.064,0.065,0.065,0.065
DeferredFinanceCostsNet,,,,,,,,,,,,1271000.000,1100000.000,880000.000,734000.000,
DeferredTaxAssetsGross,,,6800000.000,,,,8600000.000,,,,7600000.000,,,,5482000.000,
DeferredTaxAssetsLiabilitiesNet,,,,,,,,,,,,,,,5482000.000,5227000.000
DeferredTaxAssetsNet,,,0.000,,,,0.000,,,,0.000,,,,5482000.000,
DeferredTaxAssetsOperatingLossCarryforwards,,,1689000.000,,,,3317000.000,,,,2213000.000,,,,252000.000,
DeferredTaxAssetsOther,,,,,,,83000.000,,,,26000.000,,,,16000.000,
DeferredTaxAssetsValuationAllowance,,,6750000.000,,,,8592000.000,,,,7630000.000,,,6300000.000,0.000,
DepositsAssets,,391000.000,365000.000,266000.000,625000.000,595000.000,336000.000,311000.000,321000.000,481000.000,466000.000,472000.000,1059000.000,1281000.000,1345000.000,1595000.000
EmployeeRelatedLiabilitiesCurrentAndNoncurrent,,766000.000,1766000.000,1082000.000,1010000.000,1134000.000,1443000.000,1464000.000,1520000.000,1377000.000,1373000.000,1644000.000,2110000.000,2412000.000,3138000.000,2414000.000
EmployeeServiceShareBasedCompensationNonvestedAwardsTotalCompensationCostNotYetRecognized,,,,5400000.000,4400000.000,3600000.000,2700000.000,2000000.000,1400000.000,1300000.000,1200000.000,800000.000,2500000.000,2400000.000,2000000.000,6100000.000
EscrowDeposit,,520000.000,350000.000,527000.000,621000.000,429000.000,503000.000,1078000.000,1626000.000,2335000.000,1834000.000,2279000.000,3069000.000,2479000.000,2394000.000,4475000.000
FiniteLivedIntangibleAssetsNet,,,,,708000.000,609000.000,586000.000,505000.000,486000.000,281000.000,236000.000,207000.000,171000.000,122000.000,101000.000,82000.000
Goodwill,,,,,4993000.000,4993000.000,4223000.000,4223000.000,4223000.000,4223000.000,4223000.000,4223000.000,4223000.000,0.000,0.000,
InventoryLandHeldForDevelopmentAndSale,,116458000.000,117808000.000,152476000.000,150394000.000,165588000.000,235809000.000,243116000.000,236123000.000,257814000.000,245394000.000,254618000.000,140246000.000,133386000.000,101609000.000,113004000.000
InventoryLandHeldForSale,,,,,,,,,,,,,3790000.000,,,
InventoryRealEstate,,170680000.000,176848000.000,214593000.000,238795000.000,263437000.000,321693000.000,328643000.000,349550000.000,383681000.000,360989000.000,371545000.000,374365000.000,381703000.000,373207000.000,389379000.000
InventoryRealEstateHeldForSale,,,,,,,28800000.000,25700000.000,32000000.000,28000000.000,31400000.000,28800000.000,29700000.000,28600000.000,21100000.000,29800000.000
LettersOfCreditOutstandingAmount,,,,,,,,,,,,,,,600000.000,600000.000
Liabilities,0.000,58075000.000,49604000.000,55542000.000,73678000.000,93008000.000,166184000.000,170647000.000,195684000.000,211562000.000,198813000.000,196377000.000,205637000.000,204720000.000,207220000.000,213608000.000
LiabilitiesAndStockholdersEquity,100.000,276604000.000,267320000.000,269378000.000,289945000.000,308545000.000,377451000.000,377620000.000,401554000.000,421220000.000,416221000.000,414155000.000,420479000.000,422192000.000,434106000.000,442118000.000
LongTermDebt,,44945000.000,30950000.000,34454000.000,46858000.000,59353000.000,135451000.000,142132000.000,159457000.000,170150000.000,157490000.000,158584000.000,162685000.000,157785000.000,160994000.000,161551000.000
LongTermDebtMaturitiesRepaymentsOfPrincipalAfterYearFive,,,548000.000,545000.000,0.000,,,0.000,0.000,0.000,,0.000,0.000,0.000,,
LongTermDebtMaturitiesRepaymentsOfPrincipalInNextTwelveMonths,,,5565000.000,,,,26108000.000,,,,,,,,,
LongTermDebtMaturitiesRepaymentsOfPrincipalInYearFive,,,,0.000,0.000,,,,,,0.000,,,,0.000,
LongTermDebtMaturitiesRepaymentsOfPrincipalInYearFour,,,,1605000.000,1604000.000,1604000.000,,,,4000000.000,4000000.000,14992000.000,18853000.000,27086000.000,40943000.000,
LongTermDebtMaturitiesRepaymentsOfPrincipalInYearThree,,,,3000.000,13246000.000,26693000.000,83138000.000,83971000.000,96340000.000,110531000.000,111071000.000,115904000.000,129018000.000,123373000.000,120785000.000,
LongTermDebtMaturitiesRepaymentsOfPrincipalInYearTwo,,,24837000.000,28708000.000,29422000.000,28506000.000,26205000.000,31528000.000,41217000.000,52987000.000,42419000.000,28959000.000,15952000.000,8206000.000,,57111000.000
LongTermDebtMaturitiesRepaymentsOfPrincipalRemainderOfFiscalYear,,,,3593000.000,2586000.000,2550000.000,,26633000.000,21900000.000,2632000.000,,,,,,105014000.000
MinorityInterest,,126200000.000,126462000.000,124951000.000,126631000.000,126541000.000,124012000.000,121297000.000,120601000.000,122757000.000,127208000.000,127422000.000,121985000.000,123976000.000,126258000.000,126326000.000
MinorityInterestOwnershipPercentageByNoncontrollingOwners,,,,0.575,,,0.572,,,,0.569,,,,,
MinorityInterestOwnershipPercentageByParent,,,,,0.575,0.572,,,,,,,,,,
MoneyMarketFundsAtCarryingValue,,,,,,,,,,,,,,,15100000.000,15100000.000
NotesPayable,,,,,,,60901000.000,,,,82780000.000,,,,86658000.000,
NotesPayableToBank,,,,,,,,67542000.000,84827000.000,95480000.000,,84890000.000,88777000.000,83663000.000,,87001000.000
OperatingLeasesFutureMinimumPaymentsDue,,,3153000.000,3693000.000,3873000.000,4679000.000,4299000.000,4129000.000,3832000.000,3561000.000,3649000.000,3375000.000,3121000.000,2866000.000,2524000.000,2280000.000
OperatingLeasesFutureMinimumPaymentsDueCurrent,,,809000.000,,,,1097000.000,,,,1039000.000,,,,,
OperatingLeasesFutureMinimumPaymentsDueInFiveYears,,,492000.000,645000.000,645000.000,830000.000,359000.000,359000.000,359000.000,359000.000,213000.000,213000.000,213000.000,213000.000,89000.000,89000.000
OperatingLeasesFutureMinimumPaymentsDueInFourYears,,,507000.000,656000.000,737000.000,927000.000,826000.000,883000.000,883000.000,883000.000,413000.000,413000.000,413000.000,413000.000,275000.000,275000.000
OperatingLeasesFutureMinimumPaymentsDueInThreeYears,,,520000.000,667000.000,754000.000,948000.000,914000.000,945000.000,945000.000,945000.000,937000.000,937000.000,937000.000,937000.000,403000.000,403000.000
OperatingLeasesFutureMinimumPaymentsDueInTwoYears,,,756000.000,892000.000,1013000.000,1118000.000,944000.000,959000.000,942000.000,943000.000,1029000.000,1029000.000,1029000.000,1029000.000,829000.000,828000.000
OperatingLeasesFutureMinimumPaymentsDueThereafter,,,69000.000,174000.000,174000.000,527000.000,159000.000,159000.000,159000.000,159000.000,18000.000,18000.000,18000.000,18000.000,0.000,0.000
OperatingLeasesFutureMinimumPaymentsRemainderOfFiscalYear,,,,659000.000,550000.000,329000.000,,824000.000,544000.000,272000.000,,765000.000,511000.000,256000.000,928000.000,685000.000
OperatingLossCarryforwards,,,6750000.000,,,,8600000.000,,,,,,,,,
OtherAssets,,,,,,2506000.000,1836000.000,1836000.000,1827000.000,1490000.000,1490000.000,1490000.000,1490000.000,330000.000,,69000.000
OtherReceivables,,369000.000,785000.000,420000.000,692000.000,1179000.000,1291000.000,2020000.000,1180000.000,983000.000,1317000.000,1388000.000,817000.000,4512000.000,5628000.000,3677000.000
PreferredStockParOrStatedValuePerShare,,,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010
PreferredStockSharesAuthorized,,,50000000.000,50000000.000,50000000.000,50000000.000,50000000.000,50000000.000,50000000.000,50000000.000,50000000.000,50000000.000,50000000.000,50000000.000,50000000.000,50000000.000
PreferredStockSharesIssued,,,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
PreferredStockSharesOutstanding,,,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
PreferredStockValue,,,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
PrepaidExpenseAndOtherAssets,,1537000.000,1156000.000,1580000.000,3953000.000,6226000.000,5804000.000,5974000.000,6266000.000,7752000.000,7413000.000,4934000.000,6137000.000,6403000.000,6327000.000,7081000.000
PrepaidExpenseCurrentAndNoncurrent,,626000.000,441000.000,787000.000,2707000.000,2696000.000,3129000.000,2749000.000,2492000.000,3446000.000,3623000.000,693000.000,519000.000,823000.000,1098000.000,942000.000
ProductWarrantyAccrual,,452000.000,608000.000,694000.000,1024000.000,1310000.000,1509000.000,1774000.000,2149000.000,2312000.000,2852000.000,3217000.000,3662000.000,5182000.000,5642000.000,6126000.000
PropertyPlantAndEquipmentGross,,1440000.000,1534000.000,1725000.000,2073000.000,2325000.000,2540000.000,2722000.000,2808000.000,2851000.000,2871000.000,2893000.000,2930000.000,2989000.000,3037000.000,3143000.000
PropertyPlantAndEquipmentNet,,1016000.000,1028000.000,1132000.000,1383000.000,1504000.000,1571000.000,1612000.000,1552000.000,1444000.000,1314000.000,1189000.000,1038000.000,966000.000,883000.000,855000.000
RealEstateInventoryCapitalizedInterestCosts,,5942000.000,6338000.000,6310000.000,5739000.000,5890000.000,7299000.000,9004000.000,10753000.000,12380000.000,13274000.000,14678000.000,15919000.000,16884000.000,17659000.000,18378000.000
RestrictedCashAndCashEquivalentsAtCarryingValue,,,,,250000.000,250000.000,250000.000,250000.000,250000.000,250000.000,900000.000,900000.000,900000.000,900000.000,1547000.000,
RetainedEarningsAccumulatedDeficit,,-15000.000,-1941000.000,-4437000.000,-4258000.000,-4924000.000,-6934000.000,-8774000.000,-9442000.000,-7803000.000,-4563000.000,-4467000.000,-3761000.000,-2476000.000,4675000.000,5821000.000
SeniorNotes,,,,,,,74550000.000,74590000.000,74630000.000,74670000.000,74710000.000,73694000.000,73908000.000,74122000.000,74336000.000,74550000.000
ShareBasedCompensationArrangementByShareBasedPaymentAwardNumberOfSharesAvailableForGrant,,,,1179552.000,1171325.000,1288663.000,,1307869.000,1235203.000,1569866.000,,,,,,
ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsExercisableNumber,,,,,,,,,,,14961.000,67949.000,34996.000,34996.000,34996.000,69992.000
ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsExercisableWeightedAverageExercisePrice,,,,,,,,,,,16.200,16.200,16.200,16.200,16.200,16.200
ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsOutstandingNumber,,,,166081.000,166081.000,166081.000,149605.000,149605.000,206073.000,134644.000,149605.000,149605.000,116652.000,116652.000,116652.000,116652.000
ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsOutstandingWeightedAverageExercisePrice,,,,16.200,16.200,16.200,16.200,16.200,13.730,16.200,16.200,16.200,16.200,16.200,16.200,16.200
ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsVestedAndExpectedToVestExercisableNumber,,,,,,,,14961.000,14961.000,14961.000,134644.500,81656.000,108486.000,108486.000,81656.000,46660.000
ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsVestedAndExpectedToVestOutstandingWeightedAverageExercisePrice,,,,,,,,,,16.200,,,,,,
SharePrice,,,,15.060,13.670,11.950,10.500,8.700,7.580,6.710,7.200,8.040,8.020,8.810,12.050,10.150
StockRepurchaseProgramRemainingAuthorizedRepurchaseAmount1,,,,,,,,,,,,,4800000.000,4000000.000,3800000.000,3800000.000
