,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31
AmortizationOfDebtDiscountPremium,0.000,127903.000,,,,,33600.000,34662.000,34662.000,34661.000,34661.000
AmortizationOfIntangibleAssets,,,,,,,10938.000,10938.000,10938.000,10936.000,10938.000
CashAndCashEquivalentsPeriodIncreaseDecrease,-60.000,,,,-104.000,,27448.000,,,,998543.000
ChangeInUnrealizedGainLossOnFairValueHedgingInstruments1,,,,,,,552834.000,,,,
CostOfServices,,,,,,,7172.000,,,,
CostsIncurredDevelopmentCosts,2681.000,2682.000,5607.000,0.000,0.000,0.000,,,,,
CurrentStateAndLocalTaxExpenseBenefit,2896.000,0.000,0.000,-2896.000,474.000,1035.000,,,,,
DebtConversionConvertedInstrumentAmount1,,,,,,,71500.000,,,,
DebtInstrumentDecreaseForgiveness,,361155.000,0.000,,,,,,,,
Depreciation,,,,,,,13266.000,13267.000,493.000,494.000,483.000
DepreciationAndAmortization,,,,,,,24204.000,,,,11421.000
DerivativeGainLossOnDerivativeNet,,,,,,,,,,,66477.000
EarningsPerShareBasicAndDiluted,-0.010,-0.030,-0.010,-0.000,-0.300,-0.130,-0.040,0.010,-0.010,-0.010,0.010
FairValueAssumptionsExpectedDividendRate,,,,,0.000,,0.000,,,,0.000
FairValueAssumptionsRiskFreeInterestRate,,,,,0.000,,,,,,
FairValueLiabilitiesMeasuredOnRecurringBasisChangeInUnrealizedGainLoss,,,,,507136.000,,552834.000,,,,
FairValueMeasurementWithUnobservableInputsReconciliationRecurringBasisLiabilityGainLossIncludedInEarnings,,,,,340978.000,,,,,,
FairValueNetDerivativeAssetLiabilityMeasuredOnRecurringBasisUnobservableInputsReconciliationGainLossIncludedInEarnings,,,,,,,552834.000,,,,-66477.000
FairValueNetDerivativeAssetLiabilityMeasuredOnRecurringBasisUnobservableInputsReconciliationIssues,,,,,,,,,,,1218152.000
FinancingInterestExpense,,,,,,,,,,,46233.000
GainLossOnDerivativeInstrumentsNetPretax,,412150.000,82304.000,,-507136.000,-176949.000,-552834.000,1229377.000,47872.000,,
GainsLossesOnExtinguishmentOfDebt,,,,,,0.000,,,,,
GainsLossesOnSalesOfAssets,,,,,,,,-31696.000,,,
GeneralAndAdministrativeExpense,,,,,,,,,,,43968.000
GeneralInsuranceExpense,4046.000,3822.000,3934.000,12389.000,8107.000,6199.000,,,,,
GrossProfit,,,,,,,32828.000,,,,
IncomeLossFromContinuingOperations,-114974.000,-294850.000,-29512.000,-41252.000,,,,,,,
IncomeLossFromContinuingOperationsBeforeIncomeTaxesDomestic,,,,,-548622.000,,-1206788.000,411166.000,-387609.000,-314492.000,
IncomeLossFromContinuingOperationsBeforeIncomeTaxesExtraordinaryItemsNoncontrollingInterest,,,,,,,,,,,186023.000
IncomeLossFromContinuingOperationsBeforeInterestExpenseInterestIncomeIncomeTaxesExtraordinaryItemsNoncontrollingInterestsNet,,,,,-41244.000,-64556.000,,,,,
IncomeTaxExpenseBenefit,,,,,0.000,,,,,,
IncomeTaxesPaidNet,0.000,,,,0.000,,,,,,
IncreaseDecreaseInAccountsPayableAndAccruedLiabilities,113159.000,,,,23145.000,,61495.000,,,,83297.000
IncreaseDecreaseInDeferredRevenue,,,,,,,50000.000,,,,
IncreaseDecreaseInDerivativeLiabilities,,,,,-507136.000,,,,,,
IncreaseDecreaseInPrepaidExpense,6616.000,,,,8106.000,,-16989.000,,,,-3772.000
InterestExpense,4861.000,145220.000,138043.000,150346.000,242.000,544.000,40820.000,71433.000,69172.000,,
InterestPaid,0.000,,,,112.000,,2738.000,,,,
IssuanceOfStockAndWarrantsForServicesOrClaims,,,,,,,21667.000,,,,
LiabilitiesAssumed1,,,,,,,49859.000,,,,
NetCashProvidedByUsedInFinancingActivities,0.000,,,,10131.000,,258202.000,,,,1017500.000
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,0.000,,,,10131.000,,258202.000,,,,1017500.000
NetCashProvidedByUsedInOperatingActivities,-60.000,,,,-10235.000,,-230754.000,,,,-18957.000
