,2011-07-31,2011-10-31,2012-03-31,2012-09-30,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30
AcquisitionCosts,,,,,,,,,,,,,5000000.000,5000000.000
AdjustmentsToAdditionalPaidInCapitalShareBasedCompensationRestrictedStockUnitsRequisiteServicePeriodRecognition,,,925000.000,,707000.000,,,,419000.000,,,,352000.000,483000.000
AllowanceForDoubtfulAccountsReceivableRecoveries,,,,,,,,,46000.000,,,,47000.000,97000.000
AmortizationOfIntangibleAssets,,,,200000.000,,-200000.000,-200000.000,,,,,,,
AntidilutiveSecuritiesExcludedFromComputationOfEarningsPerShareAmount,,,,29750.000,,,,,,,,,,
AssetImpairmentCharges,,,,,,,,,,,,,385000.000,
AvailableForSaleSecuritiesChangeInNetUnrealizedHoldingGainLoss,,,,,,,,,,,,,0.000,0.000
AvailableForSaleSecuritiesGrossRealizedGainLossNet,,,,185000.000,38000.000,-95000.000,-48000.000,-199000.000,,,,,-90000.000,-90000.000
AvailableForSaleSecuritiesGrossRealizedGainsLossesSaleProceeds,,,,19991000.000,7570000.000,20707000.000,9585000.000,6793000.000,,4000000.000,0.000,,19002000.000,19002000.000
CashAndCashEquivalentsPeriodIncreaseDecrease,,,-44513000.000,,-32005000.000,,,,-17753000.000,,,,-29671000.000,
CashProvidedByUsedInInvestingActivitiesDiscontinuedOperations,,,,,,,,,,,,,0.000,
CashProvidedByUsedInOperatingActivitiesDiscontinuedOperations,,,-262000.000,,0.000,,,,,,,,0.000,
CommonStockDividendsPerShareDeclared,,0.100,0.150,0.100,0.100,0.000,0.100,0.000,0.050,0.000,0.000,0.000,0.000,0.000
ComprehensiveIncomeNetOfTax,,,20334000.000,,272000.000,,,,-1905000.000,,,,-22857000.000,-26340000.000
ComprehensiveIncomeNetOfTaxAttributableToNoncontrollingInterest,,,3713000.000,,857000.000,,,,-390000.000,,,,-90000.000,-98000.000
ComprehensiveIncomeNetOfTaxIncludingPortionAttributableToNoncontrollingInterest,,,24047000.000,,1129000.000,,,,-2295000.000,,,,-22767000.000,-26242000.000
CostOfGoodsSold,75611000.000,83272000.000,99204000.000,92086000.000,80018000.000,76524000.000,66935000.000,89382000.000,62190000.000,56464000.000,37257000.000,26869000.000,45190000.000,36125000.000
DeferredIncomeTaxExpenseBenefit,,,-4620000.000,,,,,,,,,,,
DeferredIncomeTaxesAndTaxCredits,,,,,500000.000,,,,-1112000.000,,,,-297000.000,
DepreciationDepletionAndAmortization,,,2668000.000,,3120000.000,,,,3228000.000,,,,1907000.000,
DerivativeInstrumentsGainLossReclassificationFromAccumulatedOCIToIncomeEstimatedNetAmountToBeTransferred,,,,,100000.000,,-100000.000,,-100000.000,,,,300000.000,200000.000
DerivativeInstrumentsGainLossReclassifiedFromAccumulatedOCIIntoIncomeEffectivePortionNet,,,,,,,,,,-39000.000,76000.000,,,
DiscontinuedOperationAmountOfOtherIncomeLossFromDispositionOfDiscontinuedOperationNetOfTax,,,,,,,,,,,115744000.000,,,
DiscontinuedOperationGainLossOnDisposalOfDiscontinuedOperationNetOfTax,-446000.000,375000.000,,,,,,,,,119832000.000,,,
DiscontinuedOperationIncomeLossFromDiscontinuedOperationBeforeIncomeTax,,,,,,,,,,,-5500000.000,,,
DiscontinuedOperationIncomeLossFromDiscontinuedOperationNetOfTaxPerBasicShare,,,,,,,,,,,7.170,,,
DiscontinuedOperationIncomeLossFromDiscontinuedOperationNetOfTaxPerDilutedShare,,,,,,,,,,,7.160,,0.000,0.000
DiscontinuedOperationTaxEffectOfDiscontinuedOperation,583000.000,467000.000,,,0.000,,,,,,500000.000,,,
DiscontinuedOperationTaxEffectOfIncomeLossFromDisposalOfDiscontinuedOperation,-232000.000,375000.000,,,,,,,,,,,,
DisposalGroupIncludingDiscontinuedOperationRevenue,,,,,,,,,,,27900000.000,,,
DividendsCommonStockCash,,,1291000.000,,1603000.000,,,,805000.000,,,,,
EarningsPerShareBasic,-0.370,0.100,0.870,0.040,0.160,-0.200,-0.700,0.550,-0.200,-0.300,6.580,-0.700,,
EarningsPerShareDiluted,-0.370,0.100,0.870,0.040,0.160,-0.200,-0.700,0.550,-0.200,-0.300,6.570,-0.700,-0.770,-0.550
EffectOfExchangeRateOnCashAndCashEquivalents,,,1844000.000,,-1889000.000,,,,28000.000,,,,-4152000.000,
EffectiveIncomeTaxRateContinuingOperations,,,,0.420,0.390,-0.033,0.312,,0.125,-0.255,0.300,,0.014,-0.079
EffectiveIncomeTaxRateReconciliationAtFederalStatutoryIncomeTaxRate,,,,0.380,,,,,,,,,,
EmployeeServiceShareBasedCompensationTaxBenefitFromCompensationExpense,,,,,,,,,,,,,,100000.000
FeesAndCommissionsCreditCards,,,,,,,,,,,,,500000.000,1100000.000
FinancingReceivableAllowanceForCreditLossesWriteOffs,,,,,,,,,-1177000.000,,,,-1998000.000,-3653000.000
ForeignCurrencyTransactionGainLossBeforeTax,118000.000,-409000.000,603000.000,,,,,,,,,,,
GainLossOnForeignCurrencyFairValueHedgeDerivatives,,,,-300000.000,-300000.000,400000.000,-100000.000,-300000.000,-100000.000,-100000.000,200000.000,400000.000,200000.000,500000.000
GainLossOnSaleOfOtherAssets,,,340000.000,,36000.000,,,,-19000.000,,,,-244000.000,
GeneralAndAdministrativeExpense,34815000.000,41293000.000,42213000.000,46094000.000,43986000.000,41565000.000,38283000.000,41146000.000,37813000.000,34380000.000,18228000.000,-14020000.000,17661000.000,17453000.000
GrossProfit,109914000.000,136899000.000,183942000.000,176725000.000,153076000.000,135207000.000,112531000.000,171777000.000,113480000.000,101329000.000,53495000.000,38936000.000,58536000.000,51864000.000
ImpairedFinancingReceivableAverageRecordedInvestment,,,,,,,,,0.018,,,,0.028,0.051
IncomeLossFromContinuingOperations,-1771000.000,1221000.000,11192000.000,,3453000.000,-655000.000,-8238000.000,8876000.000,,,,,-12378000.000,-8733000.000
IncomeLossFromContinuingOperationsAttributableToNoncontrollingEntity,-162000.000,271000.000,3713000.000,4031000.000,857000.000,703000.000,232000.000,-789000.000,-390000.000,-329000.000,89000.000,973000.000,90000.000,98000.000
IncomeLossFromContinuingOperationsBeforeIncomeTaxesMinorityInterestAndIncomeLossFromEquityMethodInvestments,-3753000.000,-775000.000,19234000.000,7255000.000,5671000.000,-634000.000,-11974000.000,21567000.000,-3602000.000,-3800000.000,-13621000.000,17511000.000,-12548000.000,-8096000.000
IncomeLossFromContinuingOperationsIncludingPortionAttributableToNoncontrollingInterest,-3235000.000,1065000.000,11192000.000,4205000.000,3453000.000,-655000.000,-8238000.000,8876000.000,-3152000.000,-4769000.000,-9482000.000,104507000.000,-12378000.000,-8733000.000
IncomeLossFromContinuingOperationsPerBasicShare,-0.190,0.120,0.870,0.010,0.160,-0.200,-0.700,0.550,,,-0.590,,,
IncomeLossFromContinuingOperationsPerDilutedShare,-0.190,0.120,0.870,0.010,0.160,-0.200,-0.700,0.550,,,-0.590,,-0.770,-0.550
IncomeLossFromDiscontinuedOperationsNetOfTax,-1018000.000,-531000.000,,571000.000,0.000,0.000,0.000,0.000,,,,,0.000,0.000
IncomeLossFromDiscontinuedOperationsNetOfTaxAttributableToReportingEntity,,,,,0.000,,,,,,-4088000.000,,,
IncomeLossFromDiscontinuedOperationsNetOfTaxPerBasicShare,-0.180,-0.020,,0.030,0.000,0.000,0.000,0.000,,,,,,
IncomeLossFromDiscontinuedOperationsNetOfTaxPerDilutedShare,-0.180,-0.020,,0.030,0.000,0.000,0.000,0.000,,,,,,
IncomeLossFromEquityMethodInvestments,,,,,,,,,-16000.000,,,,,
IncomeLossIncludingPortionAttributableToNoncontrollingInterest,,,,,,,,,,,106262000.000,,,
IncomeTaxExpenseBenefit,-1982000.000,-1996000.000,8042000.000,3050000.000,2218000.000,21000.000,-3736000.000,12691000.000,-450000.000,969000.000,-4139000.000,24691000.000,-170000.000,637000.000
IncreaseDecreaseInAccountsPayable,,,-13571000.000,,-3406000.000,,,,-6593000.000,,,,-5465000.000,
IncreaseDecreaseInAccountsReceivable,,,772000.000,,2310000.000,,,,1675000.000,,,,1730000.000,
IncreaseDecreaseInAccruedIncomeTaxesPayable,,,1250000.000,,160000.000,,,,-151000.000,,,,-635000.000,
IncreaseDecreaseInAccruedLiabilities,,,10333000.000,,-3361000.000,,,,2997000.000,,,,-2312000.000,
IncreaseDecreaseInInventories,,,12438000.000,,-6436000.000,,,,1335000.000,,,,209000.000,
IncreaseDecreaseInOtherNoncurrentAssets,,,,,-49000.000,,,,-159000.000,,,,2250000.000,
IncreaseDecreaseInOtherOperatingAssets,,,1712000.000,,,,,,,,,,,
IncreaseDecreaseInOtherOperatingLiabilities,,,5766000.000,,-4625000.000,,,,-5531000.000,,,,-2042000.000,
IncreaseDecreaseInPrepaidDeferredExpenseAndOtherAssets,,,2842000.000,,1218000.000,,,,3958000.000,,,,-642000.000,
IncreaseDecreaseInUnprovedOilAndGasProperty,,,,,,,,,,,,,13900000.000,15000000.000
IncrementalCommonSharesAttributableToShareBasedPaymentArrangements,,,,56000.000,43000.000,36000.000,0.000,-79000.000,0.000,0.000,42000.000,11000.000,,
IndefinitelivedIntangibleAssetsAcquired,,,,,,,,,,,,,1000000.000,1000000.000
InterestCostsIncurred,,,,,,,,,,,,,1000000.000,1000000.000
InterestExpense,1584000.000,1564000.000,1442000.000,1567000.000,1134000.000,1648000.000,2256000.000,1004000.000,977000.000,1014000.000,1952000.000,3099000.000,2200000.000,790000.000
InterestExpenseOtherLongTermDebt,,,,,,,,,,,,,437500.000,437500.000
InvestmentIncomeInterestAndDividend,341000.000,355000.000,443000.000,278000.000,275000.000,142000.000,111000.000,107000.000,43000.000,91000.000,133000.000,186000.000,188000.000,83000.000
LimitedLiabilityCompanyLLCOrLimitedPartnershipLPManagingMemberOrGeneralPartnerOwnershipInterest,,,,,,,,,0.000,,,,,
MinorityInterestDecreaseFromDistributionsToNoncontrollingInterestHolders,,,45000.000,,45000.000,,,,45000.000,,,,45000.000,90000.000
NetCashProvidedByUsedInFinancingActivities,,,-710000.000,,-35534000.000,,,,-305000.000,,,,-15271000.000,
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,,,-710000.000,,-35534000.000,,,,-305000.000,,,,-15271000.000,
NetCashProvidedByUsedInInvestingActivities,,,-41224000.000,,5949000.000,,,,-807000.000,,,,13540000.000,
NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,,,-41224000.000,,5949000.000,,,,-807000.000,,,,13540000.000,
NetCashProvidedByUsedInOperatingActivities,,,-4423000.000,,-531000.000,,,,-16669000.000,,,,-23788000.000,
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,,,-4161000.000,,-531000.000,,,,-16669000.000,,,,-23788000.000,
NetIncomeLoss,-3073000.000,794000.000,7479000.000,745000.000,2596000.000,-1358000.000,-8470000.000,9665000.000,-2762000.000,-4440000.000,106173000.000,-12210000.000,-12468000.000,-8831000.000
NetIncomeLossAvailableToCommonStockholdersBasic,,,,,,-3192000.000,-11218000.000,,-3273000.000,-4887000.000,,,,
NonoperatingIncomeExpense,-1125000.000,-1618000.000,-396000.000,-539000.000,-306000.000,-1784000.000,-1879000.000,-1052000.000,-961000.000,-995000.000,-2199000.000,-6454000.000,-3411000.000,-999000.000
OperatingExpenses,112542000.000,136056000.000,164312000.000,168931000.000,147099000.000,134057000.000,122626000.000,149158000.000,116121000.000,104134000.000,64917000.000,14971000.000,67673000.000,58961000.000
OperatingIncomeLoss,-2628000.000,843000.000,19630000.000,7794000.000,5977000.000,1150000.000,-10095000.000,22619000.000,-2641000.000,-2805000.000,-11422000.000,23965000.000,-9137000.000,-7097000.000
OperatingLeasesIncomeStatementSubleaseRevenue,,,,,,,,,,,,,0.000,100000.000
OtherComprehensiveIncomeDerivativesQualifyingAsHedgesNetOfTaxPeriodIncreaseDecrease,,,-329000.000,,,,,,,,,,,
OtherComprehensiveIncomeForeignCurrencyTransactionAndTranslationAdjustmentBeforeTaxPortionAttributableToParent,,,,,-451000.000,,,,537000.000,,,,-3914000.000,-539000.000
OtherComprehensiveIncomeForeignCurrencyTransactionAndTranslationAdjustmentNetOfTaxPeriodIncreaseDecrease,,,13230000.000,,,,,,,,,,,
OtherComprehensiveIncomeForeignCurrencyTransactionAndTranslationAdjustmentNetOfTaxPortionAttributableToParent,,,,,-2483000.000,,,,810000.000,,,,-10589000.000,-5181000.000
OtherComprehensiveIncomeLossAvailableForSaleSecuritiesAdjustmentNetOfTax,,,,,-2324000.000,,,,857000.000,,,,-10389000.000,-5132000.000
OtherComprehensiveIncomeLossBeforeTax,,,,,-206000.000,,,,610000.000,,,,-3606000.000,-463000.000
OtherComprehensiveIncomeLossDerivativesQualifyingAsHedgesBeforeTax,,,,,183000.000,,,,30000.000,,,,358000.000,402000.000
OtherComprehensiveIncomeLossDerivativesQualifyingAsHedgesNetOfTax,,,,,119000.000,,,,20000.000,,,,233000.000,261000.000
OtherComprehensiveIncomeLossDerivativesQualifyingAsHedgesTax,,,,,64000.000,,,,10000.000,,,,125000.000,141000.000
OtherComprehensiveIncomeLossForeignCurrencyTransactionAndTranslationAdjustmentNetOfTax,,,,,-2483000.000,,,,810000.000,,,,-10589000.000,-5181000.000
OtherComprehensiveIncomeLossForeignCurrencyTranslationAdjustmentTax,,,,,,,,,-273000.000,,,,,
OtherComprehensiveIncomeLossNetOfTax,,,,,-2324000.000,,,,857000.000,,,,-10389000.000,-5132000.000
OtherComprehensiveIncomeLossNetOfTaxPeriodIncreaseDecrease,,,12855000.000,,,,,,,,,,,
OtherComprehensiveIncomeLossReclassificationAdjustmentForSaleOfSecuritiesIncludedInNetIncomeBeforeTax,,,,,54000.000,,,,,,,,,
OtherComprehensiveIncomeLossReclassificationAdjustmentForSaleOfSecuritiesIncludedInNetIncomeNetOfTax,,,,,35000.000,,,,,,,,,
OtherComprehensiveIncomeLossReclassificationAdjustmentForSaleOfSecuritiesIncludedInNetIncomeTax,,,,,19000.000,,,,,,,,,
OtherComprehensiveIncomeLossReclassificationAdjustmentForWritedownOfSecuritiesIncludedInNetIncomeNetOfTax,,,,,35000.000,,,,,,,,,
OtherComprehensiveIncomeLossReclassificationAdjustmentFromAOCIForSaleOfSecuritiesBeforeTax,,,,,,,,,-61000.000,,,,118000.000,394000.000
OtherComprehensiveIncomeLossReclassificationAdjustmentFromAOCIForSaleOfSecuritiesNetOfTax,,,,,,,,,-39000.000,,,,-77000.000,-256000.000
OtherComprehensiveIncomeLossReclassificationAdjustmentFromAOCIForSaleOfSecuritiesTax,,,,,,,,,-22000.000,,,,41000.000,138000.000
OtherComprehensiveIncomeLossReclassificationAdjustmentFromAOCIForWritedownOfSecuritiesNetOfTax,,,,,,,,,39000.000,,,,-77000.000,-256000.000
OtherComprehensiveIncomeLossTax,,,,,2118000.000,,,,-247000.000,,,,6783000.000,4669000.000
OtherComprehensiveIncomeReclassificationAdjustmentForWriteDownOfSecuritiesIncludedInNetIncomeNetOfTax,,,203000.000,,,,,,,,,,,
OtherComprehensiveIncomeUnrealizedHoldingGainLossOnSecuritiesArisingDuringPeriodBeforeTax,,,,,8000.000,,,,-18000.000,,,,68000.000,68000.000
OtherComprehensiveIncomeUnrealizedHoldingGainLossOnSecuritiesArisingDuringPeriodNetOfTax,,,157000.000,,5000.000,,,,-12000.000,,,,44000.000,44000.000
OtherComprehensiveIncomeUnrealizedHoldingGainLossOnSecuritiesArisingDuringPeriodTax,,,,,3000.000,,,,-6000.000,,,,24000.000,24000.000
OtherNonoperatingIncomeExpense,,,,750000.000,553000.000,-278000.000,266000.000,-155000.000,-27000.000,-72000.000,-380000.000,-3541000.000,-1399000.000,-292000.000
OtherRestructuringCosts,,,,,,,,,,,,,600000.000,1800000.000
PaymentsForRepurchaseOfCommonStock,,,,,9961000.000,,,,0.000,,,,,
PaymentsToAcquireAdditionalInterestInSubsidiaries,,,22500000.000,,25341000.000,,,,0.000,,,,,
PaymentsToAcquireBusinessesGross,,,,,,,,,,,,,4951000.000,
PaymentsToAcquirePropertyPlantAndEquipment,,,2561000.000,,7191000.000,,,,750000.000,,,,522000.000,
