,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30
AccountsPayableCurrent,10408000.000,26380000.000,13740000.000,6837000.000,8634000.000,19109000.000,11246000.000,6818000.000,8115000.000,13422000.000
AccountsReceivableNetCurrent,40847000.000,45583000.000,47617000.000,30475000.000,21379000.000,19364000.000,13169000.000,13515000.000,7926000.000,8239000.000
AccruedIncomeTaxesNoncurrent,5948000.000,5651000.000,,,,,,,,
AccruedLiabilitiesCurrent,15147000.000,13946000.000,15570000.000,14309000.000,15530000.000,48406000.000,53330000.000,51586000.000,18100000.000,20217000.000
AccruedProfessionalFeesCurrentAndNoncurrent,,,,,,,,,2857000.000,5965000.000
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,,,,50334000.000,,,,60254000.000,,
AdditionalPaidInCapital,175589000.000,178897000.000,138704000.000,132211000.000,136394000.000,142716000.000,146449000.000,150263000.000,153580000.000,157058000.000
AllowanceForDoubtfulAccountsReceivableCurrent,4073000.000,4117000.000,3663000.000,3010000.000,3079000.000,3173000.000,3265000.000,,,
Assets,374287000.000,401764000.000,356304000.000,336582000.000,333456000.000,332261000.000,313340000.000,289771000.000,234224000.000,214572000.000
AssetsCurrent,318061000.000,342453000.000,295815000.000,278924000.000,274094000.000,288764000.000,271263000.000,244282000.000,190905000.000,173386000.000
BuildingsAndImprovementsGross,,,,22701000.000,,,,23598000.000,,
CapitalLeasesBalanceSheetAssetsByMajorClassNet,,,,,,,,,2491000.000,2480000.000
Cash,,,,,,136551000.000,125554000.000,,,
CashAndCashEquivalentsAtCarryingValue,190819000.000,213292000.000,161185000.000,180853000.000,205746000.000,207171000.000,186201000.000,158232000.000,132932000.000,116280000.000
CommonStockParOrStatedValuePerShare,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
CommonStockSharesAuthorized,100000000.000,100000000.000,100000000.000,100000000.000,100000.000,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000
