,2011-02-28,2011-05-31,2011-08-31,2011-11-30,2012-02-29,2012-05-31,2012-08-31,2012-11-30,2013-02-28,2013-05-31,2013-08-31,2013-11-30,2014-02-28,2014-05-31,2014-08-31,2014-11-30,2015-02-28,2015-05-31,2015-08-31,2015-11-30,2016-02-29,2016-05-31,2016-08-31,2016-11-30,2017-02-28,2017-05-31
AdjustmentsNoncashItemsToReconcileNetIncomeLossToCashProvidedByUsedInOperatingActivitiesOther,2000000.000,,,,,,,,,,,,,,,,,,,,,,,,,
AdjustmentsToReconcileNetIncomeLossToCashProvidedByUsedInOperatingActivities,,,,,,,,,,,,,,,,,,,,,,,,,804000000.000,
AmortizationOfIntangibleAssets,,,,,,,,,,,,,,,,,,,,,-1000000.000,,,,1000000.000,
AntidilutiveSecuritiesExcludedFromComputationOfEarningsPerShareAmount,,,,,,9000000.000,9000000.000,,5000000.000,6000000.000,5000000.000,-12000000.000,3000000.000,3000000.000,3000000.000,-8000000.000,0.000,0.000,0.000,0.000,,,,,,
CashAndCashEquivalentsPeriodIncreaseDecrease,36000000.000,,,,21000000.000,,,,11000000.000,,,,-41000000.000,,,,-51000000.000,,,,-617000000.000,,,,-166000000.000,
CommonStockDividendsPerShareDeclared,0.250,0.250,0.250,0.250,0.250,0.250,0.250,0.750,0.250,0.250,0.250,0.250,0.250,0.250,0.250,0.250,0.250,0.250,0.300,0.300,0.300,0.350,0.350,0.350,0.350,0.400
ComprehensiveIncomeNetOfTax,547000000.000,607000000.000,1379000000.000,-576000000.000,3000000.000,-441000000.000,1417000000.000,321000000.000,-155000000.000,-33000000.000,1156000000.000,478000000.000,97000000.000,76000000.000,976000000.000,-690000000.000,-674000000.000,82000000.000,1317000000.000,-93000000.000,-60000000.000,900000000.000,1060000000.000,166000000.000,367000000.000,665000000.000
CostOfPropertyRepairsAndMaintenance,,,,,,,,,225000000.000,239000000.000,216000000.000,274000000.000,248000000.000,266000000.000,180000000.000,224000000.000,250000000.000,352000000.000,184000000.000,214000000.000,242000000.000,,,,,
CostOfRevenue,2395000000.000,2521000000.000,2814000000.000,2569000000.000,2694000000.000,2478000000.000,2597000000.000,2551000000.000,2599000000.000,2487000000.000,2917000000.000,2621000000.000,2588000000.000,2565000000.000,2754000000.000,2496000000.000,2335000000.000,2404000000.000,2490000000.000,2218000000.000,2243000000.000,2258000000.000,2563000000.000,2319000000.000,2435000000.000,2436000000.000
CostOfServicesDirectLabor,411000000.000,435000000.000,435000000.000,442000000.000,442000000.000,435000000.000,422000000.000,443000000.000,460000000.000,454000000.000,464000000.000,481000000.000,481000000.000,485000000.000,485000000.000,491000000.000,467000000.000,469000000.000,453000000.000,470000000.000,492000000.000,502000000.000,494000000.000,505000000.000,519000000.000,513000000.000
