,2011-10-09,2012-01-01
CostsAndExpenses,75333000.000,75405000.000
DirectOperatingCosts,49467000.000,48745000.000
EarningsPerShareBasic,0.050,0.060
EarningsPerShareDiluted,0.050,0.060
FoodAndBeverageCostOfSales,19177000.000,18911000.000
GeneralAndAdministrativeExpense,6689000.000,7749000.000
IncomeLossFromContinuingOperationsBeforeIncomeTaxesExtraordinaryItemsNoncontrollingInterest,812000.000,1504000.000
IncomeTaxExpenseBenefit,-116000.000,465000.000
InterestIncomeExpenseNonoperatingNet,-96000.000,-94000.000
NetIncomeLoss,928000.000,1039000.000
NetIncomeLossAvailableToCommonStockholdersBasic,777000.000,1039000.000
OperatingIncomeLoss,908000.000,1598000.000
PreferredStockDividendsAndOtherAdjustments,151000.000,
Revenues,76241000.000,77003000.000
SalesRevenueNet,75826000.000,76676000.000
WeightedAverageNumberOfDilutedSharesOutstanding,16882000.000,17928000.000
WeightedAverageNumberOfSharesOutstandingBasic,16852000.000,17882000.000
