,2011-06-30,2011-09-30,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31
CashAndCashEquivalentsPeriodIncreaseDecrease,,,71264.000,,,,3302834.000,,,
EquityMethodInvestmentDividendsOrDistributions,,,132447.000,,,,27074.000,,,
EquityMethodInvestmentSummarizedFinancialInformationIncomeLossFromContinuingOperationsBeforeExtraordinaryItems,,,,176608.000,7233.000,,,,,
EquityMethodInvestmentSummarizedFinancialInformationNetIncomeLoss,,,,176608.000,7233.000,,,,,
EquityMethodInvestmentSummarizedFinancialInformationRevenue,,,,550092.000,424557.000,,,,,
GeneralAndAdministrativeExpense,40693.000,36111.000,57583.000,44127.000,42295.000,40295.000,61519.000,35546.000,34293.000,43220.000
ImpairmentOfRealEstate,,,,,,,0.000,0.000,0.000,
IncomeLossFromEquityMethodInvestments,540268.000,59833.000,75814.000,79832.000,3269.000,-4588.000,885403.000,-54507.000,-58561.000,970663.000
IncreaseDecreaseInAccountsPayableAndAccruedLiabilities,,,-4725.000,,,,1468.000,,,
IncreaseDecreaseInDueToRelatedParties,,,-2665.000,,,,-5306.000,,,
IncreaseDecreaseInPrepaidDeferredExpenseAndOtherAssets,,,-365.000,,,,1656.000,,,
InterestAndOtherIncome,2271.000,3870.000,3425.000,1785.000,1326.000,1370.000,1345.000,3108.000,3213.000,1923.000
NetCashProvidedByUsedInInvestingActivities,,,,,,,3341428.000,,,
NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,,,,,,,3341428.000,,,
NetCashProvidedByUsedInOperatingActivities,,,71264.000,,,,-38594.000,,,
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,,,71264.000,,,,-38594.000,,,
NetIncomeLoss,501846.000,27592.000,21656.000,37490.000,-37700.000,-43513.000,825229.000,-86945.000,-89641.000,929366.000
PaymentsToAcquireEquityMethodInvestments,,,0.000,,,,221393.000,,,
ProceedsFromRealEstateAndRealEstateJointVentures,,,,,,,3562821.000,,,
