,2011-06-30,2012-03-31,2012-06-30,2012-09-30,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31
AccountsPayableCurrent,44777000.000,37188000.000,38990000.000,36307000.000,29968000.000,28703000.000,30583000.000,33990000.000,29846000.000,28335000.000,34509000.000,32951000.000,29436000.000,34684000.000,39232000.000,45511000.000,31325000.000,35121000.000,25852000.000,26435000.000,28844000.000
AccountsReceivableNetCurrent,98386000.000,87506000.000,89180000.000,75074000.000,56625000.000,55647000.000,55560000.000,56770000.000,58420000.000,49263000.000,56011000.000,54655000.000,51764000.000,54929000.000,56995000.000,58807000.000,43732000.000,44769000.000,40850000.000,43520000.000,43626000.000
AccruedIncomeTaxesCurrent,2801000.000,8254000.000,10877000.000,8972000.000,6931000.000,6964000.000,7328000.000,6875000.000,6003000.000,6228000.000,6032000.000,5480000.000,5381000.000,2756000.000,3176000.000,1023000.000,588000.000,495000.000,658000.000,1012000.000,1162000.000
AccruedIncomeTaxesNoncurrent,,,,,,,,,,,,,,,,,1543000.000,2711000.000,,,
AccruedLiabilitiesCurrent,35560000.000,32503000.000,46023000.000,41897000.000,30389000.000,31658000.000,36916000.000,41273000.000,31560000.000,30883000.000,31649000.000,32353000.000,32484000.000,38047000.000,32228000.000,35354000.000,36078000.000,24871000.000,33434000.000,34088000.000,31929000.000
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,,141337000.000,147383000.000,143107000.000,,,,123782000.000,,,,126165000.000,,,,132621000.000,,,,144703000.000,
AccumulatedOtherComprehensiveIncomeLossNetOfTax,15273000.000,7850000.000,4240000.000,6861000.000,5034000.000,3939000.000,6353000.000,5927000.000,6320000.000,7063000.000,1831000.000,-1613000.000,-7494000.000,-5281000.000,-7016000.000,-8179000.000,-4934000.000,-5721000.000,-5566000.000,-9896000.000,-8046000.000
AdditionalPaidInCapitalCommonStock,1012348000.000,1021880000.000,1024082000.000,1025640000.000,1040128000.000,1040980000.000,1042249000.000,1043384000.000,1043881000.000,1045777000.000,1044096000.000,1049969000.000,1048567000.000,1057027000.000,1058330000.000,1055838000.000,1055358000.000,1054641000.000,1043563000.000,1043063000.000,1041005000.000
AllowanceForDoubtfulAccountsReceivable,,,,,,,,,,,,1182000.000,,,,643000.000,,,,757000.000,
AllowanceForDoubtfulAccountsReceivableCurrent,15400000.000,15859000.000,,14663000.000,18648000.000,16775000.000,15293000.000,1444000.000,12557000.000,12557000.000,11255000.000,,9753000.000,9290000.000,9257000.000,,8816000.000,7807000.000,8491000.000,8618000.000,8886000.000
Assets,632596000.000,590526000.000,571331000.000,553966000.000,269872000.000,252775000.000,245412000.000,235142000.000,207987000.000,191927000.000,197206000.000,191599000.000,182036000.000,276229000.000,264176000.000,247926000.000,311763000.000,273710000.000,262918000.000,249581000.000,250364000.000
AssetsCurrent,290132000.000,265516000.000,264525000.000,252262000.000,217744000.000,203408000.000,197453000.000,190888000.000,165112000.000,150634000.000,155529000.000,152858000.000,143842000.000,157856000.000,149471000.000,137449000.000,199718000.000,165435000.000,158206000.000,151005000.000,157509000.000
AssetsHeldForSaleCurrent,,,12940000.000,,,,,,,,,,,,,,,,,,
BusinessAcquisitionPurchasePriceAllocationGoodwillExpectedTaxDeductibleAmount,,,,,,,,17726000.000,,,,13667000.000,,,,,,,,,
CapitalizedComputerSoftwareAccumulatedAmortization,,-5047000.000,-4743000.000,-4873000.000,,,,,,,,,,,,,,,,,
CapitalizedComputerSoftwareGross,,6906000.000,5913000.000,5934000.000,,,,,,,,,,,,,,,,,
CapitalizedComputerSoftwareNet,,1859000.000,1170000.000,1061000.000,,,,,,,,,,,,,,,,,
CashAndCashEquivalentsAtCarryingValue,37557000.000,49681000.000,59383000.000,71359000.000,64506000.000,56104000.000,50233000.000,48203000.000,22244000.000,23049000.000,22476000.000,25056000.000,25491000.000,34647000.000,21980000.000,17902000.000,87830000.000,50365000.000,47717000.000,44948000.000,47014000.000
CommonStockParOrStatedValuePerShare,,,,,,,,,,,,0.010,,,,,,,,0.010,
CommonStockSharesAuthorized,,,,,,,,,,,,,,,,,,,,100000000.000,
CommonStockSharesIssued,,,,,,,,,,,,,,,,,,,,42339000.000,
CommonStockSharesOutstanding,,,,,,,,,,,,,,,,,,,,40727000.000,
CommonStockValue,423000.000,423000.000,423000.000,423000.000,423000.000,423000.000,423000.000,423000.000,423000.000,423000.000,423000.000,423000.000,423000.000,423000.000,423000.000,423000.000,423000.000,423000.000,423000.000,423000.000,423000.000
ConvertibleDebtFairValueDisclosures,,,,,,,,,,,,,,,,,,,,83400000.000,
