,2011-10-31,2012-10-31,2013-10-31,2014-10-31,2015-10-31,2016-10-31
AdjustmentForAmortization,20529000.000,23979000.000,30239000.000,35710000.000,51500000.000,60800000.000
AdjustmentsToAdditionalPaidInCapitalSharebasedCompensationRequisiteServicePeriodRecognitionValue,,,28538000.000,36515000.000,32879000.000,29858000.000
AdjustmentsToAdditionalPaidInCapitalTaxEffectFromShareBasedCompensation,,,21799000.000,19469000.000,18268000.000,20908000.000
AllocatedShareBasedCompensationExpense,1900000.000,22800000.000,30400000.000,38700000.000,32900000.000,29900000.000
AmortizationOfIntangibleAssets,20529000.000,23979000.000,30239000.000,35710000.000,51459000.000,60790000.000
AmountOfDilutiveSecuritiesStockOptionsAndRestrictiveStockUnits,1405000.000,,,,,
AmountRecognizedInNetPeriodicBenefitCostAndOtherComprehensiveIncomeLossBeforeTax,,,,12764000.000,18900000.000,22000000.000
AntidilutiveSecuritiesExcludedFromComputationOfEarningsPerShareAmount,631000.000,,,,,
AssetImpairmentCharges,0.000,0.000,,,,
CashAndCashEquivalentsPeriodIncreaseDecrease,1602000.000,7665000.000,64553000.000,-52171000.000,-8796000.000,84391000.000
CashFlowHedgeGainLossReclassifiedToCostOfSalesNet,-1729000.000,,,,,
CashFlowHedgeGainLossReclassifiedToOtherIncomeNet,0.000,,,,,
CashFlowHedgeGainLossReclassifiedToRevenueNet,-24000.000,,,,,
CommonStockDividendsPerShareCashPaid,,0.030,0.030,0.030,0.030,0.030
ComprehensiveIncomeNetOfTax,174654000.000,235188000.000,313122000.000,180676000.000,119150000.000,-24013000.000
ComprehensiveIncomeNetOfTaxAttributableToNoncontrollingInterest,,,-717000.000,733000.000,533000.000,990000.000
ComprehensiveIncomeNetOfTaxIncludingPortionAttributableToNoncontrollingInterest,,,312405000.000,181409000.000,119683000.000,-23023000.000
CostOfGoodsAndServicesSold,526031000.000,521126000.000,560917000.000,626206000.000,726798000.000,793735000.000
CurrentFederalTaxExpenseBenefit,11448000.000,17863000.000,21605000.000,22988000.000,200000.000,14600000.000
CurrentForeignTaxExpenseBenefit,9700000.000,14351000.000,9895000.000,16595000.000,3300000.000,15500000.000
CurrentIncomeTaxExpenseBenefit,21754000.000,33614000.000,32553000.000,40710000.000,4700000.000,31400000.000
CurrentStateAndLocalTaxExpenseBenefit,606000.000,1400000.000,1053000.000,1127000.000,1200000.000,1300000.000
DeferredCompensationArrangementWithIndividualEmployerContribution,2400000.000,2900000.000,3400000.000,4000000.000,4200000.000,4400000.000
DeferredFederalIncomeTaxExpenseBenefit,-1859000.000,-3573000.000,-8058000.000,-5278000.000,12000000.000,-3900000.000
DeferredForeignIncomeTaxExpenseBenefit,-2291000.000,-2382000.000,-8315000.000,-9856000.000,-5900000.000,-6100000.000
DeferredIncomeTaxExpenseBenefit,-4420000.000,-6806000.000,-17188000.000,-16005000.000,,
DeferredStateAndLocalIncomeTaxExpenseBenefit,-270000.000,-851000.000,-815000.000,-871000.000,-500000.000,-700000.000
DefinedBenefitPlanActualReturnOnPlanAssets,,4411000.000,9083000.000,5955000.000,2000000.000,2000000.000
DefinedBenefitPlanActuarialGainLoss,,-16936000.000,11609000.000,-7695000.000,-7500000.000,-10700000.000
DefinedBenefitPlanAmortizationOfGainsLosses,752000.000,1126000.000,2186000.000,616000.000,1500000.000,1700000.000
DefinedBenefitPlanAmortizationOfNetGainsLosses,1125888.000,-2011000.000,,,,
DefinedBenefitPlanAmortizationOfNetPriorServiceCostCredit,24208.000,24208.000,,,,
DefinedBenefitPlanAmortizationOfNetTransitionAssetObligation,20788.000,0.000,0.000,0.000,,
DefinedBenefitPlanAmortizationOfPriorServiceCostCredit,-24000.000,24000.000,24000.000,24000.000,0.000,0.000
DefinedBenefitPlanAmortizationOfTransitionObligationsAssets,-21000.000,21000.000,0.000,0.000,0.000,0.000
DefinedBenefitPlanAmountsRecognizedInOtherComprehensiveIncomeLossNetGainLossBeforeTax,,14779000.000,-18970000.000,6050000.000,10000000.000,13700000.000
DefinedBenefitPlanAmountsRecognizedInOtherComprehensiveIncomeNetGainLossBeforeTax,4629000.000,,,,,
DefinedBenefitPlanAmountsRecognizedInOtherComprehensiveIncomeNetPriorServiceCostCreditBeforeTax,0.000,0.000,0.000,0.000,0.000,0.000
DefinedBenefitPlanAssumptionsUsedCalculatingNetPeriodicBenefitCostDiscountRate,0.055,0.048,0.037,0.048,0.043,
DefinedBenefitPlanAssumptionsUsedCalculatingNetPeriodicBenefitCostExpectedLongTermReturnOnAssets,0.085,0.080,0.080,0.080,0.080,0.080
DefinedBenefitPlanAssumptionsUsedCalculatingNetPeriodicBenefitCostRateOfCompensationIncrease,0.040,0.040,0.040,0.040,0.040,0.040
DefinedBenefitPlanBenefitsPaid,,1308000.000,3508000.000,1768000.000,4700000.000,2300000.000
DefinedBenefitPlanContributionsByEmployer,5620000.000,5226000.000,6234000.000,8788000.000,10000000.000,10000000.000
DefinedBenefitPlanCurtailments,,0.000,,,,
DefinedBenefitPlanFutureAmortizationOfGainLoss,,,-618000.000,-987000.000,-1700000.000,-2700000.000
DefinedBenefitPlanFutureAmortizationOfPriorServiceCostCredit,,,24208.000,4000.000,0.000,
DefinedBenefitPlanInterestCost,,3053000.000,3287000.000,3950000.000,4600000.000,4300000.000
DefinedBenefitPlanNetPeriodicBenefitCost,5574000.000,5736000.000,8947000.000,6714000.000,8900000.000,8300000.000
DefinedBenefitPlanServiceCost,,4937000.000,7383000.000,7074000.000,8800000.000,8900000.000
DefinedBenefitPlansEstimatedFutureEmployerContributionsInNextFiscalYear,,,,10000000.000,10000000.000,10000000.000
DefinedContributionPlanMaximumAnnualContributionsPerEmployeePercent,,,0.750,0.750,0.750,0.750
Depreciation,77620000.000,87235000.000,95110000.000,102491000.000,139900000.000,137500000.000
DepreciationDepletionAndAmortization,98149000.000,111214000.000,125349000.000,138201000.000,191403000.000,198274000.000
DerivativeInstrumentsGainLossReclassifiedFromAccumulatedOCIIntoIncomeEffectivePortionNet,-1200000.000,,,,,
DerivativeInstrumentsGainLossRecognizedInIncomeNet,-1100000.000,,,,,
DerivativeInstrumentsGainLossRecognizedInOtherComprehensiveIncomeEffectivePortionNet,-6200000.000,,,,,
DerivativeNetHedgeIneffectivenessGainLoss,0.000,,,,,
DividendsCommonStock,2816000.000,2857000.000,2918000.000,2884000.000,2906000.000,2914000.000
EarningsPerShareBasic,3.740,5.180,6.090,5.610,4.200,5.650
EarningsPerShareDiluted,3.630,5.050,5.960,5.510,4.140,5.590
EffectOfExchangeRateOnCashAndCashEquivalents,-131000.000,-539000.000,143000.000,-2751000.000,-5142000.000,-5085000.000
EffectiveIncomeTaxRateContinuingOperations,0.090,0.097,0.049,0.083,0.048,0.070
EffectiveIncomeTaxRateReconciliationAtFederalStatutoryIncomeTaxRate,0.350,0.350,0.350,0.350,0.350,0.350
EmployeeServiceShareBasedCompensationTaxBenefitFromCompensationExpense,4400000.000,7000000.000,8800000.000,11700000.000,10200000.000,9000000.000
ExcessTaxBenefitFromShareBasedCompensationFinancingActivities,2895000.000,10760000.000,18081000.000,19300000.000,17300000.000,19801000.000
ExcessTaxBenefitFromShareBasedCompensationOperatingActivities,,,18081000.000,19300000.000,17300000.000,19801000.000
ExtinguishmentOfDebtGainLossNetOfTax,-16487000.000,-1404000.000,,,,
ForeignCurrencyTransactionGainLossBeforeTax,-1000000.000,-1500000.000,100000.000,-2900000.000,-3500000.000,-1600000.000
FutureAmortizationExpenseYearFive,11600000.000,,,,,
FutureAmortizationExpenseYearFour,11600000.000,,,,,
FutureAmortizationExpenseYearOne,20600000.000,,,,,
FutureAmortizationExpenseYearThree,20600000.000,,,,,
FutureAmortizationExpenseYearTwo,20600000.000,,,,,
GainLossFromComponentsExcludedFromAssessmentOfCashFlowHedgeEffectivenessNet,0.000,,,,,
GainLossOnSaleOfBusiness,,,-21062000.000,0.000,0.000,
GainLossOnSaleOfPropertyPlantEquipment,12068000.000,-4265000.000,-6711000.000,-9814000.000,-42415000.000,-30607000.000
GainsLossesOnExtinguishmentOfDebt,-16487000.000,-1404000.000,,,,
GainsLossesOnExtinguishmentOfDebtBeforeWriteOffOfDeferredDebtIssuanceCost,16500000.000,,,,,
GoodwillAcquiredDuringPeriod,13224000.000,95608000.000,14380000.000,882689000.000,16200000.000,166000000.000
GoodwillForeignCurrencyTranslationGainLoss,,,,,,-198400000.000
GoodwillImpairmentLoss,0.000,0.000,0.000,0.000,0.000,0.000
GoodwillTranslationAdjustments,1367000.000,-1928000.000,2984000.000,-49379000.000,-40000000.000,
GrossProfit,804804000.000,924010000.000,1026808000.000,1091570000.000,1070262000.000,1173079000.000
IncomeLossFromContinuingOperationsBeforeIncomeTaxesDomestic,5449000.000,40650000.000,38911000.000,32554000.000,31900000.000,31500000.000
IncomeLossFromContinuingOperationsBeforeIncomeTaxesForeign,187315000.000,234802000.000,273360000.000,263980000.000,183600000.000,264100000.000
IncomeLossFromContinuingOperationsBeforeIncomeTaxesMinorityInterestAndIncomeLossFromEquityMethodInvestments,192764000.000,275452000.000,312271000.000,296534000.000,,
IncomeTaxExpenseBenefit,17334000.000,26808000.000,15365000.000,24705000.000,,
IncomeTaxReconciliationForeignIncomeTaxRateDifferential,-56877000.000,-71282000.000,-97002000.000,-85503000.000,-72600000.000,-81200000.000
IncomeTaxReconciliationIncomeTaxExpenseBenefitAtFederalStatutoryIncomeTaxRate,67468000.000,96408000.000,109295000.000,103787000.000,75400000.000,103500000.000
IncomeTaxReconciliationNondeductibleExpenseShareBasedCompensationCost,-119000.000,347000.000,371000.000,441000.000,400000.000,500000.000
IncomeTaxReconciliationOtherAdjustments,660000.000,507000.000,1094000.000,999000.000,2600000.000,2900000.000
IncomeTaxReconciliationOtherReconcilingItems,7167000.000,665000.000,2854000.000,3786000.000,3800000.000,-5000000.000
IncomeTaxReconciliationStateAndLocalIncomeTaxes,218000.000,294000.000,525000.000,525000.000,0.000,1200000.000
IncomeTaxReconciliationTaxCreditsResearch,1183000.000,131000.000,2066000.000,126000.000,700000.000,1200000.000
IncomeTaxesPaidNet,12207000.000,15781000.000,13971000.000,15918000.000,12167000.000,29376000.000
IncreaseDecreaseInAccountsPayable,5185000.000,13575000.000,-6294000.000,1288000.000,10108000.000,-10465000.000
IncreaseDecreaseInAccountsReceivable,2684000.000,4956000.000,-55000.000,5167000.000,4528000.000,-1645000.000
IncreaseDecreaseInAccruedIncomeTaxesPayable,-3541000.000,-1254000.000,27717000.000,18098000.000,-4342000.000,-8920000.000
IncreaseDecreaseInAccruedLiabilities,19315000.000,-12258000.000,-983000.000,34017000.000,-10658000.000,9065000.000
IncreaseDecreaseInInventories,17205000.000,58094000.000,22574000.000,7582000.000,37357000.000,-12249000.000
IncreaseDecreaseInOtherOperatingAssets,-196000.000,7924000.000,22870000.000,13468000.000,22595000.000,5171000.000
IncreaseDecreaseInOtherOperatingLiabilities,12898000.000,5040000.000,-3313000.000,5819000.000,288000.000,5526000.000
IncrementalCommonSharesAttributableToShareBasedPaymentArrangements,,1239000.000,1070000.000,899000.000,700000.000,500000.000
InterestCostsCapitalized,8700000.000,2500000.000,3100000.000,5600000.000,6200000.000,3100000.000
InterestExpense,17342000.000,11771000.000,9168000.000,7965000.000,,
InterestPaidNet,25629000.000,10559000.000,5428000.000,4149000.000,14035000.000,23738000.000
LitigationSettlementAmount,,,,,17000000.000,17000000.000
LitigationSettlementExpense,0.000,0.000,,,,
MarketableSecuritiesUnrealizedGainLoss,9000.000,41000.000,,,,
MinorityInterestDecreaseFromDistributionsToNoncontrollingInterestHolders,,,1141000.000,2370000.000,714000.000,697000.000
MinorityInterestDecreaseFromRedemptions,,-2158000.000,300000.000,,8070000.000,2229000.000
NetCashProvidedByUsedInFinancingActivities,-172873000.000,-68443000.000,-161597000.000,842165000.000,-106677000.000,-1382000.000
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,-172873000.000,-68443000.000,-161597000.000,842165000.000,-106677000.000,-1382000.000
NetCashProvidedByUsedInInvestingActivities,-161675000.000,-238474000.000,-189918000.000,-1346408000.000,-287947000.000,-418779000.000
NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,-161675000.000,-238474000.000,-189918000.000,-1346408000.000,-287947000.000,-418779000.000
NetCashProvidedByUsedInOperatingActivities,336281000.000,315121000.000,415925000.000,454823000.000,390970000.000,509637000.000
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,336281000.000,315121000.000,415925000.000,454823000.000,390970000.000,509637000.000
NetIncomeLoss,175430000.000,248339000.000,296151000.000,269856000.000,203523000.000,273917000.000
NetIncomeLossAttributableToNoncontrollingInterest,,305000.000,755000.000,1973000.000,1621000.000,1017000.000
NoncontrollingInterestDecreaseFromDeconsolidation,,,,,,-1969000.000
NoncontrollingInterestIncreaseFromBusinessCombination,,20330000.000,755000.000,1973000.000,65000.000,
NonoperatingIncomeExpense,-963000.000,229000.000,1410000.000,-1987000.000,,
OperatingIncomeLoss,227556000.000,283398000.000,305945000.000,306486000.000,,
OperatingLeasesRentExpenseNet,31700000.000,33200000.000,22800000.000,25600000.000,27500000.000,29900000.000
OtherComprehensiveIncomeAvailableForSaleSecuritiesAdjustmentNetOfTaxPeriodIncreaseDecrease,9000.000,,,,,
OtherComprehensiveIncomeDefinedBenefitPlansAdjustmentBeforeTaxPeriodIncreaseDecrease,5426000.000,,,,,
OtherComprehensiveIncomeDefinedBenefitPlansNetUnamortizedGainLossArisingDuringPeriodNetOfTax,-4610000.000,14750000.000,,,,
OtherComprehensiveIncomeDerivativesQualifyingAsHedgesNetOfTaxPeriodIncreaseDecrease,-6227000.000,,,,,
OtherComprehensiveIncomeDerivativesQualifyingAsHedgesTaxEffectPeriodIncreaseDecrease,1307000.000,,,,,
OtherComprehensiveIncomeForeignCurrencyTransactionAndTranslationGainLossArisingDuringPeriodNetOfTax,5817000.000,-4658000.000,2607000.000,-87763000.000,-79424000.000,-289648000.000
OtherComprehensiveIncomeForeignCurrencyTransactionAndTranslationGainLossBeforeReclassificationAndTax,,,2607000.000,-87763000.000,-79400000.000,-289600000.000
OtherComprehensiveIncomeForeignCurrencyTransactionAndTranslationReclassificationAdjustmentRealizedUponSaleOrLiquidationNetOfTax,0.000,,,,,
OtherComprehensiveIncomeForeignCurrencyTranslationGainLossArisingDuringPeriodTax,0.000,0.000,0.000,0.000,0.000,0.000
OtherComprehensiveIncomeLossAvailableForSaleSecuritiesTax,,,27000.000,0.000,0.000,
OtherComprehensiveIncomeLossBeforeReclassificationsBeforeTax,,,,-93814000.000,-89400000.000,-303300000.000
OtherComprehensiveIncomeLossDerivativesQualifyingAsHedgesBeforeTax,,,2198000.000,-60000.000,0.000,0.000
OtherComprehensiveIncomeLossDerivativesQualifyingAsHedgesNetOfTax,,-1420000.000,,,,
