,2011-07-31,2011-10-31,2012-01-31,2012-04-30,2012-07-31,2012-10-31,2013-01-31,2013-04-30,2013-07-31,2013-10-31,2014-01-31,2014-04-30,2014-07-31,2014-10-31,2015-01-31,2015-04-30,2015-07-31,2015-10-31,2016-01-31,2016-04-30,2016-07-31,2016-10-31
AccountsPayableCurrent,1819000.000,2022000.000,1833000.000,1627000.000,1587000.000,2094000.000,2006000.000,1868000.000,1510000.000,1871000.000,1665000.000,2307000.000,2922000.000,3161000.000,2996000.000,3132000.000,2879000.000,2617000.000,2951000.000,2541000.000,2345000.000,2876000.000
AccountsReceivableNetCurrent,4701000.000,5958000.000,4898000.000,4077000.000,4720000.000,5860000.000,6029000.000,6348000.000,6723000.000,8048000.000,5554000.000,6204000.000,4736000.000,7068000.000,7351000.000,6763000.000,7093000.000,7416000.000,7584000.000,6578000.000,6499000.000,8286000.000
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,3706000.000,3735000.000,3798000.000,3861000.000,3887000.000,3876000.000,3925000.000,3980000.000,4047000.000,4094000.000,4167000.000,4247000.000,4132000.000,4180000.000,4300000.000,4407000.000,4510000.000,4431000.000,4531000.000,4647000.000,4704000.000,4754000.000
AccumulatedOtherComprehensiveIncomeLossNetOfTax,4000.000,2000.000,1000.000,,,,,,,,,,-20000.000,-114000.000,-220000.000,-241000.000,-236000.000,-263000.000,-266000.000,-272000.000,-272000.000,-241000.000
AdditionalPaidInCapitalCommonStock,20563000.000,20622000.000,20768000.000,20828000.000,20944000.000,21046000.000,21185000.000,21643000.000,21885000.000,22606000.000,22729000.000,22766000.000,22935000.000,23470000.000,23645000.000,23761000.000,23919000.000,24118000.000,24308000.000,24502000.000,24715000.000,24859000.000
AllowanceForDoubtfulAccountsReceivable,,,,,,98000.000,,,,147000.000,,,,228000.000,,,,,,,,
AllowanceForDoubtfulAccountsReceivableCurrent,46000.000,96000.000,93000.000,32000.000,45000.000,98000.000,105000.000,85000.000,102000.000,147000.000,151000.000,229000.000,229000.000,228000.000,228000.000,195000.000,198000.000,117000.000,111000.000,101000.000,99000.000,92000.000
Assets,19822000.000,20772000.000,20086000.000,19906000.000,19954000.000,21948000.000,21894000.000,21867000.000,22979000.000,26191000.000,24921000.000,26360000.000,30177000.000,32344000.000,31294000.000,31085000.000,34401000.000,35588000.000,35373000.000,35975000.000,33393000.000,30678000.000
AssetsCurrent,18126000.000,19127000.000,18373000.000,18099000.000,18091000.000,19793000.000,19285000.000,19149000.000,20076000.000,23223000.000,21697000.000,22972000.000,26480000.000,20237000.000,20063000.000,20018000.000,22022000.000,21716000.000,21632000.000,21872000.000,19891000.000,21053000.000
AssetsOfDisposalGroupIncludingDiscontinuedOperation,,,,,80000.000,,,,,,,,,,,,,,,,,
AssetsOfDisposalGroupIncludingDiscontinuedOperationCurrent,,,,,55000.000,,150000.000,235000.000,235000.000,,,,,,,,,,,,,
AssetsOfDisposalGroupIncludingDiscontinuedOperationNoncurrent,,,,,25000.000,,,,,,,,,,,,,,,,,
BusinessAcquisitionCostOfAcquiredEntityTransactionCosts,,,,,,,,,,,,,,1125000.000,,,,,,,,
Cash,,,,,,,,,,,,,,,,,,,6587000.000,7607000.000,5772000.000,
CashAndCashEquivalentsAtCarryingValue,8084000.000,8461000.000,8674000.000,8822000.000,8709000.000,9665000.000,8922000.000,8168000.000,8831000.000,10574000.000,11104000.000,11352000.000,15353000.000,5675000.000,5300000.000,5144000.000,5407000.000,6553000.000,,,,7265000.000
CashEquivalentsAtCarryingValue,,,,,,,,,,,,,,,,,,0.000,,,,0.000
CommonStockCapitalSharesReservedForFutureIssuance,,,,,,,,,,,,,92833.000,,80793.000,80793.000,69082.000,,57834.000,,,
CommonStockParOrStatedValuePerShare,0.100,0.100,0.100,0.100,0.100,0.100,0.100,0.100,0.100,0.100,0.100,0.100,0.100,,0.100,0.100,0.100,0.100,0.100,0.100,0.100,0.100
CommonStockSharesAuthorized,25000000.000,25000000.000,25000000.000,25000000.000,25000000.000,25000000.000,25000000.000,25000000.000,25000000.000,25000000.000,25000000.000,25000000.000,25000000.000,,25000000.000,25000000.000,25000000.000,25000000.000,25000000.000,25000000.000,25000000.000,25000000.000
CommonStockSharesIssued,3897243.000,3905648.000,3961742.000,3944830.000,3993900.000,3986350.000,4000678.000,4083129.000,4111794.000,4193990.000,4210863.000,4223813.000,4253315.000,,4270373.000,4298436.000,4308100.000,4324379.000,4337072.000,4369517.000,4379078.000,4378811.000
CommonStockSharesOutstanding,3768417.000,3778796.000,3797800.000,3796900.000,3884029.000,3885279.000,3901607.000,3998690.000,4037300.000,4127896.000,4145436.000,4177203.000,4195880.000,,4212672.000,4239142.000,4260707.000,4274386.000,4287745.000,4319120.000,4336581.000,4337314.000
CommonStockValue,377000.000,378000.000,380000.000,380000.000,388000.000,388000.000,390000.000,400000.000,403000.000,413000.000,415000.000,418000.000,420000.000,420000.000,421000.000,424000.000,426000.000,427000.000,429000.000,432000.000,433000.000,434000.000
CommonStockholdersEquity,,14319000.000,,,,,,,,,,,,,,,,,,,,
DebtInstrumentInterestRateAtPeriodEnd,,,,,,,,,,,,,,0.050,,,,,,,,
DebtInstrumentInterestRateEffectivePercentage,,,,,,,,,,,,,,,,0.050,,,,,,
DeferredIncomeTaxLiabilities,,,,,,,,,,,,,,2185000.000,,,,2103000.000,,,,2157000.000
DeferredIncomeTaxesAndOtherAssetsNoncurrent,,,,,,,,,,,,,,-484000.000,,,,,,,,
DeferredIncomeTaxesAndOtherTaxLiabilitiesNoncurrent,,,,,,,,,,,,,,,271000.000,116000.000,,,,,,
DeferredRevenue,,,,,,,,,,,5155000.000,5412000.000,5479000.000,,5886000.000,,,,,,,
DeferredRevenueCurrent,1770000.000,1771000.000,1591000.000,1744000.000,1867000.000,1927000.000,1994000.000,2299000.000,2696000.000,3091000.000,3092000.000,3332000.000,3450000.000,3804000.000,3733000.000,3684000.000,3613000.000,3608000.000,3586000.000,3589000.000,3772000.000,4007000.000
DeferredRevenueNoncurrent,761000.000,817000.000,814000.000,762000.000,725000.000,895000.000,1300000.000,1751000.000,2266000.000,2535000.000,2630000.000,2753000.000,2685000.000,2884000.000,2984000.000,2923000.000,3038000.000,3146000.000,3129000.000,3570000.000,3963000.000,4374000.000
DeferredTaxAssetsDeferredIncome,,,,,,312000.000,,,,870000.000,,,,962000.000,,,,1066000.000,,,,1504000.000
DeferredTaxAssetsGrossCurrent,,,,,,,,,,,,,,651000.000,,,,,,,,
DeferredTaxAssetsGrossNoncurrent,,,,,,,,,,,,,,5809000.000,,,,,,,,
DeferredTaxAssetsInventory,,,,,,210000.000,,,,176000.000,,,,337000.000,,,,223000.000,,,,562000.000
DeferredTaxAssetsLiabilitiesNet,,,,,,,,,,,,,,-464000.000,,,3111000.000,3342000.000,,,,2643000.000
DeferredTaxAssetsLiabilitiesNetCurrent,,,,,,,,,,,,,,20000.000,18000.000,18000.000,1199000.000,,,,,
DeferredTaxAssetsLiabilitiesNetNoncurrent,,,,,,,,,,,,,,,,,2021000.000,,,,,
DeferredTaxAssetsNet,,,,,,366000.000,,,,660000.000,,,,1751000.000,,,,5445000.000,,,,4800000.000
DeferredTaxAssetsNetCurrent,,,,,,,,,,,,,,20000.000,,,,,,,,
DeferredTaxAssetsNetNoncurrent,,,,,,,,,,,,,,-484000.000,,,,3342000.000,3277000.000,3169000.000,2928000.000,2643000.000
DeferredTaxAssetsOperatingLossCarryforwards,,,,,,4221000.000,,,,3595000.000,,,,4558000.000,,,,3969000.000,,,,3963000.000
DeferredTaxAssetsOther,,,,,,331000.000,,,,354000.000,,,,314000.000,,,,,,,,
DeferredTaxAssetsTaxCreditCarryforwards,,,,,,109000.000,,,,221000.000,,,,234000.000,,,,492000.000,,,,727000.000
DeferredTaxAssetsTaxCreditCarryforwardsAlternativeMinimumTax,,,,,109000.000,109000.000,109000.000,109000.000,109000.000,137000.000,137000.000,137000.000,134000.000,134000.000,134000.000,134000.000,134000.000,193000.000,193000.000,193000.000,193000.000,266000.000
DeferredTaxAssetsTaxCreditCarryforwardsGeneralBusiness,,,,,,,,,,,85000.000,85000.000,98000.000,,100000.000,100000.000,200000.000,,299000.000,299000.000,299000.000,
DeferredTaxAssetsTaxDeferredExpenseCompensationAndBenefitsEmployeeCompensation,,,,,900000.000,,,,,,,,,,,,,,,,,
DeferredTaxAssetsTaxDeferredExpenseCompensationAndBenefitsShareBasedCompensationCost,,,,,,245000.000,,,,104000.000,,,,54000.000,,,,10000.000,,,,90000.000
DeferredTaxAssetsUnrealizedCurrencyLosses,,,,,,,,,,,,,,,,,,486000.000,,,,501000.000
DeferredTaxAssetsValuationAllowance,,,,,,5062000.000,,,,4660000.000,,,,4708000.000,,,,963000.000,,,,2723000.000
DeferredTaxAssetsValuationAllowanceCurrent,,,,,,,,,,,,,,600000.000,,,,,,,,
DeferredTaxAssetsValuationAllowanceNoncurrent,,,,,,,,,,,,,,4108000.000,,,,,,,,
DeferredTaxLiabilities,,,,,,-366000.000,,,,-660000.000,,,,2215000.000,,,,,,,,
DeferredTaxLiabilitiesGoodwillAndIntangibleAssetsIntangibleAssets,,,,,,-314000.000,,,,-608000.000,,,,1512000.000,,,,1546000.000,,,,1571000.000
DeferredTaxLiabilitiesGrossCurrent,,,,,,,,,,,,,,31000.000,,,,,,,,
DeferredTaxLiabilitiesLeasingArrangements,,,,,,,,,,,,,,68000.000,,,,58000.000,,,,80000.000
DeferredTaxLiabilitiesNoncurrent,,,,,,,,,,,,,,,,,69000.000,,,,,
DeferredTaxLiabilitiesPropertyPlantAndEquipment,,,,,,-52000.000,,,,-52000.000,,,,635000.000,,,,499000.000,,,,506000.000
DisposalGroupIncludingDiscontinuedOperationIntangibleAssetsNet,,,,,22000.000,,,,,,,,,,,,,,,,,
DisposalGroupIncludingDiscontinuedOperationInventory,,,,,55000.000,52000.000,,,,,,,,,,,,,,,,
DisposalGroupIncludingDiscontinuedOperationOtherNoncurrentAssets,,,,,,32000.000,,,,,,,,,,,,,,,,
DisposalGroupIncludingDiscontinuedOperationPropertyPlantAndEquipmentNet,,,,,3000.000,,,,,,,,,,,,,,,,,
DividendsPayableCurrentAndNoncurrent,,,,,,,,,51000.000,43000.000,,-4000.000,-4000.000,-4000.000,,,,,,,,
EmployeeRelatedLiabilitiesCurrent,1187000.000,1481000.000,1279000.000,1402000.000,1367000.000,1749000.000,1493000.000,1791000.000,1517000.000,1945000.000,1189000.000,1203000.000,1134000.000,1664000.000,1592000.000,1366000.000,1348000.000,1854000.000,1235000.000,1469000.000,1541000.000,1550000.000
EmployeeServiceShareBasedCompensationNonvestedAwardsTotalCompensationCostNotYetRecognizedShareBasedAwardsOtherThanOptions,,,,,,380000.000,,,,,,,,,,,,,,,,
EmployeeServiceShareBasedCompensationNonvestedAwardsTotalCompensationCostNotYetRecognizedStockOptions,,,,,,0.000,29000.000,27000.000,24000.000,21000.000,17000.000,15000.000,119000.000,107000.000,98000.000,86000.000,536000.000,483000.000,493000.000,445000.000,388000.000,701000.000
EquityMethodInvestmentOwnershipPercentage,,,,,,,,,,,,,0.660,,0.660,,,,,,,
FiniteLivedCustomerRelationshipsGross,,,,,,,,,,,,,,,385000.000,,,,,,,
FiniteLivedIntangibleAssetsAccumulatedAmortization,,,,,6572000.000,6680000.000,6701000.000,6733000.000,6766000.000,6799000.000,6834000.000,6869000.000,6906000.000,7011000.000,7090000.000,7172000.000,6972000.000,7047000.000,7113000.000,7216000.000,7537000.000,7908000.000
FiniteLivedIntangibleAssetsAmortizationExpenseAfterYearFive,,,,,,,,14000.000,14000.000,14000.000,14000.000,,5000.000,609000.000,382000.000,380000.000,384000.000,412000.000,247000.000,262000.000,256000.000,1536000.000
FiniteLivedIntangibleAssetsAmortizationExpenseNextTwelveMonths,,,,,,120000.000,106000.000,71000.000,33000.000,,,,,421000.000,438000.000,455000.000,340000.000,371000.000,326000.000,343000.000,344000.000,566000.000
FiniteLivedIntangibleAssetsAmortizationExpenseRemainderOfFiscalYear,,,,,113000.000,,,,,,,69000.000,37000.000,,,,104000.000,,268000.000,178000.000,91000.000,
FiniteLivedIntangibleAssetsAmortizationExpenseYearFive,,,,,21000.000,117000.000,117000.000,116000.000,117000.000,117000.000,117000.000,14000.000,24000.000,235000.000,170000.000,178000.000,182000.000,265000.000,159000.000,177000.000,179000.000,420000.000
FiniteLivedIntangibleAssetsAmortizationExpenseYearFour,,,,,21000.000,133000.000,121000.000,121000.000,133000.000,133000.000,138000.000,117000.000,126000.000,314000.000,222000.000,241000.000,239000.000,289000.000,214000.000,238000.000,241000.000,483000.000
FiniteLivedIntangibleAssetsAmortizationExpenseYearThree,,,,,21000.000,133000.000,129000.000,133000.000,133000.000,134000.000,139000.000,138000.000,149000.000,436000.000,296000.000,313000.000,296000.000,345000.000,246000.000,262000.000,265000.000,508000.000
FiniteLivedIntangibleAssetsAmortizationExpenseYearTwo,,,,,21000.000,133000.000,142000.000,142000.000,134000.000,133000.000,104000.000,139000.000,148000.000,458000.000,416000.000,433000.000,318000.000,366000.000,304000.000,320000.000,322000.000,549000.000
FiniteLivedIntangibleAssetsGross,,,,,8010000.000,8172000.000,8472000.000,8666000.000,8837000.000,8988000.000,9160000.000,9346000.000,9511000.000,11386000.000,11372000.000,11533000.000,11148000.000,,,,,
FiniteLivedIntangibleAssetsNet,,,,,1438000.000,1492000.000,1771000.000,1933000.000,2071000.000,2189000.000,2326000.000,2477000.000,2605000.000,4375000.000,4282000.000,4361000.000,4176000.000,2048000.000,1764000.000,1780000.000,1698000.000,4062000.000
Goodwill,,,,,,,,,,,,,,4196000.000,3768000.000,3670000.000,3310000.000,3324000.000,3273000.000,3461000.000,3378000.000,
IncomeTaxExaminationPenaltiesAndInterestAccrued,,,,,17500.000,,,,,,,,,,,,,,,,,
IntangibleAssetsGrossExcludingGoodwill,,,,,,,,,,,,,,,,,,11352000.000,11514000.000,11802000.000,11978000.000,12119000.000
IntangibleAssetsNetExcludingGoodwill,1204000.000,1201000.000,1290000.000,1356000.000,,,,,,,,,,,,,,4305000.000,4401000.000,4586000.000,4441000.000,4211000.000
InventoryFinishedGoods,,,,,2463000.000,,,,,,,,,,,,,,,,,
InventoryFinishedGoodsNetOfReserves,,,,,,1868000.000,1636000.000,1621000.000,1479000.000,1421000.000,1794000.000,1527000.000,2173000.000,2534000.000,2181000.000,2410000.000,2319000.000,2409000.000,2536000.000,2717000.000,2713000.000,1153000.000
InventoryNet,4131000.000,3750000.000,4122000.000,4396000.000,4057000.000,3850000.000,4036000.000,4056000.000,3896000.000,3499000.000,4019000.000,4134000.000,5024000.000,5548000.000,5660000.000,6167000.000,6243000.000,6759000.000,6989000.000,7220000.000,7017000.000,4916000.000
InventoryNoncurrent,,,,,,,,,,,,,,,,,,,,,,5031000.000
InventoryRawMaterials,,,,,1179000.000,,,,,,,,,,,,,,,,,
InventoryRawMaterialsNetOfReserves,,,,,,1762000.000,1882000.000,2018000.000,2100000.000,1752000.000,1900000.000,2034000.000,2229000.000,2473000.000,2617000.000,2720000.000,2768000.000,3486000.000,3638000.000,3402000.000,3265000.000,2936000.000
InventoryValuationReserves,572000.000,431000.000,478000.000,488000.000,501000.000,373000.000,394000.000,382000.000,310000.000,306000.000,305000.000,394000.000,382000.000,,342000.000,336000.000,319000.000,228000.000,280000.000,221000.000,218000.000,1281000.000
InventoryWorkInProcess,,,,,415000.000,,,,,,,,,,,,,,,,,
InventoryWorkInProcessNetOfReserves,,,,,,220000.000,518000.000,417000.000,317000.000,326000.000,325000.000,573000.000,622000.000,541000.000,862000.000,1037000.000,1156000.000,864000.000,815000.000,1101000.000,1039000.000,827000.000
Liabilities,5952000.000,6453000.000,5869000.000,6039000.000,6096000.000,7198000.000,7386000.000,8495000.000,8710000.000,10347000.000,9190000.000,10282000.000,14837000.000,16839000.000,16260000.000,15871000.000,15659000.000,15661000.000,15261000.000,15627000.000,12571000.000,13755000.000
