,2011-09-30,2012-03-31,2012-09-30,2013-03-31,2013-06-30,2013-09-30,2014-03-31,2014-06-30,2014-09-30
AdjustmentsToAdditionalPaidInCapitalSharebasedCompensationAndExerciseOfStockOptions,,107695.000,,,,,,,
AdjustmentsToAdditionalPaidInCapitalSharebasedCompensationRequisiteServicePeriodRecognitionValue,,295470.000,,,,,,,
AllocatedShareBasedCompensationExpense,,,,21284.000,,,,,
AmortizationOfFinancingCosts,,,,,,,5169.000,,
AntidilutiveSecuritiesExcludedFromComputationOfEarningsPerShareAmount,,,,31916667.000,,,,,
BusinessCombinationAcquisitionRelatedCosts,,,0.000,,21000.000,0.000,,,
CashAndCashEquivalentsPeriodIncreaseDecrease,,18983.000,,112511.000,,,,,
ComprehensiveIncomeNetOfTax,,,,,,,,8040413.000,-5685061.000
ContractsRevenue,,,0.000,,0.000,0.000,,,
CostOfGoodsAndServicesSold,91643.000,,,,,,,,
CostOfRevenue,,131229.000,164794.000,364309.000,424504.000,264860.000,302549.000,325381.000,351733.000
DebtInstrumentInterestRateDuringPeriod,,,,0.048,,,,,
Depreciation,,45750.000,45750.000,45750.000,,,,,45750.000
DepreciationAndAmortization,45750.000,,,45750.000,46030.000,46583.000,45750.000,45750.000,
DiscontinuedOperationGainLossFromDisposalOfDiscontinuedOperationBeforeIncomeTax,,,,,,,,,0.000
DiscontinuedOperationGainLossOnDisposalOfDiscontinuedOperationNetOfTax,,,2331525.000,,,,,-443183.000,
DiscontinuedOperationProvisionForLossGainOnDisposalBeforeIncomeTax,,,0.000,,,,,,
EarningsPerShareBasicAndDiluted,0.000,0.000,-0.000,-0.000,,,-0.000,,-0.000
FairValueAssumptionsExpectedDividendRate,,,,0.000,,,,,
FairValueAssumptionsExpectedVolatilityRate,,,,1.040,,,,,
FairValueOptionChangesInFairValueGainLoss,,-107695.000,,,,,,,
GainLossOnDispositionOfRealEstateDiscontinuedOperations,,,,,0.000,0.000,,,
GainsLossesOnExtinguishmentOfDebt,,,0.000,,,,,,
GainsLossesOnRestructuringOfDebt,,,,,0.000,0.000,,,
GeneralAndAdministrativeExpense,795836.000,1074894.000,407397.000,384916.000,515661.000,784105.000,865512.000,301319.000,238632.000
GrossProfit,12408.000,15500.000,26157.000,161868.000,225791.000,14905.000,28604.000,172871.000,125248.000
IncomeLossFromContinuingOperationsBeforeIncomeTaxesMinorityInterestAndIncomeLossFromEquityMethodInvestments,-228523.000,,,,,,,,-405061.000
IncomeLossFromContinuingOperationsPerBasicAndDilutedShare,0.000,,,-0.000,-0.000,-0.000,-0.000,0.000,-0.000
IncomeLossFromDiscontinuedOperationsNetOfTax,,,,,,,,,0.000
IncomeTaxReconciliationIncomeTaxExpenseBenefitAtFederalStatutoryIncomeTaxRate,,,,,,,168757.000,,
IncreaseDecreaseInAccountsPayable,,-8269.000,,72291.000,,,132353.000,,
IncreaseDecreaseInAccountsReceivable,,72923.000,,339174.000,,,-24385.000,,
IncreaseDecreaseInAccountsReceivableRelatedParties,,,,,,,-6790.000,,
IncreaseDecreaseInAccruedLiabilities,,,,205661.000,,,276433.000,,
IncreaseDecreaseInDeferredRevenue,,27174.000,,-7500.000,,,,,
IncreaseDecreaseInInventories,,-4500.000,,-34640.000,,,,,
IncreaseDecreaseInOperatingCapital,,,,15342549.000,,,,,
IncreaseDecreaseInOtherAccruedLiabilities,,231842.000,,,,,,,
IncreaseDecreaseInPrepaidExpense,,25705.000,,-7194.000,,,,,
IncrementalCommonSharesAttributableToShareBasedPaymentArrangements,,,,0.000,,,0.000,,
