,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31
AccountsPayableCurrent,105000000.000,134000000.000,91000000.000,99000000.000,67000000.000,70000000.000,44000000.000,29000000.000,19000000.000,20000000.000,26000000.000,35000000.000
AccountsReceivableNetCurrent,106000000.000,137000000.000,104000000.000,107000000.000,75000000.000,107000000.000,71000000.000,73000000.000,78000000.000,92000000.000,81000000.000,83000000.000
AccrualForEnvironmentalLossContingencies,,,,,,9000000.000,,,,,,
AccruedLiabilitiesCurrent,139000000.000,150000000.000,143000000.000,168000000.000,115000000.000,133000000.000,105000000.000,67000000.000,88000000.000,115000000.000,83000000.000,149000000.000
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,1833000000.000,1898000000.000,1973000000.000,1295000000.000,1362000000.000,1428000000.000,1495000000.000,1431000000.000,1498000000.000,1566000000.000,1275000000.000,1314000000.000
AccumulatedOtherComprehensiveIncomeLossNetOfTax,-34000000.000,-55000000.000,-84000000.000,-94000000.000,-78000000.000,-115000000.000,-128000000.000,-138000000.000,-140000000.000,-109000000.000,-109000000.000,-61000000.000
AdditionalPaidInCapitalCommonStock,1338000000.000,1335000000.000,1326000000.000,1327000000.000,1279000000.000,1309000000.000,1313000000.000,1095000000.000,1102000000.000,1104000000.000,1137000000.000,1137000000.000
AssetRetirementObligation,,,,,,,,80000000.000,,,,94000000.000
Assets,9457000000.000,9493000000.000,9600000000.000,8323000000.000,8385000000.000,8254000000.000,8171000000.000,7520000000.000,7545000000.000,7525000000.000,7054000000.000,6973000000.000
AssetsCurrent,1952000000.000,1838000000.000,1883000000.000,1941000000.000,1992000000.000,1658000000.000,1376000000.000,1323000000.000,1424000000.000,1467000000.000,1525000000.000,1535000000.000
AssetsFairValueDisclosure,,,,,,971000000.000,712000000.000,705000000.000,937000000.000,919000000.000,1004000000.000,1045000000.000
AssetsOfDisposalGroupIncludingDiscontinuedOperation,,,,,,,61000000.000,0.000,0.000,0.000,0.000,0.000
AssetsOfDisposalGroupIncludingDiscontinuedOperationCurrent,,,,,,,61000000.000,0.000,,,,
AssetsOfDisposalGroupIncludingDiscontinuedOperationNoncurrent,,,,,,,0.000,0.000,,,,
BorrowedFunds,,,,,,,,1438000000.000,,1522000000.000,1523000000.000,1498000000.000
BusinessAcquisitionCostOfAcquiredEntityPurchasePrice,,,,,,,,,,,2635000000.000,2635000000.000
