,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31
AdjustmentsToAdditionalPaidInCapitalSharebasedCompensationRequisiteServicePeriodRecognitionValue,570000.000,,,,3256000.000,,,,6125000.000,,,,,,,,8587000.000
AllocatedShareBasedCompensationExpense,656000.000,700000.000,749000.000,,2190000.000,1128000.000,2069000.000,4429000.000,4924000.000,,,,,,,,
AmortizationOfFinancingCosts,153000.000,,,,458000.000,,,,630000.000,,,,668000.000,,,,852000.000
AntidilutiveSecuritiesExcludedFromComputationOfEarningsPerShareAmount,,,,,,,,,,283000.000,124400.000,,194737.000,25591.000,192155.000,-168829.000,14.000
AssetRetirementObligationAccretionExpense,43000.000,45000.000,46000.000,67000.000,72000.000,104000.000,127000.000,164000.000,170000.000,180000.000,238000.000,245000.000,246000.000,254000.000,270000.000,294000.000,323000.000
AssetRetirementObligationLiabilitiesIncurred,,,,,214000.000,,,,102000.000,,,,132000.000,,,,741000.000
AssetRetirementObligationLiabilitiesSettled,,,,,10000.000,,,,0.000,,,,344000.000,,,,102000.000
AssetRetirementObligationRevisionOfEstimate,,,,,588000.000,,,,78000.000,,,,88000.000,,,,-2000.000
BusinessAcquisitionProFormaEarningsPerShareBasic,,,,,,,0.740,,,,,,,,,,1.620
BusinessAcquisitionProFormaEarningsPerShareDiluted,,,,,,,0.740,,,,,,,,,,1.610
BusinessAcquisitionsProFormaIncomeLossFromContinuingOperationsBeforeChangesInAccountingAndExtraordinaryItemsNetOfTax,9286000.000,,,,,,63516000.000,,,,,,,,,,
BusinessAcquisitionsProFormaNetIncomeLoss,4026000.000,,,,,,43739000.000,,,,,,,,,,150615000.000
BusinessAcquisitionsProFormaRevenue,23621000.000,,,,,,139127000.000,,,,,,,,,,258159000.000
BusinessCombinationConsiderationTransferred1,,,,,,,,,,,,,,,560000000.000,,
CapitalExpendituresIncurredButNotYetPaid,,,,,,,,,45854000.000,,,,,,,,
CashAndCashEquivalentsPeriodIncreaseDecrease,-20842000.000,,,,9759000.000,,,,1460000.000,,,,215695000.000,,,,-1629134000.000
CostsAndExpenses,,,,,,,,,,,,,,,,,118820000.000
CostsIncurredOilAndGasPropertyAcquisitionExplorationAndDevelopmentActivities,,,,,,,,,,,,,5024000.000,4100000.000,3853000.000,,5136000.000
CurrentIncomeTaxExpenseBenefit,,,,,,,3982000.000,,945000.000,,,,,,,,
DebtIssuanceCosts,,,,,,,,,,,,,7359000.000,,,,
DeferredIncomeTaxExpenseBenefit,3162000.000,7802000.000,9099000.000,11500000.000,13601000.000,15163000.000,19996000.000,60225000.000,2425000.000,,,,0.000,,,,1425000.000
DepreciationDepletionAndAmortization,10738000.000,14815000.000,17423000.000,23621000.000,30973000.000,40021000.000,45370000.000,53641000.000,59677000.000,57096000.000,52375000.000,48549000.000,42069000.000,39871000.000,44746000.000,51329000.000,58929000.000
DerivativeGainLossOnDerivativeNet,,,-4910000.000,,-4398000.000,-11088000.000,14909000.000,128116000.000,18354000.000,-19123000.000,27603000.000,5117000.000,1426000.000,-12125000.000,2034000.000,-17857000.000,39375000.000
DerivativeInstrumentsGainLossRecognizedInIncomeNet,-8000.000,3037000.000,,,,,,,,,,,,,,,
DerivativeInstrumentsNotDesignatedAsHedgingInstrumentsGainLossNet,,,,,-3342000.000,,,,-25206000.000,,,,-3691000.000,,,,37701000.000
DilutiveSecurities,0.000,0.000,0.000,0.000,0.000,-74000.000,-53000.000,127000.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,
EarningsPerShareBasic,0.150,0.370,0.330,0.450,0.490,0.550,0.790,1.840,0.100,-3.450,-2.400,-2.990,-0.460,-2.170,-0.030,0.460,1.460
EarningsPerShareDiluted,0.150,0.360,0.330,0.450,0.480,0.540,0.790,1.830,0.100,-3.450,-2.400,-2.990,-0.460,-2.170,-0.030,0.460,1.460
EffectiveIncomeTaxRateContinuingOperations,,,,,,,,,,,,,,,,,0.014
EmployeeServiceShareBasedCompensationAllocationOfRecognizedPeriodCostsCapitalizedAmount,197000.000,223000.000,259000.000,1073000.000,1066000.000,1649000.000,2043000.000,-321000.000,2139000.000,1452000.000,1534000.000,918000.000,2764000.000,1845000.000,916000.000,1554000.000,2343000.000
EmployeeServiceShareBasedCompensationTaxBenefitFromCompensationExpense,,,,,,,,,770000.000,,,,0.000,,,,
GainLossOnPriceRiskDerivativeInstrumentsNotDesignatedAsHedgingInstruments,1535000.000,3893000.000,-1695000.000,1613000.000,-3342000.000,-7468000.000,16440000.000,111479000.000,-25206000.000,-44425000.000,-7901000.000,-35386000.000,-3691000.000,-11592000.000,2425000.000,,
GainLossOnSaleOfDerivatives,,,,,,,,,,,,,,,,,-1674000.000
GainLossOnSaleOfPropertyPlantEquipment,9000.000,,,,11000.000,,,,0.000,,,,,,,,12000.000
GasGatheringTransportationMarketingAndProcessingCosts,75000.000,31000.000,69000.000,62000.000,214000.000,102000.000,110000.000,192000.000,61000.000,1625000.000,1688000.000,1748000.000,2789000.000,2432000.000,2843000.000,3542000.000,2619000.000
ImpairmentOfOilAndGasProperties,,,,,,,,,,323451000.000,273737000.000,,30816000.000,168352000.000,46368000.000,0.000,0.000
IncomeLossFromContinuingOperationsBeforeIncomeTaxesExtraordinaryItemsNoncontrollingInterest,,,,,,,,,,,,,,,,,143031000.000
IncomeLossFromContinuingOperationsBeforeIncomeTaxesMinorityInterestAndIncomeLossFromEquityMethodInvestments,8558000.000,22273000.000,23695000.000,31815000.000,37190000.000,42987000.000,68619000.000,156160000.000,9809000.000,-328084000.000,-237503000.000,-193322000.000,-35627000.000,-156753000.000,-600000.000,,143031000.000
IncomeLossFromEquityMethodInvestments,0.000,0.000,0.000,0.000,,,,,,,,,,,,,3000.000
