,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30
AccountsPayableAndAccruedLiabilitiesCurrent,117551000.000,144368000.000,134157000.000,139295000.000,128448000.000,173525000.000
AccountsReceivableNetCurrent,35716000.000,41635000.000,38251000.000,45525000.000,38869000.000,47744000.000
AccumulatedOtherComprehensiveIncomeLossNetOfTax,597000.000,-4066000.000,-5932000.000,-6284000.000,-6622000.000,-8234000.000
AdditionalPaidInCapital,483477000.000,485737000.000,487277000.000,489840000.000,492311000.000,496788000.000
Assets,1084824000.000,1086373000.000,1118368000.000,1273339000.000,1044195000.000,1099499000.000
AssetsCurrent,194088000.000,220131000.000,189113000.000,193537000.000,191139000.000,274553000.000
AssetsHeldForSaleCurrent,1404000.000,1404000.000,1025000.000,5644000.000,6386000.000,5929000.000
CashAndCashEquivalentsAtCarryingValue,65126000.000,82931000.000,49549000.000,47237000.000,54773000.000,106462000.000
CommonStockParOrStatedValuePerShare,0.010,0.010,0.010,0.010,0.010,0.010
CommonStockSharesAuthorized,120000000.000,120000000.000,120000000.000,120000000.000,120000000.000,120000000.000
CommonStockSharesIssued,57633610.000,57660276.000,57640010.000,58194923.000,58250839.000,58389117.000
CommonStockSharesOutstanding,57633610.000,57660276.000,57640010.000,58194923.000,58250839.000,58389117.000
CommonStockValue,576000.000,577000.000,,,,
CommonStockValueOutstanding,,,576000.000,582000.000,583000.000,584000.000
ContractualObligation,,,,,25406000.000,22899000.000
DebtDefaultLongtermDebtAmount,,,,,1365000.000,1365000.000
DebtInstrumentCarryingAmount,,,,,531216000.000,528890000.000
DebtInstrumentUnamortizedDiscount,,,,,11142000.000,10184000.000
DebtWeightedAverageInterestRate,,,,,0.041,0.042
DeferredCompensationLiabilityClassifiedNoncurrent,,,,,16013000.000,2830000.000
DeferredRevenueCurrent,16828000.000,12285000.000,11804000.000,13500000.000,10628000.000,10538000.000
DeferredRevenueNoncurrent,,,,,45535000.000,46606000.000
DeferredTaxAssetsNetCurrent,15676000.000,12823000.000,19912000.000,19845000.000,21230000.000,24047000.000
DeferredTaxLiabilitiesNoncurrent,15676000.000,12823000.000,19912000.000,19845000.000,21230000.000,24047000.000
DerivativeLiabilityNotionalAmount,,,,,259400000.000,
DueFromJointVenturesCurrent,15096000.000,15752000.000,17926000.000,16991000.000,10735000.000,12058000.000
DueFromJointVenturesNoncurrent,3869000.000,3868000.000,0.000,,,
FairValueMeasurementWithUnobservableInputsReconciliationsRecurringBasisLiabilityValue,,,,,24161000.000,24161000.000
IncomeTaxesReceivable,2937000.000,2765000.000,2287000.000,2141000.000,1118000.000,
IntangibleAssetsNetExcludingGoodwill,39577000.000,40359000.000,38726000.000,37807000.000,35602000.000,35046000.000
InterestRateCashFlowHedgeGainLossToBeReclassifiedDuringNext12MonthsNet,,,,,3800000.000,4000000.000
InterestRateCashFlowHedgeLiabilityAtFairValue,,,,,20600000.000,20000000.000
InterestRateDerivativeLiabilitiesAtFairValue,16986000.000,22387000.000,21359000.000,20553000.000,20611000.000,19966000.000
