,2011-09-10,2011-12-03,2012-12-01,2013-09-07,2013-11-30,2014-09-06,2014-11-29,2015-09-12,2015-12-05,2016-09-10,2016-12-03
AllocatedShareBasedCompensationExpense,4000000.000,3000000.000,3000000.000,,,,,,,,
AmortizationOfIntangibleAssets,,,,4000000.000,,,,,,,
AntidilutiveSecuritiesExcludedFromComputationOfEarningsPerShareAmount,20000000.000,20000000.000,,,,,,,,,
AssetImpairmentCharges,,,,,,1000000.000,0.000,1000000.000,2000000.000,2000000.000,0.000
BusinessCombinationConsiderationTransferred1,,,,,,34000000.000,,,,,
CommonStockDividendsPerShareDeclared,0.087,0.087,,,,,,,,,
ComprehensiveIncomeNetOfTax,96000000.000,-736000000.000,32000000.000,53000000.000,44000000.000,38000000.000,-19000000.000,39000000.000,61000000.000,36000000.000,78000000.000
ComprehensiveIncomeNetOfTaxAttributableToNoncontrollingInterest,,,,,,2000000.000,2000000.000,2000000.000,1000000.000,,
ComprehensiveIncomeNetOfTaxIncludingPortionAttributableToNoncontrollingInterest,,,,,,40000000.000,-17000000.000,41000000.000,62000000.000,37000000.000,79000000.000
CostOfGoodsAndServicesSold,6556000000.000,6518000000.000,6234000000.000,3371000000.000,3443000000.000,3446000000.000,3611000000.000,3479000000.000,3513000000.000,3303000000.000,2596000000.000
DiscontinuedOperationIncomeLossFromDiscontinuedOperationDuringPhaseOutPeriodBeforeIncomeTax,,,,,,,,0.000,1000000.000,3000000.000,
DiscontinuedOperationIncomeLossFromDiscontinuedOperationDuringPhaseOutPeriodNetOfTax,,,,1000000.000,-1000000.000,,,,,,
DiscontinuedOperationTaxEffectOfDiscontinuedOperation,,,,,,,69000000.000,,,,
DiscontinuedOperationTaxEffectOfIncomeLossFromDiscontinuedOperationDuringPhaseOutPeriod,,,,,,,,-2000000.000,1000000.000,1000000.000,
DisposalGroupIncludingDiscontinuedOperationRevenue,,,,,,,,0.000,0.000,0.000,
EarningsPerShareBasic,0.280,-3.540,0.080,0.150,0.120,0.120,0.310,0.120,0.130,0.120,-0.100
EarningsPerShareDiluted,0.280,-3.540,0.080,0.150,0.120,0.110,0.300,0.110,0.130,0.120,-0.100
EffectiveIncomeTaxRateContinuingOperations,,,0.471,,,,,,,,
FairValueOfAssetsAcquired,,,,,,39000000.000,,,,,
GainLossOnSaleOfProperties,,,,14000000.000,15000000.000,,,,,,
GoodwillAndIntangibleAssetImpairment,,907000000.000,,,,,,,6000000.000,,15000000.000
GrossProfit,1873000000.000,1809000000.000,1679000000.000,577000000.000,569000000.000,572000000.000,593000000.000,583000000.000,601000000.000,562000000.000,407000000.000
ImpairmentOfIntangibleAssetsIndefinitelivedExcludingGoodwill,,,,,,,,,6000000.000,,
IncomeLossFromContinuingOperations,,,,39000000.000,32000000.000,31000000.000,10000000.000,29000000.000,34000000.000,29000000.000,-12000000.000
IncomeLossFromContinuingOperationsBeforeIncomeTaxesMinorityInterestAndIncomeLossFromEquityMethodInvestments,96000000.000,-827000000.000,31000000.000,61000000.000,53000000.000,49000000.000,11000000.000,50000000.000,57000000.000,48000000.000,-38000000.000
IncomeLossFromContinuingOperationsIncludingPortionAttributableToNoncontrollingInterest,,,,,,,12000000.000,31000000.000,35000000.000,30000000.000,-11000000.000
IncomeLossFromContinuingOperationsPerBasicShare,,,,0.150,0.130,0.110,0.040,0.110,0.130,0.110,-0.040
IncomeLossFromContinuingOperationsPerDilutedShare,,,,0.150,0.120,0.110,0.040,0.110,0.130,0.110,-0.040
IncomeLossFromDiscontinuedOperationsNetOfTax,,,,1000000.000,-1000000.000,,,,,,
IncomeLossFromDiscontinuedOperationsNetOfTaxAttributableToReportingEntity,,,,,,2000000.000,69000000.000,2000000.000,0.000,2000000.000,-14000000.000
IncomeLossFromDiscontinuedOperationsNetOfTaxPerBasicShare,,,,,-0.010,0.010,0.270,0.010,0.000,0.010,-0.060
IncomeLossFromDiscontinuedOperationsNetOfTaxPerDilutedShare,,,,,-0.010,0.010,0.260,0.010,0.000,0.010,-0.060
IncomeLossFromEquityMethodInvestments,,,,,,1000000.000,1000000.000,0.000,1000000.000,1000000.000,1000000.000
IncomeTaxExpenseBenefit,36000000.000,-77000000.000,15000000.000,22000000.000,21000000.000,18000000.000,-1000000.000,19000000.000,22000000.000,18000000.000,-27000000.000
IncrementalCommonSharesAttributableToShareBasedPaymentArrangements,,,,,,,4000000.000,5000000.000,4000000.000,2000000.000,0.000
InterestIncomeExpenseNet,,,-126000000.000,-51000000.000,-52000000.000,-46000000.000,-46000000.000,-44000000.000,-45000000.000,-41000000.000,-40000000.000
InventoryLIFOReserveEffectOnIncomeNet,,,,1000000.000,2000000.000,,,,,,
InventoryLIFOReservePeriodCharge,,,,2000000.000,1000000.000,2000000.000,3000000.000,2000000.000,1000000.000,0.000,1000000.000
NetIncomeLoss,60000000.000,-750000000.000,16000000.000,40000000.000,31000000.000,31000000.000,79000000.000,31000000.000,34000000.000,31000000.000,-26000000.000
NetIncomeLossAttributableToNoncontrollingInterest,,,,,,2000000.000,2000000.000,2000000.000,1000000.000,1000000.000,1000000.000
NetIncomeLossAvailableToCommonStockholdersBasic,,,16000000.000,39000000.000,32000000.000,,,,,,
NetIncomeLossAvailableToCommonStockholdersDiluted,,,,40000000.000,31000000.000,,,,,,
OperatingIncomeLoss,216000000.000,-708000000.000,157000000.000,112000000.000,105000000.000,94000000.000,56000000.000,94000000.000,101000000.000,88000000.000,1000000.000
OtherComprehensiveIncomeDefinedBenefitPlansAdjustmentNetOfTaxPeriodIncreaseDecrease,36000000.000,14000000.000,,,,,,,,,
OtherComprehensiveIncomeDefinedBenefitPlansAdjustmentNetOfTaxPortionAttributableToParent,,,-16000000.000,-13000000.000,-13000000.000,7000000.000,,,,,
OtherComprehensiveIncomeLossDerivativesQualifyingAsHedgesNetOfTax,,,,,,,,-1000000.000,0.000,0.000,2000000.000
OtherComprehensiveIncomeLossDerivativesQualifyingAsHedgesTax,,,,,,,,0.000,0.000,0.000,1000000.000
OtherComprehensiveIncomeLossFinalizationOfPensionAndNonPensionPostretirementPlanValuationBeforeTax,,,,,,,,,-28000000.000,,
OtherComprehensiveIncomeLossNetOfTax,,,,,,,-98000000.000,8000000.000,27000000.000,5000000.000,104000000.000
OtherComprehensiveIncomeLossPensionAndOtherPostretirementBenefitPlansAdjustmentNetOfTax,,,,,,,,-9000000.000,-27000000.000,-5000000.000,102000000.000
OtherComprehensiveIncomeLossPensionAndOtherPostretirementBenefitPlansTax,,,10000000.000,8000000.000,9000000.000,5000000.000,-27000000.000,-6000000.000,-15000000.000,-2000000.000,49000000.000
OtherComprehensiveIncomeLossReclassificationAdjustmentFromAOCIPensionAndOtherPostretirementBenefitPlansTax,,,,,,,-32000000.000,-6000000.000,-6000000.000,,
PaymentsToAcquireBusinessesGross,,,,,,5000000.000,,,,,17000000.000
ProfitLoss,,,,,,33000000.000,81000000.000,33000000.000,35000000.000,32000000.000,-25000000.000
ReclassificationFromAccumulatedOtherComprehensiveIncomeCurrentPeriodBeforeTax,,,,,,12000000.000,75000000.000,15000000.000,15000000.000,,
ReclassificationFromAccumulatedOtherComprehensiveIncomeCurrentPeriodNetOfTax,,,,,,,43000000.000,9000000.000,9000000.000,,
