,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30
AdjustmentsNoncashItemsToReconcileNetIncomeLossToCashProvidedByUsedInOperatingActivitiesOther,7900000.000,,,,,,,,,,,,,,,,,,,,,,,,,
AdjustmentsToAdditionalPaidInCapitalShareBasedCompensationEmployeeStockPurchaseProgramRequisiteServicePeriodRecognition,,,,,,,,,,,,,,,5000000.000,,,,,,,,,,,
AdjustmentsToAdditionalPaidInCapitalShareBasedCompensationRestrictedStockUnitsRequisiteServicePeriodRecognition,,,,,,,,,,,,,,,,,,,,,200000.000,,,,,
AdjustmentsToAdditionalPaidInCapitalSharebasedCompensationRequisiteServicePeriodRecognitionValue,26300000.000,,,,30000000.000,,,,33500000.000,,,,36500000.000,,,,40700000.000,,,,38700000.000,,,,49200000.000,
AdjustmentsToAdditionalPaidInCapitalTaxEffectFromShareBasedCompensation,13000000.000,,,,10600000.000,,,,11700000.000,,,,13900000.000,,,,13000000.000,,,,3900000.000,,,,,
AntidilutiveSecuritiesExcludedFromComputationOfEarningsPerShareAmount,5300000.000,,,,0.000,,,,0.000,,,,0.000,,,,0.000,,,,0.000,,,,,
AvailableForSaleSecuritiesChangeInNetUnrealizedHoldingGainLoss,9900000.000,5100000.000,3500000.000,,4200000.000,-6100000.000,,,,,,,,,,,,,,,,,,,,
AvailableForSaleSecuritiesGrossRealizedGains,,,,,,,,,,,,,,,,,,,,,300000.000,100000.000,800000.000,300000.000,1900000.000,900000.000
AvailableForSaleSecuritiesGrossRealizedLosses,,,,,,,,,,,,,,,,,,,,,0.000,0.000,700000.000,1400000.000,1300000.000,700000.000
AvailableForSaleSecuritiesGrossUnrealizedGains,11100000.000,,,,,,,,,,,,,,,,,,,,,,,,,
AvailableForSaleSecuritiesGrossUnrealizedLoss,700000.000,,,,,,,,,,,,,,,,,,,,,,,,,
AvailableforsaleSecuritiesGrossRealizedGainLossExcludingOtherThanTemporaryImpairments,,,,,,,,,,,,,,,,,,,,,300000.000,100000.000,100000.000,-1100000.000,600000.000,200000.000
