,2011-09-30,2011-12-31,2012-09-30,2012-12-31,2013-06-30,2013-10-01,2013-12-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-09-30,2015-12-31,2016-06-30,2016-09-30,2016-12-31
AccountsPayable,,,14625.000,8756.000,,,,,,,,,,,,
AccountsPayableCurrent,0.000,4188.000,,,22711.000,,11412.000,33862.000,21294.000,243739.000,677230.000,1096447.000,1150804.000,762577.000,147963.000,126432.000
AccountsReceivableNetCurrent,,,,,,,,,,150000.000,50000.000,10000.000,68600.000,67862.000,67862.000,67862.000
AccruedLiabilitiesCurrent,,,,,,,,,,,72776.000,145062.000,251977.000,844815.000,260554.000,370006.000
AccruedSalariesCurrent,,5000.000,,,,,,,,,,,,,,
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,420.000,495.000,627.000,702.000,852.000,,905.000,,,5658.000,-69836.000,,,292474.000,,
AdditionalPaidInCapital,,,4366262.000,4366262.000,4366262.000,,4367028.000,10350432.000,11342813.000,11094781.000,,13522374.000,15815505.000,19180234.000,24320905.000,29355303.000
AdditionalPaidInCapitalCommonStock,4359900.000,4359900.000,,,,,,,,,14502228.000,,,,,
AllowanceForDoubtfulAccountsReceivableCurrent,,,,,,,,,,0.000,,,,,,
Assets,62502.000,49257.000,41626.000,41552.000,24532.000,,3083.000,3311718.000,2013265.000,1585582.000,1451491.000,2284306.000,2336508.000,3559902.000,9322674.000,9123443.000
AssetsCurrent,26017.000,12847.000,5348.000,5349.000,24479.000,,3083.000,3234022.000,1868211.000,886663.000,240374.000,428981.000,196930.000,336036.000,2201859.000,1093274.000
BankOverdrafts,,,267.000,20.000,,,,,,,,,,,,
CapitalLeaseObligationsNoncurrent,,,,,,,,,,,,,,,3823634.000,3786375.000
Cash,,,,,17522.000,,51.000,3213358.000,1638239.000,282143.000,,,,,,
CashAndCashEquivalentsAtCarryingValue,8782.000,21.000,,,,,51.000,3213359.000,,,,345044.000,66666.000,178325.000,2072032.000,991325.000
ClassOfWarrantOrRightExercisePriceOfWarrantsOrRights,,,0.150,,,,,,,,,,,,,
ClassOfWarrantOrRightOutstanding,,,,,,,,,,,,,,,,13985500.000
CommitmentsAndContingencies,0.000,0.000,,,,,,,,,,,,,,
CommonStockOtherSharesOutstanding,,,65605906.000,65589266.000,,,,,,,,,,,,
CommonStockParOrStatedValuePerShare,0.000,0.000,0.000,0.000,0.000,,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
CommonStockSharesAuthorized,250000000.000,250000000.000,250000000.000,250000000.000,250000000.000,,250000000.000,250000000.000,250000000.000,250000000.000,250000000.000,250000000.000,250000000.000,250000000.000,250000000.000,200000000.000
CommonStockSharesIssued,32127930.000,32127930.000,8501104.000,8501104.000,8501104.000,,850110.000,32473282.000,34363276.000,34904926.000,35972929.000,46310814.000,45912647.000,57973614.000,77769845.000,92836869.000
CommonStockSharesOutstanding,32127930.000,32127930.000,8501104.000,8501104.000,8501104.000,,850110.000,32473282.000,34363276.000,34904926.000,35972929.000,46310814.000,45912647.000,57973614.000,77769845.000,92836869.000
CommonStockValue,3213.000,3213.000,851.000,851.000,,,,,,,3597.000,4631.000,4730.000,5797.000,7777.000,9284.000
CommonStockValueOutstanding,,,,,851.000,,85.000,3247.000,3438.000,3490.000,,,,,,
ConvertibleDebtFairValueDisclosures,532607.000,532607.000,154152.000,103231.000,242364.000,,177029.000,,,,,,,,,
ConvertibleNotesPayableCurrent,446750.000,446750.000,442750.000,442750.000,442750.000,,447750.000,368610.000,0.000,,,,,,,
CreditDerivativeCurrentFairValue,595077.000,595077.000,,,,,,,,,,,,,,
DebtConversionConvertedInstrumentSharesIssued,,,274048164.000,268841560.000,,,,,,,,,,,,
DebtDefaultLongtermDebtAmount,,,847064.000,847064.000,,,,,,,,,,,,
DebtDefaultShorttermDebtAmount,,,,,1003156.000,,1003156.000,,,,,,,,,
