,2011-06-30,2011-09-30,2013-06-30,2014-09-30,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31
AdjustmentsToAdditionalPaidInCapitalIncomeTaxDeficiencyFromShareBasedCompensation,,,,,-33000.000,,,,,,,,
AdjustmentsToAdditionalPaidInCapitalSharebasedCompensationRequisiteServicePeriodRecognitionValue,,,,,273040.000,,,,,,,,
AllocatedShareBasedCompensationExpense,,,,145200.000,273000.000,142000.000,76500.000,32500.000,273000.000,,,,
AmortizationOfFinancingCosts,,,,,,,,,,,,,21392.000
AntidilutiveSecuritiesExcludedFromComputationOfEarningsPerShareAmount,,,239734.000,163581.000,125067.000,163580.000,235649.000,-339313.000,,214983.000,179983.000,,114466.000
CapitalLeaseObligationsIncurred,,,,,91829.000,,,,232575.000,,,,
CashAndCashEquivalentsPeriodIncreaseDecrease,,,,,-666533.000,,,,-177676.000,,,,
CashPeriodIncreaseDecrease,,,,,,,,,,,,,-608630.000
ComprehensiveIncomeNetOfTax,,,1797955.000,1702642.000,929127.000,991745.000,2447467.000,653917.000,-9216767.000,1716644.000,1712001.000,2173999.000,1254501.000
CostOfGoodsAndServicesSold,13181422.000,12440033.000,16874205.000,17016373.000,16274495.000,18095951.000,21194449.000,28035959.000,24309136.000,,,,
CostOfGoodsSold,,,,,,,,,,17246963.000,17086461.000,,15495187.000
DeferredIncomeTaxExpenseBenefit,,,,,50067.000,,,,-5415000.000,,,,720126.000
DepreciationDepletionAndAmortization,,,,,204676.000,,,,194067.000,,,,149926.000
DerivativeNetHedgeIneffectivenessGainLoss,,,,0.000,0.000,,,,,,,,
EarningsPerShareBasic,0.230,0.260,0.210,0.200,0.110,0.120,0.290,0.070,-1.070,0.210,0.190,1.090,0.140
EarningsPerShareDiluted,0.220,0.250,0.210,0.200,0.110,0.120,0.280,0.070,-1.070,0.210,0.190,1.090,0.140
EffectiveIncomeTaxRateContinuingOperations,,,,0.310,,,,,,,,,
ExcessTaxBenefitFromShareBasedCompensationFinancingActivities,,,,,33000.000,,,,,,,,
ExcessTaxBenefitFromShareBasedCompensationOperatingActivities,,,,,33000.000,,,,,,,,
GainLossOnDispositionOfAssets,,,,,,,,,,,,,-21010.000
GrossProfit,4244801.000,4167605.000,4236247.000,4471304.000,3602071.000,3848369.000,5596432.000,3554831.000,-11639104.000,5034001.000,5024368.000,5899653.000,4537514.000
IncomeLossFromContinuingOperationsBeforeIncomeTaxesExtraordinaryItemsNoncontrollingInterest,,,2584276.000,2602547.000,1368120.000,1528108.000,3479085.000,1631680.000,-14635220.000,2841580.000,2672065.000,3446999.000,1983301.000
IncomeLossFromContinuingOperationsBeforeIncomeTaxesMinorityInterestAndIncomeLossFromEquityMethodInvestments,2094816.000,2531042.000,,,,,,,,,,,
IncomeTaxExpenseBenefit,524000.000,726000.000,800000.000,905000.000,440000.000,538000.000,1033000.000,980000.000,-5415000.000,1051000.000,986000.000,1312000.000,734000.000
IncomeTaxesPaid,,,,,29.000,,,,165029.000,,,,13888.000
IncreaseDecreaseInAccountsPayableAndAccruedLiabilities,,,,,193337.000,,,,-3368234.000,,,,-2612459.000
