,2011-09-30,2011-12-31,2012-03-31,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30
AccountsPayableCurrent,28227000.000,24504000.000,28639000.000,22220000.000,24847000.000,25561000.000,23762000.000,21538000.000
AccountsReceivableBilledForLongTermContractsOrPrograms,,,,51418000.000,48112000.000,56214000.000,51000000.000,46723000.000
AccountsReceivableGrossCurrent,,,,17756000.000,,,,
AccountsReceivableNetCurrent,,,,51418000.000,,,,
AccruedEmployeeBenefitsCurrentAndNoncurrent,,,,17377000.000,,,,
AccruedLiabilitiesAndOtherLiabilities,,,,26883000.000,,,,
AccruedRentCurrentAndNoncurrent,,,,5806000.000,,,,
AccruedVacationCurrent,,,,6026000.000,,,,
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,,,,-19878000.000,,,,
AccumulatedOtherComprehensiveIncomeLossDefinedBenefitPensionAndOtherPostretirementPlansNetOfTax,,,,,51796000.000,,,
AccumulatedOtherComprehensiveIncomeLossNetOfTax,-21409000.000,-27430000.000,-27474000.000,-27759000.000,-31329000.000,-31252000.000,-31171000.000,-31159000.000
AdditionalPaidInCapital,56435000.000,55528000.000,55738000.000,56926000.000,57192000.000,57522000.000,57708000.000,57900000.000
AllowanceForDoubtfulAccountsReceivableCurrent,,,,-1041000.000,,,,
Assets,333307000.000,323560000.000,322498000.000,274126000.000,260051000.000,268295000.000,260228000.000,252967000.000
AssetsCurrent,81873000.000,72940000.000,74275000.000,64505000.000,50652000.000,60419000.000,55460000.000,50820000.000
AssetsNoncurrent,251434000.000,250620000.000,248223000.000,209621000.000,209399000.000,207876000.000,204768000.000,202147000.000
AssetsOfDisposalGroupIncludingDiscontinuedOperation,,,,,2300000.000,,,
BusinessAcquisitionCostOfAcquiredEntityCashPaid,,,,,143000000.000,,,
BusinessAcquisitionCostOfAcquiredEntityPurchasePrice,,,,,145271000.000,,,
BusinessAcquisitionPurchasePriceAllocationAmortizableIntangibleAssets,,,,,134164000.000,,,
BusinessAcquisitionPurchasePriceAllocationAssetsAcquiredLiabilitiesAssumedNet,,,,,3361000.000,,,
BusinessAcquisitionPurchasePriceAllocationCurrentAssets,,,,,22638000.000,,,
BusinessAcquisitionPurchasePriceAllocationCurrentAssetsCashAndCashEquivalents,,,,,-1090000.000,,,
