,2011-06-30,2011-09-30,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30
AccretionAmortizationOfDiscountsAndPremiumsInvestments,,,-995000.000,,,,-1021000.000,,,,-1043000.000,,,,-1031000.000,,
AffordableHousingTaxCreditsAndOtherTaxBenefitsAmount,,,,,,,,,,,,,,,,700000.000,700000.000
AllocatedShareBasedCompensationExpense,,,,,1300000.000,,300000.000,200000.000,1700000.000,1300000.000,500000.000,400000.000,600000.000,-100000.000,-100000.000,100000.000,400000.000
AmortizationMethodQualifiedAffordableHousingProjectInvestmentsAmortization,,,,,,,,,,,,,,,,400000.000,200000.000
AvailableForSaleSecuritiesChangeInNetUnrealizedHoldingGainLoss,,,,,-376000.000,,-859000.000,-1250000.000,-80000.000,2476000.000,-76000.000,,,,,,
AvailableForSaleSecuritiesContinuousUnrealizedLossPosition12MonthsOrLongerAggregateLosses,,,,,,,,,,,6435000.000,,,,4985000.000,,
AvailableForSaleSecuritiesContinuousUnrealizedLossPositionAggregateLosses,,,,,,,,,,,18613000.000,,,,,,
AvailableForSaleSecuritiesContinuousUnrealizedLossPositionLessThan12MonthsAggregateLosses,,,,,,,,,,,12178000.000,,,,2908000.000,,
AvailableForSaleSecuritiesGrossRealizedGains,,,,,399000.000,,68000.000,50000.000,0.000,143000.000,178000.000,433000.000,61000.000,2527000.000,0.000,36000.000,223000.000
AvailableForSaleSecuritiesGrossRealizedLosses,,,,32000.000,44000.000,,,0.000,0.000,,,,15000.000,,,,0.000
AvailableForSaleSecuritiesGrossUnrealizedGains,,,,,,,,,,,,,,,208782000.000,,
AvailableForSaleSecuritiesGrossUnrealizedLoss,,,,,,,,,,,,,,,7893000.000,,
BenefitsLossesAndExpenses,86834000.000,95829000.000,90891000.000,93852000.000,98030000.000,97659000.000,100464000.000,96503000.000,108643000.000,133528000.000,107148000.000,104055000.000,104059000.000,106773000.000,101283000.000,93317000.000,104101000.000
CashAndCashEquivalentsPeriodIncreaseDecrease,,,-5264000.000,,,,646000.000,,,,2175000.000,,,,-2444000.000,,
CommonStockDividendsPerShareCashPaid,,,0.270,,,,0.270,,,,0.270,,,,0.270,,
ComprehensiveIncomeNetOfTax,27966000.000,24778000.000,19991000.000,20677000.000,22370000.000,837000.000,14960000.000,-30540000.000,251000.000,4972000.000,21103000.000,24323000.000,-642000.000,-5924000.000,19711000.000,-17893000.000,3808000.000
DeferredIncomeTaxesAndTaxCredits,,,5976000.000,,,,-1144000.000,,,,1461000.000,,,,2745000.000,,
DeferredPolicyAcquisitionCostAmortizationExpense,705000.000,11577000.000,7901000.000,5121000.000,7151000.000,7869000.000,8865000.000,10904000.000,9247000.000,8212000.000,8828000.000,12529000.000,9797000.000,9734000.000,8384000.000,1958000.000,9244000.000
DeferredPolicyAcquisitionCostsAdditions,,,,9300000.000,8800000.000,,,,,,,,,,,,
Depreciation,,,828000.000,,3700000.000,,1034000.000,,,,1096000.000,,,,1399000.000,,
EarningsPerShareBasicAndDiluted,,0.390,1.720,0.780,0.380,0.710,0.470,0.980,0.650,0.590,0.500,0.770,0.710,0.760,0.630,1.010,0.520
EffectiveIncomeTaxRateContinuingOperations,,,,0.350,0.340,,0.310,0.320,0.340,-0.640,0.310,0.320,0.330,-0.660,0.290,0.300,0.330
EffectiveIncomeTaxRateReconciliationAtFederalStatutoryIncomeTaxRate,,,,0.350,0.350,,0.350,0.350,0.350,-0.700,0.350,0.350,0.350,-0.700,0.350,0.350,0.350
EffectiveIncomeTaxRateReconciliationOtherAdjustments,,,,0.020,,,,,,,,,,,,,
EffectiveIncomeTaxRateReconciliationOtherReconcilingItemsPercent,,,,,,,,,,,,-0.010,-0.010,,-0.020,-0.020,0.020
EffectiveIncomeTaxRateReconciliationTaxCredits,,,,-0.010,0.010,,-0.030,0.020,0.000,-0.010,-0.020,-0.020,0.010,-0.010,0.040,0.030,0.040
FairValueMeasurementWithUnobservableInputsReconciliationLiabilityTransfersIntoLevel3,,,,,,,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
FairValueMeasurementWithUnobservableInputsReconciliationLiabilityTransfersOutOfLevel3,,,,,,,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
FairValueMeasurementWithUnobservableInputsReconciliationRecurringBasisAssetGainLossIncludedInEarnings1,,,,,340000.000,,-644000.000,-311000.000,2000.000,371000.000,0.000,56000.000,0.000,-68000.000,,,
FairValueMeasurementWithUnobservableInputsReconciliationRecurringBasisAssetGainLossIncludedInOtherComprehensiveIncomeLoss,,,,,47000.000,,859000.000,1250000.000,80000.000,-1849000.000,76000.000,-34000.000,-63000.000,-400000.000,,,
FairValueMeasurementWithUnobservableInputsReconciliationRecurringBasisAssetIssues,,,,,,,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,,,
FairValueMeasurementWithUnobservableInputsReconciliationRecurringBasisAssetPurchases,,,,,,,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,,,
FairValueMeasurementWithUnobservableInputsReconciliationRecurringBasisAssetSales,,,,,,,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,,,
FairValueMeasurementWithUnobservableInputsReconciliationRecurringBasisAssetSettlements,,,,,-697000.000,,3016000.000,1477000.000,789000.000,-3174000.000,0.000,102000.000,0.000,139000.000,,,
FairValueMeasurementWithUnobservableInputsReconciliationRecurringBasisAssetTransfersIntoLevel3,,,,,7990000.000,,116000.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,,,
FairValueMeasurementWithUnobservableInputsReconciliationRecurringBasisAssetTransfersOutOfLevel3,,,,,53000.000,,0.000,0.000,498000.000,43707000.000,0.000,0.000,0.000,0.000,,,
FairValueMeasurementWithUnobservableInputsReconciliationRecurringBasisLiabilityGainLossIncludedInEarnings,,,,,-978000.000,,-1423000.000,-978000.000,-1091000.000,-716000.000,737000.000,138000.000,965000.000,-4985000.000,1549000.000,1766000.000,-1906000.000
FairValueMeasurementWithUnobservableInputsReconciliationRecurringBasisLiabilityGainLossIncludedInOtherComprehensiveIncome,,,,,,,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
FairValueMeasurementWithUnobservableInputsReconciliationRecurringBasisLiabilityIssues,,,,,807000.000,,316000.000,289000.000,47000.000,85000.000,58000.000,-186000.000,-138000.000,-326000.000,-82000.000,-108000.000,-104000.000
