,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-09-30,2012-12-31,2013-03-31,2013-06-30
AccountsPayableAndAccruedLiabilitiesCurrent,22404.000,16645.000,16464.000,55931.000,297683.000,354387.000,363056.000,504070.000
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,,,2723.000,2858.000,2906.000,3001.000,3049.000,3056.000
AdditionalPaidInCapital,,,,,,99863.000,99863.000,99863.000
AdditionalPaidInCapitalCommonStock,1337983.000,1338583.000,1339183.000,1339783.000,1340183.000,,,
Assets,1507725.000,1218797.000,1205802.000,1224583.000,1196632.000,1195398.000,1215533.000,1201415.000
AssetsCurrent,312176.000,23401.000,10559.000,29475.000,1620.000,433.000,20616.000,6505.000
BusinessAcquisitionPurchasePriceAllocationMineralRights,,,,,,45000.000,,
Cash,312176.000,23401.000,10559.000,29475.000,1620.000,433.000,20616.000,6505.000
ClassOfWarrantOrRightOutstanding,,,,,,1600000.000,,
CommonStockCapitalSharesReservedForFutureIssuance,,,,,3800000.000,3800000.000,,
CommonStockOtherSharesOutstanding,,,,,,1600000.000,,
CommonStockParOrStatedValuePerShare,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
CommonStockSharesAuthorized,300000000.000,300000000.000,300000000.000,300000000.000,300000000.000,300000000.000,300000000.000,300000000.000
CommonStockSharesIssued,46502120.000,46502120.000,46502120.000,46502120.000,46502120.000,46502120.000,46502120.000,46502120.000
CommonStockSharesOutstanding,46502120.000,46502120.000,46502120.000,46502120.000,46502120.000,46502120.000,46502120.000,46502120.000
CommonStockValue,1267.000,1267.000,1267.000,1267.000,1267.000,,46502.000,46502.000
ConversionOfStockSharesConverted,,,,,2200000.000,2200000.000,,
ConvertibleDebt,,,,,1100000.000,1100000.000,,
ConvertibleLongTermNotesPayable,,,,,,,1100000.000,1100000.000
ConvertibleNotesPayableCurrent,,,,,,1100000.000,,
DebtConversionConvertedInstrumentWarrantsOrOptionsIssued,,,,,1600000.000,1600000.000,,
DebtInstrumentAnnualPrincipalPayment,,,,,,,,669482.000
DebtInstrumentConvertibleCarryingAmountOfTheEquityComponent,,,,,700000.000,700000.000,600000.000,600000.000
DebtInstrumentConvertibleConversionPrice1,,,,,0.500,,,
DebtInstrumentInterestRateStatedPercentage,,,,,,0.120,,
DebtInstrumentPrincipalOutstanding,,,,,,1100000.000,1100000.000,1100000.000
DeferredTaxAssetsNet,,,,,0.000,0.000,,
DeferredTaxAssetsOperatingLossCarryforwards,,,,,893000.000,,,
DerivativeLiabilitiesCurrent,,,,,,710033.000,,
DerivativeLiabilityFairValueNet1,,,,,,710033.000,1060447.000,103928.000
DevelopmentStageEnterpriseDeficitAccumulatedDuringDevelopmentStage,-1704227.000,-1962865.000,2044306.000,2138318.000,2391864.000,-46502.000,2478840.000,1688898.000
DueToRelatedPartiesCurrent,17000.000,17000.000,57000.000,152000.000,17000.000,17000.000,,
EmbeddedDerivativeFairValueOfEmbeddedDerivativeLiability,,,,,,,1060447.000,103928.000
InterestPayable,,,,,,,,51441.000
InterestPayableCurrent,,,,,,228849.000,255973.000,283397.000
InterestReceivable,,,,,,17997.000,,
Liabilities,,,,,,3287472.000,3781540.000,2977480.000
LiabilitiesAndStockholdersEquity,1507725.000,1218797.000,1205802.000,1224583.000,1196632.000,1195398.000,1215533.000,1201415.000
LiabilitiesCurrent,164404.000,233645.000,273464.000,357931.000,1614683.000,2381420.000,2790503.000,1979998.000
LinesOfCreditFairValueDisclosure,,,,,172500.000,,,
LoansPayableCurrent,,,,,,,17000.000,22000.000
LongTermDebtMaturitiesRepaymentsOfPrincipalInNextTwelveMonths,,,,,1100000.000,,,
LongTermDebtNoncurrent,,,,,,0.000,,
LongTermLoansPayable,,,,,,,641037.000,647482.000
LongTermNotesPayable,1941830.000,1841699.000,1869726.000,1897452.000,865895.000,500000.000,350000.000,350000.000
MineralPropertiesGross,1194910.000,1194910.000,1194910.000,1194910.000,1194910.000,1194910.000,1194910.000,1194910.000
MineralRights,,,,,,1000000.000,,
NotesAndLoansPayable,,,,,,25570.000,,
NotesPayable,,,,,,,250000.000,250000.000
NotesPayableCurrent,125000.000,200000.000,200000.000,150000.000,1300000.000,200000.000,,
OperatingLossCarryforwards,,,,,,761000.000,,
OperatingLossCarryforwardsValuationAllowance,,,,,,761000.000,,
OtherLongTermDebtNoncurrent,,,,,,406052.000,,
PreferredStockParOrStatedValuePerShare,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
PreferredStockSharesAuthorized,30000000.000,30000000.000,30000000.000,30000000.000,30000000.000,30000000.000,30000000.000,30000000.000
PreferredStockSharesIssued,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
PreferredStockSharesOutstanding,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
PreferredStockValue,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
PropertyPlantAndEquipmentNet,639.000,486.000,333.000,198.000,102.000,55.000,7.000,
RetainedEarningsAccumulatedDeficit,-233532.000,-233532.000,-233532.000,-233532.000,-233532.000,-233532.000,-233532.000,-233532.000
ShareBasedCompensationSharesAuthorizedUnderStockOptionPlansExercisePriceRangeNumberOfExercisableOptions,,,,,1600000.000,,,
ShareBasedCompensationSharesAuthorizedUnderStockOptionPlansExercisePriceRangeNumberOfOutstandingOptions,,,,,1600000.000,,,
StockholdersEquity,-598509.000,-856547.000,-937388.000,-1030800.000,-1283946.000,-2092074.000,-2566007.000,-1776065.000
StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,,,,,,-2092074.000,-2566007.000,-1776065.000
ValuationAllowanceAmount,,,,,893000.000,,,
